timestamp,ground_contact,maybe_landed,landed
12116000,0,0,1
12376000,0,0,0
13376000,0,0,0
14376000,0,0,0
15376000,0,0,0
16376000,0,0,0
17376000,0,0,0
18376000,0,0,0
19376000,0,0,0
20376000,0,0,0
21376000,0,0,0
22376000,0,0,0
23376000,0,0,0
24376000,0,0,0
25376000,0,0,0
26376000,0,0,0
27376000,0,0,0
28376000,0,0,0
29376000,0,0,0
30376000,0,0,0
31376000,0,0,0
32376000,0,0,0
33376000,0,0,0
34376000,0,0,0
35376000,0,0,0
36376000,0,0,0
37376000,0,0,0
38376000,0,0,0
39376000,0,0,0
40376000,0,0,0
41376000,0,0,0
42376000,0,0,0
43376000,0,0,0
44376000,0,0,0
45376000,0,0,0
46376000,0,0,0
47376000,0,0,0
48376000,0,0,0
49376000,0,0,0
50376000,0,0,0
51376000,0,0,0
52376000,0,0,0
53376000,0,0,0
54376000,0,0,0
55376000,0,0,0
56376000,0,0,0
57376000,0,0,0
58376000,0,0,0
59376000,0,0,0
60376000,0,0,0
61376000,0,0,0
62376000,0,0,0
63376000,0,0,0
64376000,0,0,0
65376000,0,0,0
66376000,0,0,0
67376000,0,0,0
68376000,0,0,0
69376000,0,0,0
70376000,0,0,0
71376000,0,0,0
72376000,0,0,0
73376000,0,0,0
74376000,0,0,0
75376000,0,0,0
76376000,0,0,0
77376000,0,0,0
78376000,0,0,0
79376000,0,0,0
80376000,0,0,0
81376000,0,0,0
82376000,0,0,0
83376000,0,0,0
84376000,0,0,0
85376000,0,0,0
86376000,0,0,0
87376000,0,0,0
88376000,0,0,0
89376000,0,0,0
90376000,0,0,0
91376000,0,0,0
92376000,0,0,0
93376000,0,0,0
94376000,0,0,0
95376000,0,0,0
96376000,0,0,0
97376000,0,0,0
98376000,0,0,0
99376000,0,0,0
100376000,0,0,0
101376000,0,0,0
102376000,0,0,0
103376000,0,0,0
104376000,0,0,0
105376000,0,0,0
106376000,0,0,0
107376000,0,0,0
108376000,0,0,0
109376000,0,0,0
110376000,0,0,0
111376000,0,0,0
112376000,0,0,0
113376000,0,0,0
114376000,0,0,0
115376000,0,0,0
116376000,0,0,0
117376000,0,0,0
118376000,0,0,0
119376000,0,0,0
120376000,0,0,0
121376000,0,0,0
122376000,0,0,0
123376000,0,0,0
124376000,0,0,0
125376000,0,0,0
126376000,0,0,0
127376000,0,0,0
128376000,0,0,0
129376000,0,0,0
130376000,0,0,0
131376000,0,0,0
132376000,0,0,0
133376000,0,0,0
134376000,0,0,0
135376000,0,0,0
136376000,0,0,0
137376000,0,0,0
138376000,0,0,0
139376000,0,0,0
140376000,0,0,0
141376000,0,0,0
142376000,0,0,0
143376000,0,0,0
144376000,0,0,0
145376000,0,0,0
146376000,0,0,0
147376000,0,0,0
148376000,0,0,0
149376000,0,0,0
150376000,0,0,0
151376000,0,0,0
152376000,0,0,0
153376000,0,0,0
154376000,0,0,0
155376000,0,0,0
156376000,0,0,0
157376000,0,0,0
158376000,0,0,0
159376000,0,0,0
160376000,0,0,0
161376000,0,0,0
162376000,0,0,0
163376000,0,0,0
164376000,0,0,0
165376000,0,0,0
166376000,0,0,0
167376000,0,0,0
168376000,0,0,0
169376000,0,0,0
170376000,0,0,0
171376000,0,0,0
172376000,0,0,0
173376000,0,0,0
174376000,0,0,0
175376000,0,0,0
176376000,0,0,0
177376000,0,0,0
178376000,0,0,0
179376000,0,0,0
180376000,0,0,0
181376000,0,0,0
182376000,0,0,0
183376000,0,0,0
184376000,0,0,0
185376000,0,0,0
186376000,0,0,0
187376000,0,0,0
188376000,0,0,0
189376000,0,0,0
190376000,0,0,0
191376000,0,0,0
192376000,0,0,0
193376000,0,0,0
194376000,0,0,0
195376000,0,0,0
196376000,0,0,0
197376000,0,0,0
198376000,0,0,0
199376000,0,0,0
200376000,0,0,0
201376000,0,0,0
202376000,0,0,0
203376000,0,0,0
204376000,0,0,0
205376000,0,0,0
206376000,0,0,0
207376000,0,0,0
208376000,0,0,0
209376000,0,0,0
210376000,0,0,0
211376000,0,0,0
212376000,0,0,0
213376000,0,0,0
214376000,0,0,0
215376000,0,0,0
216376000,0,0,0
217376000,0,0,0
218376000,0,0,0
219376000,0,0,0
220376000,0,0,0
221376000,0,0,0
222376000,0,0,0
223376000,0,0,0
224376000,0,0,0
225376000,0,0,0
226376000,0,0,0
227376000,0,0,0
228376000,0,0,0
229376000,0,0,0
230376000,0,0,0
231376000,0,0,0
232376000,0,0,0
233376000,0,0,0
234376000,0,0,0
235376000,0,0,0
236376000,0,0,0
237376000,0,0,0
238376000,0,0,0
239376000,0,0,0
240376000,0,0,0
241376000,0,0,0
242376000,0,0,0
243376000,0,0,0
244376000,0,0,0
245376000,0,0,0
246376000,0,0,0
247376000,0,0,0
248376000,0,0,0
249376000,0,0,0
250376000,0,0,0
251376000,0,0,0
252376000,0,0,0
252816000,0,0,1
253816000,0,0,1
