timestamp,xyz[0],xyz[1],xyz[2]
12000000,0.002231673,0.006412523,-0.000233739
12004000,0.004200277,0.005905796,-0.000892337
12008000,0.006202266,0.005994211,-0.003236807
12012000,0.006369988,0.006769524,-0.004034391
12020000,0.005746,0.005598077,0.000920682
12024000,0.00635481,0.004486698,0.001023988
12032000,0.004941043,0.003345744,-0.001869435
12040000,0.005130201,0.006730672,0.002523599
12048000,0.002966724,0.005802605,0.001701791
12052000,6.69E-05,0.004588934,-0.001748968
12056000,-0.002164542,0.005208112,-0.003874742
12060000,-0.00304863,0.006458173,-0.003256407
12068000,-0.001373855,0.005403147,-0.000270943
12072000,0.000863532,0.006307631,0.000417633
12076000,0.002749264,0.007494051,0.001730601
12084000,0.001796291,0.00972013,-0.001031161
12092000,0.001225058,0.009064613,-0.002107283
12096000,0.001935781,0.008464341,-0.001526117
12100000,0.003396918,0.007233582,0.000500132
12108000,0.004512124,0.006794087,0.003563336
12112000,0.003136866,0.00625371,0.002861966
12116000,0.002301376,0.006379699,0.000232645
12124000,0.00268197,0.007955518,-0.00402945
12128000,0.000972235,0.009121979,-0.004065283
12132000,-0.000361466,0.008849832,-0.001643822
12136000,-0.000979573,0.008362457,0.000156232
12140000,-0.002055707,0.00851063,0.000921288
12144000,-0.003249152,0.008309061,0.001116331
12148000,-0.002379153,0.008637202,-0.000526312
12156000,0.002349914,0.010234979,-0.005815574
12160000,0.004509371,0.009750258,-0.005751433
12164000,0.004365307,0.008777774,-0.003164616
12168000,0.002363846,0.008587765,0.000774147
12176000,0.001763935,0.009206331,0.002816869
12180000,0.003090133,0.008146387,-0.00026441
12188000,0.002743427,0.004927135,0.000710059
12192000,0.000415047,0.003374765,0.002255528
12196000,-8.19E-05,0.004294105,0.001226261
12200000,0.001212696,0.006942343,-0.000903733
12204000,0.001669056,0.008846509,-0.002451543
12208000,0.000745155,0.007934999,-0.003056034
12212000,0.001417742,0.005823728,-0.001974262
12216000,0.00390704,0.00578496,0.000298257
12220000,0.005530007,0.007274665,0.001606776
12224000,0.005538981,0.007806898,0.001499683
12232000,0.001890864,0.007293854,-0.004366278
12236000,-0.000264092,0.009276517,-0.006341508
12240000,-0.000986515,0.008965268,-0.006478032
12244000,-0.00105024,0.007330413,-0.00474479
12248000,-0.000902593,0.007068722,-0.001973633
12252000,-0.001240987,0.006707549,-0.000723707
12256000,-0.002453619,0.005464298,-0.001163535
12264000,-0.000934486,0.006855269,-0.001107001
12272000,0.002720972,0.008809115,1.51E-05
12276000,0.002123166,0.006416564,7.08E-05
12280000,0.001710065,0.003665106,-0.000995591
12284000,0.002878507,0.001868067,-0.002108107
12288000,0.004360417,0.000644551,-0.00134578
12292000,0.004975922,0.000107528,0.000871949
12296000,0.004670389,0.000813444,0.002240242
12300000,0.002300741,0.002586767,0.002116569
12304000,-0.000824894,0.005569745,0.002157215
12308000,-0.001411286,0.009019442,0.002006394
12312000,-0.000472566,0.010746845,0.00078029
12320000,-0.000534883,0.009712415,-0.00572044
12324000,-0.000472386,0.007053273,-0.007671961
12328000,-0.000679498,0.004581616,-0.006494117
12332000,-0.00114151,0.005623084,-0.003827904
12336000,-0.000570159,0.008242702,-0.000591351
12344000,0.003065638,0.010998663,0.003065553
12348000,0.001177288,0.010998731,0.002577975
12352000,-0.001549657,0.00927899,0.000984811
12360000,-0.000854699,0.003931218,6.43E-05
12364000,0.000980803,0.003159473,-0.00019475
12372000,0.005209773,0.006946686,-0.001100865
12376000,0.006098002,0.006764934,-0.001225683
12384000,0.0062529,0.00655703,-0.001101819
12388000,0.003525697,0.006826595,0.002540704
12392000,0.001804768,0.007605527,0.004664301
12396000,0.002191054,0.008364852,0.004068685
12404000,0.001576417,0.004530827,-0.000806227
12408000,0.000176327,0.00361672,-0.00283355
12412000,-0.000357303,0.004767253,-0.003336173
12416000,-0.000879443,0.00737375,-0.001911714
12420000,-0.000124952,0.008594745,0.001178955
12424000,0.001478756,0.006705397,0.002562947
12428000,0.001542616,0.005095015,0.000807887
12432000,0.001159401,0.006066634,-0.001178342
12440000,0.000273006,0.008653521,-0.001109146
12448000,0.005693675,0.006427509,-0.00392237
12452000,0.00728164,0.006076774,-0.004987035
12456000,0.006441189,0.005177572,-0.003734966
12460000,0.004143609,0.004694915,-0.001566591
12464000,0.002348049,0.005277697,-0.001591771
12468000,0.001665294,0.005281558,-0.003441563
12472000,0.001791601,0.004755144,-0.004451037
12476000,0.002951506,0.004708977,-0.004552232
12480000,0.003665291,0.005558748,-0.003907147
12488000,0.001184237,0.005557738,-0.002562966
12492000,0.001604804,0.005281059,-0.002806659
12496000,0.001832221,0.005676309,-0.003341339
12500000,0.001306284,0.005970851,-0.003100267
12504000,0.001328321,0.00681849,-0.001124599
12512000,0.000590368,0.00816028,0.001229632
12516000,-0.000491136,0.008452483,0.000254676
12524000,0.000821674,0.007501766,-0.000423077
12528000,0.000181182,0.009015951,-0.002496165
12531999,-0.000637074,0.010600568,-0.004557078
12536000,-0.00072608,0.009479875,-0.005276508
12540000,6.32E-05,0.006519659,-0.00440929
12548000,2.63E-05,0.005791443,-0.000579545
12551999,-0.002643235,0.008400587,-0.00021378
12560000,-0.004303236,0.007755094,0.001624279
12563999,-0.002722673,0.006265929,0.00216502
12568000,-0.001864336,0.005818682,0.000876673
12576000,-0.000298601,0.004537489,-0.000972719
12580000,0.001773693,0.003186952,-6.17E-06
12583999,0.001892591,0.003599783,0.000253735
12588000,0.000166975,0.006013433,0.000567165
12592000,-0.001820282,0.008880458,0.000991979
12595999,-0.002732764,0.011352936,0.001549282
12600000,-0.001981525,0.011452496,0.002657552
12604000,-0.000700002,0.008511283,0.003382387
12608000,0.00047189,0.005778017,0.003572348
12612000,0.001397093,0.005287336,0.00359575
12615999,0.001607867,0.00558396,0.003456692
12624000,0.000480252,0.00448414,0.001754672
12627999,0.001560313,0.004810797,0.002444631
12632000,0.003335216,0.006508454,0.004080012
12640000,-0.001037636,0.007176305,0.009435097
12644000,-0.002223467,0.006264346,0.011778927
12647999,-0.000230881,0.007583204,0.013230794
12652000,0.001639794,0.009547724,0.014418141
12659999,0.00162361,0.011878935,0.016434388
12664000,-0.000263349,0.010429425,0.01856957
12668000,-0.002201343,0.008755758,0.022097923
12672000,-0.003158549,0.009304058,0.02707713
12676000,-0.00309556,0.010296704,0.03277395
12684000,0.000844055,0.007917471,0.045148518
12688000,0.003161871,0.007205057,0.05244071
12696000,0.001570531,0.009261563,0.06720105
12700000,-1.92E-05,0.010066304,0.073985055
12704000,0.000184496,0.009208863,0.08138299
12708000,0.001665654,0.006921869,0.08803969
12716000,0.0003951,0.008349802,0.096369326
12720000,-0.000422778,0.009121883,0.102227494
12723999,0.000385567,0.009291295,0.10762237
12728000,0.001596539,0.010334638,0.112451024
12732000,0.002773248,0.011340128,0.117118426
12740000,0.007093,0.011923906,0.12787408
12743999,0.008665988,0.008510344,0.13119404
12752000,0.016508857,-0.011659412,0.14051682
12755999,0.023933642,-0.02692197,0.15024114
12760000,0.032197982,-0.04200676,0.16161266
12764000,0.040742025,-0.054724045,0.17428774
12768000,0.048548363,-0.06520779,0.18692079
12775999,0.06725173,-0.09195419,0.20553288
12780000,0.07802612,-0.10936711,0.21150841
12784000,0.0889934,-0.12474106,0.21803972
12787999,0.09868417,-0.13773125,0.22434452
12792000,0.10780058,-0.14947575,0.23008324
12796000,0.11688322,-0.15993898,0.23632854
12800000,0.12439997,-0.16715254,0.24153203
12804000,0.1309624,-0.17173027,0.2455595
12807999,0.13855237,-0.17550498,0.24922633
12812000,0.14799228,-0.17912033,0.2530593
12816000,0.15696919,-0.18400273,0.25819248
12819999,0.16351575,-0.18998249,0.26259312
12824000,0.16884597,-0.19483916,0.26510945
12828000,0.1720862,-0.19710882,0.2689442
12832000,0.1733081,-0.19742581,0.27406684
12836000,0.17568476,-0.19632638,0.27734232
12839999,0.17891422,-0.194857,0.27970123
12848000,0.18464182,-0.19446795,0.28319842
12851999,0.18843004,-0.19466135,0.2825464
12860000,0.19779143,-0.19691972,0.28070498
12864000,0.2045303,-0.19720131,0.27864075
12868000,0.2091895,-0.19594823,0.27662385
12871999,0.21016921,-0.19290331,0.2744071
12876000,0.209277,-0.18990427,0.27064767
12880000,0.20834716,-0.18585461,0.26708263
12883999,0.20799579,-0.1792986,0.2660045
12888000,0.20891598,-0.1717292,0.26549387
12892000,0.20971173,-0.16329964,0.26326877
12896000,0.20919304,-0.15493535,0.26042944
12900000,0.2092357,-0.14988828,0.25719172
12903999,0.2101092,-0.14600849,0.25385022
12908000,0.21124193,-0.13941847,0.25169015
12912000,0.21347314,-0.13106689,0.24858975
12915999,0.21562222,-0.120886266,0.24243367
12920000,0.21578683,-0.109004445,0.23589237
12928000,0.21422993,-0.08422225,0.22608304
12932000,0.21559845,-0.07244181,0.22025304
12935999,0.21593298,-0.06306067,0.21376573
12940000,0.21441883,-0.05348347,0.20658559
12944000,0.2138041,-0.04197882,0.19856595
12947999,0.21529716,-0.030063134,0.18990748
12952000,0.21798298,-0.019216841,0.1816333
12960000,0.22286591,0.000814159,0.16605133
12964000,0.22629245,0.009655642,0.15731996
12967999,0.22924936,0.01863389,0.14858736
12976000,0.22399402,0.0348011,0.12849322
12984000,0.22268252,0.046097636,0.10308285
12988000,0.22548553,0.052348875,0.088969104
