timestamp,output[2],output[3],output[4],output[5],output[6],output[7]
12000000,900,900,900,900,900,900
12004000,900,900,900,900,900,900
12008000,900,900,900,900,900,900
12012000,900,900,900,900,900,900
12016000,900,900,900,900,900,900
12020000,900,900,900,900,900,900
12024000,900,900,900,900,900,900
12028000,900,900,900,900,900,900
12032000,900,900,900,900,900,900
12036000,900,900,900,900,900,900
12040000,900,900,900,900,900,900
12044000,900,900,900,900,900,900
12048000,900,900,900,900,900,900
12052000,900,900,900,900,900,900
12056000,900,900,900,900,900,900
12060000,900,900,900,900,900,900
12064000,900,900,900,900,900,900
12068000,900,900,900,900,900,900
12072000,900,900,900,900,900,900
12076000,900,900,900,900,900,900
12080000,900,900,900,900,900,900
12084000,900,900,900,900,900,900
12088000,900,900,900,900,900,900
12092000,900,900,900,900,900,900
12096000,900,900,900,900,900,900
12100000,900,900,900,900,900,900
12104000,900,900,900,900,900,900
12108000,900,900,900,900,900,900
12112000,900,900,900,900,900,900
12116000,900,900,900,900,900,900
12120000,900,900,900,900,900,900
12124000,900,900,900,900,900,900
12128000,900,900,900,900,900,900
12132000,900,900,900,900,900,900
12136000,900,900,900,900,900,900
12140000,900,900,900,900,900,900
12144000,900,900,900,900,900,900
12148000,900,900,900,900,900,900
12152000,900,900,900,900,900,900
12156000,900,900,900,900,900,900
12160000,900,900,900,900,900,900
12164000,900,900,900,900,900,900
12168000,900,900,900,900,900,900
12172000,900,900,900,900,900,900
12176000,900,900,900,900,900,900
12180000,900,900,900,900,900,900
12184000,900,900,900,900,900,900
12188000,900,900,900,900,900,900
12192000,900,900,900,900,900,900
12196000,900,900,900,900,900,900
12200000,900,900,900,900,900,900
12204000,900,900,900,900,900,900
12208000,900,900,900,900,900,900
12212000,900,900,900,900,900,900
12216000,900,900,900,900,900,900
12220000,900,900,900,900,900,900
12224000,900,900,900,900,900,900
12228000,900,900,900,900,900,900
12232000,900,900,900,900,900,900
12236000,900,900,900,900,900,900
12240000,900,900,900,900,900,900
12244000,900,900,900,900,900,900
12248000,900,900,900,900,900,900
12252000,900,900,900,900,900,900
12256000,900,900,900,900,900,900
12260000,900,900,900,900,900,900
12264000,900,900,900,900,900,900
12268000,900,900,900,900,900,900
12272000,900,900,900,900,900,900
12276000,900,900,900,900,900,900
12280000,900,900,900,900,900,900
12284000,900,900,900,900,900,900
12288000,900,900,900,900,900,900
12292000,900,900,900,900,900,900
12296000,900,900,900,900,900,900
12300000,900,900,900,900,900,900
12304000,900,900,900,900,900,900
12308000,900,900,900,900,900,900
12312000,1500,1500,2000,1488,1511,1507
12316000,1500,1500,2000,1488,1511,1507
12320000,1501,1500,2000,1488,1511,1507
12324000,1502,1500,2000,1488,1511,1507
12328000,1502,1500,2000,1488,1511,1507
12332000,1501,1500,2000,1488,1511,1507
12336000,1500,1500,2000,1488,1511,1507
