timestamp,control[0],control[1],control[2],control[3],control[4]
12000000,0.026351975,0.015836097,-0.003152699,0.15,0.11000018
12004000,0.025357544,0.015893975,-0.003078315,0.15,0.10000018
12008000,0.024333706,0.015867589,-0.002813333,0.15,0.09000018
12012000,0.024542704,0.01585418,-0.002951215,0.15,0.080000184
12016000,0.024445713,0.01577443,-0.002860825,0.15,0.07000019
12020000,0.024714632,0.015913839,-0.003423214,0.15,0.06000019
12024000,0.024410008,0.016050214,-0.003434742,0.15,0.05000019
12028000,0.024801366,0.016192308,-0.003212481,0.15,0.040000193
12032000,0.025085937,0.016189763,-0.003106779,0.15,0.030000193
12036000,0.02495651,0.015938444,-0.003186667,0.15,0.020000193
12040000,0.0247688,0.015767785,-0.003479434,0.15,0.010000194
12044000,0.024886362,0.015763134,-0.003588757,0.15,1.94E-07
12048000,0.025855124,0.015874026,-0.003385964,0.15,0
12052000,0.027316147,0.016014379,-0.002994168,0.15,0
12056000,0.028438997,0.015907338,-0.002753623,0.15,0
12060000,0.02870895,0.01575984,-0.00269602,0.15,0
12064000,0.028597789,0.015832452,-0.002906645,0.15,0
12068000,0.02788523,0.01587182,-0.003034637,0.15,0
12072000,0.026764255,0.015742913,-0.003113517,0.15,0
12076000,0.026755763,0.015720392,-0.003114141,0.15,0
12080000,0.02578241,0.015403261,-0.003214672,0.15,0
12084000,0.026358016,0.015272149,-0.002985433,0.15,0
12088000,0.026647516,0.015284818,-0.00288628,0.15,0
12092000,0.026637133,0.015299069,-0.002864481,0.15,0
12096000,0.026271705,0.015359395,-0.00293076,0.15,0
12100000,0.025526995,0.015491265,-0.003161024,0.15,0
12104000,0.024888495,0.015505529,-0.003363598,0.15,0
12108000,0.024660693,0.015507583,-0.003304114,0.15,0
12112000,0.025345549,0.01556102,-0.003224679,0.15,0
12116000,0.025747493,0.015525505,-0.002927161,0.15,0
12120000,0.025460016,0.015450891,-0.002666573,0.15,0
12124000,0.025553467,0.015294999,-0.002445069,0.15,0
12128000,0.026415851,0.015138267,-0.002441302,0.15,0
12132000,0.027064018,0.015162362,-0.002703656,0.15,0
12136000,0.027383223,0.015186833,-0.002908238,0.15,0
12140000,0.027944868,0.015147343,-0.002995038,0.15,0
12144000,0.028557548,0.01515575,-0.003017127,0.15,0
12148000,0.028113605,0.015078861,-0.002831923,0.15,0
12152000,0.02692118,0.014921536,-0.002483371,0.15,0
12156000,0.025278036,0.01483159,-0.001913555,0.15,0
12160000,0.024184957,0.014869661,-0.001921559,0.15,0
12164000,0.02427251,0.014962024,-0.002215029,0.15,0
12168000,0.025267504,0.014947487,-0.002662402,0.15,0
12172000,0.025257817,0.01491625,-0.002663228,0.15,0
12176000,0.02554698,0.014831775,-0.002895313,0.15,0
12180000,0.024753196,0.014946759,-0.002472079,0.15,0
12184000,0.02422026,0.01509359,-0.002337386,0.15,0
12188000,0.02494226,0.015327571,-0.002581933,0.15,0
12192000,0.02610468,0.015503367,-0.002757026,0.15,0
12196000,0.02633946,0.015368347,-0.00264116,0.15,0
12200000,0.025683668,0.015033032,-0.002400638,0.15,0
12204000,0.025916005,0.01480409,-0.002530476,0.15,0
12212000,0.026018633,0.01516372,-0.00258453,0.15,0
12216000,0.024756944,0.01513546,-0.002843387,0.15,0
12220000,0.023938127,0.014940324,-0.002992592,0.15,0
12224000,0.023922132,0.014877711,-0.00298068,0.15,0
12228000,0.024879063,0.014993499,-0.002954284,0.15,0
12232000,0.026093276,0.014893555,-0.002553296,0.15,0
12236000,0.02716671,0.01463573,-0.002329944,0.15,0
12240000,0.027528647,0.014686073,-0.002314069,0.15,0
12244000,0.027569136,0.014851948,-0.002510883,0.15,0
12248000,0.027501319,0.014854154,-0.002825643,0.15,0
