timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s
9988000,-1.4272594,-1.4272594,-1.4551412,0.039223958,0.03999021
10988000,18.974655,18.978302,19.349035,19.038609,19.41052
11988000,23.357607,23.338476,23.795193,23.1976,23.65156
12987999,22.939478,22.891376,23.34367,22.801695,23.252216
13988000,22.293177,22.247744,22.694178,22.1009,22.544388
14988000,21.123367,21.09369,21.522799,21.064177,21.492683
15988000,21.062521,21.029827,21.461538,20.97132,21.40183
16988000,21.033003,20.96502,21.399359,20.818369,21.24967
17988000,20.684402,20.561357,20.992401,20.330437,20.756641
18988000,20.20412,20.027218,20.45263,19.945972,20.369656
19988000,19.811443,19.638172,20.060587,19.753626,20.178526
20988000,19.589638,19.463963,19.888006,19.663439,20.09183
21988000,19.682875,19.60577,20.037191,19.829306,20.265646
22988000,20.061441,20.019623,20.464695,20.1771,20.625673
23988000,20.388962,20.374044,20.831184,20.37558,20.832754
24988000,20.729448,20.714067,21.18299,20.623083,21.089945
25988000,20.844418,20.821966,21.296778,20.556091,21.02484
26988000,20.508451,20.474873,20.945816,20.17677,20.640858
27988000,20.007824,19.958078,20.422,19.662153,20.119198
28988000,19.598238,19.54445,20.004343,19.211578,19.66364
29988000,19.277195,19.218397,19.676577,18.853643,19.303127
30988000,19.045334,18.979574,19.43781,18.608934,19.058224
31988000,18.854202,18.781454,19.240128,18.396702,18.84598
32988000,16.551033,16.482912,16.88875,16.121904,16.518852
33988000,16.097284,16.025152,16.420258,15.6171055,16.00215
34988000,16.359741,16.281744,16.68213,15.945965,16.338095
35988000,16.74977,16.669947,17.078695,16.22957,16.627518
36988000,16.846779,16.76799,17.178299,16.295303,16.694044
37988000,16.914886,16.841309,17.252941,16.260366,16.6578
38988000,16.754158,16.683905,17.0916,15.8334875,16.220404
39988000,16.000975,15.923219,16.31321,15.105926,15.475898
40988000,15.272028,15.171947,15.544775,14.232224,14.581961
41988000,14.57854,14.464827,14.821141,13.521431,13.854507
42988000,14.379741,14.251591,14.603016,13.304578,13.63265
43988000,14.468139,14.334739,14.688035,13.391791,13.721847
44988000,14.549343,14.412622,14.767642,13.522594,13.85569
45988000,14.668117,14.534391,14.892242,13.618106,13.953399
46988000,14.670563,14.536156,14.894012,13.6277,13.963193
47988000,14.573802,14.445867,14.801252,13.609357,13.944164
48988000,14.558182,14.431049,14.78633,13.578334,13.9126215
49988000,14.506308,14.387593,14.741614,13.578659,13.912775
50988000,14.580529,14.466126,14.822109,13.583338,13.917597
51988000,14.51986,14.406553,14.760987,13.577522,13.911561
52988000,14.498818,14.387493,14.7413435,13.5969305,13.931338
53988000,14.6117,14.510744,14.867654,13.616209,13.951116
54988000,14.252373,14.152862,14.500882,13.371203,13.700004
55988000,16.526817,16.41779,16.821886,15.622852,16.007383
56988000,15.88271,15.827105,16.217976,15.167165,15.541739
57988000,13.633089,13.573397,13.9095,12.860281,13.178725
58988000,13.6175995,13.530817,13.864225,13.129546,13.453068
59988000,14.990312,14.920761,15.285148,14.478431,14.832016
60988000,15.996579,15.936774,16.322063,15.518858,15.894043
61988000,16.591843,16.553194,16.949816,16.11923,16.505455
62988000,16.92165,16.896921,17.298323,16.414785,16.804733
63988000,17.11157,17.089846,17.492304,16.550123,16.939873
64988000,17.23111,17.217464,17.620134,16.646318,17.035631
65988000,17.257236,17.266022,17.66653,16.749685,17.138216
66988000,17.365698,17.384977,17.784834,16.954329,17.34428
67988000,17.728539,17.773489,18.178596,17.236586,17.629454
68988000,17.894173,17.950405,18.355953,17.356085,17.748205
69988000,16.814005,16.86134,17.240252,16.350597,16.718033
70988000,15.782769,15.853481,16.20904,15.728649,16.081408
71988000,15.403988,15.468813,15.815844,16.00002,16.358967
72988000,15.034535,15.095413,15.433819,15.965818,16.323736
73988000,15.518523,15.583432,15.931683,16.391487,16.757795
74988000,16.051102,16.116394,16.474855,17.027758,17.40649
75988000,16.480831,16.550678,16.917366,17.517494,17.905602
76988000,16.774773,16.849825,17.221943,17.77903,18.171669
77988000,16.807724,16.883,17.255188,17.868544,18.262457
78988000,16.85323,16.929623,17.302528,17.887272,18.28127
79988000,16.863941,16.937893,17.310747,17.869116,18.26247
80988000,16.826523,16.900955,17.272774,17.843891,18.236454
81988000,16.858604,16.92835,17.300508,17.805994,18.197447
82988000,16.8,16.865936,17.236803,17.764145,18.154762
83988000,16.791483,16.863876,17.234552,17.735352,18.125183
84988000,16.728281,16.801182,17.170538,17.689608,18.078497
85988000,16.66798,16.74198,17.109924,17.568514,17.954624
86988000,16.444454,16.517853,16.881042,17.445042,17.828617
87988000,16.264996,16.335543,16.695189,17.455915,17.840227
88988000,16.473518,16.549496,16.914076,17.687786,18.077442
89988000,16.949427,17.035223,17.41021,18.156126,18.555786
90988000,17.70757,17.842754,18.234167,18.57785,18.985388
91988000,18.389645,18.474583,18.877512,18.711212,19.119303
92988000,19.259367,19.332066,19.750988,18.875177,19.2842
93988000,19.458256,19.52604,19.946522,18.50066,18.899063
94988000,19.16343,19.216843,19.62955,17.914427,18.299164
95988000,17.951075,17.95679,18.343988,16.863762,17.22739
96988000,16.623373,16.600145,16.960897,15.522703,15.860041
97988000,15.947029,15.911054,16.259205,14.715511,15.037502
98988000,15.458422,15.411885,15.750524,14.306226,14.620569
99988000,14.859999,14.79275,15.118657,14.014678,14.323443
100988000,14.324165,14.247127,14.561855,13.905369,14.212548
