timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
10008000,399.51263,12.404602,96617.48,1.1479754
10032000,399.7286,12.404602,96615.01,1.1479461
10056000,399.52673,12.404602,96617.34,1.1479739
10080000,399.6253,12.404602,96616.19,1.1479602
10104000,399.58777,12.404602,96616.6,1.1479651
10128000,399.6441,12.404602,96615.945,1.1479572
10152000,399.70514,12.404602,96615.25,1.147949
10180000,399.58777,12.404602,96616.586,1.1479648
10200000,399.75208,12.404602,96614.74,1.147943
10224000,399.57367,12.404602,96616.83,1.1479677
10248000,399.56427,12.404602,96616.88,1.1479684
10272000,399.68634,12.404602,96615.5,1.147952
10296000,399.59714,12.404602,96616.52,1.1479641
10320000,399.60654,12.404602,96616.38,1.1479625
10344000,399.48917,12.404602,96617.76,1.1479788
10372000,399.7145,12.404602,96615.164,1.147948
10392000,399.7239,12.404602,96615.055,1.1479467
10416000,399.6441,12.404602,96615.945,1.1479572
10440000,399.43283,12.404602,96618.42,1.1479867
10464000,399.56897,12.404602,96616.85,1.147968
10492000,399.56427,12.404602,96616.88,1.1479684
10512000,399.66287,12.404602,96615.766,1.1479552
10536000,399.57367,12.404602,96616.78,1.1479672
10560000,399.58777,12.404602,96616.63,1.1479654
10584000,399.78494,12.404602,96614.33,1.147938
10612000,399.62064,12.404602,96616.266,1.147961
10632000,399.4422,12.404602,96618.31,1.1479853
10656000,399.5549,12.404602,96617.01,1.1479698
10680000,399.61594,12.404602,96616.33,1.1479619
10708000,399.5314,12.404602,96617.31,1.1479735
10728000,399.48917,12.404602,96617.79,1.1479791
10752000,399.57837,12.404602,96616.72,1.1479665
10776000,399.6441,12.404602,96615.984,1.1479577
10804000,399.51733,12.404602,96617.42,1.1479748
10828000,399.3624,12.404572,96619.21,1.1479961
10848000,399.41873,12.404572,96618.586,1.1479887
10872000,399.52203,12.404541,96617.37,1.1479741
10896000,399.48917,12.404541,96617.78,1.147979
10920000,399.51263,12.4045105,96617.49,1.1479757
10944000,399.42813,12.4045105,96618.484,1.1479874
10972000,399.5408,12.4045105,96617.19,1.147972
10992000,399.65817,12.40448,96615.836,1.147956
11016000,399.52203,12.40448,96617.37,1.1479741
11040000,399.5502,12.40448,96617.055,1.1479704
11064000,399.5361,12.40448,96617.25,1.1479727
11088000,399.47037,12.404449,96618,1.1479816
11116000,399.65817,12.404449,96615.805,1.1479555
11136000,399.69104,12.404449,96615.44,1.1479512
11160000,399.60654,12.404419,96616.414,1.1479628
11188000,399.61594,12.404419,96616.32,1.1479617
11208000,399.6394,12.404419,96616.016,1.147958
11232000,399.60184,12.404388,96616.445,1.1479632
11256000,399.65817,12.404388,96615.836,1.147956
11280000,399.69104,12.404388,96615.445,1.1479514
11304000,399.6253,12.404388,96616.195,1.1479602
11328000,399.6488,12.404358,96615.89,1.1479566
11352000,399.58777,12.404358,96616.62,1.1479652
11380000,399.67227,12.404358,96615.63,1.1479535
11404000,399.7145,12.404327,96615.164,1.147948
11424000,399.66757,12.404297,96615.664,1.1479539
11448000,399.6253,12.404266,96616.164,1.1479598
