timestamp,control[0],control[1],control[2],control[3],control[4]
10004000,0.021800047,0.019315979,0.000691554,0.15,0
10008000,0.021292176,0.019323006,0.000561101,0.15,0
10016000,0.020902565,0.019698337,0.000420803,0.15,0
10020000,0.021229967,0.019617608,0.000425632,0.15,0
10028000,0.02323893,0.019354954,0.000573761,0.15,0
10032000,0.023077639,0.01938802,0.000930724,0.15,0
10036000,0.022866238,0.019505939,0.001162952,0.15,0
10040000,0.023567501,0.019574648,0.000953995,0.15,0
10044000,0.024577754,0.019565906,0.00050906,0.15,0
10048000,0.024530029,0.019501628,0.000177006,0.15,0
10052000,0.02452725,0.01951542,0.000177258,0.15,0
10056000,0.022620222,0.019657282,0.000236344,0.15,0
10060000,0.022089487,0.019681677,0.000376356,0.15,0
10064000,0.02160334,0.019673208,0.000389579,0.15,0
10068000,0.02142468,0.0196088,0.000337261,0.15,0
10072000,0.021498483,0.019587645,0.000301104,0.15,0
10076000,0.02162393,0.019518131,0.00028772,0.15,0
10080000,0.022127476,0.0191888,8.18E-05,0.15,0
10084000,0.022899227,0.018727412,-0.000217802,0.15,0
10088000,0.023376083,0.018365318,-0.000554651,0.15,0
10092000,0.024095908,0.0182724,-0.000340647,0.15,0
10096000,0.024488185,0.018444242,0.000383696,0.15,0
10100000,0.023623744,0.018747097,0.000901802,0.15,0
10104000,0.022060396,0.018993016,0.000909864,0.15,0
10108000,0.020543158,0.019244928,0.000426624,0.15,0
10112000,0.020186035,0.01943257,0.000260572,0.15,0
10116000,0.020362958,0.019429566,0.000156113,0.15,0
10120000,0.021161366,0.019479776,0.000157885,0.15,0
10124000,0.022781031,0.019553872,0.000436787,0.15,0
10132000,0.023948083,0.01968086,0.000673014,0.15,0
10136000,0.022246396,0.019879492,0.000370889,0.15,0
10140000,0.02225459,0.019859692,0.000370607,0.15,0
10144000,0.021710405,0.019367963,-0.000112283,0.15,0
10148000,0.022261111,0.019187564,-0.000208618,0.15,0
10156000,0.023338193,0.019039355,-1.36E-05,0.15,0
10160000,0.023983112,0.01911568,-7.73E-05,0.15,0
10164000,0.023451414,0.019021887,-0.000250168,0.15,0
10168000,0.022247901,0.01877331,-0.000442734,0.15,0
10172000,0.02136482,0.01880782,-0.000603969,0.15,0
10176000,0.021140633,0.019205578,-0.000550139,0.15,0
10180000,0.021740295,0.0195339,-0.000291856,0.15,0
10188000,0.023072653,0.019636054,4.78E-05,0.15,0
10192000,0.023057671,0.019641137,4.76E-05,0.15,0
10196000,0.021180667,0.019528858,-0.000200343,0.15,0
10200000,0.020766826,0.019478293,-0.000236267,0.15,0
10204000,0.02133788,0.019293614,-0.000210642,0.15,0
10208000,0.021297462,0.019163046,-0.000334618,0.15,0
10212000,0.020530894,0.01929006,-0.000357918,0.15,0
10216000,0.019849367,0.019506017,-0.000292165,0.15,0
10220000,0.019654963,0.019756857,-0.000189408,0.15,0
10224000,0.020107526,0.019883303,-0.000187505,0.15,0
10228000,0.021598155,0.01974316,-0.000139939,0.15,0
10232000,0.0229722,0.019637857,-0.000216649,0.15,0
10240000,0.022219902,0.019841986,2.93E-05,0.15,0
10244000,0.022234334,0.019847073,2.97E-05,0.15,0
10248000,0.021763243,0.019817373,8.16E-05,0.15,0
10252000,0.023727572,0.019387186,9.71E-05,0.15,0
10256000,0.023730632,0.019384068,9.71E-05,0.15,0
10260000,0.0230756,0.01920746,0.000151202,0.15,0
10264000,0.022077573,0.019279012,0.000237518,0.15,0
10268000,0.021251528,0.019451024,6.76E-05,0.15,0
10272000,0.020833163,0.019673713,-0.000227479,0.15,0
10280000,0.02100995,0.019688526,-0.002080611,0,0
10284000,0.02086629,0.019365828,-0.001598421,0,0
10288000,0.020851327,0.019343661,-0.001632634,0,0
10292000,0.020415828,0.018962394,-0.000898787,0,0
10296000,0.019863948,0.019054938,6.65E-05,0,0
10300000,0.019790165,0.019098643,0.000866664,1,0
10308000,0.021957438,0.019173013,0.000290145,1,0
10312000,0.02180427,0.01937179,-0.00091536,1,0
10316000,0.0210695,0.019418757,-0.001674102,1,0
10320000,0.020773284,0.01929346,-0.000908936,1,0
10324000,0.020561874,0.01924237,0.000452406,1,0
10332000,0.019325374,0.019271987,-9.51E-05,1,0
10340000,0.020352462,0.01947083,-0.000375134,1,0
