timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0]
18008000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18032000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18056000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18080000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18104000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18128000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18152000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18176000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18200000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18224000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18248000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18272000,0.008008662,0,1.044843,0,0.8666065,0.003470198,0.001998076,0.49897605,0.15
18296000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,0
18320000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18344000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18368000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18392000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18416000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18440000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18464000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18488000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18512000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18536000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18560000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18584000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18608000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18632000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18656000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18680000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18704000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18728000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18752000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18776000,0,0,1.5955746,0,0.6982923,0,0,0.71581274,1
18800000,0,-0.2751051,1.5955746,0,0.69169664,0.09815166,-0.095749274,0.7090516,1
18824000,0,-0.26201013,1.5955746,0,0.6923087,0.09350709,-0.09121838,0.709679,1
18848000,0,-0.24963635,1.5955746,0,0.6928598,0.08911463,-0.086933434,0.71024394,1
18872000,0,-0.23786984,1.5955746,0,0.6933593,0.08493456,-0.08285568,0.71075594,1
18896000,0,-0.2267184,1.5955746,0,0.69381046,0.08097028,-0.07898843,0.7112185,1
18920000,0,-0.21608688,1.5955746,0,0.69422054,0.07718849,-0.0752992,0.7116388,1
18944000,0,-0.20589839,1.5955746,0,0.69459516,0.07356224,-0.07176171,0.71202284,1
18968000,0,-0.19608964,1.5955746,0,0.6949387,0.07006934,-0.06835431,0.71237504,1
18992000,0,-0.18660797,1.5955746,0,0.695255,0.06669132,-0.06505896,0.71269923,1
19016000,0,-0.1774644,1.5955746,0,0.69554514,0.06343232,-0.061879735,0.7129966,1
19040000,0,-0.16861261,1.5955746,0,0.6958122,0.06027607,-0.058800735,0.7132704,1
19064000,0,-0.16001342,1.5955746,0,0.69605863,0.057208747,-0.055808492,0.713523,1
19088000,0,-0.15163328,1.5955746,0,0.6962863,0.054218538,-0.05289147,0.71375644,1
19112000,0,-0.14347713,1.5955746,0,0.69649625,0.051307343,-0.05005153,0.7139716,1
19136000,0,-0.13551565,1.5955746,0,0.69668996,0.04846481,-0.047278572,0.7141702,1
19160000,0,-0.12772346,1.5955746,0,0.69686884,0.045681972,-0.04456385,0.71435356,1
19184000,0,-0.12007843,1.5955746,0,0.6970341,0.04295102,-0.041899737,0.714523,1
19208000,0,-0.11258448,1.5955746,0,0.69718623,0.040273424,-0.039287683,0.7146789,1
19232000,0,-0.105222076,1.5955746,0,0.6973261,0.03764228,-0.03672094,0.7148223,1
19256000,0,-0.097973995,1.5955746,0,0.69745463,0.035051495,-0.034193564,0.7149541,1
19280000,0,-0.09082497,1.5955746,0,0.6975724,0.032495663,-0.03170029,0.7150748,1
19304000,0,-0.08377408,1.5955746,0,0.6976798,0.02997451,-0.029240847,0.71518487,1
19328000,0,-0.076808095,1.5955746,0,0.6977774,0.02748335,-0.02681066,0.71528494,1
19352000,0,-0.0699151,1.5955746,0,0.6978657,0.025017964,-0.024405617,0.7153754,1
19376000,0,-0.06308443,1.5955746,0,0.697945,0.022574576,-0.022022035,0.7154567,1
19400000,0,-0.056318603,1.5955746,0,0.6980155,0.020154122,-0.019660825,0.71552896,1
19424000,0,-0.04960803,1.5955746,0,0.6980775,0.01775321,-0.017318677,0.71559256,1
19448000,0,-0.042944007,1.5955746,0,0.6981314,0.015368752,-0.014992583,0.71564776,1
19472000,0,-0.03631861,1.5955746,0,0.6981772,0.012997948,-0.012679806,0.7156947,1
19496000,0,-0.029731123,1.5955746,0,0.6982151,0.010640566,-0.010380125,0.71573365,1
19520000,0,-0.02317462,1.5955746,0,0.69824547,0.008294159,-0.008091149,0.7157647,1
19544000,0,-0.01664278,1.5955746,0,0.6982681,0.005956488,-0.005810695,0.71578795,1
19568000,0,-0.010129824,1.5955746,0,0.6982834,0.003625513,-0.003536774,0.71580356,1
19592000,0,-0.003630451,1.5955746,0,0.6982911,0.001299361,-0.001267557,0.71581155,1
19616000,0,0.002854894,1.5955746,0,0.6982916,-0.001021784,0.000996775,0.715812,1
19640000,0,0.009330898,1.5955746,0,0.6982847,-0.003339576,0.003257835,0.71580493,1
19664000,0,0.015801864,1.5955746,0,0.6982705,-0.005655529,0.005517103,0.7157904,1
19688000,0,0.022271732,1.5955746,0,0.69824904,-0.00797103,0.007775929,0.7157684,1
19712000,0,0.028741684,1.5955746,0,0.69822025,-0.010286477,0.010034703,0.71573883,1
19736000,0,0.035215132,1.5955746,0,0.6981841,-0.01260307,0.012294593,0.71570176,1
19760000,0,0.041695163,1.5955746,0,0.69814056,-0.014921883,0.014556651,0.7156572,1
19784000,0,0.048184633,1.5955746,0,0.69808966,-0.01724392,0.016821852,0.715605,1
19808000,0,0.054684605,1.5955746,0,0.6980313,-0.01956953,0.01909054,0.7155452,1
19832000,0,0.061197475,1.5955746,0,0.69796544,-0.02189955,0.02136353,0.7154777,1
19856000,0,0.06772543,1.5955746,0,0.697892,-0.02423473,0.023641555,0.71540236,1
19880000,0,0.07427046,1.5955746,0,0.6978109,-0.02657576,0.025925284,0.7153192,1
19904000,0,0.08083264,1.5955746,0,0.6977221,-0.028922642,0.028214723,0.7152282,1
19928000,0,0.08741362,1.5955746,0,0.69762546,-0.03127593,0.030510413,0.71512914,1
19952000,0,0.09401487,1.5955746,0,0.697521,-0.03363613,0.03281284,0.715022,1
19976000,0,0.1006377,1.5955746,0,0.6974085,-0.036003675,0.03512244,0.71490675,1
20000000,0,0.10728385,1.5955746,0,0.6972879,-0.038379163,0.037439782,0.71478313,1
20024000,0,0.11395433,1.5955746,0,0.6971592,-0.040762916,0.039765194,0.71465117,1
20048000,0,0.12064998,1.5955746,0,0.69702214,-0.04315521,0.042098932,0.7145107,1
20072000,0,0.1273715,1.5955746,0,0.6968767,-0.045556262,0.044441216,0.7143616,1
20096000,0,0.134118,1.5955746,0,0.6967228,-0.04796572,0.0467917,0.71420383,1
20120000,0,0.14088997,1.5955746,0,0.6965604,-0.050383724,0.04915052,0.71403736,1
20144000,0,0.14768778,1.5955746,0,0.6963893,-0.05281037,0.05151777,0.713862,1
20168000,0,0.15451168,1.5955746,0,0.6962095,-0.055245716,0.053893507,0.71367764,1
20192000,0,0.16136183,1.5955746,0,0.69602084,-0.057689793,0.056277763,0.7134843,1
20216000,0,0.1682385,1.5955746,0,0.6958232,-0.060142647,0.05867058,0.7132817,1
20240000,0,0.17514168,1.5955746,0,0.69561654,-0.06260423,0.061071914,0.71306986,1
20264000,0,0.18207124,1.5955746,0,0.6954008,-0.06507449,0.0634817,0.71284866,1
20288000,0,0.18902697,1.5955746,0,0.69517577,-0.067553274,0.06589982,0.712618,1
20312000,0,0.19600928,1.5955746,0,0.6949415,-0.07004072,0.068326384,0.71237785,1
20336000,0,0.20301779,1.5955746,0,0.6946978,-0.07253664,0.07076121,0.71212804,1
20360000,0,0.21005206,1.5955746,0,0.6944446,-0.07504083,0.073204115,0.7118685,1
20384000,0,0.21711159,1.5955746,0,0.6941819,-0.07755309,0.07565488,0.7115992,1
20408000,0,0.22419655,1.5955746,0,0.6939095,-0.08007342,0.078113526,0.71132,1
20432000,0,0.23130634,1.5955746,0,0.6936275,-0.082601584,0.08057981,0.71103084,1
20456000,0,0.23844029,1.5955746,0,0.6933356,-0.085137285,0.08305344,0.7107317,1
20480000,0,0.24559765,1.5955746,0,0.69303393,-0.08768021,0.085534126,0.71042246,1
20504000,0,0.25277877,1.5955746,0,0.6927224,-0.09023046,0.08802195,0.71010303,1
20528000,0,0.2599828,1.5955746,0,0.6924008,-0.09278767,0.090516575,0.7097734,1
20552000,0,0.26720884,1.5955746,0,0.6920693,-0.09535149,0.09301764,0.70943356,1
20576000,0,0.27445608,1.5955746,0,0.69172764,-0.097921565,0.09552481,0.7090834,1
20600000,0,0.28172457,1.5955746,0,0.691376,-0.100497894,0.098038085,0.70872283,1
20624000,0,0.2890134,1.5955746,0,0.69101405,-0.1030801,0.10055709,0.70835185,1
20648000,0,0.29632157,1.5955746,0,0.690642,-0.10566779,0.103081435,0.7079705,1
20672000,0,0.30364814,1.5955746,0,0.69025975,-0.10826057,0.10561075,0.70757866,1
20696000,0,0.31099552,1.5955746,0,0.68986714,-0.11085925,0.10814583,0.70717615,1
20720000,0,0.31836262,1.5955746,0,0.6894641,-0.113463424,0.110686265,0.70676297,1
20744000,0,0.32574835,1.5955746,0,0.6890506,-0.116072625,0.1132316,0.7063392,1
20768000,0,0.33315167,1.5955746,0,0.68862677,-0.11868645,0.11578145,0.70590466,1
20792000,0,0.34057146,1.5955746,0,0.6881925,-0.12130445,0.11833537,0.70545954,1
20816000,0,0.34800825,1.5955746,0,0.6877477,-0.12392679,0.12089352,0.70500356,1
20840000,0,0.34906584,1.5955746,0,0.68768364,-0.12429958,0.121257186,0.70493793,1
20864000,0,0.34906584,1.5955746,0,0.68768364,-0.12429958,0.121257186,0.70493793,1
20888000,0,0.34906584,1.5955746,0,0.68768364,-0.12429958,0.121257186,0.70493793,1
20912000,0,0.34906584,1.5955746,0,0.68768364,-0.12429958,0.121257186,0.70493793,1
20936000,-0.38746595,0.34906584,1.5284693,0,0.67451054,-0.2547874,-0.008185707,0.6928576,1
20960000,-0.37547326,0.34906584,1.5282512,0,0.6761019,-0.2507387,-0.004003599,0.6928206,1
20984000,-0.37927905,0.34906584,1.5278136,0,0.6757751,-0.25202593,-0.005266808,0.6926638,1
21008000,-0.382974,0.34906584,1.527374,0,0.6754606,-0.25327542,-0.006490819,0.69250447,1
