timestamp,pressure,temperature
18028000,966.16144,12.404602
18124000,966.17316,12.404602
18220000,966.18365,12.404602
18316000,966.1701,12.404602
18412000,966.1739,12.404602
18532000,966.1628,12.404602
18628000,966.16376,12.404602
18724000,966.17426,12.404602
18820000,966.1731,12.404602
18916000,966.1594,12.404602
19012000,966.15656,12.404541
19108000,966.16504,12.40448
19228000,966.1581,12.404388
19324000,966.1597,12.404297
19420000,966.15985,12.404144
19516000,966.1555,12.403839
19612000,966.14136,12.40329
19732000,966.1173,12.402191
19828000,966.1035,12.401001
19924000,966.0693,12.399567
20020000,966.03937,12.397919
20120000,966.02386,12.396057
20212000,965.9863,12.393951
20332000,965.9309,12.391022
20428000,965.8754,12.388397
20524000,965.82495,12.38559
20620000,965.788,12.382538
20716000,965.718,12.379272
20816000,965.64813,12.375793
20908000,965.58606,12.37207
21028000,965.509,12.367096
21124000,965.42865,12.3628845
21220000,965.35474,12.3585205
21320000,965.2566,12.354004
21412000,965.1896,12.349365
21532000,965.1111,12.343506
21632000,965.0084,12.338715
21728000,964.9085,12.333862
21820000,964.8425,12.32901
21916000,964.75116,12.324158
22012000,964.6456,12.319305
22132000,964.5556,12.313385
22228000,964.4468,12.308807
22324000,964.38324,12.304443
22420000,964.3174,12.300232
22516000,964.2414,12.296143
22612000,964.1825,12.292145
22732000,964.07684,12.287262
22828000,964.00214,12.283447
22924000,963.9349,12.279724
23020000,963.8759,12.276062
23116000,963.8136,12.27243
23212000,963.73425,12.26886
23332000,963.6803,12.264465
23428000,963.60803,12.260986
23524000,963.54193,12.257538
23620000,963.504,12.254089
23716000,963.4211,12.250702
23812000,963.3692,12.247345
23932000,963.28503,12.243164
24028000,963.2375,12.239838
24124000,963.1774,12.236542
24220000,963.12225,12.233276
24316000,963.0565,12.230011
24416000,963.0197,12.226746
24532000,962.936,12.222717
24628000,962.8843,12.219482
24724000,962.83203,12.216278
24820000,962.75867,12.213074
24916000,962.682,12.2099
25012000,962.6401,12.206726
25108000,962.5957,12.203552
25228000,962.51715,12.1996155
25328000,962.4585,12.196472
25420000,962.42053,12.193359
25520000,962.3693,12.190247
25612000,962.2973,12.187134
25732000,962.2225,12.183258
25828000,962.1809,12.180145
25924000,962.1394,12.1770935
26020000,962.06433,12.174011
26116000,962.0286,12.170929
26212000,961.9473,12.167877
26332000,961.8849,12.164093
26428000,961.8445,12.161041
26524000,961.78827,12.15802
26620000,961.7323,12.155029
26716000,961.66833,12.152008
26816000,961.6264,12.149048
26932000,961.5723,12.145325
27028000,961.5068,12.1423645
27128000,961.4617,12.139404
27220000,961.40796,12.136475
27316000,961.35547,12.133545
27412000,961.29364,12.130676
27532000,961.2337,12.127106
27628000,961.2038,12.124268
27724000,961.14526,12.121429
27820000,961.0822,12.118591
27916000,961.0483,12.115753
28012000,960.99347,12.112946
28112000,960.9279,12.110107
28228000,960.88104,12.106628
28324000,960.8285,12.103851
28424000,960.7627,12.101074
28520000,960.7378,12.098328
28612000,960.6617,12.095581
28732000,960.62366,12.092224
28827999,960.5684,12.089539
28924000,960.51965,12.086914
29024000,960.478,12.08429
29140000,960.4274,12.081085
29235999,960.37933,12.078522
29332000,960.33636,12.076019
29427999,960.2898,12.073547
29548000,960.23047,12.070465
29644000,960.1836,12.068054
29740000,960.13983,12.065674
29836000,960.1201,12.063293
29955999,960.0395,12.060333
30052000,960,12.057953
30147999,959.976,12.0555725
30244000,959.9297,12.053223
30340000,959.87866,12.050842
30460000,959.8265,12.047821
30556000,959.8039,12.04538
30652000,959.7489,12.042938
30748000,959.71106,12.040436
30844000,959.65094,12.037903
30940000,959.6162,12.03537
31060000,959.5587,12.032135
31156000,959.53357,12.02948
31252000,959.4713,12.026794
31348000,959.41833,12.024078
31444000,959.35425,12.021301
31540000,959.3179,12.018494
31660000,959.25037,12.014954
31756000,959.2056,12.012054
31852000,959.1455,12.009125
31948000,959.0905,12.006165
32044000,959.0515,12.003204
32140000,958.9823,12.000183
32236000,958.93066,11.997162
32356000,958.87335,11.993378
32452000,958.8278,11.990326
32548000,958.7549,11.987274
