timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
7104000,3,-1,0,15,0,0,1,0,0,0,0,0,0,0
18272000,3,-1,0,15,0,0,1,0,0,0,0,0,0,0
26984000,3,0,1,15,0,0,1,0,0,0,0,0,0,0
37904000,3,1,2,15,0,0,1,0,0,0,0,0,0,0
57560000,3,2,3,15,0,0,1,0,0,0,0,0,0,0
76544000,3,3,4,15,0,0,1,0,0,0,0,0,0,0
91552000,3,4,5,15,0,0,1,0,0,0,0,0,0,0
104600000,3,5,6,15,0,0,1,0,0,0,0,0,0,0
120616000,3,6,7,15,0,0,1,0,0,0,0,0,0,0
132188000,3,7,8,15,0,0,1,0,0,0,0,0,0,0
153656000,3,8,9,15,0,0,1,0,0,0,0,0,0,0
153712000,3,9,10,15,0,0,1,0,0,0,0,0,0,0
153716000,3,10,11,15,0,0,1,0,0,0,0,0,0,0
153768000,3,11,12,15,0,0,1,0,0,0,0,0,0,0
153824000,3,12,13,15,0,0,1,0,0,0,0,0,0,0
163964000,3,13,14,15,0,0,1,0,0,0,0,0,0,0
220960000,3,14,14,15,0,0,1,0,1,0,0,0,0,0
221484000,4,-1,0,15,0,0,1,0,0,0,0,0,0,0
