timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0]
13584000,0,0,1.6081135,0,0.69379085,0,0,0.7201766,1
13608000,0,0,1.6081135,0,0.69379085,0,0,0.7201766,1
13632000,0,0,1.6081135,0,0.69379085,0,0,0.7201766,1
13656000,0,0,1.6081135,0,0.69379085,0,0,0.7201766,1
13680000,0,0,1.6081135,0,0.69379085,0,0,0.7201766,1
13704000,0,-0.29822454,1.6081135,0,0.6860921,0.10698966,-0.10306979,0.712185,1
13728000,0,-0.2843363,1.6081135,0,0.6867913,0.10204162,-0.09830303,0.71291083,1
13752000,0,-0.27123028,1.6081135,0,0.6874207,0.09736775,-0.0938004,0.7135642,1
13776000,0,-0.2587819,1.6081135,0,0.68799126,0.092924535,-0.089519985,0.7141564,1
13800000,0,-0.24701348,1.6081135,0,0.68850607,0.0887207,-0.08547017,0.7146908,1
13824000,0,-0.23581772,1.6081135,0,0.6889737,0.08471858,-0.08161467,0.7151762,1
13848000,0,-0.22510843,1.6081135,0,0.68940085,0.08088787,-0.07792431,0.7156196,1
13872000,0,-0.21481515,1.6081135,0,0.6897928,0.07720378,-0.0743752,0.7160265,1
13896000,0,-0.20495094,1.6081135,0,0.6901512,0.07367133,-0.070972174,0.7163985,1
13920000,0,-0.19545455,1.6081135,0,0.6904804,0.07026892,-0.06769442,0.71674025,1
13944000,0,-0.186275,1.6081135,0,0.69078386,0.066978514,-0.06452457,0.7170552,1
13968000,0,-0.17736931,1.6081135,0,0.6910643,0.06378492,-0.061447978,0.7173464,1
13992000,0,-0.16875196,1.6081135,0,0.6913226,0.060693525,-0.058469843,0.71761453,1
14016000,0,-0.16038427,1.6081135,0,0.6915613,0.05769062,-0.055576958,0.7178622,1
14040000,0,-0.15223327,1.6081135,0,0.691782,0.0547645,-0.05275805,0.7180913,1
14064000,0,-0.14427058,1.6081135,0,0.69198656,0.051905107,-0.050003417,0.7183037,1
14088000,0,-0.13647157,1.6081135,0,0.6921763,0.049103692,-0.047304638,0.7185006,1
14112000,0,-0.12883984,1.6081135,0,0.69235176,0.046361633,-0.04466304,0.71868277,1
14136000,0,-0.12135378,1.6081135,0,0.69251406,0.043671265,-0.042071246,0.71885127,1
14160000,0,-0.11399443,1.6081135,0,0.6926642,0.041025836,-0.039522737,0.7190071,1
14184000,0,-0.106745,1.6081135,0,0.6928029,0.038419377,-0.037011772,0.7191511,1
14208000,0,-0.09960539,1.6081135,0,0.69293064,0.035851907,-0.034538373,0.71928364,1
14232000,0,-0.092561066,1.6081135,0,0.693048,0.03331826,-0.032097552,0.7194055,1
14256000,0,-0.08559878,1.6081135,0,0.6931555,0.03081371,-0.029684762,0.71951705,1
14280000,0,-0.07870693,1.6081135,0,0.6932537,0.02833413,-0.027296027,0.719619,1
14304000,0,-0.0718859,1.6081135,0,0.69334275,0.025879698,-0.024931522,0.7197114,1
