timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
13008000,399.61594,12.404602,96616.32,1.1479617
13032000,399.7333,12.404602,96614.93,1.1479452
13056000,399.51263,12.404602,96617.5,1.1479757
13080000,399.61594,12.404602,96616.31,1.1479616
13104000,399.58777,12.404602,96616.62,1.1479652
13131999,399.60654,12.404602,96616.39,1.1479626
13152000,399.5455,12.404602,96617.11,1.147971
13176000,399.738,12.404602,96614.88,1.1479447
13200000,399.7427,12.404602,96614.875,1.1479446
13224000,399.61594,12.404602,96616.336,1.1479619
13252000,399.58777,12.404602,96616.63,1.1479654
13272000,399.69104,12.404602,96615.4,1.1479508
13296000,399.7192,12.404602,96615.1,1.1479472
13320000,399.6394,12.404602,96616.055,1.1479585
13343999,399.5596,12.404602,96616.98,1.1479695
13372000,399.58307,12.404602,96616.67,1.1479659
13392000,399.47977,12.404602,96617.836,1.1479797
13416000,399.5596,12.404602,96616.96,1.1479694
13440000,399.47977,12.404602,96617.87,1.1479801
13464000,399.60184,12.404602,96616.445,1.1479632
13488000,399.5502,12.404602,96617.05,1.1479703
13512000,399.47977,12.404602,96617.84,1.1479799
13536000,399.59714,12.404602,96616.5,1.1479639
13560000,399.49857,12.404602,96617.63,1.1479774
13584000,399.5455,12.404602,96617.11,1.147971
13608000,399.5455,12.404602,96617.12,1.1479712
13632000,399.6441,12.404602,96616,1.1479579
13656000,399.7427,12.404602,96614.84,1.1479442
13680000,399.4516,12.404602,96618.2,1.147984
13704000,399.67227,12.404602,96615.66,1.1479539
13728000,399.61594,12.404602,96616.336,1.1479619
13756000,399.65817,12.404602,96615.83,1.1479559
13776000,399.6347,12.404602,96616.086,1.1479589
13800000,399.57837,12.404602,96616.74,1.1479667
13824000,399.49387,12.404602,96617.734,1.1479785
13848000,399.6441,12.404572,96615.945,1.1479572
13872000,399.56897,12.404572,96616.836,1.1479678
13900000,399.57837,12.404572,96616.73,1.1479665
13920000,399.66757,12.404541,96615.664,1.1479539
13944000,399.8131,12.404541,96613.984,1.147934
13968000,399.5408,12.4045105,96617.15,1.1479715
13992000,399.6394,12.4045105,96616.055,1.1479585
14016000,399.67697,12.40448,96615.59,1.147953
14040000,399.49387,12.40448,96617.72,1.1479783
14064000,399.5502,12.404449,96617.05,1.1479703
14088000,399.6488,12.404449,96615.91,1.1479568
14112000,399.7192,12.404419,96615.14,1.1479477
14136000,399.33423,12.404419,96619.55,1.148
14160000,399.57367,12.404419,96616.83,1.1479677
14184000,399.63,12.404388,96616.13,1.1479595
14208000,399.67227,12.404388,96615.66,1.1479539
14232000,399.5408,12.404388,96617.164,1.1479717
14256000,399.59714,12.404388,96616.53,1.1479642
14280000,399.60654,12.404358,96616.39,1.1479626
14304000,399.50323,12.404358,96617.56,1.1479765
14328000,399.6488,12.404327,96615.88,1.1479565
14352000,399.5361,12.404297,96617.23,1.1479725
14376000,399.58777,12.404266,96616.63,1.1479654
14400000,399.58777,12.404236,96616.61,1.1479652
14424000,399.58777,12.404175,96616.62,1.1479652
14452000,399.68167,12.404083,96615.555,1.1479526
14472000,399.7145,12.403992,96615.16,1.1479479
14496000,399.7286,12.40387,96615.02,1.1479464
14520000,399.77087,12.403748,96614.52,1.1479404
14544000,399.68634,12.403595,96615.484,1.1479517
14568000,399.84598,12.403442,96613.65,1.1479299
14592000,399.84598,12.403259,96613.66,1.14793
14620000,399.88354,12.403046,96613.2,1.1479247
14640000,399.8976,12.402832,96613.016,1.1479224
14664000,399.93988,12.402618,96612.54,1.1479168
14692000,399.62064,12.402344,96616.27,1.1479611
14712000,400.00092,12.402069,96611.88,1.147909
14736000,399.94458,12.401794,96612.516,1.1479166
14760000,400.17932,12.401489,96609.78,1.147884
14784000,400.10892,12.401184,96610.58,1.1478934
14808000,400.09952,12.400879,96610.73,1.1478952
14832000,400.123,12.400513,96610.47,1.1478922
14856000,400.26382,12.400177,96608.805,1.1478724
14880000,400.33426,12.399811,96607.984,1.1478627
14904000,400.35773,12.399414,96607.72,1.1478595
14928000,400.34366,12.399048,96607.85,1.1478611
14952000,400.61127,12.398621,96604.81,1.147825
14976000,400.43286,12.398193,96606.84,1.1478491
15000000,400.52676,12.397766,96605.78,1.1478364
15024000,400.63004,12.397308,96604.56,1.147822
15048000,400.79907,12.396851,96602.63,1.1477991
15076000,400.7568,12.396393,96603.09,1.1478046
15096000,400.8554,12.395874,96601.984,1.1477914
15120000,401.0479,12.395386,96599.73,1.1477646
15144000,401.00565,12.394867,96600.234,1.1477706
15172000,401.30142,12.394318,96596.83,1.1477301
15192000,401.10425,12.393768,96599.11,1.1477572
15216000,401.47986,12.393219,96594.766,1.1477056
15240000,401.48923,12.392639,96594.64,1.1477041
15264000,401.57843,12.392029,96593.59,1.1476917
15292000,401.7897,12.391418,96591.17,1.1476629
15312000,401.76624,12.390808,96591.445,1.1476661
15336000,401.64417,12.390167,96592.875,1.1476831
15360000,402.01038,12.389526,96588.62,1.1476326
15384000,402.12308,12.388855,96587.32,1.1476171
15408000,402.0714,12.388184,96587.93,1.1476244
15432000,402.22165,12.387512,96586.2,1.1476039
15456000,402.27798,12.38681,96585.56,1.1475962
15480000,402.41415,12.386078,96583.984,1.1475775
15504000,402.55032,12.385376,96582.375,1.1475583
15528000,402.4846,12.384613,96583.164,1.1475677
15552000,402.70523,12.383881,96580.59,1.1475372
15580000,402.90714,12.383087,96578.25,1.1475093
15600000,402.95407,12.382324,96577.72,1.147503
15628000,403.2217,12.381531,96574.625,1.1474663
15648000,403.22638,12.380707,96574.57,1.1474657
15672000,403.46585,12.379883,96571.836,1.1474332
15696000,403.47992,12.379028,96571.64,1.1474309
15720000,403.57852,12.378174,96570.49,1.1474172
15744000,403.76163,12.377319,96568.4,1.1473923
15768000,403.89777,12.376434,96566.805,1.1473734
15792000,404.02454,12.375549,96565.375,1.1473564
15816000,404.17007,12.374634,96563.66,1.147336
15840000,404.26398,12.373718,96562.59,1.1473234
15868000,404.47995,12.372772,96560.12,1.1472939
15888000,404.50812,12.371826,96559.766,1.1472898
15912000,404.7194,12.37085,96557.336,1.1472609
15936000,404.89783,12.369873,96555.29,1.1472366
15960000,405.14664,12.368866,96552.4,1.1472023
15984000,405.2781,12.367859,96550.87,1.147184
16008000,405.4518,12.366852,96548.836,1.1471599
16032000,405.63962,12.365814,96546.72,1.1471348
16056000,405.70065,12.364746,96546,1.1471262
16080000,405.83212,12.3637085,96544.48,1.1471081
16108000,406.09036,12.36264,96541.5,1.1470727
16128000,406.38144,12.361572,96538.125,1.1470326
16152000,406.47534,12.360474,96537.06,1.14702
16176000,406.5129,12.359375,96536.61,1.1470146
16200000,406.7007,12.358276,96534.445,1.1469889
16224000,406.95892,12.357147,96531.45,1.1469533
16248000,407.04343,12.356049,96530.51,1.1469421
16272000,407.32043,12.354919,96527.31,1.1469041
16296000,407.21716,12.35379,96528.47,1.1469179
16320000,407.41904,12.352631,96526.14,1.1468903
16344000,407.78995,12.351501,96521.84,1.1468391
16368000,407.9496,12.350342,96520.05,1.1468178
16396000,408.24066,12.349182,96516.664,1.1467776
16420000,408.2031,12.348022,96517.12,1.146783
16440000,408.3956,12.346863,96514.88,1.1467564
16464000,408.80875,12.345673,96510.13,1.1467
16488000,408.80875,12.344513,96510.14,1.1467001
16512000,408.96368,12.343323,96508.33,1.1466786
16536000,409.32523,12.342133,96504.12,1.1466285
16560000,409.20316,12.340973,96505.54,1.1466454
16584000,409.47546,12.339752,96502.414,1.1466084
16608000,409.7196,12.338562,96499.56,1.1465744
16632000,409.87454,12.337372,96497.805,1.1465535
16656000,410.1844,12.336182,96494.25,1.1465113
16680000,410.25952,12.334961,96493.37,1.1465008
16704000,410.40976,12.333771,96491.62,1.1464801
16728000,410.53653,12.332581,96490.15,1.1464626
16752000,410.88394,12.33136,96486.11,1.1464146
16776000,410.95438,12.33017,96485.36,1.1464057
16804000,411.07175,12.328949,96484,1.1463895
16824000,411.19382,12.327759,96482.586,1.1463727
16848000,411.64923,12.326538,96477.3,1.1463099
16872000,411.65393,12.325348,96477.234,1.1463091
16896000,412.10464,12.324127,96472.055,1.1462476
16920000,412.13284,12.322937,96471.74,1.1462439
16944000,412.41922,12.321716,96468.42,1.1462045
16968000,412.59763,12.320526,96466.375,1.1461802
16992000,412.715,12.319336,96465.02,1.1461641
17016000,412.95914,12.318146,96462.195,1.1461304
17040000,413.04367,12.316956,96461.23,1.146119
17064000,413.23615,12.315765,96458.96,1.146092
17088000,413.4944,12.314606,96455.98,1.1460565
17112000,413.6728,12.313446,96453.97,1.1460327
17136000,413.72443,12.312317,96453.336,1.1460252
17160000,413.9545,12.311157,96450.7,1.145994
17184000,414.15637,12.310059,96448.36,1.145966
17208000,414.18924,12.308929,96447.98,1.1459615
17232000,414.52728,12.307831,96444.1,1.1459155
17256000,414.7151,12.306763,96441.88,1.1458892
17280000,414.84656,12.305664,96440.4,1.1458715
17304000,414.69162,12.304596,96442.17,1.1458925
17328000,415.12823,12.303558,96437.164,1.145833
17356000,415.31134,12.30249,96435.086,1.1458083
17376000,415.50854,12.301453,96432.74,1.1457804
