timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s
12992000,1.1347692,1.1347692,1.1569378,0.012660473,0.012907805
13992000,19.702354,19.711023,20.096188,19.563934,19.946224
14992000,23.173975,23.158865,23.612267,22.991337,23.441458
15992000,22.634655,22.5869,23.034555,22.411287,22.855463
16992000,21.013975,20.953499,21.37632,20.928381,21.35074
17992000,20.630106,20.577003,20.998991,20.52349,20.94438
18992000,20.352093,20.312365,20.734367,20.270315,20.691444
19992000,19.961538,19.935398,20.354916,20.045952,20.467796
20992000,19.760118,19.750563,20.170813,19.835636,20.257698
21992000,19.596853,19.601952,20.02383,19.638788,20.061459
22992000,19.9326,19.942312,20.376036,19.943062,20.3768
23992000,19.836775,19.841597,20.277239,19.82059,20.25577
24992000,19.494118,19.496052,19.928417,19.564978,19.99887
25992000,19.241026,19.243088,19.67418,19.320112,19.752928
26992000,19.072536,19.085752,19.517982,19.172853,19.607058
27992000,18.932287,18.95019,19.383821,19.127619,19.565311
28991999,18.85801,18.881039,19.317259,19.11568,19.557323
29991999,18.846367,18.869356,19.309906,19.000086,19.443687
30992000,18.76284,18.772964,19.215454,18.791588,19.234514
31992000,18.63279,18.63313,19.076706,18.578259,19.020529
32992000,18.539362,18.53035,18.975916,18.403088,18.845592
33992000,18.494904,18.474707,18.923223,18.28286,18.72672
34992000,17.656088,17.630953,18.06316,17.557467,17.987894
35992000,16.070726,16.04759,16.44329,15.852889,16.24379
36992000,15.938038,15.920847,16.313274,15.736321,16.1242
37992000,16.24549,16.242653,16.641954,16.006115,16.399593
38992000,16.57868,16.55887,16.965033,16.228432,16.62649
39992000,16.806816,16.77249,17.183016,16.3253,16.724882
40992000,16.79901,16.744957,17.154507,16.365828,16.766102
41992000,16.8668,16.821028,17.232288,16.398733,16.79967
42992000,16.613337,16.580862,16.986225,16.361742,16.76175
43992000,16.491997,16.482075,16.885061,16.306568,16.705263
44992000,16.35654,16.365274,16.765501,16.215618,16.612185
45992000,16.329706,16.357328,16.757536,16.13324,16.527966
46992000,16.252668,16.29156,16.690063,16.04584,16.438334
47992000,16.1334,16.186052,16.58204,15.964671,16.355244
48992000,17.023209,17.082493,17.500479,16.856293,17.268744
49992000,17.644032,17.727983,18.162333,17.53459,17.964201
50992000,17.313217,17.402647,17.83034,17.217442,17.640585
51992000,16.012474,16.095362,16.49141,15.867432,16.257872
52992000,15.676128,15.757056,16.143805,15.422869,15.8014145
53992000,15.752603,15.842347,16.229214,15.57431,15.954632
54992000,15.996927,16.091742,16.48221,15.7746725,16.157448
55992000,16.085123,16.17095,16.560997,15.864756,16.247417
56992000,16.142809,16.242098,16.63188,15.892513,16.273907
57992000,16.05279,16.145,16.530321,15.884283,16.263382
58992000,16.050013,16.139235,16.52222,15.862026,16.238434
59992000,16.061863,16.14917,16.530313,15.849869,16.223948
60992000,16.17,16.254934,16.63647,15.844384,16.216286
61992000,16.083906,16.166498,16.543903,15.841368,16.211182
62992000,16.14692,16.227188,16.603868,15.838226,16.20588
63992000,16.140965,16.21193,16.58628,15.840722,16.206501
64992000,16.18933,16.256397,16.629644,15.866358,16.23065
65992000,16.13119,16.198416,16.567816,15.882133,16.24432
66992000,16.121063,16.185122,16.552143,15.898167,16.258682
67992000,16.261496,16.327948,16.696293,15.920517,16.27967
68992000,16.274158,16.341019,16.70731,15.936604,16.293829
69992000,16.229534,16.29726,16.660528,15.9524145,16.307995
70992000,16.677683,16.755909,17.127285,16.44701,16.81154
71992000,17.752966,17.855843,18.250679,17.430946,17.81639
72992000,18.901896,18.98414,19.404282,18.734867,19.149492
73992000,19.56137,19.613544,20.051067,19.3589,19.790743
74992000,19.16063,19.201864,19.635141,19.048874,19.478699
75992000,18.919958,18.961777,19.394886,18.679995,19.106668
76992000,18.498962,18.540178,18.968222,18.339687,18.763103
77992000,18.20561,18.24934,18.675161,18.039808,18.460741
78992000,18.016584,18.061071,18.486439,17.811779,18.231274
79992000,17.834616,17.878187,18.302847,17.63531,18.0542
80992000,17.685375,17.730341,18.15467,17.485191,17.903656
81992000,17.612082,17.652895,18.07884,17.343699,17.762182
82992000,17.381357,17.416327,17.839634,17.215334,17.633757
83992000,17.335283,17.37411,17.799465,17.131853,17.551277
84992000,16.29238,16.326813,16.729326,16.075314,16.471626
85992000,15.223769,15.253739,15.630788,14.876886,15.244619
86992000,15.015135,15.041662,15.4129925,14.744212,15.1082
87992000,14.967908,14.993003,15.361937,14.7316885,15.094192
88992000,15.479714,15.505741,15.884912,15.277691,15.651286
89992000,16.30136,16.32994,16.726074,16.115383,16.506311
90992000,16.901306,16.93365,17.34113,16.72564,17.128113
91992000,17.316744,17.348326,17.762691,17.1027,17.511198
92992000,17.611118,17.642794,18.061277,17.391542,17.804068
93992000,17.892757,17.920181,18.342384,17.653065,18.068974
94992000,18.164177,18.192244,18.617416,17.918468,18.337244
95992000,18.537516,18.56101,18.991615,18.172312,18.593899
96992000,18.725985,18.73254,19.163502,18.275394,18.695839
97992000,18.853706,18.77837,19.206532,18.454668,18.87545
98992000,18.649914,18.547724,18.967558,18.254444,18.667639
99992000,17.882036,17.754244,18.154032,17.613642,18.010263
100992000,17.380106,17.251213,17.638338,17.334068,17.723053
101992000,17.483822,17.382242,17.770546,17.477283,17.867712
102992000,17.407427,17.323345,17.708763,17.427727,17.815468
103992000,17.02153,16.93111,17.306738,17.08079,17.459738
104992000,16.959888,16.86912,17.24247,16.996853,17.373032
105992000,16.96937,16.879847,17.252895,16.991302,17.366814
106992000,16.89153,16.802237,17.172903,16.950178,17.324108
107992000,16.95033,16.861813,17.233463,16.918575,17.291477
108992000,16.890625,16.803545,17.173586,16.895542,17.26761
109992000,16.868896,16.780573,17.150082,16.877867,17.249517
110992000,16.88103,16.790394,17.159657,16.863451,17.23432
111992000,16.772263,16.687124,17.054207,16.850964,17.22165
112992000,16.733868,16.653612,17.020033,16.842787,17.213371
113992000,16.643879,16.57053,16.935057,16.83117,17.20143
114992000,17.216888,17.170603,17.548012,17.366192,17.7479
115992000,18.011662,17.994505,18.390387,18.167316,18.567001
116992000,17.951355,17.94519,18.342152,18.106552,18.507082
117992000,17.759396,17.747036,18.143026,17.81316,18.210625
118992000,17.593355,17.577799,17.97334,17.609512,18.005768
119992000,17.18357,17.16886,17.558119,17.397657,17.792107
120992000,16.987806,16.96915,17.356579,17.171633,17.563684
121992000,16.731947,16.725332,17.109762,16.99937,17.390099
122992000,16.70274,16.705173,17.091547,16.85873,17.248655
123992000,16.488335,16.494478,16.878305,16.748167,17.137897
124992000,16.456343,16.472895,16.858557,16.705723,17.096834
125992000,16.47216,16.498219,16.886654,16.65774,17.04993
126992000,16.432898,16.471094,16.861311,16.608534,17.002008
127992000,16.302649,16.35145,16.74108,16.538862,16.932957
128992000,16.237192,16.285831,16.675816,16.436115,16.829697
129992000,16.107553,16.152042,16.540993,16.365858,16.759956
130992000,16.113295,16.152283,16.543411,16.296196,16.69081
131992000,16.095709,16.13084,16.523497,16.235731,16.630941
132992000,15.391444,15.412728,15.789995,15.554392,15.935126
133992000,15.57115,15.583732,15.9657955,15.731381,16.117065
134992000,17.01982,16.998194,17.414358,17.043634,17.46091
135992000,17.088236,17.062355,17.480022,16.945639,17.360449
136992000,15.618958,15.591437,15.972835,15.390822,15.767312
137992000,15.371297,15.345356,15.719102,15.134115,15.502717
138992000,15.498254,15.4724245,15.847113,15.264544,15.634198
139992000,15.715454,15.688617,16.066265,15.316348,15.685036
140992000,15.584241,15.557629,15.930449,15.287879,15.654235
141992000,15.492839,15.466296,15.834875,15.237475,15.600603
142992000,15.40296,15.374147,15.738797,15.198398,15.558879
143992000,15.528765,15.502173,15.867919,15.162338,15.520065
144992000,15.398283,15.372777,15.733615,15.122427,15.477389
145992000,15.379602,15.358582,15.717369,15.088389,15.440854
146992000,15.261125,15.239359,15.593409,15.062498,15.412438
147992000,15.310589,15.28951,15.643097,15.0259905,15.373484
148992000,15.200412,15.179273,15.528309,15.0025425,15.347515
149992000,15.274807,15.255724,15.604758,14.985359,15.328207
150992000,15.26716,15.249394,15.596378,14.961761,15.302201
151992000,15.108922,15.093406,15.435261,14.938572,15.27692
152992000,15.121793,15.109149,15.449579,14.906531,15.242395
153992000,15.011224,14.999358,15.335434,14.878088,15.211447
154992000,14.974304,14.962792,15.296482,14.827356,15.158027
155992000,14.974219,14.964962,15.2968025,14.792776,15.120798
156992000,14.8533325,14.84591,15.17344,14.759725,15.085352
157992000,17.643692,17.637865,18.025755,17.470438,17.854645
158992000,17.450045,17.4196,17.803831,17.275105,17.656149
159992000,17.35475,17.265348,17.64779,17.324308,17.708057
160992000,16.83234,16.750992,17.123146,16.831558,17.205502
161992000,16.301727,16.214657,16.575586,16.36963,16.73401
162992000,16.070667,15.99779,16.354008,16.172014,16.53211
163992000,16.095797,16.030905,16.387775,16.13162,16.490732
164992000,16.010561,15.949642,16.304527,16.13966,16.498774
165992000,15.555849,15.503373,15.847886,15.6941,16.042852
166992000,15.340223,15.295973,15.635401,15.419918,15.762096
167992000,15.164531,15.11345,15.4483,15.248299,15.586136
168992000,14.805144,14.744912,15.071328,14.805343,15.133097
169992000,14.40092,14.33582,14.652819,14.500808,14.821454
170992000,14.400118,14.345392,14.662315,14.359762,14.677003
171992000,14.296655,14.237244,14.551564,14.263453,14.578351
172992000,14.105057,14.059723,14.369948,14.185936,14.498947
173992000,13.8762045,13.836368,14.141532,14.124203,14.435716
174992000,14.046343,14.0202465,14.329166,14.208967,14.522044
175992000,14.11854,14.095848,14.40646,14.25198,14.566033
176992000,14.008146,13.9842,14.292348,14.111945,14.422909
177992000,13.707112,13.682781,13.9844675,13.8714,14.177246
178992000,13.560475,13.536296,13.834713,13.643975,13.944768
179992000,13.38857,13.364915,13.659384,13.4801855,13.777195
180992000,13.272301,13.250006,13.5420265,13.368725,13.6633625
181992000,13.227956,13.205002,13.495876,13.253968,13.54592
182992000,13.116109,13.090722,13.378998,13.149365,13.438934
183992000,12.90387,12.87364,13.157048,13.02884,13.315665
184992000,12.857458,12.827688,13.110129,12.922578,13.2071085
185992000,12.751307,12.722281,13.002349,12.8129225,13.094985
186992000,12.527613,12.496818,12.771878,12.704567,12.9842
187992000,12.534271,12.502129,12.777172,12.597958,12.87511
188992000,12.4902725,12.458379,12.73244,12.512374,12.787624
189992000,12.202413,12.171827,12.439589,12.40588,12.67879
190992000,11.711944,11.6810665,11.938118,11.848817,12.109559
191992000,11.450418,11.417926,11.668591,11.503188,11.755724
192992000,11.619854,11.587158,11.840218,11.7210045,11.976988
193992000,11.646375,11.615848,11.868361,11.85041,12.108025
194992000,11.791093,11.762803,12.017526,11.7951145,12.050538
195992000,11.518587,11.487288,11.735066,11.667428,11.919091
196992000,11.303985,11.275988,11.518339,11.560765,11.809237
197992000,11.278282,11.254235,11.49521,11.476566,11.722301
198992000,11.255466,11.230993,11.470452,11.4150505,11.658435
199992000,11.154124,11.134497,11.371092,11.347983,11.589114
200992000,11.075019,11.062856,11.29698,11.274247,11.512845
201992000,11.036311,11.022757,11.255137,11.201473,11.437621
202992000,11.079567,11.064792,11.297118,11.122196,11.355728
203992000,10.93622,10.922592,11.151166,11.03996,11.27099
204992000,10.856657,10.841767,11.067615,10.955296,11.183508
205992000,10.707903,10.695004,10.91709,10.869055,11.094755
206992000,10.618275,10.602788,10.822169,10.790448,11.013713
207992000,10.720077,10.699346,10.919719,10.738524,10.959704
208992000,10.553361,10.528714,10.744676,10.709374,10.929041
209992000,10.603692,10.580395,10.796562,10.711687,10.930536
210992000,10.759669,10.731443,10.949888,10.729716,10.948125
211992000,10.592375,10.561952,10.776171,10.731766,10.949424
212992000,10.583369,10.550536,10.763691,10.704943,10.921217
213992000,10.532888,10.495439,10.706657,10.691432,10.906595
214992000,10.602483,10.565817,10.77749,10.707563,10.922076
215992000,10.567324,10.531594,10.741797,10.740159,10.954526
216992000,10.790704,10.76156,10.975446,10.753704,10.967433
217992000,10.62036,10.592277,10.801995,10.742441,10.9551325
218992000,10.598847,10.573121,10.781627,10.730966,10.942583
219992000,10.613968,10.585858,10.793702,10.838011,11.050806
220992000,8.633906,8.609044,8.777336,8.637371,8.806217
