timestamp,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature
12988000,0.788717,0.788717,12.404602
13992000,237.76198,237.76198,12.4045105
14976000,328.93283,328.93283,12.398193
15984000,313.8007,313.8007,12.367859
16992000,270.47214,270.47214,12.319336
18000000,258.95258,258.95258,12.27652
18988000,253.70221,253.70221,12.241364
19992000,244.05861,244.05861,12.20752
21000000,240.40952,240.40952,12.174805
21984000,235.22246,235.22246,12.144012
22992000,243.3515,243.3515,12.114258
24000000,241.95268,241.95268,12.085815
24988000,232.76265,232.76265,12.05777
25992000,227.13313,227.13313,12.02771
27000000,222.94287,222.94287,11.996216
27984000,219.5393,219.5393,11.965668
28991999,217.82883,217.82883,11.935333
30000000,216.23401,216.23401,11.905365
30984000,215.62708,215.62708,11.875732
31992000,212.22395,212.22395,11.844696
33000000,208.91232,208.91232,11.813293
33984000,209.51263,209.51263,11.782562
34992000,190.93921,190.93921,11.75116
35976000,158.18932,158.18932,11.733765
36984000,155.5879,155.5879,11.734528
37992000,161.64848,161.64848,11.742401
39000000,168.45065,168.45065,11.750732
39984000,173.01231,173.01231,11.756592
40992000,172.85161,172.85161,11.759888
42000000,171.60951,171.60951,11.761139
42984000,169.05182,169.05182,11.761108
43992000,167.62424,167.62424,11.760559
44980000,163.86607,163.86607,11.759949
45984000,163.32883,163.32883,11.75943
46992000,159.95714,159.95714,11.758972
47976000,159.42554,159.42554,11.758575
48984000,177.49615,177.49615,11.758423
49992000,191.79237,191.79237,11.7534485
50976000,183.59535,183.59535,11.744385
51984000,157.04462,157.04462,11.739166
52992000,149.80396,149.80396,11.748413
54000000,152.37352,152.37352,11.765991
54984000,156.73978,156.73978,11.784729
55992000,158.47285,158.47285,11.803101
57000000,158.66568,158.66568,11.820618
57984000,157.83638,157.83638,11.837341
58992000,157.78177,157.78177,11.854309
59976000,158.01486,158.01486,11.870972
60983999,160.14969,160.14969,11.888184
61992000,156.98634,156.98634,11.905457
63000000,159.66733,159.66733,11.92276
63988000,159.57507,159.57507,11.939636
64996000,159.16336,159.16336,11.95697
66000000,159.73923,159.73923,11.974426
66984000,159.18182,159.18182,11.991516
67992000,161.9672,161.9672,12.009064
