timestamp,altitude_sp,altitude_filtered,height_rate_setpoint,height_rate,airspeed_sp,airspeed_filtered,airspeed_derivative_sp,airspeed_derivative,throttle_integ,pitch_integ
13560000,-0.012685731,-0.024685733,0.40060008,-0.23831798,10.195354,6.9178896,0.0655493,17.368952,0.22018132,-20.331959
13752000,-0.06257082,-0.07457082,0.40060008,-0.30249763,13.253881,12.818543,0.008706761,19.628422,0.10999999,-18.423248
13968000,-0.10331661,-0.115316615,0.40060008,-0.23942828,13.253976,18.864336,-0.112207204,18.27069,0.10999999,-17.694952
14160000,-0.1129437,-0.1249437,0.40060008,-0.23822722,13.254035,22.828085,-0.191481,15.297074,0.10999999,-21.283648
14352000,-0.11330371,-0.12530372,0.40060008,-0.07954468,13.254001,25.040482,-0.23572962,11.914867,0.10999999,-28.34349
14568000,0.002143974,-0.009856027,0.40060002,0.8666564,13.254077,25.934414,-0.25360674,8.419424,0.10999999,-38.382114
14760000,0.28830853,0.27630854,0.40059984,1.7288253,13.254224,25.787777,-0.25067106,5.921326,0.10999999,-47.535896
14952000,0.72283447,0.7108345,0.40059882,2.4538786,13.254472,25.18467,-0.23860395,4.0121703,0.10999999,-55.93857
15168000,1.3750024,1.3630024,0.40059882,3.2936063,13.254727,24.347445,-0.22185434,2.428507,0.10999999,-64.07786
15360000,2.1020157,2.090016,0.40059483,4.020882,13.25528,23.647326,-0.20784092,1.4253905,0.10999999,-70.138885
15552000,2.9698339,2.957834,0.40059483,4.7240868,13.2558,23.04725,-0.195829,0.6920623,0.10999999,-75.25228
15768000,4.1108127,4.0988126,0.40060282,5.546215,13.25649,22.564554,-0.18616128,0.12465718,0.10999999,-80.12921
15960000,5.2731137,5.261114,0.40058687,6.278375,13.257132,22.264193,-0.18014121,-0.21976627,0.10999999,-83.90271
16152000,6.56231,6.5503106,0.40058687,6.8639164,13.257993,22.103193,-0.17690401,-0.41842338,0.10999999,-87.31521
16368000,8.1242895,8.112289,0.40060282,7.260636,13.258967,22.007242,-0.17496549,-0.47074366,0.10999999,-90.896935
16560000,9.570725,9.558725,0.40060282,7.488086,13.259905,22.028471,-0.17537132,-0.4340658,0.10999999,-93.959045
16752000,10.087294,11.037429,2.2306304,7.5733376,13.260835,22.006165,-0.1749066,-1.2983047,0.10508575,-91.82671
16968000,10.882501,12.708406,3.2416058,7.5557184,13.26172,21.534271,-0.16545102,-2.0155566,0.09866197,-88.91697
17160000,11.73992,14.148585,3.5924118,7.1174984,13.262934,21.035683,-0.15545498,-1.808091,0.09311187,-86.68507
17352000,12.655762,15.490134,3.7346497,6.5672054,13.263795,20.77461,-0.15021631,-1.3366418,0.08765944,-84.69234
17568000,13.715315,16.89603,3.7930543,6.177368,13.264484,20.711943,-0.14894916,-0.8964036,0.08150462,-82.59819
17760000,14.66795,18.084518,3.8085687,5.9300137,13.265503,20.755774,-0.14980541,-0.6473055,0.07592532,-80.7836
17952000,15.624779,19.230083,3.8108618,5.72662,13.266125,20.8375,-0.15142749,-0.49231765,0.07022679,-78.98188
18168000,16.703316,20.478266,3.8078473,5.555589,13.266995,20.896284,-0.15258577,-0.39380565,0.06369223,-76.96188
18360000,17.662792,21.563543,3.803528,5.455582,13.267735,20.930403,-0.15325336,-0.35736474,0.057805832,-75.178085
18552000,18.622572,22.629084,3.7990668,5.376571,13.268385,20.918123,-0.15299477,-0.3535464,0.05186729,-73.40853
18768000,19.702475,23.809423,3.7944262,5.2942433,13.269166,20.886353,-0.15234372,-0.33468345,0.04517019,-71.452255
18960000,20.662441,24.844215,3.7908123,5.2319736,13.269889,20.823217,-0.15106657,-0.33013424,0.03922189,-69.748505
