timestamp,lat,lon,alt,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad
12919999,398714138,327368418,400121,0,0,-0.01,-0.02,5.2506485
13124000,398714138,327368418,400118,0,0,0,0.04,5.1244607
13332000,398714138,327368418,400124,0,0,0,0,4.7987823
13532000,398714138,327368471,400128,6.41,0.01,6.42,0.02,1.5681783
13736000,398714138,327368715,400122,13.259999,0,13.25,0,1.5704472
13940000,398714138,327369099,400128,17.71,0.049999997,17.699999,-0.099999994,1.5674801
14144000,398714137,327369561,400140,20.55,-0.24,20.539999,-0.089999996,1.582839
14348000,398714130,327370065,400157,22.16,-0.45999998,22.14,-0.02,1.5919148
14552000,398714120,327370608,400186,23.029999,-0.75,23.019999,-0.45,1.6032594
14756000,398714101,327371175,400397,23.38,-1.3,23.35,-1.4599999,1.6266468
14960000,398714072,327371736,400777,23.48,-1.78,23.4,-2.24,1.6468927
15164000,398714034,327372284,401305,23.41,-2.31,23.32,-3.01,1.6695819
15368000,398713987,327372841,402002,23.24,-2.79,23.08,-3.78,1.6913985
15572000,398713930,327373402,402875,22.99,-3.32,22.76,-4.5499997,1.7158332
15776000,398713864,327373942,403889,22.689999,-3.77,22.38,-5.2599998,1.7378243
15980000,398713792,327374463,405021,22.33,-4.22,21.92,-6.08,1.7612116
16184000,398713709,327374983,406337,21.96,-4.61,21.46,-6.74,1.7826793
16388000,398713621,327375503,407791,21.67,-4.7,21.15,-7.25,1.7898351
16592000,398713536,327376009,409309,21.49,-4.49,21.01,-7.54,1.781283
16796000,398713458,327376501,410837,21.189999,-4.13,20.789999,-7.69,1.7671459
17000000,398713388,327376989,412417,20.32,-3.57,20.01,-7.7599998,1.7475982
17204000,398713326,327377474,413993,19.97,-3.03,19.72,-7.3999996,1.7235126
17408000,398713274,327377949,415452,20.039999,-2.56,19.9,-6.83,1.6987288
17612000,398713232,327378418,416774,20.14,-2.01,20.039999,-6.3999996,1.6711527
17816000,398713200,327378900,418051,20.199999,-1.43,20.14,-6.12,1.6416566
18020000,398713179,327379394,419300,20.23,-0.83,20.22,-5.89,1.6121606
18224000,398713169,327379879,420482,20.24,-0.26,20.24,-5.69,1.5837117
18428000,398713169,327380354,421594,20.22,0.24,20.22,-5.5499997,1.558579
18632000,398713178,327380838,422720,20.17,0.74,20.16,-5.49,1.5339699
18836000,398713197,327381330,423846,20.13,1.16,20.1,-5.37,1.5126768
19040000,398713222,327381811,424938,20.08,1.54,20.01,-5.29,1.4938272
19244000,398713253,327382280,425986,20.029999,1.8,19.949999,-5.2999997,1.4802136
19448000,398713289,327382758,427065,19.98,2.09,19.859999,-5.15,1.465902
19652000,398713329,327383242,428142,19.92,2.26,19.789999,-5.15,1.4568263
19856000,398713372,327383716,429179,19.869999,2.36,19.73,-5.12,1.4512413
20060000,398713415,327384179,430198,19.82,2.4299998,19.67,-5.15,1.4474015
20264000,398713461,327384649,431233,19.77,2.46,19.6,-5.08,1.4458307
20468000,398713506,327385128,432281,19.71,2.46,19.57,-4.97,1.4454817
20672000,398713552,327385597,433304,19.67,2.3999999,19.52,-5,1.4482741
20876000,398713595,327386056,434296,19.619999,2.34,19.49,-4.97,1.4510667
21080000,398713637,327386523,435295,19.58,2.25,19.42,-4.96,1.4552555
21284000,398713679,327386997,436311,19.539999,2.1599998,19.4,-4.95,1.4596188
21488000,398713718,327387463,437303,19.5,2.04,19.35,-4.81,1.4653784
21692000,398713754,327387918,438260,19.47,1.9599999,19.369999,-4.79,1.4699163
21896000,398713790,327388383,439249,19.439999,1.87,19.34,-4.74,1.474105
22100000,398713823,327388855,440229,19.41,1.75,19.33,-4.72,1.4803883
22304000,398713855,327389320,441191,19.539999,1.68,19.46,-4.67,1.484228
22508000,398713885,327389779,442111,19.689999,1.7199999,19.619999,-4.58,1.4828317
22712000,398713918,327390251,443026,19.779999,1.87,19.689999,-4.42,1.4756758
22916000,398713957,327390733,443948,19.83,2.23,19.699999,-4.41,1.4575243
23120000,398714003,327391205,444859,19.859999,2.75,19.67,-4.43,1.4313444
23324000,398714058,327391667,445735,19.869999,3.34,19.58,-4.35,1.4013249
23528000,398714126,327392135,446620,19.869999,4.06,19.449999,-4.3199997,1.3648474
23732000,398714209,327392608,447526,19.859999,4.8599997,19.27,-4.33,1.3233086
23936000,398714306,327393067,448399,19.85,5.66,19.02,-4.3399997,1.2814207
24140000,398714416,327393510,449262,19.81,6.5099998,18.71,-4.3199997,1.2355186
24344000,398714545,327393954,450146,19.77,7.35,18.33,-4.31,1.1890928
24548000,398714691,327394397,451064,19.71,8.25,17.89,-4.39,1.1383038
24752000,398714851,327394820,451961,19.65,9.08,17.41,-4.39,1.089609
24956000,398715022,327395224,452846,19.58,9.84,16.9,-4.45,1.0435323
25160000,398715211,327395623,453743,19.5,10.61,16.35,-4.44,0.99483764
25364000,398715417,327396015,454683,19.41,11.36,15.719999,-4.56,0.94492126
25568000,398715632,327396385,455618,19.33,12.03,15.13,-4.5899997,0.89884454
25772000,398715855,327396734,456535,19.26,12.63,14.53,-4.66,0.85503674
25976000,398716093,327397075,457493,19.189999,13.19,13.92,-4.67,0.8122762
26180000,398716346,327397408,458468,19.1,13.719999,13.29,-4.74,0.7691666
26384000,398716603,327397719,459436,19.02,14.16,12.719999,-4.7599998,0.73199105
26588000,398716861,327398011,460397,18.96,14.54,12.19,-4.79,0.69778264
26792000,398717132,327398297,461382,18.91,14.88,11.71,-4.8399997,0.66689026
26996000,398717414,327398578,462393,18.869999,15.139999,11.259999,-4.81,0.63913953
27200000,398717695,327398843,463364,18.84,15.41,10.86,-4.85,0.6140068
27404000,398717975,327399094,464335,18.82,15.57,10.58,-4.77,0.5969026
27608000,398718263,327399345,465319,18.8,15.7,10.3,-4.7,0.5804965
27812000,398718558,327399595,466307,18.779999,15.79,10.11,-4.7599998,0.56984997
28016000,398718850,327399836,467271,18.77,15.86,10,-4.74,0.562345
28220000,398719142,327400076,468230,18.77,15.889999,9.98,-4.67,0.5607743
28424000,398719429,327400310,469166,18.77,15.889999,9.969999,-4.66,0.5600762
28628000,398719721,327400550,470119,18.779999,15.88,10.0199995,-4.61,0.5630432
28832000,398720019,327400796,471073,18.779999,15.83,10.099999,-4.58,0.5681046
29036000,398720303,327401036,471996,18.779999,15.73,10.2699995,-4.5899997,0.5784021
29240000,398720591,327401284,472917,18.779999,15.61,10.4,-4.5,0.5878269
29444000,398720883,327401541,473857,18.77,15.5,10.58,-4.56,0.5991715
29647999,398721161,327401792,474772,18.75,15.36,10.78,-4.5699997,0.61191237
29851999,398721448,327402058,475729,18.74,15.179999,10.99,-4.56,0.6267477
30056000,398721727,327402324,476661,18.72,15.0199995,11.17,-4.56,0.63948864
30260000,398721996,327402588,477582,18.699999,14.86,11.389999,-4.58,0.6538003
30464000,398722272,327402868,478534,18.67,14.67,11.55,-4.58,0.6667158
30668000,398722536,327403142,479461,18.64,14.469999,11.73,-4.62,0.6810275
30872000,398722800,327403426,480432,18.609999,14.33,11.88,-4.67,0.6923721
31076000,398723067,327403718,481405,18.58,14.17,12.04,-4.64,0.7044149
