timestamp,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_bias[0],accel_bias[1],accel_bias[2]
32196000,-0.001369733,-0.00574472,0.000530458,0.022402955,0.003651142,-0.097823836
33196000,-0.001385188,-0.005725704,0.000485428,0.0231084,0.004294611,-0.096236385
34196000,-0.001398713,-0.005703369,0.000455016,0.023899756,0.004875657,-0.09517072
35196000,-0.001338447,-0.005737326,0.000838376,0.023834474,0.006477421,-0.09499957
36196000,-0.001287586,-0.005762846,0.00113778,0.009761809,0.021042192,-0.09303692
37196000,-0.001299441,-0.005743265,0.001147898,-0.029876756,0.020196086,-0.087959036
38196000,-0.001339825,-0.005728731,0.001215449,-0.075131916,0.011869531,-0.07971274
39196000,-0.001379474,-0.005722512,0.001318559,-0.113746084,0.006749189,-0.07041896
40196000,-0.001417991,-0.00571853,0.001448565,-0.13970102,0.009249298,-0.06195758
41196000,-0.001455745,-0.005710058,0.001574408,-0.15050553,0.016779253,-0.05514709
42196000,-0.001502355,-0.005682365,0.001693728,-0.15292864,0.039381154,-0.04817827
43196000,-0.001564338,-0.005646045,0.001747842,-0.15003456,0.07787126,-0.043526415
44196000,-0.001642311,-0.005626188,0.001719064,-0.14943229,0.123542204,-0.041150775
45196000,-0.001704698,-0.005641802,0.001639326,-0.16147903,0.15591983,-0.04177702
46196000,-0.001738755,-0.00567196,0.00153173,-0.17926274,0.17509817,-0.042943828
47196000,-0.001741662,-0.005699879,0.001392303,-0.1965905,0.18658508,-0.045060735
48196000,-0.001719244,-0.005725795,0.001292709,-0.20781861,0.19235373,-0.046166927
49196000,-0.001689569,-0.005740971,0.001225632,-0.21535943,0.19407636,-0.04516956
50196000,-0.00165158,-0.005752625,0.001186601,-0.22076759,0.19474111,-0.04372667
51196000,-0.00163316,-0.005755069,0.001178182,-0.22297633,0.19443446,-0.040111016
52196000,-0.001592468,-0.005777373,0.001182272,-0.22571084,0.19472392,-0.036197554
53196000,-0.00154232,-0.005806378,0.001183705,-0.22846362,0.19474986,-0.031528886
54196000,-0.001504991,-0.005821934,0.001175526,-0.23047069,0.19432612,-0.027412523
55196000,-0.001465364,-0.00583644,0.001176172,-0.23248114,0.19405428,-0.023158712
56196000,-0.001428833,-0.00585347,0.0011695,-0.23439837,0.1937138,-0.01998308
57196000,-0.001399964,-0.005857353,0.00116534,-0.23569098,0.19334526,-0.017548658
58196000,-0.001382878,-0.005868572,0.001148225,-0.23672506,0.19303252,-0.014848095
59196000,-0.001379123,-0.00587861,0.001130741,-0.23734508,0.19273476,-0.012715568
60196000,-0.001389041,-0.005881347,0.001120091,-0.23765837,0.1925335,-0.010897113
61196000,-0.001402679,-0.00587712,0.001109805,-0.23794495,0.1922506,-0.008779158
62196000,-0.001412849,-0.005862026,0.001102291,-0.23793623,0.19208504,-0.007370601
63196000,-0.001433375,-0.005851935,0.001088622,-0.237885,0.1918573,-0.005813015
64196000,-0.00145136,-0.005848033,0.001073326,-0.23822026,0.19153683,-0.005165563
65196000,-0.001454965,-0.005862802,0.001044295,-0.23807417,0.1907293,-0.004253495
66196000,-0.001430526,-0.005909597,0.00091914,-0.23812537,0.18672672,-0.004238717
67196000,-0.00136761,-0.005941432,0.000746824,-0.23771407,0.18021919,-0.005045778
68196000,-0.001325204,-0.005962604,0.000657071,-0.23712596,0.17475869,-0.005622432
69196000,-0.001302993,-0.005975397,0.000643626,-0.2362211,0.17170186,-0.006380182
70196000,-0.001293411,-0.005984491,0.000647927,-0.23510678,0.17011502,-0.006992871
71196000,-0.001291133,-0.005989419,0.000649558,-0.23466188,0.16923553,-0.008084436
72196000,-0.001293718,-0.005989535,0.000647586,-0.23480028,0.16858451,-0.009549579
73196000,-0.001299388,-0.005986654,0.000644918,-0.2352289,0.16820092,-0.009715801
74196000,-0.00130498,-0.005979216,0.000638351,-0.23579696,0.16775319,-0.010606684
75196000,-0.001300201,-0.005970848,0.000628432,-0.2359977,0.16809578,-0.011322951
76196000,-0.001289183,-0.005969877,0.000620557,-0.23601648,0.16828759,-0.010760123
77196000,-0.001278028,-0.005968281,0.00061537,-0.23622069,0.16877902,-0.010946441
78196000,-0.001271169,-0.005975439,0.000613026,-0.23624825,0.16934133,-0.010679285
79196000,-0.001262383,-0.005981961,0.000610378,-0.2363634,0.1693625,-0.009563609
80196000,-0.001270474,-0.005990557,0.000602574,-0.23612861,0.16964306,-0.008889586
81196000,-0.001284134,-0.005996205,0.00059331,-0.23601657,0.16985984,-0.007832196
82196000,-0.001285935,-0.006020184,0.000550769,-0.23615015,0.16940556,-0.00619983
83196000,-0.001273425,-0.006063894,0.000461123,-0.23688307,0.16844141,-0.004789679
84196000,-0.001266476,-0.006102084,0.000393378,-0.23772292,0.16671059,-0.002896081
85196000,-0.001260313,-0.006127179,0.000356429,-0.23834582,0.16432737,-0.001370871
86196000,-0.00126231,-0.006145766,0.000332632,-0.2392384,0.16162793,0.000849887
87196000,-0.001265539,-0.006160836,0.000321815,-0.2402536,0.15868065,0.003175458
88196000,-0.001278555,-0.006167371,0.000313375,-0.2417939,0.15609705,0.005958334
89196000,-0.001296086,-0.006170814,0.000310524,-0.24287403,0.15325871,0.008328923
90196000,-0.001318669,-0.006169084,0.00030175,-0.24434283,0.1514663,0.00871264
91196000,-0.001343086,-0.00616246,0.000300934,-0.24518111,0.1496849,0.008821204
92196000,-0.001356552,-0.006149476,0.000285049,-0.24554503,0.1481988,0.009631849
93196000,-0.001379196,-0.006140919,0.000275552,-0.24636444,0.1470412,0.008739797
94196000,-0.001401408,-0.006124171,0.000269773,-0.24666573,0.14611614,0.006873025
95196000,-0.00139909,-0.006105358,0.000254974,-0.24688095,0.14550869,0.006128443
96196000,-0.001375402,-0.006092762,0.000240528,-0.24752322,0.14534548,0.005410358
97196000,-0.001345209,-0.006079084,0.000224581,-0.24810302,0.14508191,0.0042911
98196000,-0.001309148,-0.006058266,0.000206894,-0.24877831,0.14436366,0.003371277
99196000,-0.001267162,-0.006023209,0.000171522,-0.25007027,0.14330629,0.001826056
100196000,-0.001220705,-0.006000241,8.59E-05,-0.25263253,0.14144838,0.000553337
101196000,-0.001188948,-0.00598732,2.53E-05,-0.25486556,0.13938013,-0.001629535
102196000,-0.001162423,-0.005981791,2.82E-06,-0.2568208,0.13779372,-0.002719182
103196000,-0.001134099,-0.005973433,-2.35E-06,-0.25912282,0.13599034,-0.003748871
104196000,-0.001112539,-0.005973908,3.51E-06,-0.26123923,0.13529865,-0.004048456
105196000,-0.001096912,-0.005979196,5.39E-06,-0.2629694,0.13583662,-0.004620754
106196000,-0.001074866,-0.005982451,3.16E-06,-0.26442766,0.1365482,-0.005269428
107196000,-0.001045394,-0.00597791,4.24E-06,-0.265933,0.1377837,-0.005687813
108196000,-0.001011664,-0.00596835,3.05E-06,-0.26693213,0.13894835,-0.006610936
109196000,-0.000972061,-0.005962772,7.74E-06,-0.26740795,0.13966967,-0.007863293
110196000,-0.000926384,-0.005949386,1.22E-05,-0.26775753,0.14049911,-0.008978682
111196000,-0.000886696,-0.00593534,5.73E-06,-0.26820412,0.14138424,-0.009543047
112196000,-0.000862233,-0.005937439,-9.39E-06,-0.2695687,0.14235534,-0.008904927
113196000,-0.000854219,-0.005936079,-2.99E-05,-0.27019313,0.14309204,-0.007246804
114196000,-0.000845783,-0.00594166,-4.11E-05,-0.2710549,0.14430131,-0.005066086
115196000,-0.000843618,-0.005958643,-7.14E-05,-0.27207124,0.14529532,-0.003200119
116196000,-0.000829703,-0.005974542,-0.000112545,-0.27300587,0.14526935,-0.001239133
117196000,-0.000804345,-0.005970193,-0.000135112,-0.2724076,0.14489213,0.001517459
118196000,-0.000781128,-0.005952673,-0.000136585,-0.27098015,0.14548269,0.003022773
119196000,-0.000770443,-0.005934066,-0.000129518,-0.26938352,0.14688404,0.004408407
120196000,-0.000767494,-0.005921447,-0.000119404,-0.26828054,0.14840263,0.0042305
121196000,-0.000765313,-0.005900228,-0.000118049,-0.2671802,0.15114994,0.003262102
122196000,-0.000763405,-0.005885298,-0.000113693,-0.26605305,0.15347338,0.001180921
123196000,-0.000760067,-0.005872185,-0.000112914,-0.265097,0.15558857,-0.001309149
124196000,-0.000755907,-0.005860104,-0.00011233,-0.26386246,0.15758368,-0.004136962
125196000,-0.00075418,-0.00584983,-0.000108532,-0.26270762,0.15902431,-0.006754084
126196000,-0.000746463,-0.005840594,-0.000113887,-0.261177,0.16040288,-0.009818547
127196000,-0.000737627,-0.005826246,-0.000122403,-0.25967142,0.16216032,-0.012316393
128196000,-0.000735102,-0.005815019,-0.000134032,-0.258547,0.16357294,-0.013426117
129196000,-0.000729916,-0.005801874,-0.000157588,-0.25738177,0.16498831,-0.014027963
130196000,-0.000727767,-0.00579062,-0.000179969,-0.25679126,0.16646865,-0.013999273
131196000,-0.00072857,-0.005779334,-0.000200159,-0.25652003,0.16841365,-0.014059079
132196000,-0.00072823,-0.005770047,-0.000213617,-0.2561512,0.17010371,-0.012991044
133196000,-0.000728708,-0.005765453,-0.0002229,-0.25616053,0.17150049,-0.012082556
134196000,-0.000730572,-0.005760093,-0.000229446,-0.25629944,0.17335401,-0.010865695
135196000,-0.000731609,-0.005755267,-0.000230743,-0.25637546,0.17492901,-0.009206103
136196000,-0.000734135,-0.005749871,-0.000229725,-0.2566859,0.17717981,-0.008453487
137196000,-0.000733828,-0.00574311,-0.000221876,-0.25688186,0.17903681,-0.008838383
138196000,-0.000735473,-0.005732581,-0.000219921,-0.25736502,0.18128881,-0.00817058
139196000,-0.000736371,-0.00571778,-0.000212876,-0.25756842,0.1833348,-0.006903739
140204000,-0.000736363,-0.005698936,-0.000201899,-0.25761846,0.18526796,-0.004383884
141196000,-0.000735663,-0.005679748,-0.000187079,-0.2577695,0.18679182,-0.001259695
142196000,-0.000737388,-0.005659397,-0.000168931,-0.25756934,0.18831807,0.00141733
143196000,-0.000740375,-0.00564181,-0.000154252,-0.2574668,0.18955311,0.002838622
144196000,-0.00074402,-0.005628001,-0.00014332,-0.25759324,0.19050618,0.003175103
145196000,-0.000745697,-0.005615163,-0.00013388,-0.25744864,0.19198206,0.002051065
146204000,-0.000749129,-0.005603214,-0.000128109,-0.2576309,0.19276205,9.74E-06
147196000,-0.000747784,-0.005603418,-0.000123937,-0.25726756,0.1930241,-0.00159464
148196000,-0.000739995,-0.00560157,-0.000110068,-0.25669768,0.19279179,-0.004316581
149196000,-0.000733945,-0.005609566,-9.40E-05,-0.25628886,0.19285467,-0.007585809
150196000,-0.00071641,-0.005638051,-7.18E-05,-0.2558896,0.19428863,-0.011132088
151196000,-0.000676417,-0.005687631,-5.75E-05,-0.25685176,0.19679506,-0.01450812
152196000,-0.000624231,-0.005765086,-4.48E-05,-0.25911212,0.2007588,-0.01698423
153196000,-0.000601205,-0.005816195,-4.24E-05,-0.26075625,0.20369099,-0.018173983
154196000,-0.000589461,-0.00587712,-3.79E-05,-0.26242247,0.20784375,-0.019081047
155196000,-0.000581203,-0.005914016,-3.76E-05,-0.26382372,0.2106938,-0.019757064
156196000,-0.000577152,-0.005928776,-3.80E-05,-0.26440683,0.21219504,-0.019772207
157196000,-0.000575679,-0.005946512,-3.51E-05,-0.26469398,0.21358286,-0.019858077
158196000,-0.000575389,-0.005970344,-3.02E-05,-0.26469848,0.21504705,-0.020229336
159196000,-0.000581227,-0.005991338,-2.68E-05,-0.26438278,0.2163729,-0.021105982
160196000,-0.00057433,-0.006015432,-2.01E-05,-0.2641797,0.217598,-0.023313472
