timestamp,roll,pitch,yaw,thrust_body[0]
34232000,0.039471067,0.023486683,-0.007392035,0.15
34240000,0.03942248,0.023519918,-0.007392171,0.15
34244000,0.03940663,0.023509575,-0.007392634,0.15
34248000,0.039369475,0.023481386,-0.007393799,0.15
34252000,0.039375003,0.023485592,-0.007393627,0.15
34256000,0.02799003,0.023518989,-0.007393627,0
34260000,0.028016146,0.023528086,-0.007393627,0
34264000,0.028033905,0.023527725,-0.007393627,0
34268000,0.028034393,0.023524188,-0.007393627,0
34272000,0.027989171,0.023522051,-0.007393627,0
34276000,0.027976055,0.023544932,-0.007393627,0
34280000,0.027952595,0.023572762,-0.007393627,1
34284000,0.027909774,0.023559287,-0.007393627,1
34288000,0.027919745,0.02352802,-0.007393627,1
34292000,0.02797968,0.023535816,-0.007393627,1
34296000,0.028024083,0.02359309,-0.007393627,1
34304000,0.028042533,0.023695784,-0.007393627,1
34308000,0.028069824,0.02369035,-0.007393627,1
34312000,0.02811617,0.023695823,-0.007393627,1
34316000,0.028144587,0.023677135,-0.007393627,1
34320000,0.028156882,0.023622524,-0.007393627,1
34324000,0.02816105,0.023605043,-0.007393627,1
34328000,0.028137974,0.023612702,-0.007393627,1
34332000,0.028118491,0.023604244,-0.007393627,1
34340000,0.028096033,0.023577813,-0.007393627,1
34344000,0.02812644,0.023602137,-0.007393627,1
34352000,0.028188178,0.023593476,-0.007393627,1
34356000,0.028176976,0.02357515,-0.007393627,1
34360000,0.028160326,0.023553453,-0.007393627,1
34368000,0.028167296,0.023523107,-0.007393627,1
34372000,0.028136035,0.02351456,-0.007393627,1
34376000,0.0281301,0.02351951,-0.007393627,1
34384000,0.028101284,0.023516342,-0.007393627,1
34388000,0.028107466,0.023527905,-0.007393627,1
34392000,0.028123891,0.023568448,-0.007393627,1
34400000,0.028129017,0.023577327,-0.007393627,1
34404000,0.028117836,0.023600675,-0.007393627,1
34408000,0.02814493,0.023621202,-0.007393627,1
34416000,0.028147666,0.023603937,-0.007393627,1
34420000,0.028107313,0.02362199,-0.007393627,1
34424000,0.028094811,0.023624258,-0.007393627,1
34428000,0.028100323,0.02361377,-0.007393627,1
34432000,0.02810842,0.023593264,-0.007393627,1
34436000,0.028126787,0.023596507,-0.007393627,1
34440000,0.028103855,0.02362335,-0.007393627,1
34444000,0.0280637,0.023653818,-0.007393627,1
34448000,0.028094303,0.023665383,-0.007393627,1
34452000,0.028151838,0.023653615,-0.007393627,1
34456000,0.02816884,0.023624852,-0.007393627,1
34464000,0.02814064,0.023635613,-0.007393627,1
34468000,0.028126756,0.023657842,-0.007393627,1
34472000,0.028097114,0.02364267,-0.007393627,1
34476000,0.028111177,0.023602223,-0.007393627,1
34480000,0.02812895,0.023599068,-0.007393627,1
34484000,0.028141428,0.023629425,-0.007393627,1
34488000,0.028117903,0.02362778,-0.007393627,1
34492000,0.028066969,0.023598619,-0.007393627,1
34496000,0.028036144,0.02353863,-0.007393627,1
34504000,0.028042609,0.023514662,-0.007393627,1
34508000,0.028055241,0.023477731,-0.007393627,1
34512000,0.028066399,0.023501074,-0.007393627,1
34520000,0.02801174,0.023530012,-0.007393627,1
34524000,0.027940307,0.023522485,-0.007393627,1
34532000,0.027871456,0.023536794,-0.007393627,1
34536000,0.027843148,0.02355532,-0.007393627,1
34540000,0.027845377,0.023572698,-0.007393627,1
34544000,0.027860839,0.023650587,-0.007393627,1
34548000,0.027851112,0.023718927,-0.007393627,1
34552000,0.027822528,0.02374072,-0.007393627,1
34556000,0.027822755,0.023745833,-0.007393627,1
34560000,0.027841449,0.023735223,-0.007393627,1
34564000,0.027840659,0.02371376,-0.007393627,1
34568000,0.027823882,0.02369604,-0.007393627,1
34572000,0.027796255,0.02373774,-0.007393627,1
34576000,0.027781988,0.023766398,-0.007393627,1
34580000,0.027783725,0.023788452,-0.007393627,1
34584000,0.027791284,0.023802554,-0.007393627,1
34588000,0.027796078,0.023762545,-0.007393627,1
34592000,0.027799763,0.023733547,-0.007393627,1
34600000,0.027773758,0.023819314,-0.007393627,1
34604000,0.027775219,0.023837367,-0.007393627,1
34608000,0.027785072,0.023850037,-0.007393627,1
34616000,0.027791934,0.023868613,-0.007393627,1
34620000,0.027776657,0.023892546,-0.007393627,1
34624000,0.02775765,0.02389867,-0.007393627,1
34628000,0.027717387,0.023885258,-0.007393627,1
34632000,0.02767327,0.02390092,-0.007393627,1
34636000,0.027658008,0.023877177,-0.007393627,1
34640000,0.027684106,0.023814451,-0.007393627,1
34644000,0.02768773,0.023746947,-0.007393627,1
34648000,0.027662486,0.023712534,-0.007393627,1
34656000,0.027631583,0.023723572,-0.007393627,1
34660000,0.02762739,0.02373318,-0.007393627,1
34664000,0.027629111,0.023775803,-0.007393627,1
34668000,0.027653769,0.023768933,-0.007393627,1
34672000,0.027705552,0.023764327,-0.007393627,1
34680000,0.027772762,0.023838056,-0.007393627,1
34684000,0.02776381,0.023833709,-0.007393627,1
34688000,0.02777626,0.023830876,-0.007393627,1
34692000,0.027809402,0.023792746,-0.007393627,1
34696000,0.027803686,0.023740234,-0.007393627,1
34700000,0.02779276,0.023717795,-0.007393627,1
34704000,0.027799303,0.023709375,-0.007393627,1
34712000,0.02780516,0.023703195,-0.007393627,1
34716000,0.02776871,0.023683695,-0.007393627,1
34724000,0.027778385,0.023699598,-0.007393627,1
34728000,0.027779885,0.023726067,-0.007393627,1
34732000,0.027775876,0.023720607,-0.007393627,1
34736000,0.027735993,-0.77131194,-0.007393627,1
34744000,0.02754807,-0.7713883,-0.007393627,1
34752000,0.027244827,-0.77120334,-0.007393627,1
34756000,0.027037442,-0.7709472,-0.007393627,1
34760000,0.02676456,-0.7424074,-0.007393627,1
34768000,0.026016591,-0.74133784,-0.007393627,1
34776000,0.025086567,-0.73987794,-0.007393627,1
34780000,0.024561182,-0.73895097,-0.007393627,1
34784000,0.023990123,-0.7112146,-0.007393627,1
34788000,0.023380924,-0.7101314,-0.007393627,1
34792000,0.022736365,-0.70894027,-0.007393627,1
34796000,0.022018936,-0.70762,-0.007393627,1
34800000,0.02122133,-0.7061541,-0.007393627,1
34808000,0.019560602,-0.67793256,-0.007393627,1
34812000,0.018677134,-0.6762916,-0.007393627,1
34816000,0.017753053,-0.6746253,-0.007393627,1
34820000,0.016822485,-0.67288995,-0.007393627,1
34824000,0.015842883,-0.6711594,-0.007393627,1
34828000,0.014830413,-0.66943717,-0.007393627,1
34832000,0.013832326,-0.64386284,-0.007393627,1
34836000,0.012818917,-0.64209235,-0.007393627,1
34840000,0.011764168,-0.6403338,-0.007393627,1
34844000,0.010670742,-0.63856786,-0.007393627,1
34848000,0.009599949,-0.63680404,-0.007393627,1
34852000,0.00851781,-0.6350693,-0.007393627,1
34856000,0.007378936,-0.61068726,-0.007393627,1
34860000,0.006238719,-0.60896534,-0.007393627,1
34864000,0.005118572,-0.6072611,-0.007393627,1
34868000,0.004011089,-0.6056112,-0.007393627,1
34872000,0.002899275,-0.6039704,-0.007393627,1
34876000,0.001759869,-0.60234004,-0.007393627,1
34880000,0.000636056,-0.5789775,-0.007393627,1
34884000,-0.000451833,-0.57742,-0.007393627,1
34888000,-0.001566343,-0.5759355,-0.007393627,1
34892000,-0.002664207,-0.5744724,-0.007393627,1
34896000,-0.003706891,-0.57310236,-0.007393627,1
34900000,-0.004770803,-0.5717862,-0.007393627,1
34904000,-0.005868091,-0.549763,-0.007393627,1
34908000,-0.006938157,-0.54860586,-0.007393627,1
34912000,-0.007985173,-0.54754627,-0.007393627,1
34916000,-0.009049767,-0.54657644,-0.007393627,1
34920000,-0.010152767,-0.5457239,-0.007393627,1
34924000,-0.011266034,-0.5449838,-0.007393627,1
34928000,-0.012374365,-0.52440155,-0.007393627,1
34936000,-0.014552826,-0.52329177,-0.007393627,1
34944000,-0.016775457,-0.5224777,-0.007393627,1
34948000,-0.017872298,-0.52228487,-0.007393627,1
34952000,-0.018957397,-0.5029959,-0.007393627,1
34956000,-0.02005126,-0.50299174,-0.007393627,1
34960000,-0.021132581,-0.5029961,-0.007393627,1
34968000,-0.023355773,-0.5032075,-0.007393627,1
34972000,-0.024467155,-0.50348425,-0.007393627,1
34976000,-0.025589213,-0.48519215,-0.007393627,1
34980000,-0.026718125,-0.48555714,-0.007393627,1
34984000,-0.027826637,-0.48599735,-0.007393627,1
34988000,-0.028964601,-0.48652378,-0.007393627,1
34992000,-0.03013712,-0.4871149,-0.007393627,1
34996000,-0.031317662,-0.48773175,-0.007393627,1
35000000,-0.03249913,-0.470369,-0.007393627,1
35008000,-0.034853496,-0.47182426,-0.007393627,1
35016000,-0.037329033,-0.47337803,-0.007393627,1
35024000,-0.039863676,-0.45767587,-0.007393627,1
35028000,-0.041138217,-0.45861027,-0.007393627,1
35032000,-0.042419158,-0.45948884,-0.007393627,1
35036000,-0.043745868,-0.46039099,-0.007393627,1
35040000,-0.045145724,-0.461334,-0.007393627,1
35044000,-0.046606675,-0.46225604,-0.007393627,1
35048000,-0.048085656,-0.4461739,-0.007393627,1
35056000,-0.051031686,-0.4480256,-0.007393627,1
35060000,-0.052483182,-0.44891924,-0.007393627,1
35064000,-0.053965226,-0.4497935,-0.007393627,1
35072000,-0.056972284,-0.4347976,-0.007393627,1
35076000,-0.058532603,-0.4355816,-0.007393627,1
35080000,-0.06014571,-0.43626392,-0.007393627,1
35084000,-0.061763614,-0.43690178,-0.007393627,1
35088000,-0.063360766,-0.43754253,-0.007393627,1
35092000,-0.06497512,-0.43813083,-0.007393627,1
35096000,-0.06661021,-0.42247793,-0.007393627,1
35100000,-0.068258844,-0.42294827,-0.007393627,1
35104000,-0.06987747,-0.4234111,-0.007393627,1
35108000,-0.07151151,-0.42383718,-0.007393627,1
35112000,-0.073162846,-0.4241801,-0.007393627,1
35116000,-0.07483771,-0.42449683,-0.007393627,1
35120000,-0.07649613,-0.40897238,-0.007393627,1
35124000,-0.078111894,-0.40914607,-0.007393627,1
35128000,-0.079757534,-0.40924245,-0.007393627,1
35132000,-0.08142125,-0.40926555,-0.007393627,1
35136000,-0.08308619,-0.40925282,-0.007393627,1
35140000,-0.084752366,-0.40925422,-0.007393627,1
35144000,-0.08640369,-0.3937352,-0.007393627,1
35152000,-0.08971592,-0.39352298,-0.007393627,1
35160000,-0.09298712,-0.39307147,-0.007393627,1
35168000,-0.09616642,-0.37734932,-0.007393627,1
35176000,-0.099460475,-0.37672114,-0.007393627,1
35180000,-0.10107146,-0.37633237,-0.007393627,1
35184000,-0.1026481,-0.37597924,-0.007393627,1
35188000,-0.10419969,-0.37560344,-0.007393627,1
35192000,-0.10576886,-0.36025596,-0.007393627,1
35196000,-0.10734805,-0.3598891,-0.007393627,1
35200000,-0.108899094,-0.35948437,-0.007393627,1
35204000,-0.11042699,-0.3590975,-0.007393627,1
35208000,-0.11192208,-0.35875034,-0.007393627,1
35216000,-0.1148678,-0.34329763,-0.007393627,1
35224000,-0.11775372,-0.34254855,-0.007393627,1
35232000,-0.12058372,-0.34191346,-0.007393627,1
35240000,-0.123312235,-0.32700375,-0.007393627,1
35244000,-0.12462863,-0.32679173,-0.007393627,1
35248000,-0.12590368,-0.3265643,-0.007393627,1
35256000,-0.12843917,-0.3262955,-0.007393627,1
35260000,-0.1297146,-0.3261814,-0.007393627,1
35264000,-0.13098642,-0.31180683,-0.007393627,1
