timestamp,altitude_sp,altitude_filtered,height_rate_setpoint,height_rate,airspeed_sp,airspeed_filtered,airspeed_derivative_sp,airspeed_derivative,throttle_integ,pitch_integ
35644000,-0.18708567,-0.19908568,0.40060034,0.188378,13.253958,25.785017,-0.25062117,8.144163,0.10999999,-37.8736
35860000,9.68E-05,-0.011903236,0.40060008,0.9432623,13.2540455,25.625004,-0.24741916,5.568993,0.10999999,-47.944004
36052000,0.2943477,0.2823477,0.40059984,1.4870132,13.254393,25.09433,-0.23679873,3.8341267,0.10999999,-56.15829
36244000,0.6996653,0.6876653,0.40060085,2.1113243,13.254595,24.470104,-0.22431019,2.5041924,0.10999999,-63.400826
36460000,1.3072827,1.2952827,0.40059882,2.8276823,13.254768,23.821922,-0.21134308,1.4340824,0.10999999,-70.43391
36652000,1.9710659,1.9590659,0.40059882,3.418506,13.255287,23.354124,-0.20197673,0.75779474,0.10999999,-75.82198
36844000,2.7517066,2.7397068,0.40059483,4.051708,13.255823,23.00748,-0.19503315,0.26612464,0.10999999,-80.595726
37060000,3.775201,3.763201,0.40060282,4.774423,13.256317,22.739695,-0.18966754,-0.11826804,0.10999999,-85.42349
37252000,4.808725,4.796725,0.40060282,5.4124665,13.257029,22.587753,-0.18661448,-0.35735843,0.10999999,-89.35221
37444000,5.95189,5.9398904,0.40058687,5.90577,13.257688,22.495565,-0.18475755,-0.49053526,0.10999999,-93.04897
37660000,7.3233113,7.3113112,0.40060282,6.2091312,13.258623,22.472807,-0.18428367,-0.55433416,0.10999999,-97.01929
37852000,8.58712,8.575121,0.400571,6.3530293,13.259521,22.502975,-0.1848691,-0.57050025,0.10999999,-100.46712
38044000,9.728837,9.853785,0.75373566,6.3742814,13.2602215,22.514002,-0.1850756,-0.5490587,0.109271266,-103.044754
38260000,10.272951,11.276541,2.6945589,6.2046847,13.261114,22.345922,-0.18169616,-1.6215599,0.102555715,-99.63523
38452000,11.0399275,12.500744,3.3866353,5.9204326,13.261928,21.906721,-0.17289586,-1.8961658,0.096644975,-96.87069
38644000,11.916835,13.642895,3.681092,5.3999825,13.262661,21.507793,-0.16490264,-1.6477785,0.090956755,-94.35826
38860000,12.958363,14.806433,3.8174706,4.8489084,13.26346,21.2638,-0.16000679,-1.24628,0.08474529,-91.7126
39052000,13.904505,15.752303,3.8688238,4.5047765,13.264087,21.197746,-0.15867318,-0.9732146,0.07931699,-89.429985
39244000,14.858541,16.636492,3.8943775,4.250706,13.264627,21.206429,-0.15883602,-0.7987032,0.07391547,-87.14629
39460000,15.935778,17.579731,3.9113455,4.0345774,13.265143,21.226469,-0.1592265,-0.6520285,0.0678627,-84.54569
39652000,16.894789,18.382778,3.922831,3.9083524,13.265731,21.27845,-0.16025437,-0.52970517,0.06251071,-82.19342
39844000,17.854366,19.164568,3.93331,3.8447785,13.266284,21.308287,-0.16084005,-0.39691234,0.05718542,-79.792145
