timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s
8984000,1.2420452,1.2420452,1.2663174,0.055327658,0.05640888
9984000,0.42380854,0.42380854,0.43208888,0.039823055,0.040601116
10984000,18.933266,18.935005,19.304955,19.134077,19.507915
11984000,23.13728,23.11973,23.572624,22.946402,23.395899
12984000,22.599428,22.557648,23.004948,22.385895,22.82979
13984000,21.04661,21.000015,21.423931,20.843027,21.263773
14984000,20.602667,20.564957,20.98671,20.513638,20.934338
15984000,20.398073,20.364101,20.787367,20.23532,20.655909
16984000,20.003197,19.980228,20.400574,20.011827,20.432837
17984000,19.73923,19.733753,20.15396,19.806051,20.227797
18984000,19.50303,19.512892,19.932865,19.608816,20.030855
19984000,19.37258,19.391048,19.812958,19.428074,19.85079
20984000,19.232515,19.255182,19.67831,19.239447,19.66223
21984000,18.484653,18.503767,18.914646,18.448124,18.857767
22984000,16.608051,16.632256,17.003592,16.481554,16.849525
23984000,18.854841,18.886345,19.307781,18.783207,19.202341
24984000,19.45674,19.48146,19.918299,19.416573,19.851955
25984000,19.464201,19.504879,19.945393,19.653078,20.09694
26984000,19.694452,19.763096,20.214136,19.874464,20.328047
27984000,19.45105,19.524353,19.97483,19.709854,20.164612
28984000,19.040617,19.135069,19.581654,19.395754,19.848423
29984000,18.941105,19.024818,19.474358,19.120037,19.571825
30984000,18.800184,18.846243,19.29624,18.986368,19.439709
31984000,18.695704,18.66784,19.117798,18.837484,19.29153
32984000,18.265253,18.201534,18.645056,18.444056,18.893486
33984000,16.276178,16.223242,16.622591,16.459904,16.865078
34984000,15.387013,15.335221,15.714103,15.422252,15.803284
35984000,15.559397,15.507484,15.88999,15.497951,15.88022
36984000,16.19618,16.144262,16.541018,16.019064,16.41274
37984000,16.604296,16.538027,16.943338,16.327509,16.727661
38984000,16.426899,16.348497,16.748547,16.189543,16.585701
39984000,16.390543,16.302494,16.70124,16.094995,16.488667
40984000,16.333147,16.245872,16.643213,16.02294,16.414827
41984000,16.168222,16.08564,16.47922,15.970939,16.36171
42984000,16.064793,15.990769,16.382154,15.892181,16.281153
43984000,15.887859,15.824002,16.211372,15.81383,16.20095
44984000,15.874595,15.81693,16.204006,15.72375,16.108545
45984000,15.886028,15.8330965,16.220676,15.661696,16.045082
46984000,15.778179,15.726662,16.111427,15.591115,15.972564
47984000,15.761508,15.716537,16.101507,15.536403,15.916959
48984000,15.634463,15.591504,15.973286,15.472708,15.85158
49984000,15.344261,15.310525,15.685531,15.183584,15.55548
50984000,17.7504,17.735508,18.170118,17.536816,17.966558
51984000,16.305336,16.304323,16.7046,16.104927,16.500307
52984000,15.874051,15.889417,16.279419,15.704572,16.090038
53984000,15.282147,15.302181,15.676789,15.057498,15.426115
54984000,16.45031,16.469955,16.871044,16.18236,16.576445
55984000,16.44404,16.459372,16.858158,16.267595,16.661737
56984000,16.646008,16.66627,17.067436,16.500051,16.897219
57984000,16.873407,16.899164,17.303162,16.684511,17.083378
58984000,18.163979,18.220648,18.65364,17.979643,18.406908
59984000,17.720242,17.77699,18.19733,17.607864,18.024204
60984000,18.812151,18.884256,19.328516,18.69292,19.132679
61984000,18.400913,18.468958,18.90115,18.256546,18.683767
62984000,18.38359,18.448963,18.878164,18.242073,18.666462
63984000,18.526796,18.591019,19.020508,18.434362,18.860233
64984000,18.84,18.903435,19.336708,18.70653,19.13529
65984000,18.975344,19.047949,19.480938,18.811382,19.238995
66984000,18.244514,18.314692,18.729057,18.108213,18.517906
67984000,17.516928,17.58821,17.985167,17.334696,17.725933
68984000,17.04571,17.114084,17.498985,16.860983,17.24019
69984000,17.064749,17.132332,17.515896,16.971066,17.351019
70984000,17.943617,18.01895,18.4208,17.941944,18.342077
71984000,17.084396,17.15368,17.535484,16.97528,17.353113
72984000,16.542194,16.607038,16.975588,16.540827,16.907907
73984000,16.560389,16.622263,16.990036,16.461163,16.825373
74984000,16.56465,16.627958,16.995083,16.535257,16.900335
75984000,16.691736,16.754028,17.123056,16.648687,17.015394
76984000,16.771204,16.836857,17.207165,16.71256,17.080135
77984000,16.773464,16.839228,17.209162,16.722176,17.089539
78984000,16.76375,16.827871,17.197414,16.715933,17.083017
79984000,16.775227,16.838074,17.207876,16.69107,17.057646
80984000,16.622963,16.685673,17.052027,16.639196,17.00453
81984000,16.54628,16.606297,16.971027,16.578426,16.942545
82984000,16.503334,16.559914,16.923645,16.547724,16.911186
83984000,16.566164,16.631186,16.996532,16.658463,17.024408
84984000,17.303831,17.344156,17.725893,17.529818,17.91564
85984000,16.291767,16.298805,16.658249,16.486647,16.850233
