timestamp,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_bias[0],accel_bias[1],accel_bias[2]
9184000,-0.000707193,-0.005146375,-0.000529372,0.030616779,0.002432482,-0.111323915
10184000,-0.000787088,-0.00534992,-0.000107307,0.027173452,0.004133194,-0.11981793
11184000,0.000515295,-0.006451895,0.003211794,0.024027921,0.008052734,-0.12202065
12184000,0.000854196,-0.006909213,0.004182248,-0.007017154,0.018793289,-0.11796222
13184000,-0.000240359,-0.006894694,0.004940237,-0.056860633,-0.004894418,-0.11007102
14184000,-0.000752661,-0.006956677,0.005446234,-0.09541476,-0.011275411,-0.10059742
15184000,-0.000858837,-0.00693699,0.005377325,-0.123573795,-0.014386767,-0.09610047
16184000,-0.000919595,-0.006902488,0.005163304,-0.14074421,-0.022551376,-0.09520136
17184000,-0.000998033,-0.006853911,0.005022297,-0.14518829,-0.0269666,-0.095281616
18184000,-0.001126578,-0.006851855,0.004673025,-0.145389,-0.02473199,-0.09718208
19184000,-0.001277036,-0.006880237,0.004266481,-0.14517209,-0.016537346,-0.09916018
20184000,-0.001438741,-0.006887584,0.003872749,-0.14507765,-0.006588412,-0.10105299
21184000,-0.001561202,-0.006886938,0.003509338,-0.14516966,0.000726486,-0.10370488
22184000,-0.001647344,-0.006849736,0.003267148,-0.1442638,0.00566708,-0.10503855
23184000,-0.001623089,-0.006776626,0.003124972,-0.14265518,0.003173648,-0.1056027
24184000,-0.001556928,-0.006679677,0.002874648,-0.14086834,-0.001339835,-0.10626982
25184000,-0.001422312,-0.006410833,0.00178806,-0.121777944,-0.009019476,-0.101552695
26184000,-0.001428671,-0.00635749,0.001421873,-0.11896438,-0.005031944,-0.100565836
27184000,-0.001481002,-0.006450421,0.001421653,-0.13323237,0.00511219,-0.10265534
28184000,-0.001610908,-0.006553647,0.001276855,-0.15139455,0.040344425,-0.10449095
29183999,-0.001710909,-0.006596891,0.001023395,-0.16037448,0.07508789,-0.10372262
30183999,-0.001771983,-0.006618328,0.00075444,-0.16534658,0.10475583,-0.100887746
31184000,-0.001782427,-0.006623248,0.00063179,-0.16973568,0.11663206,-0.09795708
32184000,-0.001780629,-0.006619685,0.000571418,-0.1730978,0.121874794,-0.09449393
33184000,-0.001770331,-0.00660371,0.000533789,-0.17632546,0.12532036,-0.09177418
34184000,-0.001755387,-0.006561827,0.000540263,-0.17880459,0.12951343,-0.09033984
35184000,-0.00173023,-0.006513383,0.000538923,-0.17945959,0.13208362,-0.08967101
36184000,-0.001714873,-0.006458447,0.000585805,-0.17926738,0.13473098,-0.0882057
37184000,-0.001699667,-0.006401702,0.000633245,-0.17804004,0.13827667,-0.08495178
38184000,-0.001698883,-0.006321911,0.000668,-0.17703694,0.14469433,-0.079636395
39184000,-0.001716559,-0.006240096,0.0006503,-0.1775702,0.15175612,-0.07443819
40184000,-0.001768188,-0.006129151,0.000570593,-0.18113215,0.16079846,-0.069568016
41184000,-0.001812949,-0.006034281,0.000463559,-0.18527572,0.16777001,-0.06607619
42184000,-0.001829987,-0.005958049,0.000359831,-0.18841189,0.17280972,-0.06243977
43184000,-0.001825322,-0.005910751,0.000291842,-0.1904051,0.17560913,-0.05946935
44184000,-0.001812161,-0.005874903,0.000241331,-0.19197519,0.17765339,-0.05684639
45184000,-0.001788687,-0.005855421,0.000200153,-0.19318205,0.17884973,-0.054353997
46184000,-0.001747965,-0.00583232,0.000171206,-0.19435866,0.17974144,-0.05166314
47184000,-0.001699382,-0.00581964,0.000141812,-0.19552861,0.18011247,-0.048625164
48184000,-0.001645709,-0.005799196,0.000124593,-0.1966264,0.18045092,-0.045479782
49184000,-0.001604149,-0.005791338,0.000107541,-0.19748014,0.18041678,-0.04258656
50184000,-0.00156065,-0.005779446,8.92E-05,-0.19839783,0.1801312,-0.039023202
51184000,-0.001521472,-0.005776647,8.79E-05,-0.19919962,0.18025346,-0.03489585
52184000,-0.001490646,-0.005771478,7.59E-05,-0.1999333,0.17989442,-0.031710196
53184000,-0.001475159,-0.005766756,6.69E-05,-0.20022164,0.17958938,-0.029775418
54184000,-0.001480319,-0.005772292,6.60E-05,-0.20033537,0.17958787,-0.02960808
55184000,-0.001498844,-0.005786454,7.75E-05,-0.20033653,0.17959213,-0.029600643
56184000,-0.001515767,-0.005796031,9.60E-05,-0.20059355,0.17944212,-0.029322105
57184000,-0.001536719,-0.00581096,0.000113402,-0.20101029,0.17839934,-0.028557682
58184000,-0.001555514,-0.005827115,0.000127602,-0.20102513,0.17689928,-0.026252167
59184000,-0.001576717,-0.005844098,0.000147725,-0.20100135,0.17690782,-0.025924662
60184000,-0.001593239,-0.005858428,0.000169621,-0.20087738,0.17661692,-0.025702601
61184000,-0.001609915,-0.00586728,0.000186722,-0.20071122,0.17630157,-0.025165327
