timestamp,control[0],control[1],control[2],control[3],control[4]
9000000,0,0,0,0.499,0.5
9004000,0,0,0,0.499,0.5
9008000,0,0,0,0.499,0.5
9012000,0,0,0,0.499,0.5
9020000,0,0,0,0.499,0.5
9028000,0,0,0,0.499,0.5
9032000,0,0,0,0.499,0.5
9036000,0,0,0,0.499,0.5
9040000,0,0,0,0.499,0.5
9044000,0,0,0,0.499,0.5
9048000,0,0,0,0.499,0.5
9052000,0,0,0,0.499,0.5
9056000,0,0,0,0.499,0.5
9060000,0,0,0,0.499,0.5
9064000,0,0,0,0.499,0.5
9068000,0,0,0,0.499,0.5
9072000,0,0,0,0.499,0.5
9076000,0,0,0,0.499,0.5
9080000,0,0,0,0.499,0.5
9084000,0,0,0,0.499,0.5
9088000,0,0,0,0.499,0.5
9092000,0.024302904,0.035073932,0.000846911,0,0.49
9096000,0.023947984,0.03525468,0.000807827,0,0.48000002
9100000,0.023336643,0.03505904,0.000648216,0,0.47000003
9104000,0.022706239,0.034879196,0.000603344,0,0.46000004
9108000,0.022203492,0.034844495,0.000828803,0,0.45000005
9112000,0.021473786,0.03500906,0.001081812,0,0.44000006
9116000,0.029935561,0.035343766,-0.004894823,0.15,0.43000007
9120000,0.029897545,0.035267305,-0.004740156,0.15,0.42000008
9124000,0.029964106,0.03487321,-0.004708251,0.15,0.4100001
9128000,0.030212173,0.03449817,-0.004852565,0.15,0.4000001
9132000,0.030672247,0.03442019,-0.005148545,0.15,0.3900001
9136000,0.031398203,0.034603093,-0.005395036,0.15,0.3800001
9140000,0.03245771,0.03476579,-0.005399868,0.15,0.37000012
9144000,0.0334047,0.034813557,-0.005191519,0.15,0.36000013
9148000,0.03292979,0.03483491,-0.004950319,0.15,0.35000014
9152000,0.031272672,0.03487076,-0.004783436,0.15,0.34000015
9156000,0.030304983,0.034938913,-0.004750923,0.15,0.33000016
9160000,0.030403355,0.035051513,-0.005017421,0.15,0.32000017
9164000,0.0310184,0.0351328,-0.005442249,0.15,0.31000018
9168000,0.031851675,0.035016827,-0.005852242,0.15,0.3000002
9172000,0.031874377,0.035004757,-0.005851736,0.15,0.2900002
9176000,0.03279482,0.034818325,-0.00604299,0.15,0.2800002
9180000,0.033488356,0.03472571,-0.005521621,0.15,0.27000022
9184000,0.032972347,0.03491855,-0.005338648,0.15,0.26000023
9188000,0.032411695,0.035042692,-0.005195901,0.15,0.25000024
9192000,0.03218942,0.034931652,-0.005306364,0.15,0.24000023
9196000,0.03299405,0.034765203,-0.005435051,0.15,0.23000023
9204000,0.03402414,0.034827594,-0.005062419,0.15,0.21000022
9208000,0.03272754,0.035236273,-0.005037233,0.15,0.20000021
9212000,0.031809736,0.035638217,-0.005293354,0.15,0.1900002
9216000,0.031660274,0.03584855,-0.005686408,0.15,0.1800002
9220000,0.03174854,0.035868272,-0.00571532,0.15,0.1700002
9224000,0.03137254,0.035619397,-0.005324762,0.15,0.16000019
9228000,0.030320827,0.035233416,-0.005093912,0.15,0.15000018
9232000,0.029838784,0.03497595,-0.005174948,0.15,0.14000018
9236000,0.030550143,0.034807656,-0.005224933,0.15,0.13000017
9240000,0.031549033,0.03471449,-0.005182651,0.15,0.120000176
9244000,0.032677025,0.034762487,-0.005253684,0.15,0.11000018
9248000,0.034421794,0.034698155,-0.005495925,0.15,0.10000018
9252000,0.03546618,0.03455664,-0.00560054,0.15,0.09000018
9256000,0.034661103,0.03450166,-0.005562808,0.15,0.080000184
9260000,0.03272026,0.034382273,-0.005542561,0.15,0.07000019
9264000,0.030963823,0.034356162,-0.005486884,0.15,0.06000019
9268000,0.030964289,0.034364223,-0.005486684,0.15,0.05000019
9272000,0.030662894,0.03482224,-0.004946446,0.15,0.040000193
9276000,0.031088753,0.035175294,-0.004871815,0.15,0.030000193
9280000,0.031536125,0.035533242,-0.005126237,0.15,0.020000193
9284000,0.031578958,0.035509262,-0.005363512,0.15,0.010000194
9288000,0.031613424,0.035171393,-0.005473503,0.15,1.94E-07
9292000,0.031985544,0.03481816,-0.005633708,0.15,0
9296000,0.03246109,0.03453562,-0.005744006,0.15,0
9300000,0.033139665,0.034424745,-0.005650536,0.15,0
9304000,0.032848693,0.034563288,-0.005589461,0.15,0
9308000,0.031290144,0.034911867,-0.005739139,0.15,0
9316000,0.02958075,0.035275336,-0.00622034,0.15,0
9324000,0.029865347,0.035159193,-0.005928716,0.15,0
9332000,0.030065821,0.034237534,-0.004991466,0.15,0
9336000,0.030244559,0.03429987,-0.004953907,0.15,0
9340000,0.030814812,0.034488738,-0.004844219,0.15,0
