timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,vx,vy,vz,ax,ay,az,dist_bottom
9040000,787999,39.8714138,32.7364368,0.004669844,-0.005415202,-0.046151035,0.017144926,0.017327141,-0.04982907,-0.031016342,-0.028253619,-0.034870576,0.10292487
9136000,787999,39.8714138,32.7364368,0.004497586,-0.005765205,-0.04544036,0.014470027,0.019249178,-0.046715677,0.062361386,0.01086363,0.019083729,0.1
9240000,787999,39.8714138,32.7364368,0.004098818,-0.005635716,-0.045745466,0.011858139,0.017720904,-0.04598829,0.14095543,-0.001750275,0.028876586,0.1
9336000,787999,39.8714138,32.7364368,0.003553486,-0.005719445,-0.04640225,0.012450937,0.017082302,-0.043907914,0.034014154,0.00023903,-0.042371448,0.1
9440000,787999,39.8714138,32.7364368,0.003109888,-0.005580633,-0.047044083,0.011148633,0.015426271,-0.044043064,-0.018259946,-0.023129772,-0.14520063,0.1
9544000,787999,39.8714138,32.7364368,0.002757151,-0.005730621,-0.04762227,0.011728718,0.015794184,-0.043040063,-0.023715284,0.09473734,0.061513852,0.1
9640000,787999,39.8714138,32.7364368,0.002672397,-0.005577853,-0.048869807,0.01217196,0.016668802,-0.0408894,0.07290937,0.039208677,0.03802124,0.1
9736000,787999,39.8714138,32.7364368,0.00247738,-0.006019593,-0.049734674,0.009482923,0.015537193,-0.040893264,0.012736097,0.070134945,-0.012902542,0.10020241
9840000,787999,39.8714138,32.7364368,0.002319001,-0.005790293,-0.04856295,0.010067643,0.016087841,-0.037820566,0.028232634,0.003455018,-0.025977379,0.10479492
9936000,787999,39.8714138,32.7364368,0.002227149,-0.005313235,-0.045739528,0.00889702,0.017484007,-0.03665461,-0.033277843,0.006510789,0.017546115,0.10236976
10040000,787999,39.8714138,32.7364368,0.002208268,-0.004028689,-0.043320566,0.009495387,0.019466402,-0.035615183,0.06466456,0.002992063,0.018448567,0.10308638
10136000,787999,39.8714138,32.7364368,0.002089591,-0.002830179,-0.041726757,0.010965715,0.021732654,-0.03259883,0.09335627,0.06805817,0.02940092,0.1
10240000,787999,39.8714138,32.7364368,0.002307009,-0.001138163,-0.04215857,0.010978969,0.021468189,-0.03278653,-0.03850122,-0.022069652,-0.001529232,0.1
10336000,787999,39.8714138,32.7364368,0.001948396,0.009076282,-0.04242432,-0.029070105,0.91629267,-0.009020308,-2.19315,47.91937,1.2222314,0.1
