timestamp,control[0],control[1],control[2],control[3],control[4],output[2],output[3],output[4],output[5],output[6],output[7],indicated_airspeed_m_s,true_airspeed_m_s,indicated_airspeed_m_s.1,equivalent_airspeed_m_s,true_airspeed_m_s.1,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_bias[0],accel_bias[1],accel_bias[2],instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1,x,y,z,temperature.1,pressure,temperature.2,gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],x.1,y.1,z.1,temperature.3,altitude_sp,altitude_filtered,height_rate_setpoint,height_rate,airspeed_sp,airspeed_filtered,airspeed_derivative_sp,airspeed_derivative,throttle_integ,pitch_integ,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,xyz[0],xyz[1],xyz[2],xyz[0].1,xyz[1].1,xyz[2].1,roll_body,pitch_body,yaw_body,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],lat,lon,alt,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,ground_contact,maybe_landed,landed,ref_lat,ref_lon,x.2,y.2,z.2,vx,vy,vz,ax,ay,az,yaw,dist_bottom,roll,pitch,yaw.1,thrust_body[0].1,timestamp.1,isTakeoff,isClimbing,isDescending,isCruise,isLand
12000000.0,0.026351975,0.015836097,-0.003152699,0.15,0.11000018,900.0,900.0,900.0,900.0,900.0,900.0,0.9110749,0.92887896,-1.0059286,-1.0059286,-1.0255864,0.021081269,0.021493236,-0.6197842,-0.6197842,12.404602,-0.001184429,-0.005752765,0.000728276,0.020129848,-0.007450344,-0.1260645,2.0,-1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004590674,0.0,1.6673522,1.6131753,-0.015458107,,0.28647888,4.12e-06,5.58e-06,-9.2e-07,0.0,-0.055849906,0.18947838,-9.951324,-1.05e+21,966.161,12.404602,0.00321104,-0.003675312,-0.000695232,-0.06265762,0.16750672,-9.994848,-0.003654874,0.001131,-0.013134739,-1.05e+21,-0.04230026,-0.054300264,0.40060008,0.054432638,13.253934,25.72228,-0.24936692,9.537422,0.10999999,-32.866276,399.60654,12.404602,96616.42,1.1479629,0.43301103,-0.3705545,0.47543517,0.002231673,0.006412523000000001,-0.000233739,0.004470215,0.0,1.6673522,0.6721568,0.001502345,0.001654889,0.74040544,0.15,398714138.0,327364372.0,400127.0,0.0,0.0,-0.01,0.02,4.4235370000000005,0.0,0.0,1.0,39.8714138,32.7364372,0.011685322,-0.004540123,-0.075399265,0.008174651,0.015365482,-0.012677649,0.04481739,0.09679451,0.004236586,1.6122715,0.1,0.033807933,0.022716586,-0.003680883,0.15,12000000.0,1.0,0.0,0.0,0.0,0.0
12039221.0,0.025038938486973947,0.015771006026052106,-0.0035395686953907817,0.15,0.011946385527054099,900.0,900.0,900.0,900.0,900.0,900.0,0.4009948623647295,0.4088328181923848,-0.15041319919438878,-0.1504043721482966,-0.1533500131943888,0.8395507246432865,0.8559505984368737,9.123754013466932,9.123754013466932,12.404596717715432,-0.0011482020020040081,-0.005788689897795592,0.0008375915831663327,0.02002584151503006,-0.007349485434869739,-0.12608627713426854,2.0,-1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004193415811623247,0.0,1.5168412905611224,1.469252898300601,0.042160926162324655,,2.50629037109018,3.869739478957915e-06,4.605771543086173e-06,-1.4473346693386772e-06,0.0,-0.06970879023246493,0.17547205299398796,-9.903718846637275,-1.05e+21,966.1634663174349,12.404602,0.0015465608496993987,-0.005905413891783567,0.0032075808256513028,-0.03331634896993988,0.21171845957114227,-9.90747044448497,0.0006698807454909817,-0.0016492183126252504,-0.00860750740480962,-1.05e+21,-0.016090604336673347,-0.028090606549098195,0.40060002905410824,0.20973021517835672,13.253955173827656,25.777325856272547,-0.2504674093587174,8.983770627847695,0.10999999,-34.846339557394785,399.6809955438878,12.404602,96615.52059943888,1.1479522308577155,-0.5905507453667334,-0.27925310441282564,-0.6979404436192383,-0.0013892079418837675,0.0052504606152304605,-0.0031942253286573147,0.004211728058116233,0.0,1.6673522,0.6721569841202404,0.0014154733166332665,0.001559195633266533,0.7404056777474949,0.15,398714138.0,327364372.0,400127.8489194389,0.0,0.00212227625250501,-0.00787772374749499,0.01151089498997996,4.800278030921843,0.0,0.0,0.9565532344448897,39.8714138,32.7364372,0.01199452155511022,-0.004385255533066132,-0.07555962300400802,0.00783438607014028,0.016402189783567132,-0.012518302763527054,0.010788524008016033,0.056974143631262526,-0.04076727995991984,1.6121617294789579,0.1,0.03330178109619238,0.022342743258517036,-0.0033103821302605213,0.15,12039221.186372746,1.0,0.0,0.0,0.0,0.0
12078443.0,0.026259259519038076,0.015385866563126254,-0.003039412975951904,0.15,6.250664929859719e-05,900.0,900.0,900.0,900.0,900.0,900.0,1.1933505841382765,1.2166696221102202,0.7051022023987976,0.7051198557034069,0.7188863736112225,1.658020180286573,1.6904079600861723,18.86729222693387,18.86729222693387,12.404591443306613,-0.0011119757915831665,-0.005824615583166333,0.0009469071663326653,0.01992183503006012,-0.007248626869739478,-0.1261080534809619,2.0,-1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003796157623246493,0.0,1.3663303803346694,1.3253304973887774,0.09977995932464931,,4.726101861392786,4.021142284569138e-06,4.01745490981964e-06,-4.499238476953909e-07,0.0,-0.08356767525250501,0.16146572598797596,-9.856113692486973,-1.05e+21,966.1659325561122,12.404602,-0.0001907256853707416,-0.0042047809759519035,0.0018674751603206413,-0.04217719739278556,0.23700418626252506,-9.92923351831463,0.004994635490981964,-0.004429436625250501,-0.004080276597194389,-1.05e+21,0.010119051326653309,-0.0018809490981963918,0.4005999773206413,0.36502779314428857,13.253976339779559,25.832371712545093,-0.25156789871743485,8.43011925569539,0.10999999,-36.82640312266533,399.689191209018,12.404602,96615.42950300602,1.1479511323286573,-0.21658304277154306,-0.08545773884168337,0.015217643094188382,0.0024189799218436872,0.006142878581162326,0.0016715785511022046,0.003796903511022044,0.0,1.6673522,0.6721572682625251,0.001276060132264529,0.001405626519038076,0.7404059603867735,0.15,398714138.0,327364372.0,400128.69783887774,0.0,0.00424455250501002,-0.00575544749498998,0.00302179076753507,5.177019061056112,0.0,0.0,0.9131064688897795,39.8714138,32.7364372,0.01230372189779559,-0.0042303880661322645,-0.07571998022044088,0.00749412192785571,0.01743889756713427,-0.01235895652705411,-0.02324034119639279,0.017153778050100196,-0.08577114591983967,1.6120519581703407,0.1,0.033493353831663325,0.022168806779559118,-0.0035008103967935876,0.15,12078443.160320641,1.0,0.0,0.0,0.0,0.0
12117665.0,0.026886919498997994,0.015199695084168336,-0.0027479353286573144,0.15,0.0,900.0,900.0,900.0,900.0,900.0,900.0,1.158166493737475,1.180797801533066,1.560617603416834,1.5606440835551103,1.5911227604168339,2.47648963592986,2.5248653223106214,28.610830440400804,28.610830440400804,12.404586163146293,-0.001075749006012024,-0.005860540693386774,0.0010562227494989981,0.01981782854509018,-0.007147767623246493,-0.1261298304028056,2.0,-1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033988994348697395,0.0,1.2158194706833667,1.1814080959018036,0.15739899248697395,,6.945913352270542,3.988236472945892e-06,4.830280561122245e-06,-1.074300601202405e-06,0.0,-0.10324287496793588,0.15204679413226452,-9.854656649653306,-1.05e+21,966.1705129164329,12.404602,-0.003937888863727456,-0.0037579635531062123,0.0009827004228456912,0.02183259028256515,0.21862320456312626,-9.954583032511023,0.005926005587174349,-0.00675860848496994,-0.0038274093827655314,-1.05e+21,0.036328706308617245,0.024328709034068145,0.40059992616232465,0.5203253705350702,13.253997511482966,25.887417568817636,-0.25266838807615233,7.876467883543086,0.10999999,-38.80646668218437,399.60477188517035,12.404602,96616.43000088177,1.1479629403647293,0.1789542420741484,0.051639716352705436,-0.22376184981963948,0.003525001080160321,0.008842588040080162,-0.002958042310621245,0.004186421238476954,0.0,1.6673522,0.6721570180781563,0.0014069678116232465,0.0015498271082164327,0.7404056474368738,0.15,398714138.0,327364372.0,400129.54675831663,0.0,0.0063668287575150305,-0.0036331712424849697,-0.005467314030060123,5.553760091765532,0.0,0.0,0.8696597033346694,39.8714138,32.7364372,0.012648722507014027,-0.003912059637274549,-0.07642904009619238,0.008403083983967935,0.01710002667334669,-0.012268614619238477,-0.041755420563126255,-0.029378659609218448,-0.07410302626853707,1.6119083496012023,0.1,0.034532722028056115,0.021964835721442887,-0.0042074186212424855,0.15,12117664.559118237,1.0,0.0,0.0,0.0,0.0
12156886.0,0.02614763822044088,0.014977036250501003,-0.0027883538316633267,0.15,0.0,900.0,900.0,900.0,900.0,900.0,900.0,1.187445494783567,1.210646579547094,2.4161330047975955,2.4161683114068135,2.463359147222445,3.2949590915731464,3.359322684747495,38.35436865386774,38.35436865386774,12.404580886613227,-0.0010395225831663327,-0.005896466166332666,0.0011655383326653306,0.01971382206012024,-0.007046908739478957,-0.12615160696192385,2.0,-1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030016406713426853,0.0,1.0653085606693387,1.0374856942024047,0.21501802622444893,,9.16572484048497,4.076533066132264e-06,4.84438877755511e-06,-1.156060120240481e-06,0.0,-0.12507665729058118,0.14433036256312626,-9.870326346597194,-1.05e+21,966.1758778288577,12.404602,-0.0014875458296593185,-0.002158225613226453,-0.0008802593446893789,-0.03960374858717435,0.15477295117234469,-9.9225602108497,0.005598004376753507,-0.008920386158316633,-0.005160867699398797,-1.05e+21,0.06253836165330662,0.050538366803607224,0.40059987464128255,0.6756229482885772,13.254018679559119,25.942463430841684,-0.25376887801002,7.322816511390782,0.10999999,-40.78653024533066,399.5600821891784,12.404602,96616.95798897796,1.1479692605891783,0.13533972843687372,0.24754914611022044,-0.3846073281062124,0.002247457390781563,0.00912600708216433,-0.0039987707615230465,0.0018765725931863728,0.0,1.6352966581162325,0.6838732329178356,0.0006306762084168336,0.000694713378757515,0.7294693719599199,0.10744762176553106,398714138.0,327364372.0,400130.3956777555,0.0,0.00848910501002004,-0.00151089498997996,-0.01395641846492986,5.930501122687375,0.0,0.0,0.8262129377795592,39.8714138,32.7364372,0.013007009523046092,-0.0035330670641282565,-0.07734173688977955,0.009775665348697395,0.016250643659318637,-0.012203882621242486,-0.05451293912825652,-0.0784021181242485,-0.04140248904809619,1.6117521833767534,0.1,0.0308181618997996,0.02187340604008016,-0.004508799733466935,0.638877755511022,12156886.320641283,1.0,0.0,0.0,0.0,0.0
12197984.0,0.02476806768737475,0.014862909805611222,-0.00292166846492986,0.15,0.0,900.0,900.0,900.0,900.0,900.0,900.0,0.38580274137274595,0.39334292407615257,3.271648406028056,3.2716925392585168,3.335595534496994,4.113428546747495,4.193780046715431,48.097906867334665,48.097906867334665,12.404575608577154,-0.00100329601002004,-0.005932391488977956,0.0012748539158316634,0.0196098155751503,-0.006946050174348697,-0.1261733836713427,2.0,-1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002604382058116233,0.0,0.9147976508056113,0.8935632929719439,0.2726370598116233,,11.385536329919839,3.5134869739478963e-06,5.3975350701402805e-06,-4.790180360721445e-07,0.0,10.426107492424844,0.13770371590581162,-9.763249084781563,-1.05e+21,966.176023882966,12.404602,-0.0003127867314629252,-0.004770307913827654,-0.0025389484148296594,-0.1175105839539078,0.1092414050240481,-9.891372910681362,0.004715590841683367,-0.00837395812224449,-0.005270163450901803,-1.05e+21,0.10376455793386771,0.0917645644028056,0.4005998453106212,0.8256957462244489,13.254047853907815,25.93642889973948,-0.2536476026793587,6.797575373262525,0.10999999,-42.83862165178357,399.5771553755511,12.404602,96616.75856797595,1.147966940296593,-0.048462354376753475,0.09644076693987991,-0.11357377343286579,0.00023994458116232504,0.00778975686973948,-0.0022169326492985975,0.0,0.0,1.611618,0.69252783,0.0,0.0,0.72139114,0.5093066709318635,398714138.0,327364372.0,400130.0153234469,0.0,0.00973335370741483,-0.0011446733787575146,-0.017177359126252508,6.089711282755511,0.0,0.0,0.7827661722244489,39.8714138,32.7364372,0.013309350705410823,-0.002487939352705411,-0.07843716768737474,0.0060178342104208445,0.12210167366733463,-0.009739717899799601,-0.3810537554008015,8.11639103823647,0.1658305758937875,1.6116172845310623,0.1,0.027773720116232466,0.021710708761523045,-0.0045091770000000005,1.0,12197983.683366733,1.0,0.0,0.0,0.0,0.0
12239329.0,0.025501953046092186,0.014856419044088175,-0.00314457471743487,0.15,0.0,900.0,900.0,900.0,900.0,900.0,900.0,-0.25960904093386716,-0.26467814002605156,4.127163806833668,4.127216767110221,4.207831921833668,4.931898001859719,5.028237408621243,57.841445080801606,57.841445080801606,12.404570326292585,-0.000967069374749499,-0.005968316386773547,0.0013841694989979961,0.019505809090180362,-0.006845191609218437,-0.12619516080561125,2.0,-1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002207123869739479,0.0,0.764286741004008,0.7496408918036072,0.3302560929739479,,13.605347821903809,3.031162324649299e-06,5.621903807615229e-06,0.0,0.0,31.793706930601218,0.1320375882024048,-9.529048877172345,-1.05e+21,966.1707599336673,12.404602,-0.0012220010861723433,-0.009349077322645291,-0.0006936148517034039,-0.1286750840521042,0.12823066844689385,-9.895888983931863,0.0033801751402805606,-0.005072203849699397,-0.00398333686773547,-1.05e+21,0.1611411532865732,0.1491411606492986,0.40059984,0.9701492553607215,13.254085641282565,25.864701962685373,-0.2522123094809619,6.302889648701403,0.10999999,-44.9681795241483,399.5540682190381,12.404602,96617.02078388777,1.1479700309178356,0.02336017775951922,-0.21256615551703406,0.22170498561923857,0.0010078796352705436,0.004794012184368735,-0.00026769996593186177,0.0,0.0,1.611618,0.69252783,0.0,0.0,0.72139114,1.0,398714138.0,327364372.0,400128.26634468936,0.0,0.01,-0.0027336565150300612,-0.014532685969939878,6.006720904344689,0.0,0.0,0.7393194066693386,39.8714138,32.7364372,0.013553254941883768,-0.0007668528016032054,-0.07970107639078157,-0.0030304466352705467,0.33715372937474963,-0.004818606759519036,-1.0291174728296597,24.744851768637286,0.54970418392986,1.61150528051503,0.1,0.02774847122044088,0.021479705142284568,-0.0045091770000000005,1.0,12239329.118236473,1.0,0.0,0.0,0.0,0.0
12278551.0,0.026763627731462927,0.014695938018036071,-0.00256991035270541,0.3680360721442888,0.0,1054.275523719439,1053.9078156312626,1182.1643286573149,1050.8296593186374,1056.729458917836,1055.7034068136275,0.000917727150300196,0.000937619480961549,4.982679207895791,4.982740994961924,5.080068308639279,5.750367457503005,5.862694771058116,67.58498329426854,67.58498329426854,12.404565046573145,-0.0009308430140280562,-0.006004241541082165,0.0014934850821643289,0.019401802605210423,-0.006744333044088177,-0.12621693768336675,2.0,-1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018098656813627253,0.0,0.6137758309278557,0.6057184901042084,0.38787512613627256,,15.825159313887776,3.374569138276553e-06,4.259218436873747e-06,0.0,9.593587174348707e-07,48.56776850699399,0.14216357158917836,-9.360595052523045,-1.05e+21,966.1657524306613,12.404602,0.0009957791062124252,-0.007581794945891782,0.0038194477174348703,2.5937093049779585,0.17330666423046096,-9.883763558192385,0.0018138485591182357,-0.0019936671162324644,-0.0022599094729458913,-1.05e+21,0.22224483450100205,0.21024484250100203,0.40059984,1.113305981420842,13.254125414829659,25.7778149597996,-0.25047377581763525,5.815255306741483,0.10999999,-47.11561460983968,399.49993040300603,12.404602,96617.63710733467,1.1479773519639278,0.17958409226052097,-0.20690715448697394,0.3923133953186373,0.004054657615230461,0.0034630326893787607,0.0023679947354709424,0.0,0.0,1.611618,0.69252783,0.0,0.0,0.72139114,1.0,398714138.0,327364372.0,400126.1441098196,0.0,0.01,-0.004855932767535071,-0.01028813346492986,5.85766897173547,0.0,0.0,0.6958726411142284,39.8714138,32.7364372,0.012453782577154307,0.03376800143086175,-0.08010755330861724,-0.03176579338076154,1.0351024896673353,0.010708398967935885,-1.5873093332024049,39.00702507072145,0.8701685773366734,1.611400360787575,0.1,0.0276100378256513,0.0213360164248497,-0.0045091770000000005,1.0,12278550.561122244,1.0,0.0,0.0,0.0,0.0
12317772.0,0.022486756873747495,0.014410589482965933,0.00014241688376753515,1.0,0.0,1501.356908543086,1500.0,2000.0,1488.1503006012024,1510.8496993987976,1507.0,-0.6416854143847693,-0.6542114889959918,5.838194609444891,5.838265222813628,5.95230469544489,6.568836913146293,6.697152133344689,77.32852150773546,77.32852150773546,12.404559771723447,-0.0008946161663326655,-0.006040167182364729,0.0016028006653306614,0.019297796120240483,-0.006643474478957916,-0.12623871407414827,2.0,-1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001412607492985972,0.0,0.46326492133867736,0.46179608855511023,0.4454941592985972,,18.044970805871742,3.0279759519038076e-06,4.228617234468938e-06,0.0,6.274068136272547e-06,48.50805472695391,0.193371927498998,-9.420891558468938,-1.05e+21,966.1638002316633,12.404602,0.0023326708797595194,-0.001724063869739479,0.004003851907815631,16.94358001915832,0.16563361390781564,-9.73698210919439,-0.00015997029458917846,-0.0007145736032064127,-3.5149438877754287e-06,-1.05e+21,0.2833485155651303,0.2713485238657315,0.40059984,1.256462707480962,13.254165188376755,25.690927955410825,-0.24873524264128258,5.327620965268538,0.10999999,-49.26304969553106,399.5840385557114,12.404602,96616.64623621243,1.1479656346973948,-0.07659612676553106,-0.12670783491983967,0.42869621844088174,0.002665812348697395,0.010382747943887776,0.002981455082164329,0.0,0.0,1.611618,0.69252783,0.0,0.0,0.72139114,1.0,398714138.0,327364372.0,400124.0218112224,0.0,0.01,-0.006978209020040081,-0.0060435811102204405,5.708617039126254,0.0,0.0,0.6524258755591182,39.8714138,32.7364372,0.007849340875751502,0.15424714890581162,-0.07818635275951905,-0.10991445526452906,2.9541445320501003,0.05302858940280561,-1.7677768717995992,43.33791688252505,0.946229610002004,1.611303983064128,0.1,0.027528504480961922,0.021181991126252506,-0.0045091770000000005,1.0,12317772.490981964,1.0,0.0,0.0,0.0,0.0
12357170.0,0.022959662292585174,0.01455493663727455,0.0014171845831663327,1.0,0.0,1500.9273363627253,1500.0,2000.0,1488.9559118236473,1510.0440881763527,1507.0,2.8031767333947895,2.8579473165150295,6.6937100102945895,6.693789450665331,6.824541082250501,7.387306368789579,7.531609494931864,87.0720597212024,87.0720597212024,12.40455448987976,-0.0008583900180360721,-0.006076092124248497,0.0017121162484969939,0.019193789635270544,-0.006542615869739479,-0.12626049116432864,2.0,-1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010153493046092185,0.0,0.31275401105010026,0.31787368770541086,0.5031131924609218,,20.26478229785571,2.9661723446893786e-06,4.57058116232465e-06,0.0,2.2156312625250502e-05,43.91182939729459,0.2542670296633267,-9.537026823374749,-1.0334669338677355e+21,966.1626170921843,12.404602,0.00528355780961924,-0.004919878470941883,-0.002053562,53.24379942933868,0.14360153431663328,-9.29691066496593,-0.0021849281062124247,-7.893442885771495e-05,0.0021405278376753515,-1.0334669338677355e+21,0.34501019771342684,0.3330102078897796,0.40059983312224445,1.3989225706673347,13.254205360480963,25.60260004278557,-0.24696788268136277,4.845093604603207,0.10999999,-51.396584328997996,399.60203358777557,12.404602,96616.4431198998,1.147963212048096,-0.017126239446893815,-0.024142305424849624,0.05107295997194393,0.00216434103006012,0.008145817418837674,0.003899918028056114,0.0,0.0,1.611618,0.69252783,0.0,0.0,0.72139114,1.0,398714138.0,327364372.3262525,400121.95388657314,0.039510026260520886,0.009879174236472946,0.030469952062124092,-0.0017990294549098207,5.540105037555111,0.0,0.0,0.6089791100480961,39.8714138,32.7364372,0.0020299121062124273,0.3044748060961923,-0.07546024766533067,-0.2005572528316633,5.182989869388777,0.10214314768336673,-1.8363380560881764,44.771436505891785,0.9530674556372746,1.6112078783627255,0.1,0.027473693094188376,0.021006251955911822,-0.0045091770000000005,1.0,12357170.03006012,1.0,0.0,0.0,0.0,0.0
