timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s
8984000,-0.85613185,-0.85613185,-0.872858,0.05407167,0.05512806
9984000,18.967052,18.975992,19.346752,18.909643,19.279108
10984000,22.98847,22.970928,23.420935,22.876701,23.324863
11984000,22.492098,22.443241,22.888868,22.316507,22.759619
12984000,20.863794,20.81053,21.231575,20.733158,21.152637
13984000,20.571573,20.527065,20.948786,20.466671,20.887152
14984000,20.191792,20.155619,20.575058,20.196878,20.617174
15984000,19.931559,19.90748,20.326933,19.95908,20.379646
16984000,19.642782,19.629631,20.048122,19.74669,20.167679
17984000,19.412083,19.414066,19.832626,19.547806,19.96925
18984000,19.357422,19.371264,19.793175,19.365152,19.786932
19984000,19.116991,19.132523,19.553743,19.19457,19.617157
20984000,18.258488,18.274319,18.680435,18.186806,18.590977
21984000,16.515482,16.533113,16.90222,16.347252,16.71221
22984000,16.035954,16.058788,16.416685,15.931257,16.286312
23984000,16.119844,16.145538,16.503836,16.032385,16.388172
24984000,16.122616,16.153053,16.510351,16.199816,16.55815
25984000,16.359346,16.399668,16.761494,16.342855,16.703428
26984000,17.57482,17.620214,18.008162,17.48355,17.868486
27984000,19.406843,19.476236,19.907106,19.358427,19.786692
28983999,19.385113,19.456207,19.891312,19.378553,19.811922
29983999,19.211374,19.287632,19.724388,19.20951,19.644499
30984000,19.028511,19.100079,19.538218,18.936337,19.37072
31984000,18.734865,18.802092,19.238796,18.666965,19.100533
32984000,18.47306,18.537231,18.97293,18.444338,18.877853
33984000,18.387552,18.448263,18.886648,18.249825,18.683495
34984000,18.09771,18.151571,18.587902,18.070864,18.505257
35984000,17.926418,17.978607,18.415316,17.922016,18.35735
36984000,17.22142,17.264956,17.68857,17.167564,17.58879
37984000,15.195168,15.2279215,15.60378,15.156495,15.53059
38984000,14.849133,14.874254,15.241275,14.786138,15.150984
39984000,15.052424,15.073801,15.444721,14.981781,15.350437
40984000,15.268856,15.287189,15.6625395,15.22134,15.595075
41984000,15.413629,15.431906,15.810161,15.393622,15.770939
42984000,15.470099,15.481528,15.860632,15.450601,15.828948
43984000,15.539462,15.548302,15.928861,15.447766,15.825866
44984000,15.527388,15.53097,15.910997,15.391651,15.768269
45984000,15.435054,15.429335,15.807006,15.320589,15.695599
46984000,15.360602,15.347437,15.723281,15.2558975,15.629499
47984000,15.32197,15.300044,15.674627,15.191475,15.5634
48984000,15.346658,15.317308,15.692446,15.13059,15.501155
49984000,15.306095,15.271242,15.645171,15.09173,15.461263
50984000,15.273399,15.234629,15.607832,15.045341,15.413908
51984000,15.221299,15.175032,15.546625,15.019326,15.387105
52984000,15.4981985,15.417161,15.794496,15.188242,15.559974
53984000,15.585458,15.412534,15.789136,15.28893,15.662511
54984000,15.772559,15.598689,15.979838,15.527875,15.907293
55984000,15.764599,15.60195,15.983059,15.592893,15.97378
56984000,15.598347,15.450886,15.828637,15.465342,15.843447
57984000,15.495729,15.353175,15.728847,15.336666,15.711937
58984000,15.288825,15.154293,15.525239,15.258342,15.631836
59984000,15.266828,15.14049,15.511318,15.232774,15.605864
60984000,15.26309,15.141414,15.512344,15.194919,15.56716
61984000,15.032482,14.921581,15.28729,15.173658,15.545545
62984000,15.129574,15.025958,15.394303,15.158408,15.530002
63984000,15.0701685,14.970164,15.337237,15.133255,15.504328
64984000,14.9917,14.895759,15.261006,15.1184435,15.489153
65984000,14.971694,14.88236,15.247216,15.104694,15.475001
66984000,14.896759,14.811853,15.174781,15.087994,15.457688
67984000,15.006737,14.923847,15.289761,15.079276,15.449
68984000,14.886957,14.806196,15.169104,15.058102,15.427182
69984000,14.999903,14.921724,15.287515,15.043503,15.412278
70984000,14.843155,14.763468,15.125241,15.019853,15.387909
71984000,14.894309,14.817628,15.180733,15.009143,15.37694
72984000,14.826896,14.74952,15.110971,14.989155,15.356478
73984000,14.916936,14.840078,15.203972,14.967424,15.33444
74984000,14.879295,14.80134,15.164172,14.956603,15.323241
75984000,14.970627,14.89187,15.256904,14.9522295,15.318744
76984000,14.877353,14.799655,15.162425,14.938772,15.304952
77984000,14.891828,14.813833,15.177041,14.919636,15.285438
78984000,14.868698,14.790604,15.153263,14.915867,15.281598
79984000,14.898896,14.827534,15.1910715,14.929242,15.295274
80984000,14.9232435,14.84989,15.213935,14.903467,15.2688265
81984000,14.891156,14.815853,15.17914,14.885434,15.250428
82984000,14.768417,14.692208,15.052404,14.865323,15.229763
83984000,14.830943,14.761214,15.123155,14.881173,15.246055
84984000,14.826802,14.75719,15.119045,14.875755,15.240519
85984000,14.855236,14.781195,15.143521,14.862385,15.226701
86984000,14.906335,14.830755,15.19455,14.850493,15.214771
87984000,14.812292,14.738263,15.099627,14.83984,15.203693
88984000,14.92976,14.85965,15.2239685,14.845557,15.20953
89984000,14.865528,14.79015,15.152632,14.830872,15.194352
90984000,16.57006,16.498688,16.903118,16.519527,16.924469
91984000,17.167397,17.083776,17.50314,17.152168,17.57321
92984000,15.931216,15.852591,16.24275,16.005941,16.399876
93984000,14.789915,14.7152405,15.078085,14.699331,15.061785
94984000,14.376021,14.306562,14.658708,14.318424,14.670862
95984000,14.48414,14.408754,14.761992,14.435412,14.789304
96984000,14.792236,14.722782,15.082273,14.619169,14.9761305
97984000,14.786421,14.72276,15.081011,14.747402,15.106253
98984000,14.849085,14.788441,15.147154,14.800881,15.159896
99984000,14.91612,14.858985,15.218334,14.811344,15.169541
100984000,14.893645,14.835864,15.193818,14.819909,15.177478
101984000,14.852355,14.794857,15.150966,14.821664,15.178418
102984000,14.996383,14.937409,15.296088,14.826151,15.1821575
103984000,14.976656,14.921362,15.2787285,14.825835,15.180913
104984000,14.952748,14.901406,15.257566,14.841586,15.196316
105984000,14.97431,14.92582,15.281521,14.84814,15.20199
106984000,14.875104,14.829603,15.1822195,14.866926,15.220429
107984000,14.984274,14.945147,15.299756,14.895891,15.249331
108984000,14.981698,14.945519,15.299267,14.904961,15.257748
109984000,14.952596,14.922419,15.274845,14.929866,15.282469
110984000,14.95448,14.927298,15.279055,14.96001,15.312538
111984000,15.13348,15.113635,15.468947,14.9895,15.341889
112984000,15.05971,15.042833,15.395698,15.003368,15.355308
113984000,15.020882,15.00441,15.35556,15.030049,15.381799
114984000,14.990613,14.976833,15.326696,15.047322,15.398828
115984000,15.066768,15.05318,15.404015,15.044369,15.394999
116984000,15.079397,15.067727,15.417949,15.051765,15.401615
117984000,15.141658,15.1310425,15.48194,15.054814,15.403945
118984000,15.023835,15.014416,15.361813,15.052695,15.400978
119984000,15.048641,15.035985,15.383108,15.049102,15.396528
120984000,15.080767,15.063876,15.410749,15.034029,15.38021
121984000,14.966764,14.950017,15.293406,15.040094,15.385552
122984000,15.11691,15.094234,15.440153,15.039223,15.383882
123984000,15.009742,14.990895,15.333502,15.039639,15.383361
124984000,15.055225,15.0346,15.377389,15.061598,15.405001
125984000,15.065793,15.04485,15.387266,15.074812,15.41791
126984000,15.128285,15.107866,15.450751,14.99448,15.334785
127984000,15.106051,15.082911,15.4243765,15.070113,15.41129
128984000,15.122896,15.094478,15.435279,15.082879,15.423419
129984000,15.159673,15.131916,15.472675,15.096765,15.436732
130984000,14.964669,14.936514,15.272109,15.035417,15.373234
131984000,15.259809,15.228595,15.569972,15.131337,15.470534
132984000,15.321662,15.279172,15.620927,15.180441,15.519982
133984000,15.40257,15.358684,15.701653,15.269028,15.609996
134984000,15.604117,15.556255,15.902926,15.4232855,15.7669935
135984000,15.70087,15.651237,15.999419,15.570648,15.917039
136984000,15.67853,15.62771,15.974888,15.600027,15.9465885
137984000,15.632953,15.584233,15.929761,15.601028,15.946928
138984000,15.796296,15.737496,16.085917,15.677655,16.024752
139984000,17.012754,16.937323,17.311693,16.703732,17.07294
140984000,16.944937,16.856379,17.229597,16.74453,17.115273
141984000,16.737429,16.644705,17.013882,16.560648,16.927963
142984000,16.509075,16.411964,16.7766,16.359293,16.72276
143984000,16.360188,16.260057,16.621407,16.21858,16.579008
144984000,16.35243,16.25306,16.614185,16.143747,16.502445
145984000,16.33384,16.233015,16.593477,16.116282,16.474152
146984000,16.310797,16.207293,16.567091,16.10629,16.463848
147984000,16.318811,16.22373,16.583693,16.132942,16.49089
148984000,16.236021,16.141064,16.498728,16.13918,16.4968
149984000,16.284727,16.197277,16.55614,16.172152,16.530457
150984000,16.376257,16.294743,16.655241,16.19049,16.548681
151984000,16.303383,16.225634,16.58461,16.20027,16.558687
152984000,16.31516,16.243168,16.602243,16.208002,16.566301
153984000,16.21379,16.142958,16.49981,16.1978,16.555864
154984000,16.281937,16.217247,16.575462,16.19907,16.556883
155984000,16.213448,16.146893,16.503483,16.183132,16.540522
156984000,16.258463,16.194958,16.552357,16.168913,16.525736
157984000,16.251656,16.19021,16.547388,16.152462,16.508806
158984000,16.23513,16.17519,16.531906,16.124434,16.480028
159984000,16.132462,16.068853,16.42328,16.09303,16.447992
160984000,16.183722,16.122625,16.47806,16.063793,16.41793
161984000,16.092655,16.02389,16.376966,16.023083,16.376143
162984000,16.219505,16.151516,16.507288,16.01012,16.362776
163984000,16.157574,16.086235,16.440472,15.987796,16.339865
164984000,16.102715,16.026186,16.379164,15.954628,16.30603
165984000,16.017603,15.938341,16.289183,15.916504,16.266867
166984000,16.063238,15.979528,16.331308,15.887077,16.236822
167984000,16.022572,15.931368,16.281914,15.8408785,16.189434
168984000,16.026001,15.92641,16.277037,15.795346,16.143087
169984000,15.923359,15.820109,16.168213,15.771921,16.118965
170984000,15.916042,15.812487,16.160566,15.760378,16.10731
171984000,15.953729,15.846215,16.195038,15.734379,16.08074
172984000,15.909218,15.800755,16.148537,15.703284,16.04892
173984000,15.818378,15.708597,16.054308,15.682604,16.027742
174984000,15.898749,15.788228,16.135784,15.655408,16.000042
175984000,15.78622,15.675667,16.02064,15.632291,15.976309
176984000,15.580399,15.47785,15.818617,15.473503,15.814175
177984000,15.760125,15.656822,16.001413,15.696994,16.042467
178984000,16.32034,16.252434,16.609764,16.252985,16.610325
179984000,16.736305,16.681337,17.048386,16.615057,16.980648
180984000,16.659712,16.600323,16.967245,16.58783,16.954475
181984000,16.442505,16.378675,16.742619,16.388052,16.752203
182984000,16.407421,16.34372,16.708973,16.238293,16.60119
183984000,16.113844,16.052578,16.413025,16.084778,16.445948
184984000,15.99603,15.940179,16.299889,15.93457,16.294153
185984000,15.818142,15.769018,16.12628,15.805106,16.163187
186984000,15.623967,15.5869665,15.941623,15.710657,16.068127
187984000,15.63908,15.609109,15.965491,15.648179,16.005453
188984000,15.650966,15.633843,15.992272,15.639327,15.997882
189984000,15.458269,15.447935,15.803363,15.594134,15.952927
190984000,15.562727,15.560089,15.919494,15.571639,15.931312
191984000,15.460962,15.464193,15.822757,15.5369,15.897149
192984000,15.489983,15.495838,15.85653,15.499889,15.860675
193984000,15.434039,15.444173,15.80503,15.4707365,15.832215
194984000,15.345326,15.354656,15.714648,15.418729,15.780223
195984000,15.36966,15.388255,15.750257,15.385382,15.747323
196984000,15.243434,15.269143,15.629535,15.349748,15.712042
197984000,15.314789,15.350909,15.71456,15.333759,15.697003
198984000,15.213863,15.248879,15.61148,15.294143,15.657819
199984000,15.226494,15.274266,15.638698,15.294912,15.659836
200984000,15.118642,15.172285,15.535614,15.277272,15.643115
201984000,15.207738,15.266813,15.633777,15.25969,15.626482
202984000,15.266476,15.329712,15.699506,15.228505,15.595859
203984000,15.255407,15.31559,15.686225,15.210351,15.57844
204984000,15.224674,15.283817,15.654904,15.205141,15.574318
205984000,15.141046,15.205705,15.576358,15.206623,15.5773
206984000,15.181492,15.241113,15.613844,15.188454,15.559898
207984000,14.532297,14.582174,14.939757,14.64077,14.99979
208984000,14.442249,14.494885,14.850722,14.500004,14.855966
209984000,14.625831,14.674986,15.034733,14.723684,15.084625
210984000,14.939385,14.989112,15.356145,14.913354,15.278532
