timestamp,x,y,z,temperature
8984000,-0.22578682,0.26391664,-9.922353,-1.80E-21
9084000,-0.25035197,0.14247145,-9.855683,-1.80E-21
9184000,-0.070511386,0.15252177,-9.955404,-1.80E-21
9284000,-0.18339777,0.21400197,-9.938911,-1.80E-21
9384000,51.662693,0.31401914,-9.833344,12.404602
9484000,40.37521,0.21668294,-9.749567,-1.80E-21
9584000,31.46523,0.22790731,-9.85093,-1.80E-21
9680000,25.449936,0.19366291,-9.847466,-1.80E-21
9784000,21.085312,-0.3677864,-10.206243,-1.80E-21
9884000,17.074461,0.2340375,-10.344493,-1.80E-21
9984000,13.655021,0.9461169,-10.311184,12.404541
10084000,10.153317,0.48242512,-10.550139,-1.80E-21
10184000,7.6785913,-0.12788443,-10.728916,-1.80E-21
10284000,5.7018466,-0.4103845,-11.4994135,-1.80E-21
10380000,4.1697707,-0.29607236,-13.223172,-1.80E-21
10484000,3.1366463,-0.1555111,-14.817885,-1.80E-21
10584000,2.3394437,0.002901452,-15.297129,12.402618
10684000,1.7766199,-0.12746796,-14.940146,-1.80E-21
10784000,1.7614431,-0.13125381,-14.198331,-1.80E-21
10884000,1.4235401,-0.18418604,-13.889656,-1.80E-21
10984000,1.2512935,-0.39252514,-13.901317,-1.80E-21
11084000,1.2410384,-0.2782082,-13.893895,-1.80E-21
11184000,1.3711126,-0.5464269,-14.164575,12.39151
11284000,1.2471206,-0.37210307,-14.023051,-1.80E-21
11384000,1.3739557,-0.42872295,-13.942749,-1.80E-21
11484000,1.4798356,-0.5504981,-13.8561,-1.80E-21
11584000,1.5569737,-0.5770614,-13.784866,-1.80E-21
11684000,1.685142,-0.5704134,-14.026695,-1.80E-21
11780000,1.8490177,-0.61658466,-13.950595,-1.80E-21
11884000,2.019873,-0.6225888,-13.353174,-1.80E-21
11984000,2.214319,-0.465584,-12.751838,-1.80E-21
12080000,2.390469,-0.8212832,-11.767733,-1.80E-21
12184000,2.6060703,-0.9945072,-11.142583,-1.80E-21
12284000,2.7364087,-0.8038292,-10.910819,-1.80E-21
12384000,2.788155,-0.98659647,-10.700637,12.343658
12484000,2.9162385,-0.84437436,-10.653412,-1.80E-21
12580000,-1.1473283,-0.46622112,-11.023613,12.333984
