timestamp,indicated_airspeed_m_s,true_airspeed_m_s
9000000,1.1109664,1.1326712
9028000,-0.30204326,-0.30794603
9048000,1.2420452,1.2663165
9076000,0.9659616,0.9848385
9096000,1.9468714,1.9849108
9124000,1.4704742,1.4992055
9144000,-0.7629171,-0.777821
9172000,0.736727,0.7511222
9192000,-0.42989987,-0.43830353
9220000,-0.7364419,-0.7508309
9240000,-0.83228797,-0.84854734
9264000,0.16501126,0.16823442
9288000,1.3519185,1.3783385
9316000,0.56114084,0.5721057
9336000,1.8455938,1.8816369
9360000,1.4898913,1.5190065
9384000,2.8743057,2.9304812
9408000,4.016279,4.0947037
9432000,4.70891,4.80092
9456000,6.135586,6.2554703
9480000,7.099215,7.2379537
9504000,7.6964717,7.8468785
9528000,8.863992,9.037231
9552000,9.660422,9.849104
9576000,10.343397,10.545519
9600000,11.130267,11.347817
9624000,11.865469,12.097272
9648000,12.488944,12.732926
9672000,13.09942,13.355184
9696000,13.74395,14.012489
9724000,14.426107,14.707975
9744000,14.807949,15.097112
9768000,15.344067,15.6437645
9792000,15.874333,16.184385
9820000,16.394173,16.714535
9844000,16.919394,17.249884
9864000,17.129227,17.463951
9888000,17.594833,17.93855
9916000,18.051674,18.404287
9936000,18.374395,18.733551
9964000,18.776375,19.143154
9984000,18.967052,19.33768
10008000,19.39848,19.777494
10032000,19.69807,20.083012
10060000,19.967957,20.358244
10080000,20.138021,20.531496
10104000,20.476498,20.876783
10128000,20.676344,21.080309
10152000,20.950233,21.35955
10176000,21.02649,21.437447
10200000,21.159634,21.573088
10224000,21.457458,21.87675
10248000,21.532764,21.953384
10272000,21.630283,22.05311
10296000,21.809404,22.235748
10320000,21.906593,22.33475
10344000,22.040428,22.470913
10368000,22.147257,22.580027
10396000,22.243843,22.678505
10420000,22.33546,22.772062
10440000,22.445776,22.884422
10468000,22.41715,22.855276
10488000,22.608662,23.050835
10512000,22.659767,23.102728
10536000,22.567211,23.008152
10560000,22.799429,23.245092
10584000,22.798857,23.244556
10608000,22.826166,23.272392
10636000,22.817074,23.2631
10660000,22.769209,23.214476
10680000,22.950071,23.399015
10708000,22.907225,23.355207
10728000,22.86945,23.316525
10756000,22.96508,23.41416
10776000,22.915737,23.364054
10800000,23.011702,23.461912
10824000,23.009193,23.459454
10848000,23.077017,23.528545
10872000,23.082344,23.534214
10896000,22.974426,23.424414
10920000,23.069464,23.521206
10944000,23.059546,23.511211
10968000,22.98847,23.4388
10992000,23.051147,23.502707
11016000,23.07313,23.525463
11040000,23.000456,23.451504
11064000,23.067,23.519321
11088000,23.023476,23.47505
11112000,22.996305,23.447483
11136000,23.02868,23.480536
11160000,23.080578,23.533625
11184000,22.988474,23.439863
11212000,22.968922,23.419949
11236000,22.987274,23.438795
11260000,22.970387,23.421606
11280000,22.980728,23.43238
11308000,22.889421,23.339453
11328000,22.922615,23.373348
11352000,22.972416,23.42419
11376000,22.894217,23.344564
11400000,22.864162,23.314026
11424000,22.852087,23.301895
11448000,22.884367,23.334883
11476000,22.840261,23.290174
11496000,22.798674,23.247826
11524000,22.829084,23.27892
11544000,22.81715,23.26696
11568000,22.84162,23.292168
11592000,22.826439,23.276745
11616000,22.748669,23.197546
11640000,22.738478,23.187403
11664000,22.7202,23.168673
11688000,22.629538,23.076675
11712000,22.67079,23.118841
11736000,22.666666,23.114813
11760000,22.689123,23.137585
11788000,22.695356,23.144152
11808000,22.578354,23.02517
11832000,22.582891,23.030056
11860000,22.56842,23.015419
11880000,22.536346,22.982729
11904000,22.558771,23.005953
11928000,22.505856,22.952099
11952000,22.50757,22.954235
11976000,22.492098,22.938553
12000000,22.52347,22.97065
12024000,22.441881,22.887703
12052000,22.46539,22.91179
12076000,22.435362,22.881258
12096000,22.452883,22.899343
12120000,22.447426,22.893938
12144000,22.376093,22.821249
12168000,22.40672,22.852858
12192000,22.37187,22.8175
12216000,22.423145,22.869831
12244000,22.286098,22.730207
12264000,22.360407,22.806381
12288000,22.345316,22.79122
12312000,22.286026,22.730932
12336000,22.296524,22.741856
12360000,22.340769,22.787352
12384000,22.336746,22.783173
12408000,22.318342,22.764732
12432000,22.300743,22.747007
12456000,22.254618,22.700161
12480000,22.265526,22.711294
12504000,22.247446,22.693306
12528000,22.136251,22.579947
12556000,22.072985,22.515873
12580000,21.934334,22.374481
12600000,21.922316,22.362452
12623999,21.783735,22.221083
12648000,21.690151,22.125834
12672000,21.603695,22.038078
12700000,21.516388,21.949049
12724000,21.415249,21.846075
12744000,21.339504,21.769056
12768000,21.30948,21.738464
12792000,21.191866,21.618666
12815999,21.107569,21.5329
12844000,21.135727,21.5621
12864000,20.99742,21.421162
12888000,20.986122,21.409605
12911999,20.90285,21.325003
12936000,20.87292,21.294577
12960000,20.910606,21.333336
12984000,20.863794,21.28562
13007999,20.825317,21.246616
13032000,20.864939,21.287384
13056000,20.83083,21.252481
13080000,20.765396,21.186035
13104000,20.791166,21.212471
13128000,20.765394,21.186375
13152000,20.75915,21.180103
13175999,20.705122,21.125395
13204000,20.721952,21.142736
13224000,20.575897,20.993727
13248000,20.704115,21.124681
13271999,20.7108,21.131804
13300000,20.586136,21.0048
13324000,20.709074,21.1303
13344000,20.70285,21.124008
13367999,20.664095,21.084656
13392000,20.674074,21.09487
13416000,20.685127,21.106401
13440000,20.69952,21.12115
13464000,20.663563,21.084768
13488000,20.69617,21.118134
13512000,20.663166,21.084522
13540000,20.656578,21.078104
13560000,20.700172,21.122618
13584000,20.589336,21.00972
13608000,20.73922,21.162823
13632000,20.597559,21.018536
13656000,20.572247,20.992989
13684000,20.605637,21.02684
13704000,20.69708,21.12058
13732000,20.570927,20.991919
13752000,20.587622,21.009153
13776000,20.618736,21.04103
13800000,20.59121,21.01302
13824000,20.681797,21.105497
13852000,20.623835,21.046677
13876000,20.619467,21.042265
13900000,20.579126,21.001253
13920000,20.643803,21.067507
13948000,20.587353,21.010231
13968000,20.571573,20.993916
13992000,20.630524,21.054338
14016000,20.620974,21.044771
14044000,20.606445,21.029863
14064000,20.576952,20.999973
14088000,20.48784,20.909288
14116000,20.487389,20.909042
14136000,20.468842,20.889776
14160000,20.482298,20.903944
14184000,20.484585,20.90648
14208000,20.526384,20.949333
14232000,20.540104,20.963308
14256000,20.44319,20.864601
14284000,20.465437,20.887451
14308000,20.508009,20.930908
14328000,20.479795,20.902428
14352000,20.417328,20.83865
14376000,20.464329,20.886816
14400000,20.34782,20.768032
14424000,20.38397,20.805046
14448000,20.392822,20.814316
14472000,20.450838,20.87369
14496000,20.388607,20.810295
14520000,20.413858,20.836235
14548000,20.355501,20.776663
14572000,20.380684,20.802677
14592000,20.35102,20.77249
14616000,20.325382,20.746462
14640000,20.344162,20.765747
14668000,20.380219,20.802689
14692000,20.38856,20.810877
14712000,20.264322,20.684618
14740000,20.34485,20.76682
14760000,20.247732,20.668056
14784000,20.276663,20.697577
14808000,20.374163,20.797155
14832000,20.298292,20.719793
14856000,20.266918,20.688011
14880000,20.301376,20.723333
14904000,20.179996,20.599504
14928000,20.237492,20.658243
14952000,20.267096,20.688839
14976000,20.191792,20.611797
15000000,20.228233,20.649149
15024000,20.280691,20.702877
15048000,20.204311,20.625149
15072000,20.249895,20.671682
15100000,20.188581,20.609228
15120000,20.157928,20.578218
15144000,20.200445,20.62159
15168000,20.214928,20.636759
15192000,20.155022,20.575384
15216000,20.083647,20.503002
15244000,20.185898,20.607414
15264000,20.164297,20.585485
15288000,20.127678,20.548372
15312000,20.13869,20.55959
15336000,20.222363,20.645353
15360000,20.07925,20.499218
15384000,20.14548,20.566967
15408000,20.130732,20.551844
15432000,20.146812,20.568438
15460000,20.118626,20.539722
15480000,20.166359,20.58861
15504000,20.12361,20.545134
15528000,20.079926,20.500422
15552000,20.092659,20.513683
15576000,20.104168,20.525656
15600000,20.0179,20.437614
15624000,20.097412,20.519096
15648000,20.055687,20.476469
15672000,20.054897,20.475916
15696000,20.068607,20.489904
15720000,20.054758,20.47584
15744000,20.068054,20.489601
15768000,20.026623,20.447418
15792000,19.913095,20.331617
15816000,19.941109,20.360346
15840000,20.03257,20.453796
15864000,19.971312,20.391457
15888000,20.014645,20.435678
15912000,19.955229,20.375208
15936000,19.973894,20.394419
15960000,19.99831,20.419586
15984000,19.931559,20.351519
16008000,19.933218,20.353361
16032000,19.940022,20.360464
16056000,20.026175,20.448425
16080000,19.991674,20.413282
16104000,19.861336,20.280424
16128000,19.934668,20.355587
16152000,19.902819,20.323088
16176000,19.916193,20.336704
16200000,19.869406,20.289078
16224000,19.855803,20.275404
16248000,19.864399,20.284197
16272000,19.872673,20.292885
16300000,19.8696,20.289541
16320000,19.8383,20.257723
16344000,19.912079,20.333427
16368000,19.894218,20.315273
16392000,19.851187,20.271587
16416000,19.863707,20.284233
16444000,19.857698,20.27823
16464000,19.800592,20.220312
16488000,19.77412,20.193186
16512000,19.813288,20.23326
16536000,19.761768,20.180992
16560000,19.875214,20.296589
16584000,19.761581,20.180769
16608000,19.777407,20.197123
16632000,19.8072,20.22763
16656000,19.745798,20.165188
16680000,19.816433,20.23731
16708000,19.700071,20.118553
16728000,19.71609,20.134962
16752000,19.742077,20.16181
16776000,19.695288,20.114002
16800000,19.764738,20.184967
16824000,19.66604,20.084204
16848000,19.703524,20.122927
16872000,19.820719,20.242521
16896000,19.680258,20.099503
16920000,19.689249,20.108608
16944000,19.72835,20.148779
16968000,19.642782,20.061493
16992000,19.705168,20.125244
17016000,19.599834,20.017857
17040000,19.661848,20.081186
17064000,19.661097,20.080545
17088000,19.683025,20.103157
17112000,19.636307,20.055552
17136000,19.666904,20.086977
17160000,19.683002,20.103392
17184000,19.716042,20.137283
17208000,19.632772,20.052185
17232000,19.68225,20.103033
17256000,19.62569,20.04541
17280000,19.707476,20.129011
17304000,19.569937,19.988262
17328000,19.610996,20.030638
17352000,19.614815,20.034664
17380000,19.62538,20.04563
17400000,19.561441,19.980188
17424000,19.52598,19.944302
17448000,19.630505,20.051033
17472000,19.562372,19.981503
17496000,19.552176,19.971272
17520000,19.553967,19.97315
17544000,19.598875,20.019197
17568000,19.6134,20.034409
17592000,19.572847,19.9929
17620000,19.533268,19.952621
17644000,19.523727,19.94264
17664000,19.493927,19.912569
17688000,19.5668,19.98724
17712000,19.57073,19.99141
17736000,19.564482,19.985027
17760000,19.598688,20.020113
17784000,19.478334,19.897371
17808000,19.497637,19.916939
17832000,19.476309,19.895494
17860000,19.48474,19.903837
17880000,19.532522,19.952932
17904000,19.453075,19.872026
17928000,19.534784,19.95543
17956000,19.482056,19.902056
17976000,19.412083,19.8305
18000000,19.523087,19.943972
18024000,19.555592,19.97727
18048000,19.454006,19.873657
18072000,19.492968,19.913624
18100000,19.491678,19.912323
18120000,19.447298,19.866943
18148000,19.494198,19.91503
18168000,19.428545,19.847988
18192000,19.433939,19.853666
18216000,19.419685,19.839348
18240000,19.451578,19.871817
18264000,19.50625,19.927992
18288000,19.424982,19.845078
18312000,19.424456,19.84464
18336000,19.374876,19.794025
18360000,19.4182,19.838526
18384000,19.405697,19.825682
18412000,19.483715,19.905485
18432000,19.41548,19.835896
18456000,19.380917,19.80085
18480000,19.382326,19.802305
18504000,19.37367,19.793535
18528000,19.341808,19.761028
18552000,19.424967,19.84624
18576000,19.453014,19.87496
18600000,19.313242,19.732298
18624000,19.430231,19.851856
18648000,19.394156,19.81517
18672000,19.36864,19.78933
18696000,19.35628,19.776638
18720000,19.386879,19.807829
18744000,19.38208,19.803148
18768000,19.397627,19.819063
18792000,19.312191,19.732086
18816000,19.292957,19.712492
18844000,19.32629,19.746578
18868000,19.303408,19.723433
18888000,19.326092,19.746773
18912000,19.398527,19.820667
18936000,19.371115,19.792934
18960000,19.357422,19.778967
18984000,19.351503,19.77296
19008000,19.320534,19.741667
19032000,19.265131,19.685076
19056000,19.265476,19.685488
19080000,19.32242,19.74362
19104000,19.279549,19.700092
19128000,19.332613,19.754353
19152000,19.324348,19.745972
19176000,19.35899,19.781517
19200000,19.297321,19.718708
19224000,19.257257,19.677834
19248000,19.374111,19.797338
19272000,19.231356,19.651484
19296000,19.228765,19.649021
19320000,19.297874,19.719664
19344000,19.26703,19.688292
19368000,19.330725,19.753637
19392000,19.299015,19.721287
19416000,19.28448,19.706482
19444000,19.237665,19.65868
19464000,19.28539,19.707441
19488000,19.194244,19.614616
19512000,19.232353,19.65366
19536000,19.28268,19.705074
19560000,19.202848,19.623705
19588000,19.251253,19.67321
19608000,19.195868,19.616692
19632000,19.218699,19.640152
19656000,19.204088,19.625332
19680000,19.209465,19.631016
19704000,19.249144,19.671604
19728000,19.185522,19.606693
19752000,19.21154,19.633394
19776000,19.178627,19.599619
19800000,19.233837,19.656326
19824000,19.161903,19.583042
19848000,19.191383,19.613129
19872000,19.207344,19.629393
19896000,19.168768,19.590172
19920000,19.22029,19.642897
19944000,19.255325,19.678972
19968000,19.116991,19.5375
19992000,19.163113,19.584984
20016000,19.18575,19.608059
20040000,19.157366,19.579273
20064000,19.169334,19.591578
20088000,19.186121,19.608744
20112000,19.201923,19.624958
20136000,19.142223,19.564177
20160000,19.187525,19.610455
20184000,19.185715,19.608904
20208000,19.222652,19.646463
20232000,19.121113,19.542852
20256000,19.117361,19.539268
20280000,19.173992,19.597181
20304000,19.135418,19.557915
20328000,19.138723,19.561169
20352000,19.1167,19.538877
20376000,19.173706,19.597433
20400000,19.113533,19.535847
20424000,19.144989,19.567965
20448000,19.175817,19.599798
20472000,19.164999,19.588818
20496000,19.049814,19.471062
20520000,19.164217,19.588057
20544000,19.159008,19.583027
20568000,19.120779,19.543873
20592000,19.145256,19.569075
20616000,18.98927,19.40981
20640000,18.977322,19.397545
20664000,18.89879,19.317352
20688000,18.892149,19.310879
20716000,18.888428,19.307228
20736000,18.893686,19.312578
20760000,18.78198,19.198696
20784000,18.678574,19.093098
20808000,18.612013,19.02497
20832000,18.532495,18.943834
20856000,18.489065,18.899395
20880000,18.415712,18.824692
20904000,18.405485,18.814077
20928000,18.34688,18.754417
20952000,18.254738,18.660423
20976000,18.258488,18.664152
