timestamp,ref_lat,ref_lon,x,y,z,vx,vy,vz,ax,ay,az,yaw,dist_bottom
8944000,39.8714138,32.7368418,0.00157413,-0.004969759,-0.017422527,0.016964689,0.016244788,-0.050666887,-0.021648446,-0.007859605,-0.013566575,1.6202953,0.1
9048000,39.8714138,32.7368418,0.001476036,-0.00542726,-0.016790962,0.012884646,0.017353833,-0.04789444,0.004709844,-0.03510265,0.025656072,1.6199588,0.1
9144000,39.8714138,32.7368418,0.001245678,-0.006007504,-0.015827224,0.010334973,0.016894689,-0.045326646,-0.028360896,0.04375676,-0.026077962,1.6199055,0.10163948
9248000,39.8714138,32.7368418,0.001089737,-0.005666999,-0.015650172,0.00808511,0.019327138,-0.04386117,-0.053112276,0.02105291,-0.030755995,1.6196645,0.1
9344000,39.8714138,32.7368418,0.000242605,-0.001809939,-0.015444316,-0.019497436,0.54302377,-0.027545815,-1.9269435,40.71464,1.105709,1.619491,0.1
9448000,39.8714138,32.7368418,-0.016071193,0.32368326,-0.007517716,-0.2693748,5.645031,0.10869159,-2.2146761,44.54784,1.1434656,1.6193335,0.1
9544000,39.8714138,32.7368418,-0.052048873,1.0531366,0.01119984,-0.4535422,9.436531,0.20893887,-1.823742,35.047504,0.9512612,1.6191099,0.1
9648000,39.8714138,32.7368418,-0.108243264,2.2076905,0.041099016,-0.6074337,12.665002,0.29508498,-1.3006048,27.643103,0.7004858,1.6188501,0.1
9744000,39.8714138,32.7368418,-0.15479882,3.5361993,0.0699461,-0.6720577,15.040521,0.3470559,0.001075808,23.237694,0.5132388,1.6182377,0.1
9848000,39.8714138,32.7368418,-0.20006102,5.210172,0.102220945,-0.6875729,17.189451,0.3520528,-1.1878356,18.562656,-0.002238899,1.6393007,0.1
9944000,39.8714138,32.7368418,-0.23044093,6.934295,0.12639552,-0.7687044,18.791775,0.32674888,-2.0062175,15.081434,-0.07761362,1.6531996,0.1
10048000,39.8714138,32.7368418,-0.2628379,8.957059,0.14519484,-0.87497026,20.153425,0.28513244,-1.8587141,11.360945,-0.40270478,1.6437705,0.1
10144000,39.8714138,32.7368418,-0.28934938,10.935377,0.15033834,-0.915637,21.096834,0.20557462,-1.2678999,8.68884,-0.45986843,1.6213461,0.1
10248000,39.8714138,32.7368418,-0.31506857,13.16787,0.14100315,-0.9155486,21.858627,0.087661296,-1.0356357,6.3554244,-1.105097,1.6016665,0.1
