timestamp,control[0],control[1],control[2],control[3],control[4]
11000000,0,0,0,0.499,0.5
11004000,0,0,0,0.499,0.5
11008000,0,0,0,0.499,0.5
11012000,0,0,0,0.499,0.5
11016000,0,0,0,0.499,0.5
11020000,0,0,0,0.499,0.5
11028000,0,0,0,0.499,0.5
11032000,0,0,0,0.499,0.5
11036000,0,0,0,0.499,0.5
11044000,0,0,0,0.499,0.5
11048000,0,0,0,0.499,0.5
11056000,0,0,0,0.499,0.5
11060000,0,0,0,0.499,0.5
11064000,0,0,0,0.499,0.5
11068000,0,0,0,0.499,0.5
11072000,0,0,0,0.499,0.5
11076000,0,0,0,0.499,0.5
11080000,0.020069707,0.030676235,0.000850447,0,0.49
11084000,0.021493357,0.030740514,0.000719261,0,0.48000002
11088000,0.022868834,0.030913398,0.000763177,0,0.47000003
11092000,0.024104372,0.031158319,0.000899613,0,0.46000004
11096000,0.024926279,0.03143971,0.001058744,0,0.45000005
11100000,0.03250648,0.031656787,-0.004140766,0.15,0.44000006
11104000,0.031722892,0.031813595,-0.004144179,0.15,0.43000007
11108000,0.030404182,0.03207612,-0.004434017,0.15,0.42000008
11112000,0.028991614,0.03224058,-0.004844209,0.15,0.4100001
11116000,0.028214091,0.032202397,-0.004961658,0.15,0.4000001
11124000,0.027760426,0.03189457,-0.004693694,0.15,0.3800001
11132000,0.030151362,0.03109201,-0.004524354,0.15,0.36000013
11136000,0.030636808,0.031077294,-0.004600262,0.15,0.35000014
11140000,0.0300809,0.031288113,-0.004566476,0.15,0.34000015
11144000,0.028946422,0.03151211,-0.004666691,0.15,0.33000016
11148000,0.028107835,0.03145519,-0.004862715,0.15,0.32000017
11156000,0.029768107,0.030627405,-0.004756086,0.15,0.3000002
11160000,0.030477002,0.030463975,-0.00462214,0.15,0.2900002
11164000,0.030184416,0.03058822,-0.004671833,0.15,0.2800002
11168000,0.03007237,0.0307358,-0.004688411,0.15,0.27000022
11172000,0.030527698,0.03090225,-0.004525212,0.15,0.26000023
11176000,0.030417282,0.031063443,-0.004303852,0.15,0.25000024
11180000,0.029411998,0.031107921,-0.004111238,0.15,0.24000023
11184000,0.028938891,0.031171093,-0.004077399,0.15,0.23000023
11188000,0.029816056,0.03122318,-0.004220721,0.15,0.22000022
11192000,0.030978616,0.031101547,-0.004378231,0.15,0.21000022
11196000,0.031127088,0.030977974,-0.004499229,0.15,0.20000021
11204000,0.02920451,0.030987326,-0.004533019,0.15,0.1800002
11208000,0.028524363,0.031098824,-0.00443771,0.15,0.1700002
11212000,0.028666178,0.031163016,-0.004453382,0.15,0.16000019
