timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s
1996000,-0.56263644,-0.56263644,-0.57362753,0.00632658,0.006450169
2996000,1.3659502,1.3659502,1.3926299,0.16197889,0.16514266
3996000,1.1625957,1.1625957,1.1853015,0.2268253,0.23125528
4996000,-1.0291824,-1.0291824,-1.0492915,0.28586286,0.2914483
5996000,-0.80911887,-0.80911887,-0.8249237,0.12809314,0.13059524
6996000,0.39508575,0.39508575,0.402805,0.13205603,0.13463616
7996000,1.1852838,1.1852838,1.2084398,0.08319952,0.084824935
8996000,-1.1695977,-1.1695977,-1.19245,0.057316132,0.058436014
9996000,0.6294697,0.6294697,0.6417696,0.04038163,0.041170686
10996000,-1.5941991,-1.5941991,-1.6253325,0.029009778,0.029576316
11996000,18.340992,18.34194,18.700422,18.490767,18.852158
12995999,23.235258,23.218813,23.6731,23.041101,23.491913
13996000,22.753532,22.711884,23.160751,22.57497,23.021133
14996000,21.736265,21.691126,22.127014,21.545326,21.978283
15996000,20.72643,20.68462,21.107601,20.557207,20.977581
16996000,20.458773,20.422272,20.845453,20.34374,20.765293
17996000,20.134394,20.10973,20.531576,20.121704,20.543802
18996000,19.91597,19.90981,20.332283,19.924015,20.34679
19996000,19.743656,19.75276,20.176529,19.733795,20.157154
20996000,19.491337,19.510153,19.933329,19.537786,19.961561
21996000,19.394083,19.41975,19.845438,19.360155,19.784536
22996000,19.063005,19.086437,19.50898,19.032726,19.45408
23996000,16.918268,16.943737,17.321363,16.883831,17.260122
24996000,19.187365,19.216251,19.645634,19.164904,19.593138
25996000,19.507416,19.531641,19.97078,19.45599,19.893429
26996000,19.507069,19.546696,19.989792,19.61793,20.062641
27996000,19.609463,19.666723,20.116953,19.811054,20.26459
28996000,19.347034,19.431175,19.880928,19.66043,20.11549
29996000,19.077747,19.17812,19.62733,19.366156,19.819773
30996000,18.915447,19.005388,19.455566,19.100819,19.553257
31996000,18.835234,18.871845,19.32355,18.967262,19.42125
32996000,18.696564,18.64621,19.09675,18.76872,19.22222
33996000,18.369963,18.29731,18.74403,18.503521,18.955276
34996000,16.058876,15.992296,16.386343,16.186136,16.584959
35996000,15.435755,15.371827,15.751624,15.476568,15.8589525
36996000,15.727894,15.662386,16.048416,15.645749,16.03137
37996000,16.480707,16.414354,16.81734,16.1633,16.560125
38996000,16.654427,16.570652,16.976427,16.357882,16.758448
39996000,16.599834,16.511652,16.915445,16.203386,16.599642
40996000,16.422691,16.324253,16.723549,16.097137,16.490877
41996000,16.416046,16.319992,16.719208,16.027977,16.420052
42996000,16.153385,16.060736,16.453655,15.946208,16.336327
43996000,16.095512,16.010323,16.402054,15.869246,16.257524
44996000,15.93478,15.857421,16.245497,15.780156,16.166342
45996000,15.943057,15.875773,16.26445,15.723614,16.108564
46996000,15.893722,15.831161,16.218636,15.655724,16.038906
47996000,15.79811,15.744258,16.129662,15.5965805,15.978371
48996000,15.721767,15.669385,16.053034,15.527234,15.907404
49996000,15.670314,15.625819,16.008379,15.475604,15.854487
50996000,16.211731,16.169964,16.565933,16.15191,16.547438
51996000,17.675623,17.65534,18.087904,17.520868,17.950138
52996000,15.874383,15.87932,16.268986,15.654448,16.038595
53996000,14.913332,14.943448,15.309606,14.712813,15.0733185
54996000,15.20676,15.228657,15.599577,14.969062,15.333659
55996000,15.716036,15.730474,16.110855,15.495522,15.870221
56996000,16.045397,16.068623,16.454828,15.8190775,16.199286
57996000,16.075659,16.096281,16.48083,15.942757,16.323635
58996000,16.112461,16.137774,16.521057,16.006897,16.38707
59996000,16.23917,16.267696,16.651773,16.08654,16.466341
60996000,16.446314,16.4762,16.862906,16.189074,16.56904
61996000,16.473003,16.504852,16.889921,16.310205,16.690733
62996000,16.663868,16.697355,17.084461,16.44571,16.82698
63996000,16.790657,16.821198,17.20884,16.587069,16.969315
64996000,16.9715,16.999958,17.389177,16.75278,17.136341
65996000,17.06586,17.097702,17.48614,16.926722,17.311274
66996000,17.213003,17.244232,17.633383,17.097166,17.483
67996000,17.237736,17.27319,17.660727,17.034706,17.416893
68996000,17.05819,17.09157,17.473442,16.895882,17.27338
69996000,16.869,16.899288,17.276018,16.80651,17.181173
70996000,16.53104,16.561335,16.929596,16.528221,16.895746
71996000,16.462141,16.491407,16.85765,16.318975,16.681389
72996000,16.299242,16.327105,16.68896,16.258406,16.618738
73996000,16.421343,16.44721,16.811203,16.28012,16.640417
74996000,16.355543,16.378265,16.740225,16.31515,16.675714
75996000,16.532246,16.557486,16.923136,16.359446,16.720722
76996000,16.427732,16.452944,16.815975,16.36512,16.726215
77996000,16.401,16.426144,16.788568,16.330862,16.691185
78996000,16.539246,16.564018,16.929348,16.399662,16.761368
79996000,16.757952,16.777172,17.147087,16.545326,16.91013
80996000,16.874716,16.88037,17.252394,16.65969,17.026852
81996000,16.654192,16.64207,17.009153,16.394299,16.755917
82996000,16.61311,16.592403,16.95848,16.449648,16.812574
83996000,16.605957,16.56968,16.935158,16.49772,16.86161
84996000,16.515285,16.478764,16.841955,16.460787,16.823582
85996000,16.529892,16.489271,16.852581,16.428299,16.790266
86996000,16.504366,16.454725,16.8174,16.495533,16.859108
87996000,16.467056,16.414623,16.776237,16.518652,16.882559
88996000,16.37329,16.315866,16.674913,16.454657,16.81676
89996000,16.202969,16.141071,16.496132,16.293308,16.651718
90996000,16.144514,16.094131,16.448206,16.250082,16.607588
91996000,16.232126,16.183271,16.539373,16.300547,16.65923
92996000,16.261824,16.2139,16.570591,16.323904,16.683016
93996000,16.182209,16.134306,16.489195,16.235281,16.592392
94996000,16.031654,15.990238,16.341705,16.086351,16.43993
95996000,16.111364,16.079706,16.433392,16.043703,16.396597
96996000,16.140993,16.12327,16.477953,16.084728,16.438564
97996000,16.009132,16.011948,16.363949,16.058382,16.411406
98996000,15.938448,15.964433,16.315313,15.884164,16.23328
99996000,15.843201,15.878417,16.22722,15.715318,16.06054
100996000,15.78543,15.817691,16.165667,15.705594,16.051104
101996000,15.93888,15.968675,16.319876,15.732925,16.078941
102996000,15.957041,15.986325,16.33778,15.7401495,16.086191
103996000,15.757493,15.786719,16.13367,15.651251,15.995224
