timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
11000000,-0.001135136,-0.004566953,0.000300673,-0.23818748,0.23783849,-9.947128
11004000,-0.000384431,-0.009483173,-0.002630537,-0.15203708,0.25066122,-9.929984
11012000,-0.001238002,-0.003000254,-0.000801176,-0.22550128,0.19073442,-9.920653
11016000,-0.00591291,-0.006549244,-0.001573959,-0.21520226,0.11810619,-9.973098
11020000,-0.001459016,-0.00779111,-0.001759108,-0.11420017,0.17842327,-10.040336
11024000,0.000510767,-0.013022008,-0.000554666,-0.09576932,0.26882166,-10.054569
11028000,-0.002955511,-0.014814936,-0.001226933,-0.2527488,0.26193818,-9.957731
11036000,-0.002213295,-0.005634976,-0.002837898,-0.16036868,0.18437153,-9.889233
11044000,-0.004890986,-0.003681022,0.001513846,-0.18103492,0.15624663,-9.824737
11048000,-0.002425413,-0.002112707,-0.005094866,-0.15339479,0.1526797,-9.913535
11056000,-0.004429738,-0.004455491,-0.001399885,-0.17436092,0.12870392,-9.99265
11060000,0.000119439,-0.005516361,-0.008110869,-0.14210756,0.13720791,-9.99176
11064000,0.004564626,-0.010673136,-0.006242054,-0.09104825,0.17746325,-9.869613
11072000,0.003578194,0.000853324,-0.002691359,-0.21039082,0.12194809,-9.972228
11076000,0.004735581,0.007662182,0.002101933,-0.15987624,0.17052758,-9.987218
11080000,-0.002854864,-0.000999809,0.001458272,-0.11873767,0.23529871,-9.893602
11084000,-0.004469334,-0.00562147,-0.001259698,-0.21660246,0.23934779,-9.907462
11088000,-0.004277487,-0.001454299,-0.002182951,-0.27269545,0.24258575,-9.973626
11092000,-0.008392197,-0.008405999,-0.003455104,-0.15755837,0.22647688,-9.929718
11100000,-0.002654737,-0.005313734,-0.00472541,-0.07122287,0.22979613,-9.969583
11104000,-0.00136101,-0.012002231,-0.000163828,-0.16407408,0.12927704,-9.957955
11108000,0.003732477,-0.012597835,0.006823542,-0.15182696,0.12550515,-9.90349
11116000,0.002002413,-0.007490743,-0.002108363,-0.1811392,0.18984133,-9.908444
11124000,-0.001166652,-0.000651538,-0.001020129,-0.14831713,0.22802098,-9.947321
11132000,-0.002987284,-0.001433848,0.002199672,-0.17508408,0.19483382,-9.913948
11136000,-0.000930354,-0.004255526,-0.001147792,-0.16177653,0.17026943,-9.925388
11140000,0.003758589,-0.009085097,-0.000850714,-0.14306046,0.16431066,-9.907607
11144000,0.003707453,-0.005960931,0.006542352,-0.16335371,0.2142661,-9.91043
11148000,0.001360837,-0.000826413,0.007654415,-0.2357298,0.2365096,-9.968415
11156000,-0.00528135,0.003579523,-0.001623829,-0.2227109,0.20268838,-9.956075
11160000,-8.98E-05,-0.002553135,0.003650295,-0.15001747,0.21364771,-9.904595
11168000,-0.00452224,-0.001950958,-0.00014415,-0.1743327,0.15501541,-10.019695
11172000,-0.004544057,-0.00592195,-0.003333598,-0.20604303,0.14917581,-9.959673
11176000,0.002022036,-0.005105703,-0.003471747,-0.16923094,0.21120049,-9.91641
11180000,0.003508634,-0.003737085,-0.004608397,-0.16718112,0.20697315,-9.932468
11188000,-0.007343073,-0.005119127,0.000675569,-0.10740892,0.20081325,-10.005863
11196000,-0.00037254,-0.005110545,0.003068463,-0.19556981,0.13985683,-10.030269
11204000,0.003109732,-0.006423561,-0.001305023,-0.1712489,0.15080695,-9.898391
11208000,-0.000372154,-0.007317415,-0.000190494,-0.19993578,0.17021845,-9.926444
11216000,0.006566275,-0.004682493,-0.003720875,-0.05492609,0.06172358,-10.013864
11220000,0.002489112,-0.00498431,-0.005432195,-0.09532315,0.13792716,-10.02363
11228000,-0.000741216,-0.008674985,-0.003752925,-0.18091376,0.110290825,-9.908553
11232000,-0.002517651,-0.004157031,0.000361161,-0.15661718,0.1741038,-9.952099
11236000,-0.005507836,-0.004901317,0.000590757,-0.070378274,0.16750877,-10.013152
11240000,0.00208756,-0.007735286,0.003431821,-0.10147982,0.16653487,-9.984433
11244000,-0.000305499,-0.009512091,0.001988249,-0.10147982,0.16653487,-9.984433
11248000,-0.005302467,-0.008462623,0.001079685,-0.23229216,0.21369138,-10.046371
11256000,-0.002578794,-0.0049406,0.001203369,-0.16110384,0.19685504,-9.93636
11264000,0.002937116,-0.010767729,-4.90E-05,-0.1741785,0.18755528,-9.995106
11268000,0.002777349,-0.01114592,0.006384417,-0.21663015,0.19206755,-9.848092
11272000,-0.000413119,-0.010515001,0.006234211,-0.22069044,0.21043849,-9.896503
11280000,-0.000221083,-0.002871019,0.003568623,-0.2236167,0.25698343,-9.942142
11284000,-0.003179169,-0.005543775,0.00130723,-0.1772139,0.26823556,-9.927214
11288000,-0.002460718,-0.007329551,-0.005549504,-0.24766126,0.23963441,-9.897599
11292000,-0.000630478,-0.008450352,0.000798122,-0.18316343,0.22379617,-9.925669
11296000,-0.002916797,-0.00656469,0.001596012,-0.116236635,0.24234307,-9.8868265
11300000,-0.002667558,-0.001620195,0.002029173,-0.1644158,0.20043193,-9.831652
11308000,0.002504724,0.003825726,0.000597322,-0.2262409,0.23013127,-9.9165
11312000,0.002310675,-0.007110493,0.000576515,-0.17284419,0.2432558,-9.902093
11316000,-0.005295546,-0.009865792,-0.000674351,-0.19697551,0.19125299,-9.989147
11320000,-0.005283915,-0.003935396,-0.005404185,-0.20274538,0.18463133,-9.967072
11324000,0.001485,-0.00694652,-0.000263155,-0.2140788,0.1942117,-9.889892
11328000,0.008446716,-0.009750765,-0.006388287,-0.20689882,0.14808534,-9.94208
11332000,0.009772255,-0.007426977,-0.006634196,-0.17520784,0.14154938,-9.987635
11336000,0.00526577,-0.004804106,0.00174796,-0.1569417,0.17585722,-9.938398
11340000,0.000677106,-0.002618253,0.001364587,-0.12314455,0.22244763,-9.865837
11348000,-0.008877263,-0.004556381,0.002937049,-0.25227436,0.2177618,-9.953487
11356000,0.001456188,-0.004536105,0.004436739,-0.14380936,0.19691496,-9.910556
11360000,-0.003455543,-0.009452143,0.00156703,-0.13965392,0.1958357,-9.967542
11364000,-0.000138271,-0.005384089,-0.000685834,1.1492966,0.18247032,-10.033944
11368000,-0.002532465,0.001137647,0.004499915,7.924647,0.15113705,-9.997886
11372000,-0.006119243,-4.29E-05,0.004436809,18.376894,0.18917924,-9.85707
11380000,-0.002518864,0.001223478,-0.006129929,34.86127,0.12358857,-9.971934
11384000,-0.000389685,-0.004053211,-0.003129034,40.525,0.1385452,-9.834233
11388000,0.000609776,-0.010271821,-0.000347101,44.742714,0.15305905,-9.806924
11396000,-0.0028764,-0.012774911,-0.003299708,49.721184,0.16094144,-9.9450245
11400000,-0.008387082,-0.008966791,0.000339244,50.94195,0.12610944,-9.931167
11408000,-0.005241048,-0.005976344,0.000904075,52.26363,0.15893117,-9.857114
11412000,-0.007368358,-0.008352052,-0.000820763,52.505367,0.19642125,-9.869578
11416000,-0.005398271,-0.007427595,0.00500136,52.356304,0.2240497,-9.879423
11420000,-0.00216338,-0.006502308,0.002071164,52.08018,0.22870702,-9.836708
11424000,0.001237822,-0.012084297,0.003783456,51.831985,0.17287879,-9.817262
11428000,-0.001034943,-0.007217913,0.003129464,51.57991,0.13696076,-9.864257
11436000,0.002359943,-0.005705844,-0.002033338,50.696785,0.18960215,-9.904533
11444000,0.007806307,-0.004229462,-0.000256205,49.55161,0.2387499,-9.872169
11448000,0.000841787,-0.005527146,-0.005154987,49.21714,0.2946108,-9.867179
11456000,0.003722421,-0.01027745,-0.001446616,48.330482,0.27410007,-9.796688
11460000,0.007115183,-0.007388444,0.001140369,47.667625,0.25649777,-9.845342
11468000,0.001646744,-0.005350738,-0.004420801,46.577705,0.15991592,-9.859077
11472000,-0.005256586,-0.01032915,0.000170043,46.255116,0.15273975,-9.822979
11480000,-0.001559349,-0.009982995,-0.00619662,45.263405,0.21652961,-9.884831
11484000,-0.004286673,-0.01299025,-0.003777986,44.782696,0.15015471,-9.914988
11492000,-0.004785756,-0.014837565,0.002012704,43.98497,0.12102412,-9.810716
11496000,-0.001588387,-0.007893012,0.000407517,43.53098,0.12640037,-9.877169
11504000,-0.007108624,-0.006762674,-0.001187432,42.63175,0.1866025,-9.868893
11512000,-0.000773898,-0.004975557,-0.004922031,41.9653,0.17385879,-9.825802
11516000,-0.003193392,-0.005665974,0.002308259,41.618557,0.19914669,-9.847546
11520000,-0.001164528,-0.007135584,0.002698556,41.121227,0.26424736,-9.861387
11524000,0.006836148,-0.0021336,-2.92E-05,40.61714,0.2128732,-9.856661
11528000,0.0058212,-0.001799731,0.003240171,40.300682,0.2075749,-9.817725
11532000,0.00320314,-0.00617159,-0.00179838,40.067226,0.2730344,-9.899443
11536000,0.001717656,-0.009701693,-0.002359417,39.607914,0.23157246,-9.90023
11540000,0.001914433,-0.007015141,0.001717262,39.113247,0.19554563,-9.827335
11548000,-0.003758388,-0.00064422,0.004936077,38.31517,0.25200015,-9.818892
11552000,-0.000543495,-0.005668805,0.004385351,38.04939,0.2544918,-9.888057
11556000,0.002261084,-0.011390862,0.001303055,37.693176,0.26822144,-9.894599
11560000,0.000815334,-0.011835302,-0.001674212,37.256966,0.2772203,-9.859795
11564000,-0.002921506,-0.007641972,0.004292965,36.87736,0.21351354,-9.881756
11568000,0.001349222,-7.79E-05,0.004848999,36.50601,0.13412037,-9.875465
11576000,-0.002667456,-0.007216838,-0.00666098,35.817318,0.17488638,-9.800943
11580000,-0.007325817,-0.008523272,-0.007468283,35.372173,0.15014859,-9.892203
11588000,-0.009118235,-0.007342273,-0.000310548,34.48706,0.17059335,-9.8486595
11592000,-0.001422468,-0.010814981,0.002224461,34.331764,0.17445946,-9.861872
11600000,0.002157459,-0.001643097,-0.000749675,33.723167,0.15059087,-9.838162
11604000,0.001038365,-0.005397483,-0.002625496,33.25412,0.12800767,-9.824507
11608000,-0.002499508,-0.004471181,-0.005650796,32.85285,0.19189054,-9.8637295
11612000,-0.002514608,-0.004166481,-0.001137028,32.645485,0.21086884,-9.839844
11616000,-0.001514328,-0.008194696,0.00233997,32.469616,0.1683824,-9.891286
11620000,0.000294796,-0.004668946,0.003518967,32.171963,0.17595321,-9.955683
11628000,-0.00272032,-0.009315465,-0.000691332,31.42447,0.16087915,-9.786561
11636000,-0.001915148,-0.008518427,0.002292548,30.96197,0.15822516,-9.890414
11640000,0.00150538,-0.010618965,0.008356037,30.790365,0.13002326,-9.835734
11644000,0.000997504,-0.004985805,0.007246226,30.432207,0.2220625,-9.775379
11648000,-0.002461153,-0.004717254,0.004227363,29.999836,0.20171948,-9.84508
11652000,-0.004531688,-0.004994788,-0.001556852,29.7235,0.105007395,-9.821588
11660000,0.00088462,-0.000647185,-0.002816854,29.39926,0.16973352,-9.909403
11664000,0.00469902,-0.01403287,0.000526119,29.071304,0.1942545,-9.917085
11668000,0.002301432,-0.015229902,0.003910439,28.752975,0.18954805,-9.839074
11672000,-0.001216989,-0.007611216,-0.00132721,28.475151,0.15494712,-9.87456
11676000,0.001253064,-0.00477206,-0.00299981,28.281542,0.1827802,-9.89797
11680000,0.001693877,-0.000811016,0.001123068,28.09638,0.19755006,-9.776066
11684000,-0.000405229,-0.004444378,0.002698954,27.79159,0.18433143,-9.818974
11688000,-0.006132789,-0.006285514,0.005945989,27.450523,0.2142468,-9.956378
11692000,-0.004789448,0.000907325,0.009702771,27.22364,0.18216541,-9.981278
11696000,0.004211702,0.002274812,0.005003879,27.084997,0.13471587,-9.930315
11704000,-0.002332583,-0.003745408,-0.006242602,26.52003,0.16625378,-9.868905
11708000,0.000692283,-0.00399464,-0.006692337,26.199512,0.16047984,-9.874919
11712000,-0.004778024,-0.0038225,0.002156319,25.939466,0.15573041,-9.897517
11716000,-0.004363026,-0.006860964,0.006847562,25.82721,0.1609808,-9.847699
11720000,-0.000968938,-0.002607737,0.001725654,25.661715,0.16146994,-9.887608
11728000,0.002819728,-0.00658353,-0.000167455,24.949705,0.14585459,-9.9419365
11736000,-0.001385845,-0.001553469,0.001495694,24.485521,0.1334902,-9.879718
11744000,-0.006460758,-0.010171532,-0.000855897,24.152842,0.18106559,-9.869795
11748000,-0.005106073,-0.007714988,0.006715726,23.911343,0.036757924,-9.849459
11752000,0.003947272,-0.001295328,0.008435726,23.658548,0.021754343,-9.884915
11756000,0.002925439,-0.003842696,0.006935734,23.43709,0.12688686,-9.917865
11760000,-0.001225772,-0.004999939,0.005193899,23.273638,0.064877145,-9.838953
11764000,0.002198368,-0.004539271,0.01262195,23.085157,0.066880636,-9.826877
11768000,0.007387356,-0.002050313,0.021690255,22.83291,0.06744086,-9.860508
11776000,0.002738616,-0.001491993,0.014174921,22.410505,0.118221216,-9.926516
11780000,0.004816437,-0.003135133,0.015692951,22.324736,0.11257488,-9.879886
11784000,0.005294554,-0.00756654,0.018558294,22.244585,0.0894475,-9.865382
11788000,0.001725632,-0.003878246,0.021027328,21.964788,0.11773312,-9.929873
11796000,0.006682158,-0.003448317,0.013539858,21.530373,0.00921727,-9.993607
11800000,0.006104747,-0.001520807,0.01645748,21.421638,0.005982226,-9.97038
11804000,-0.00157777,-0.002900517,0.024058525,21.325657,0.030085634,-9.9089985
11808000,-0.003883269,-0.002215027,0.02659011,21.144901,0.025939392,-9.824433
11812000,-0.002146011,-0.004401438,0.032605432,20.962027,-0.018146044,-9.846753
11816000,-0.002081947,-0.007092971,0.03600777,20.72657,-0.08038274,-9.784775
11820000,-0.001533244,-0.00726729,0.02864128,20.577467,0.015881265,-9.846369
11824000,-0.000785623,-0.009890911,0.03371734,20.507118,0.09821956,-9.927075
11832000,0.000550512,-0.008777358,0.051850963,20.447664,-0.3994062,-10.182386
11836000,0.009346035,-0.014497011,0.06734936,20.510984,-0.75416213,-10.376732
11844000,0.024581797,-0.018753441,0.100197114,20.267618,-0.5842228,-10.425691
11852000,0.03790523,-0.020087708,0.12978087,19.770521,-0.662278,-10.548295
11856000,0.041845556,-0.02360237,0.14888035,19.526482,-0.59513086,-10.496412
11860000,0.05210552,-0.022940692,0.15872818,19.400919,-0.5530552,-10.492752
11868000,0.06144718,-0.032244354,0.18516164,19.050158,-0.41205627,-10.459302
11876000,0.07282405,-0.042655278,0.21047856,18.653511,-0.428045,-10.515559
11880000,0.076000735,-0.04311301,0.22491316,18.51387,-0.4236706,-10.605216
11888000,0.09717315,-0.04865425,0.24542093,18.280346,-0.33351326,-10.502427
11896000,0.107926354,-0.06138449,0.2587787,17.737122,-0.31840008,-10.517725
11900000,0.12132144,-0.06108362,0.26680723,17.71142,-0.3021224,-10.492646
11904000,0.11952827,-0.05825305,0.26814413,17.56047,-0.2340649,-10.457853
11912000,0.1345803,-0.060681295,0.27772173,17.213575,-0.1797494,-10.268484
11916000,0.14411388,-0.05398259,0.2816061,17.06821,-0.16661535,-10.227819
11920000,0.14926492,-0.059431627,0.293564,16.884548,-0.12519598,-10.322241
11924000,0.15909657,-0.061627336,0.2960436,16.709581,-0.1632046,-10.392169
11928000,0.16825077,-0.05569271,0.2931839,16.635511,-0.1258422,-10.350855
11936000,0.1858665,-0.051283788,0.2881597,16.254547,-0.092851825,-10.209215
11940000,0.18344127,-0.049371623,0.29620633,16.173231,-0.06692342,-10.215288
11944000,0.19513236,-0.051925093,0.2982645,16.16637,-0.06093066,-10.31277
11948000,0.20799872,-0.049565434,0.29069582,16.06893,0.06288764,-10.286198
11952000,0.20647074,-0.047629885,0.28211242,15.893249,0.11009539,-10.172987
11960000,0.22282478,-0.038021274,0.27909955,15.535217,0.050665602,-10.235534
11964000,0.22959363,-0.03227171,0.27759603,15.535217,0.050665602,-10.235534
11968000,0.23761672,-0.03537631,0.26935053,15.385344,0.192172,-10.199701
11976000,0.24266386,-0.032415897,0.24493271,14.98547,0.11636155,-10.22021
11980000,0.2466406,-0.028990367,0.23617782,14.799687,0.09025106,-10.263997
11984000,0.25442305,-0.020295419,0.23259065,14.770818,0.06690748,-10.240376
11988000,0.26102686,-0.023612149,0.2262187,14.692679,0.15314415,-10.132708
11992000,0.26852363,-0.024663538,0.21571405,14.487395,0.16439344,-10.184326
11996000,0.27681026,-0.018879708,0.20405678,14.250406,0.065663874,-10.272415
12000000,0.2841191,-0.016985595,0.19721131,14.062507,0.08176356,-10.260181
12004000,0.28813958,-0.017162526,0.18826637,13.947984,0.19951916,-10.251456
12008000,0.28935903,-0.011687189,0.16588637,13.894298,0.24382557,-10.201565
12012000,0.29670608,-0.011588709,0.15662187,13.74379,0.29476166,-10.198183
12020000,0.30798566,-0.007433405,0.13271445,13.487804,0.18099971,-10.141295
12024000,0.3151232,-0.0101274,0.12813699,13.387061,0.27862597,-10.142043
12028000,0.32145518,-0.008057077,0.11582772,13.350972,0.4043325,-10.16253
12032000,0.32433498,-0.003195504,0.10418917,13.207952,0.4600476,-10.186445
12040000,0.3267831,-0.005508313,0.073190786,12.940763,0.4520715,-10.084115
12044000,0.33341074,-0.00295874,0.061045628,12.838505,0.54675233,-10.120784
12048000,0.3377897,-0.004099772,0.0489451,12.722068,0.652359,-10.152048
12052000,0.3334864,5.36E-05,0.033866268,12.577233,0.5618218,-10.164446
12060000,0.33918652,-0.006929691,0.019884989,12.334975,0.6383826,-10.061375
12068000,0.33727425,-0.006614761,-0.00529194,12.2360325,0.69384885,-10.195981
12072000,0.34016132,-0.009512967,-0.020000188,12.174838,0.70990014,-10.188325
12076000,0.34887192,-0.006306023,-0.03775995,11.946961,0.710748,-10.223916
12080000,0.34844446,-0.008373344,-0.05084176,11.770064,0.75460875,-10.210261
12088000,0.3536063,-0.015433964,-0.067127205,11.627807,0.8031206,-10.089925
12092000,0.34523278,-0.01755877,-0.07217249,11.549878,0.8157275,-10.122792
12096000,0.34804213,-0.016374948,-0.08124408,11.348807,0.76682794,-10.181394
12100000,0.35084856,-0.018659417,-0.094667174,11.23552,0.759097,-10.085124
12108000,0.35448802,-0.026841408,-0.122325554,10.88775,0.76166445,-10.065528
12112000,0.34970322,-0.027617842,-0.12051463,10.852612,0.73596704,-10.046138
12116000,0.34437317,-0.034192402,-0.12769806,10.688557,0.7030748,-10.120108
12120000,0.34720793,-0.030691547,-0.14255439,10.569379,0.6536359,-10.048704
12124000,0.3517091,-0.025563078,-0.15329067,10.399815,0.62399703,-9.991484
12132000,0.34564134,-0.029674215,-0.16690841,10.214037,0.6939017,-10.000402
12136000,0.34627742,-0.03829142,-0.17371865,10.00189,0.65098023,-10.015424
12140000,0.35384706,-0.035361152,-0.17332318,9.876632,0.6025222,-9.943114
12144000,0.35255483,-0.031315442,-0.179763,9.771777,0.50795937,-9.926748
12148000,0.34824657,-0.033177055,-0.1871505,9.651347,0.42766112,-9.977209
12156000,0.341403,-0.041213993,-0.20713769,9.384131,0.42972246,-9.96773
12160000,0.33588576,-0.03288516,-0.21027836,9.264583,0.3214216,-10.00869
12168000,0.33440825,-0.04729836,-0.2145619,8.970276,0.2331672,-9.878452
12172000,0.3310307,-0.043188196,-0.21263108,8.863927,0.1927942,-9.890455
12176000,0.3295568,-0.042457618,-0.21669179,8.801678,0.17434587,-9.933699
12180000,0.32363135,-0.048197504,-0.22428073,8.636951,0.19672316,-9.919842
12184000,0.32014346,-0.04932537,-0.22602618,8.412958,0.17468648,-9.909481
12188000,0.3223688,-0.045238685,-0.22569942,8.313906,0.10061996,-9.839536
12196000,0.3211529,-0.043656938,-0.22987682,8.275017,0.118915625,-9.737167
12200000,0.31570452,-0.049595874,-0.23141474,8.182979,0.028928988,-9.731007
12204000,0.31255856,-0.052611824,-0.2340423,7.951417,-0.11879181,-9.79469
12208000,0.31359103,-0.051581625,-0.23827815,7.85863,-0.16735785,-9.762147
12216000,0.30992725,-0.051533204,-0.23146124,7.7748384,-0.10930767,-9.702311
12220000,0.30810583,-0.04731982,-0.23008153,7.549341,-0.08602777,-9.672374
12224000,0.30284548,-0.043702543,-0.23325554,7.431192,-0.29685923,-9.7434225
12228000,0.29304227,-0.03938083,-0.23258191,7.4221573,-0.3251221,-9.773201
12232000,0.29320598,-0.031782836,-0.2285179,7.3546014,-0.26454705,-9.830872
12240000,0.2908787,-0.030960757,-0.23075636,7.1265473,-0.32894745,-9.656355
12244000,0.28705978,-0.027793936,-0.23547068,7.0466647,-0.3661414,-9.635313
12248000,0.28690127,-0.027045691,-0.23623297,7.0262847,-0.38155258,-9.681044
12252000,0.2839344,-0.032009404,-0.22549608,7.0302143,-0.4046189,-9.74491
12256000,0.280668,-0.0228341,-0.2210885,6.89783,-0.41610497,-9.783545
12260000,0.27770492,-0.01356273,-0.21391429,6.808904,-0.45723227,-9.737169
12268000,0.2814605,-0.009340307,-0.20446545,6.7071505,-0.40143523,-9.63059
12276000,0.26354364,-0.005421476,-0.20022684,6.520527,-0.42829576,-9.66426
12280000,0.266642,-0.006200597,-0.19525018,6.4666767,-0.45966476,-9.689305
12284000,0.2682375,-0.004867144,-0.18734847,6.4291463,-0.47409585,-9.660318
12288000,0.26606962,-0.002320193,-0.18205622,6.3633223,-0.47144994,-9.662966
12292000,0.26742116,0.006942223,-0.17999683,6.2799416,-0.39462912,-9.658419
12300000,0.26393,0.011117575,-0.16539223,6.1391535,-0.42410445,-9.67714
12304000,0.26397026,0.012042277,-0.16173907,6.053363,-0.4328642,-9.697655
12308000,0.26129913,0.001323135,-0.13058123,4.7869782,-1.760088,-10.680322
12312000,0.24869858,-0.015695741,-0.08531963,4.6913147,-1.784913,-10.75175
12316000,0.24546066,-0.015034415,-0.07297395,5.7622333,-0.6551507,-9.84936
12320000,0.24896522,-0.010626561,-0.073761724,5.708565,-0.6817289,-9.898014
12324000,0.2479484,-0.012333185,-0.06215863,5.598895,-0.6609694,-9.875363
12328000,0.24243943,-0.01820606,-0.056705806,5.4565673,-0.70636636,-9.84916
12332000,0.23644352,-0.014924318,-0.048642557,5.390379,-0.7065769,-9.839738
12336000,0.23835525,-0.009811565,-0.035628878,5.4150267,-0.6733537,-9.834456
12344000,0.23268834,-0.00065377,-0.006875245,5.3395696,-0.58907115,-9.8438225
12352000,0.23378527,-0.009655974,0.008753398,5.1877713,-0.66325253,-9.859853
12360000,0.23191307,0.003918222,0.031864963,5.1841903,-0.6307219,-9.91102
12368000,0.22904162,0.003081873,0.053322636,5.099332,-0.59673905,-9.917214
12372000,0.23604979,0.003287078,0.060015682,5.0295997,-0.50193083,-9.96088
12380000,0.22801468,0.011351452,0.08261075,4.86626,-0.51606804,-10.043397
12384000,0.2235761,0.011553517,0.097208045,4.862327,-0.4481216,-10.068336
12388000,0.22031648,0.020584933,0.10493696,4.8408685,-0.4760737,-10.093647
12396000,0.21895692,0.025813555,0.11547619,4.8120966,-0.35200813,-10.106071
12400000,0.21956983,0.032300163,0.124874696,4.8133674,-0.33929148,-10.192946
12404000,0.22050485,0.039005503,0.1298915,4.762725,-0.30778044,-10.263351
12408000,0.21475023,0.04754173,0.1392976,4.609108,-0.25629354,-10.333616
12416000,0.21283194,0.05510758,0.14575332,4.4959016,-0.24503513,-10.321377
12424000,0.20716879,0.07249182,0.15077181,4.533622,-0.103890255,-10.404958
12432000,0.20881103,0.09250553,0.16214511,4.413051,-0.05983631,-10.510956
12436000,0.2061267,0.09923312,0.16044283,4.413578,-0.062176436,-10.587703
12440000,0.20368642,0.108784065,0.15667556,4.259395,-0.08759215,-10.667465
12448000,0.20746382,0.12023347,0.16208884,4.113837,-0.04631526,-10.938002
12456000,0.1966006,0.1440313,0.15209104,4.0576673,-0.05406394,-11.159479
12464000,0.19635229,0.14612398,0.1539152,3.9908583,0.059117667,-11.357616
12468000,0.19870391,0.15232931,0.15674019,3.918466,0.038401358,-11.458655
12472000,0.19453728,0.16283675,0.15771626,3.8232028,0.062016644,-11.5414
12476000,0.18640217,0.17594564,0.15220176,3.733792,0.030395763,-11.687458
12484000,0.18577999,0.17898908,0.1524683,3.6204207,0.05345045,-11.911054
12488000,0.1880753,0.18401499,0.15187551,3.5978901,0.039384924,-12.046388
12496000,0.18175568,0.19790605,0.13968301,3.5261796,-0.029825479,-12.309411
12504000,0.18809141,0.20037968,0.13984895,3.3634405,0.040836893,-12.625754
12508000,0.1839319,0.20636784,0.13429043,3.2457922,0.070374526,-12.63732
12516000,0.17448834,0.22403596,0.13107519,3.217801,0.09898749,-12.95328
12520000,0.17239,0.2286741,0.12521312,3.134324,0.094305806,-13.000629
12524000,0.17328264,0.23354578,0.1248945,3.0730715,0.120560676,-13.096896
12528000,0.17400904,0.22810826,0.12115456,3.0701077,0.07764746,-13.182649
12532000,0.17093627,0.22834449,0.116607755,3.065122,0.08405095,-13.235733
12540000,0.16865055,0.23955148,0.109244816,2.8734474,0.16693357,-13.530083
12544000,0.16637436,0.23858042,0.10329942,2.8236434,0.10804972,-13.585906
12548000,0.16306825,0.23817982,0.09488155,2.8489017,0.13907705,-13.677423
12552000,0.16237098,0.24109478,0.09493208,2.8580084,0.15513492,-13.803481
12560000,0.16143924,0.24947949,0.08964573,2.746456,0.122421056,-13.938904
12564000,0.1514233,0.24595839,0.08792254,2.680989,0.07876026,-13.976114
12568000,0.15011151,0.24156523,0.08355953,2.632847,0.073366575,-14.088413
12576000,0.15769376,0.2515614,0.073431976,2.5569165,0.047409605,-14.197102
12580000,0.15133522,0.24881147,0.06958001,2.6202927,0.12339346,-14.26635
12584000,0.15187085,0.25061122,0.061612632,2.6067104,0.13708209,-14.48656
12588000,0.14604937,0.24625571,0.058038022,2.56437,0.13804306,-14.547965
12592000,0.14227156,0.23963547,0.054982703,2.5419905,0.13214865,-14.510676
12596000,0.142004,0.2435657,0.05351552,2.4689188,0.10306259,-14.599675
12600000,0.1402933,0.24637094,0.051548783,2.3903759,0.15341131,-14.668654
12604000,0.14088486,0.23993789,0.04744014,2.3569427,0.13508761,-14.651884
12608000,0.14281578,0.2340943,0.045131877,2.4014277,0.11632325,-14.6575985
12612000,0.14500675,0.23296681,0.044164356,2.3795307,0.12346336,-14.714295
12616000,0.1402212,0.23350884,0.043949068,2.3463755,0.060379416,-14.804797
12624000,0.13309745,0.2306852,0.03598178,2.1865354,0.06663386,-14.780324
12628000,0.13162553,0.2271908,0.034011435,2.2309349,0.04282474,-14.804156
12632000,0.13605303,0.2193878,0.034334913,2.2254353,0.006446634,-14.781767
12640000,0.124962024,0.2235513,0.017679604,2.1506233,0.014399944,-14.808372
12644000,0.12315194,0.21905954,0.021585608,2.1159484,-0.018078145,-14.8297
12652000,0.12326674,0.21440238,0.011555116,2.126468,0.123401314,-14.866923
12660000,0.118370675,0.21063957,0.009536587,2.12271,-0.008182461,-14.777022
12664000,0.11724499,0.20937711,0.013305085,2.0329547,-0.009303388,-14.806793
12668000,0.11577662,0.20178187,0.01057228,2.0132842,0.021091158,-14.813777
