timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
6248000,2,-1,0,11,0,0,1,0,0,0,0,0,0,0
11284000,2,-1,0,11,0,0,1,0,0,0,0,0,0,0
23936000,2,0,1,11,0,0,1,0,0,0,0,0,0,0
32616000,2,1,2,11,0,0,1,0,0,0,0,0,0,0
50536000,2,2,3,11,0,0,1,0,0,0,0,0,0,0
67452000,2,3,4,11,0,0,1,0,0,0,0,0,0,0
109728000,2,4,5,11,0,0,1,0,0,0,0,0,0,0
109784000,2,5,6,11,0,0,1,0,0,0,0,0,0,0
109792000,2,6,7,11,0,0,1,0,0,0,0,0,0,0
109840000,2,7,8,11,0,0,1,0,0,0,0,0,0,0
109896000,2,8,9,11,0,0,1,0,0,0,0,0,0,0
126079999,2,9,10,11,0,0,1,0,0,0,0,0,0,0
187288000,2,10,10,11,0,0,1,0,1,0,0,0,0,0
187772000,3,-1,0,11,0,0,1,0,0,0,0,0,0,0
