timestamp,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature
10996000,-1.5566509,-1.5566509,12.404602
11980000,206.04012,206.04012,12.404572
12988000,330.6748,330.6748,12.400696
13996000,317.10547,317.10547,12.375183
14980000,289.38495,289.38495,12.33017
15988000,263.1208,263.1208,12.285095
16996000,254.26462,254.26462,12.248718
17980000,248.30373,248.30373,12.215759
18988000,242.9456,242.9456,12.183105
19996000,235.4692,235.4692,12.151398
20980000,232.69624,232.69624,12.121521
21992000,230.3799,230.3799,12.091827
22996000,222.88805,222.88805,12.0625
23980000,175.31454,175.31454,12.043121
24992000,225.4949,225.4949,12.035828
25996000,233.08032,233.08032,12.0182495
26980000,233.07204,233.07204,11.99411
27988000,235.52527,235.52527,11.964325
28996000,229.26349,229.26349,11.931274
29979999,222.92581,222.92581,11.896149
30988000,219.14893,219.14893,11.860504
31996000,217.29422,217.29422,11.827972
32980000,214.10641,214.10641,11.798676
33988000,206.6915,206.6915,11.764648
34996000,155.47658,155.47658,11.735168
35980000,145.93579,145.93579,11.727325
36988000,151.51208,151.51208,11.734711
37996000,163.84288,163.84288,11.746674
38980000,169.88907,169.88907,11.75592
39988000,168.77711,168.77711,11.759338
40996000,165.19418,165.19418,11.759857
41980000,165.06052,165.06052,11.75946
42988000,159.82076,159.82076,11.758881
43996000,158.67764,158.67764,11.75824
44980000,155.5243,155.5243,11.757751
45992000,155.68591,155.68591,11.757385
46996000,152.90114,152.90114,11.75705
47980000,152.86794,152.86794,11.756744
48988000,151.39407,151.39407,11.756409
49996000,150.40472,150.40472,11.756012
50980000,160.97742,160.97742,11.75592
51988000,191.36194,191.36194,11.753021
52996000,154.34758,154.34758,11.748749
53980000,136.22458,136.22458,11.7547
54988000,141.63792,141.63792,11.772766
55996000,151.28369,151.28369,11.7951355
56980000,157.69104,157.69104,11.81543
57988000,158.28642,158.28642,11.8341675
58996000,159.66623,159.66623,11.852112
59980000,161.52277,161.52277,11.869843
60988000,165.66977,165.66977,11.888397
61996000,164.80112,164.80112,11.907349
62980000,170.08176,170.08176,11.926178
63988000,172.67978,172.67978,11.945679
64996000,175.12093,175.12093,11.965485
66004000,178.82236,178.82236,11.985718
66988000,181.47609,181.47609,12.005859
67996000,181.99797,181.99797,12.0252075
69004000,176.52945,176.52945,12.03595
69988000,174.29494,174.29494,12.043457
70996000,167.38113,167.38113,12.049652
71980000,165.98878,165.98878,12.054565
72988000,162.72002,162.72002,12.059265
73996000,164.58232,164.58232,12.06366
75004000,164.75673,164.75673,12.067352
75988000,167.40552,167.40552,12.070099
76996000,165.9717,165.9717,12.0720825
78004000,165.9493,165.9493,12.073395
78988000,167.54733,167.54733,12.074371
79996000,172.00772,172.00772,12.074951
81004000,175.6449,175.6449,12.075012
81988000,169.8843,169.8843,12.074005
82996000,168.0182,168.0182,12.072968
84004000,169.00044,169.00044,12.073914
84988000,167.06223,167.06223,12.076355
85996000,166.04233,166.04233,12.077087
87004000,167.57283,167.57283,12.076691
87988000,166.08794,166.08794,12.077393
88996000,166.07469,166.07469,12.079407
89980000,160.80342,160.80342,12.080872
90988000,159.64526,159.64526,12.080383
91996000,161.38269,161.38269,12.080017
93004000,159.8043,159.8043,12.081329
93988000,160.39165,160.39165,12.083435
94996000,157.42104,157.42104,12.083862
96004000,157.13875,157.13875,12.082489
96988000,159.57564,159.57564,12.08194
97996000,158.23032,158.23032,12.08316
99004000,155.81346,155.81346,12.084686
99988000,153.7418,153.7418,12.084137
100996000,153.7461,153.7461,12.082581
102004000,153.58357,153.58357,12.082336
102988000,155.95914,155.95914,12.083557
103996000,152.83223,152.83223,12.084473
104980000,149.69339,149.69339,12.08316
105988000,149.82506,149.82506,12.08136
106996000,149.1821,149.1821,12.081146
108004000,150.39188,150.39188,12.082428
108988000,147.63443,147.63443,12.083069
109996000,143.37889,143.37889,12.081665
111004000,140.76671,140.76671,12.082092
111988000,147.85744,147.85744,12.084564
112996000,150.75136,150.75136,12.087433
114004000,154.9111,154.9111,12.089264
114988000,153.48618,153.48618,12.088776
115996000,145.5257,145.5257,12.085419
117004000,141.36673,141.36673,12.082153
117988000,140.12253,140.12253,12.080353
119000000,136.81325,136.81325,12.079651
120004000,136.96777,136.96777,12.07959
120988000,136.29077,136.29077,12.079651
121996000,134.69376,134.69376,12.079681
122980000,136.86691,136.86691,12.079681
123988000,134.48607,134.48607,12.079651
124995999,135.06335,135.06335,12.07962
126004000,137.37494,137.37494,12.079895
126988000,127.49235,127.49235,12.079834
127995999,115.37212,115.37212,12.081787
129004000,107.80657,107.80657,12.085419
129988000,103.35337,103.35337,12.088715
130995999,101.07025,101.07025,12.09198
132004000,104.46158,104.46158,12.094299
132988000,102.355194,102.355194,12.095276
133996000,99.88743,99.88743,12.095123
135004000,97.99525,97.99525,12.094391
135988000,94.39851,94.39851,12.093658
136996000,91.491615,91.491615,12.093018
138004000,88.70728,88.70728,12.092346
138988000,88.46781,88.46781,12.091644
139996000,90.28446,90.28446,12.09079
141004000,85.9491,85.9491,12.089874
141988000,84.08371,84.08371,12.088959
