timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius
12056000,0,-0.21367326,1.5681937,1.5737087,0.38801226,289.4084,56.442413
12536000,0,-0.06735496,1.5698378,1.5738187,0.34350908,279.02557,65.67542
13040000,0,0.07016161,1.5643656,1.5723658,0.71761405,267.26553,67.05137
13544000,0,0.2157389,1.5456237,1.56746,1.9400613,255.52888,65.89821
14048000,0,0.34906584,1.5186799,1.5603571,3.5880706,244.16582,63.665123
14552000,-0.41180336,0.34906584,1.524201,1.5507941,2.222964,233.33963,61.539864
15056000,-0.41711792,0.26520067,1.4766032,1.5384096,4.8803005,222.86037,58.355667
15560000,-0.38635078,0.2038932,1.4433392,1.5289048,6.68252,212.89867,57.249958
16040000,-0.3269945,0.20649356,1.4277033,1.5227942,7.629621,203.2997,57.695488
16544000,-0.25024444,0.20784129,1.4184597,1.5180103,8.162792,193.08652,57.729973
17048000,-0.17925496,0.20858188,1.4160444,1.5151006,8.268404,182.88239,57.50462
17552000,-0.12314001,0.2093731,1.4210467,1.5143018,7.949864,172.72166,57.261395
18056000,-0.08044275,0.21057682,1.4335656,1.5160067,7.2071733,162.61745,57.006912
18560000,-0.05796722,0.21204557,1.4461716,1.5179378,6.4644814,152.56903,56.74991
19040000,-0.04759289,0.213803,1.459036,1.5203736,5.7149763,143.0509,56.515625
19544000,-0.044027586,0.21610728,1.4718707,1.5229214,4.9722853,133.11258,56.282467
20048000,-0.05322005,0.21862987,1.4772959,1.522568,4.650338,123.21829,56.068752
20552000,-0.060499504,0.22179799,1.4827576,1.5221536,4.328392,113.36637,55.853203
21056000,-0.063865565,0.22551595,1.4882253,1.5216609,4.0064454,103.56194,55.611576
21560000,-0.06339605,0.22949938,1.4937776,1.5210655,3.684499,93.78927,55.40227
22040000,-0.059971496,0.23369531,1.4993994,1.5205259,3.3591456,84.51929,55.16376
22544000,-0.06681312,0.23824465,1.4973005,1.5142016,3.457944,74.82652,54.89763
23048000,-0.060895953,0.14832574,1.5021768,1.5122261,3.1359975,65.17502,53.95573
23552000,-0.052402858,0.012716112,1.5054207,1.509911,2.8106441,55.90456,51.21158
24056000,-0.23837747,0.018131489,0.7707359,0.23973803,-46.9236,186.39972,49.43191
24560000,-0.78843564,0.18933555,0.763335,0.19216813,-37.80302,184.00269,53.862167
25040000,-0.85924596,0.22481911,0.5244502,0.14414082,-28.670008,181.2141,55.847088
25544000,-0.8551412,0.24162829,0.33456168,0.093812354,-19.186625,177.14197,56.07507
26048000,-0.8153768,0.25251424,0.17081447,0.04556057,-10.323193,171.58817,55.9809
26552000,-0.71489525,0.26108548,0.046173327,0.005933956,-3.3879771,164.44958,55.73391
27056000,-0.5448066,0.2678397,-0.043802246,-0.025089033,1.6252346,155.88109,55.762768
27560000,-0.3297256,0.27325234,-0.086937115,-0.04224117,4.040557,146.41818,55.94668
28040000,-0.14966461,0.27732158,-0.10117169,-0.049855907,4.8283143,137.0907,55.876038
28544000,-0.013072367,0.28045774,-0.09254396,-0.048568036,4.320234,127.290695,55.520992
29048000,0.053536683,0.28231192,-0.07813026,-0.044301234,3.4866412,117.59844,54.96397
29552000,0.07666273,0.28307173,-0.057316404,-0.036100417,2.3213198,108.04467,54.4261
30055999,-0.041930307,0.28333727,-0.02976365,-0.029763648,48.452194,98.585884,54.002262
30560000,-0.38409594,0.28377587,-0.021924125,-0.021924125,39.09816,89.200226,53.66711
31040000,-0.5701643,0.28483734,-0.012181419,-0.012181418,30.175018,80.30138,53.522114
31544000,-0.7095165,0.28698283,0.009190966,0.009190966,20.84021,71.03015,53.48514
32048000,-0.7692115,0.29021603,0.047274385,0.04727438,11.99881,62.045376,53.432518
32552000,-0.16324319,0.29427525,0.12897612,0.12722038,-7.61887,53.875965,53.228405
33056000,0.6284381,0.29860777,0.78540784,1.4074482,45.386723,279.1962,52.61229
33560000,0.87266463,0.30061507,0.78540784,1.43705,37.751575,283.17593,51.711315
34040000,0.87266463,0.25693086,0.9435509,1.4653215,30.116425,285.98386,51.31294
34544000,0.87266463,0.072517104,1.1055522,1.4953213,21.632923,286.89236,48.218773
35048000,0.8596407,0.021617759,1.2829788,1.5248048,13.149424,285.96866,46.32357
35552000,0.83565897,-0.000537015,1.4495087,1.5513326,5.5142746,283.49823,45.57609
36056000,0.8036304,-0.00303695,1.5988382,1.5753285,-1.272525,279.53064,45.38554
36560000,0.74354535,0.005009653,1.7297794,1.5971109,-7.210974,274.03296,45.54854
37040000,0.63066113,0.01758678,1.8126369,1.6120193,-11.028549,267.4779,46.050148
37544000,0.4389241,0.03163817,1.8456669,1.619786,-12.72525,259.6068,46.883583
38048000,0.21084636,0.046024133,1.8404298,1.6214364,-12.72525,251.27156,47.771374
38552000,-0.003836799,0.057726786,1.8007841,1.6162225,-11.028549,242.84421,48.37813
39056000,-0.1358127,0.06519823,1.7555106,1.6087664,-8.907675,234.47237,48.499405
39560000,-0.19795631,0.06812382,1.7029003,1.5989366,-6.362625,226.15862,48.304165
40040000,-0.20381413,0.06970478,1.6590749,1.5902271,-4.24175,218.23038,48.1121
40544000,-0.17596652,0.07136151,1.6239247,1.5829028,-2.54505,209.84525,47.926365
41048000,-0.13433717,0.07180844,1.5974549,1.577098,-1.272525,201.40935,47.739887
41552000,-0.090557694,0.07152485,1.5797094,1.5729809,-0.424175,192.9559,47.59126
42056000,-0.05061642,0.07211401,1.5707964,1.5707842,0,184.49272,47.495453
42560000,-0.015151219,0.0719585,1.5707964,1.5707848,0,176.04605,47.370243
43040000,0.004013556,0.0717159,1.5707964,1.5707853,0,168.02834,47.24127
43544000,0.011984172,0.071097516,1.5707964,1.5707859,0,159.63976,47.127205
44048000,0.01179451,0.07077888,1.5707964,1.5707864,0,151.27568,47.024933
44552000,0.008119972,0.07098147,1.5707964,1.570787,0,142.94902,46.89828
45056000,0.004331081,0.07050092,1.5707964,1.5707875,0,134.64798,46.772472
45560000,0.01291799,0.070217125,1.5798819,1.5741463,-0.424175,126.367165,46.68735
46040000,0.0099306,0.070632584,1.5798928,1.5743681,-0.424175,118.49491,46.631912
46544000,0.005472605,0.07099119,1.5799125,1.5746326,-0.424175,110.24738,46.530563
47048000,0.001978985,0.07112335,1.57993,1.5749525,-0.424175,102.01802,46.441654
47552000,-0.011399031,0.0707653,1.5707964,1.5707902,0,93.81036,46.340065
48056000,-0.009541004,0.07093672,1.5707964,1.5707908,0,85.61898,46.283035
48560000,-0.006078485,0.071619354,1.5707964,1.5707912,0,77.441284,46.18714
49040000,-0.002811646,0.07133333,1.5707964,1.5707917,0,69.67312,46.082047
