timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s
13992000,1.5015706,1.5015706,1.5309142,0.012019179,0.012254057
14992000,19.45335,19.454983,19.834967,19.709518,20.094475
15992000,23.201696,23.186668,23.640717,23.055672,23.507156
16992000,22.691467,22.642273,23.090532,22.479939,22.924984
17992000,21.234674,21.173058,21.599644,21.114658,21.540068
18992000,20.6825,20.63404,21.056793,20.536488,20.957243
19992000,20.376364,20.340128,20.7622,20.330885,20.752766
20992000,20.186447,20.164614,20.588036,20.124594,20.547174
21992000,19.996758,19.989645,20.414425,19.932293,20.355856
22992000,19.766756,19.77478,20.199604,19.732508,20.156424
23992000,19.550413,19.567375,19.992052,19.56549,19.990128
24992000,19.32747,19.348995,19.773485,19.37072,19.795685
25992000,18.82832,18.850784,19.268522,18.855888,19.27374
26992000,16.867395,16.89515,17.271772,16.766922,17.140688
27992000,16.169207,16.204134,16.565271,16.101736,16.460592
28992000,16.073656,16.115864,16.473799,16.113846,16.471737
29992000,16.264639,16.315067,16.676052,16.26788,16.62782
30992000,19.210407,19.280415,19.706554,19.208647,19.633202
31992000,19.826666,19.911552,20.35417,19.684036,20.121597
32992000,19.932016,19.96395,20.411404,19.683485,20.124653
33992000,20.161093,20.162895,20.61995,19.642195,20.087448
34992000,19.779837,19.751408,20.204594,19.211437,19.652233
35992000,19.50727,19.453444,19.905336,18.912271,19.351593
36992000,19.292202,19.225702,19.67778,18.707003,19.146885
37992000,19.027538,18.959877,19.41119,18.48603,18.926065
38992000,18.748775,18.690287,19.140593,18.282295,18.722773
39992000,18.536749,18.486925,18.937393,18.095684,18.53662
40992000,16.502161,16.458696,16.863588,16.105673,16.50188
41992000,15.324802,15.280563,15.657674,14.974996,15.3445635
42992000,15.22233,15.17907,15.553343,14.883773,15.250766
43992000,15.3117285,15.269023,15.644661,15.065418,15.436048
44992000,15.615011,15.573783,15.956022,15.244454,15.618611
