timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius
15000000,0,-0.19318916,1.6013336,1.6031188,0.1258041,341.16925,57.80334
15504000,0,-0.04367388,1.6070813,1.6042043,-0.2362279,330.1002,66.14704
16008000,0,0.0945509,1.6064303,1.6041038,-0.19560772,318.31003,66.98181
16488000,0,0.2345845,1.5926377,1.6011645,0.7142043,307.14307,65.6911
16992000,-0.27157992,0.34906584,1.5968282,1.5966007,-0.016774978,295.7804,63.326214
17496000,-0.35676774,0.34906584,1.5598794,1.5886449,2.2506428,284.91678,61.366142
18000000,-0.35441673,0.24207842,1.5253174,1.5815972,4.102414,274.44662,57.629837
18504000,-0.32812962,0.20455597,1.4998403,1.5755928,5.538539,264.43353,57.351215
19008000,-0.27568594,0.20669664,1.4829441,1.5707797,6.550629,254.28055,57.77847
19488000,-0.21618421,0.20807998,1.4725327,1.5673105,7.147073,244.53001,57.7715
19992000,-0.14560239,0.20875409,1.4766467,1.5671617,6.88706,234.31212,57.569927
20496000,-0.09850888,0.20981345,1.4807581,1.5669994,6.6270485,224.14165,57.353912
21000000,-0.060874406,0.21115012,1.4924531,1.5687991,5.9346137,214.02942,57.106266
21504000,-0.04140353,0.2129264,1.5039523,1.5707829,5.258956,203.97916,56.86667
22008000,-0.0329936,0.2150855,1.5156854,1.5729698,4.5749083,193.97855,56.627357
22488000,-0.040885735,0.21770349,1.5196416,1.5730822,4.331671,184.50784,56.368275
22992000,-0.03713719,0.2202781,1.5315697,1.5756466,3.647626,174.59734,56.162395
23496000,-0.044150993,0.22369705,1.535848,1.5759355,3.396001,164.7188,55.967518
24000000,-0.048699778,0.22744244,1.5401425,1.5762607,3.1443765,154.88342,55.760387
24504000,-0.049822006,0.23159154,1.5444295,1.5766295,2.892752,145.08823,55.512177
25008000,-0.059778396,0.23606563,1.5410508,1.5739195,3.0651603,135.34247,55.244003
25488000,-0.055540513,0.24035682,1.5452349,1.5741549,2.8219233,126.09445,55.001896
25992000,-0.05045907,0.13304739,1.548622,1.5744282,2.5786858,116.44599,53.80895
26496000,-0.04440941,0.010661173,1.5508307,1.5747496,2.3354487,107.20397,51.085243
27000000,-0.043835524,-0.022573395,1.5448006,1.5707899,2.5330215,98.37826,48.95714
27504000,-0.026170217,-0.03515032,1.547936,1.5707904,2.3149471,89.851036,47.62455
28008000,0.004655027,-0.033729598,1.5609432,1.5760027,1.6728368,81.49306,46.973248
28488000,0.018690431,-0.024276625,1.5651169,1.5765567,1.4715371,73.58937,46.802677
28992000,0.027365733,-0.013134429,1.569637,1.5772743,1.2618499,65.300255,46.86869
29496000,0.041612193,-0.002651194,1.5834067,1.5856824,0.6197419,56.97466,47.106304
30000000,0.03751566,0.007107472,1.588086,1.5882807,0.4016676,48.600796,47.382042
30504000,0.6771099,0.16485132,2.4423742,-3.136949,39.9669,490.907,51.66179
31008000,0.87266463,0.26256236,2.6610281,-3.117031,30.20018,490.42307,56.251274
31488000,0.87266463,0.2831653,2.8547204,-3.0982375,20.899609,488.2996,57.345566
31992000,0.84538156,0.29677513,3.022027,-3.0796218,11.704342,483.72305,57.293495
32496000,0.67939615,0.30696908,-3.1356993,-3.0649893,4.560425,476.5961,56.869976
33000000,0.35536256,0.31379598,-3.064471,-3.0565166,0.51389027,467.4269,56.795597
33504000,0.04339685,0.31866968,-3.0433552,-3.053916,-0.68659115,457.46396,56.897263
34008000,-0.14054908,0.32285896,-3.0513725,-3.054906,-0.22886372,447.44574,56.5045
34488000,-0.20110217,0.32560736,-3.0660188,-3.0567636,0.58971024,438.0574,55.655067
34992000,-0.19530827,0.32716542,-3.0862887,-3.0593789,1.6961184,428.29965,54.959858
35496000,-0.14222135,0.3280078,-3.0957217,-3.0606482,2.190352,418.57993,54.36745
36000000,-0.08937592,0.32854906,-3.1045141,-3.0618935,2.648078,408.8964,53.963448
36504000,-0.025989048,0.32868764,-3.0951974,-3.0607605,2.132784,399.2462,53.635696
37008000,0.005304752,0.32868242,-3.0925634,-3.0604925,1.9783373,389.6748,53.278423
37488000,0.026485182,0.3286012,-3.0837295,-3.0593586,1.499548,380.62,52.98194
37992000,0.034320433,0.32839563,-3.074792,-3.0581677,1.0207586,371.18396,52.703583
38496000,0.034841828,0.3282591,-3.0657582,-3.0569153,0.5419712,361.81488,52.439243
