timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
6352000,2,-1,0,15,0,0,1,0,0,0,0,0,0,0
13912000,3,-1,0,15,0,0,1,0,0,0,0,0,0,0
18224000,3,-1,0,15,0,0,1,0,0,0,0,0,0,0
39840000,3,0,1,15,0,0,1,0,0,0,0,0,0,0
70864000,3,1,2,15,0,0,1,0,0,0,0,0,0,0
96456000,3,2,3,15,0,0,1,0,0,0,0,0,0,0
121488000,3,3,4,15,0,0,1,0,0,0,0,0,0,0
160240000,3,4,5,15,0,0,1,0,0,0,0,0,0,0
196416000,3,5,6,15,0,0,1,0,0,0,0,0,0,0
238472000,3,6,7,15,0,0,1,0,0,0,0,0,0,0
285964000,3,7,8,15,0,0,1,0,0,0,0,0,0,0
328132000,3,8,9,15,0,0,1,0,0,0,0,0,0,0
328184000,3,9,10,15,0,0,1,0,0,0,0,0,0,0
328196000,3,10,11,15,0,0,1,0,0,0,0,0,0,0
328240000,3,11,12,15,0,0,1,0,0,0,0,0,0,0
328300000,3,12,13,15,0,0,1,0,0,0,0,0,0,0
368672000,3,13,14,15,0,0,1,0,0,0,0,0,0,0
432792000,3,14,14,15,0,0,1,0,1,0,0,0,0,0
433268000,4,-1,0,15,0,0,1,0,0,0,0,0,0,0
