timestamp,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature
18000000,0.51990724,0.51990724,12.404602
18984000,225.66612,225.66612,12.404541
19992000,331.99603,331.99603,12.400909
21000000,318.89957,318.89957,12.376892
21984000,297.2115,297.2115,12.332855
22992000,262.71564,262.71564,12.287598
24004000,255.64949,255.64949,12.251373
24984000,249.03629,249.03629,12.218475
25992000,242.29295,242.29295,12.185852
27000000,238.71338,238.71338,12.154144
27984000,233.82211,233.82211,12.1241455
28992000,230.54741,230.54741,12.094147
30000000,225.55377,225.55377,12.064514
30984000,179.23708,179.23708,12.043457
31992000,160.65976,160.65976,12.042297
33000000,158.49458,158.49458,12.051666
33984000,161.49675,161.49675,12.062317
34992000,165.772,165.772,12.071259
36000000,165.09732,165.09732,12.077515
36984000,166.80302,166.80302,12.08136
37992000,165.20203,165.20203,12.083649
39000000,163.37003,163.37003,12.084747
39984000,165.69922,165.69922,12.085144
40992000,221.73476,221.73476,12.074524
42000000,222.88156,222.88156,12.042175
42984000,219.40529,219.40529,12.004211
43992000,214.22726,214.22726,11.964691
45000000,206.32011,206.32011,11.926453
45984000,201.16823,201.16823,11.8905945
46992000,197.15532,197.15532,11.855194
48004000,192.51979,192.51979,11.820862
48988000,189.60078,189.60078,11.788025
49992000,185.66292,185.66292,11.754913
51000000,138.80836,138.80836,11.731873
51984000,127.81321,127.81321,11.73056
52992000,132.46109,132.46109,11.738739
54004000,136.8605,136.8605,11.747406
54984000,139.34853,139.34853,11.753265
55996000,142.49722,142.49722,11.756531
57000000,143.23938,143.23938,11.757843
57984000,141.05309,141.05309,11.758148
58992000,140.83928,140.83928,11.758057
60000000,141.26656,141.26656,11.7578125
61008000,138.83257,138.83257,11.757446
61992000,138.48074,138.48074,11.757019
63000000,137.47597,137.47597,11.7565
64008000,138.2192,138.2192,11.75592
64992000,135.80959,135.80959,11.755432
66000000,136.11324,136.11324,11.755035
66984000,137.33627,137.33627,11.754761
67992000,134.6994,134.6994,11.754547
69004000,135.98856,135.98856,11.754395
70008000,135.33324,135.33324,11.754211
70992000,132.23856,132.23856,11.753967
72000000,153.21674,153.21674,11.759247
73008000,178.95091,178.95091,11.761566
73992000,164.77951,164.77951,11.755432
75000000,134.49277,134.49277,11.754517
76008000,131.16992,131.16992,11.766541
76992000,135.55125,135.55125,11.783844
78000000,138.62874,138.62874,11.801025
79008000,140.21288,140.21288,11.816772
79992000,141.48836,141.48836,11.831207
81000000,140.2367,140.2367,11.845367
82008000,143.06818,143.06818,11.859192
82996000,141.1804,141.1804,11.872681
84000000,141.92061,141.92061,11.886658
85008000,140.3749,140.3749,11.900696
85996000,144.39961,144.39961,11.914246
87000000,144.75743,144.75743,11.928009
88008000,147.58197,147.58197,11.941559
88992000,146.2985,146.2985,11.95459
90000000,150.35118,150.35118,11.967773
91008000,149.74097,149.74097,11.9808655
91992000,149.6755,149.6755,11.993744
93000000,149.98112,149.98112,12.00705
94008000,150.57578,150.57578,12.020538
94992000,151.84872,151.84872,12.033966
96000000,152.24007,152.24007,12.047974
