timestamp,ref_lat,ref_lon,x,y,z,vx,vy,vz,ax,ay,az,yaw,dist_bottom
18056000,39.8714138,32.7368418,0.008706312,-0.002805142,0.035274196,0.012178207,-0.008464773,0.024038449,-0.021942599,-0.005254158,-0.0363579,1.5958489,0.1
18152000,39.8714138,32.7368418,0.008961487,-0.002686977,0.034753002,0.012333212,-0.008614484,0.023810774,-0.048823856,-0.007644936,-0.011245719,1.5956001,0.1
18256000,39.8714138,32.7368418,0.009138399,-0.001721492,0.035083745,0.011211498,-0.008971385,0.023723176,0.00638052,-0.08286422,0.0803247,1.5953319,0.1
18352000,39.8714138,32.7368418,0.008540759,0.04462166,0.036779445,-0.041116472,2.1273534,0.05986427,-1.2919397,52.54774,0.9184004,1.5952628,0.1
18456000,39.8714138,32.7368418,-0.003530983,0.53077054,0.04483801,-0.16056156,6.9873366,0.14356032,-0.94444907,41.32633,0.81845087,1.5950029,0.1
18552000,39.8714138,32.7368418,-0.0239335,1.3778529,0.05946729,-0.24412549,10.49571,0.20432806,-0.75241566,32.6386,0.52544004,1.5946648,0.1
18656000,39.8714138,32.7368418,-0.048906583,2.6380994,0.08036296,-0.30895993,13.506699,0.25645465,-0.5286288,25.680983,0.48099455,1.5942069,0.1
18752000,39.8714138,32.7368418,-0.07686996,4.0492244,0.10337747,-0.33021238,15.732686,0.28566948,0.42878142,21.560152,-0.26703066,1.5962,0.1
18856000,39.8714138,32.7368418,-0.09360303,5.7851095,0.12496409,-0.30653775,17.704174,0.2695179,-0.49310634,16.803497,0.30124745,1.6243916,0.1
18960000,39.8714138,32.7368418,-0.11240278,7.702029,0.14586543,-0.3770618,19.238247,0.28449196,-1.2950749,13.246897,0.15149917,1.652244,0.1
19056000,39.8714138,32.7368418,-0.12733598,9.597607,0.16017868,-0.49534506,20.365364,0.2726072,-1.7121787,10.546845,0.060032118,1.644464,0.1
19152000,39.8714138,32.7368418,-0.15408102,11.58945,0.17220233,-0.5510929,21.216185,0.27162933,-0.12839672,7.513436,0.4409868,1.6119399,0.1
19256000,39.8714138,32.7368418,-0.17065373,13.826231,0.18220821,-0.43525562,21.865543,0.30042306,0.91918325,5.4839025,0.438516,1.5766132,0.1
19352000,39.8714138,32.7368418,-0.17645279,15.944777,0.19192243,-0.34649977,22.344543,0.2885896,-0.26386136,4.898886,0.09354017,1.565214,0.1
19456000,39.8714138,32.7368418,-0.17631084,18.295366,0.19653656,-0.4033034,22.802334,0.23654215,-1.5565394,3.9354634,-1.1739116,1.5853708,0.1
19552000,39.8714138,32.7368418,-0.19088157,20.501656,0.18693654,-0.56273395,23.098267,-0.014629444,-2.3137472,2.4726286,-3.564216,1.6049938,0.1
19656000,39.8714138,32.7368418,-0.22728094,22.915941,0.13674606,-0.7875466,23.289518,-0.46158192,-2.5091593,1.5239619,-4.239311,1.6127349,0.1
19752000,39.8714138,32.7368418,-0.28582528,25.15722,0.049047686,-0.98737943,23.394226,-0.8573783,-2.1608942,0.8817096,-3.568921,1.6109971,0.16684788
19856000,39.8714138,32.7368418,-0.37273213,27.597734,-0.08582583,-1.1771995,23.463217,-1.2048261,-1.8893378,0.5682555,-2.9336147,1.6114346,0.3017214
19952000,39.8714138,32.7368418,-0.47456875,29.85496,-0.23884264,-1.3496877,23.48863,-1.4953008,-2.0468552,0.119359866,-2.9986992,1.6195087,0.4547382
20056000,39.8714138,32.7368418,-0.60988855,32.30463,-0.43568295,-1.5588102,23.47264,-1.8412416,-2.3344316,-0.3904278,-3.3782122,1.6338573,0.65157855
