timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
18000000,399.47037,12.404602,96618.01,1.1479818
18028000,399.5314,12.404602,96617.31,1.1479735
18048000,399.4563,12.404602,96618.12,1.1479831
18072000,399.51263,12.404602,96617.49,1.1479757
18096000,399.62064,12.404602,96616.22,1.1479605
18120000,399.43753,12.404602,96618.37,1.147986
18148000,399.62064,12.404602,96616.266,1.147961
18168000,399.62064,12.404602,96616.266,1.147961
18192000,399.61594,12.404602,96616.28,1.1479613
18216000,399.5549,12.404602,96617.01,1.1479698
18240000,399.66287,12.404602,96615.75,1.147955
18268000,399.52203,12.404602,96617.38,1.1479744
18292000,399.51263,12.404602,96617.51,1.1479758
18312000,399.52203,12.404602,96617.39,1.1479744
18336000,399.65817,12.404602,96615.805,1.1479555
18360000,399.57837,12.404602,96616.74,1.1479667
18388000,399.5549,12.404602,96617,1.1479698
18408000,399.50323,12.404602,96617.62,1.1479771
18432000,399.61594,12.404602,96616.28,1.1479613
18456000,399.58777,12.404602,96616.63,1.1479654
18480000,399.61594,12.404602,96616.305,1.1479615
18504000,399.5596,12.404602,96616.98,1.1479695
18528000,399.60654,12.404602,96616.375,1.1479623
18552000,399.7145,12.404602,96615.18,1.1479481
18576000,399.56897,12.404602,96616.836,1.1479678
18600000,399.41873,12.404602,96618.57,1.1479884
18624000,399.51733,12.404602,96617.42,1.1479748
18648000,399.4563,12.404602,96618.14,1.1479833
18672000,399.6347,12.404602,96616.086,1.1479589
18696000,399.58777,12.404602,96616.61,1.1479652
18720000,399.5314,12.404602,96617.31,1.1479735
18744000,399.6394,12.404602,96616.03,1.1479583
18768000,399.68634,12.404602,96615.47,1.1479516
18792000,399.50323,12.404602,96617.62,1.1479771
18816000,399.6441,12.404602,96615.945,1.1479572
18840000,399.57837,12.404572,96616.74,1.1479667
18868000,399.52203,12.404572,96617.36,1.147974
18888000,399.7286,12.404572,96614.97,1.1479456
18912000,399.67227,12.404541,96615.66,1.1479539
18936000,399.63,12.404541,96616.14,1.1479596
18960000,399.49387,12.404541,96617.69,1.147978
18984000,399.6441,12.404541,96615.98,1.1479577
19008000,399.59244,12.4045105,96616.56,1.1479646
19032000,399.5596,12.4045105,96616.945,1.1479691
19056000,399.59714,12.4045105,96616.5,1.1479639
19080000,399.68634,12.40448,96615.484,1.1479517
19104000,399.65347,12.40448,96615.86,1.1479563
19128000,399.6488,12.404449,96615.93,1.1479571
19152000,399.57837,12.404449,96616.766,1.147967
19176000,399.6441,12.404449,96615.98,1.1479577
19200000,399.58307,12.404419,96616.69,1.147966
19228000,399.62064,12.404419,96616.22,1.1479605
