timestamp,device_id,x,y,z,temperature
16892000,2294028,-0.123001225,0.2883835,0.27451465,-340.26352
16992000,2294028,-0.10615933,0.29249892,0.26924244,-340.26352
17092000,2294028,-0.10468304,0.29298627,0.2824541,-340.26352
17192000,2294028,-0.1052364,0.2926069,0.27094504,-340.26352
17292000,2294028,-0.07990654,0.31245682,0.27089414,-340.26352
17392000,2294028,-0.08110224,0.31399783,0.26085842,12.241608
17492000,2294028,-0.0748891,0.33853236,0.27423063,-340.26352
17592000,2294028,-0.07071684,0.37602273,0.27648652,-340.26352
17692000,2294028,-0.07025026,0.38948095,0.2867365,-340.26352
17792000,2294028,-0.06967633,0.42969155,0.29761302,-340.26352
17892000,2294028,-0.062998325,0.46942395,0.30050892,-340.26352
17992000,2294028,-0.0698506,0.52275866,0.31061134,12.233398
18092000,2294028,-0.075950176,0.56655645,0.33580977,-340.26352
18192000,2294028,-0.07354298,0.64226574,0.31963372,-340.26352
18292000,2294028,-0.075798914,0.7152653,0.38302562,-340.26352
18392000,2294028,-0.07737179,0.7404957,0.41212976,-340.26352
18492000,2294028,-0.092820436,0.79905844,0.40262634,-340.26352
18592000,2294028,-0.10711552,0.8461666,0.3924478,12.222168
18692000,2294028,-0.12489692,0.8462206,0.37681076,-340.26352
18792000,2294028,-0.14628516,0.8226779,0.37502137,-340.26352
18892000,2294028,-0.17578289,0.77908826,0.3570236,-340.26352
18992000,2294028,-0.18993025,0.7231448,0.36010408,-340.26352
19092000,2294028,-0.20029737,0.66733605,0.32181412,-340.26352
19192000,2294028,-0.25049686,0.67213017,0.27381694,12.204102
19292000,2294028,-0.30536824,0.5941378,0.30940354,-340.26352
19392000,2294028,-0.36882168,0.5291585,0.3439242,-340.26352
19492000,2294028,-0.42015326,0.518096,0.34036157,-340.26352
19592000,2294028,-0.485248,0.50151455,0.3442017,-340.26352
19692000,2294028,-0.52867645,0.50798106,0.31544906,-340.26352
19792000,2294028,-0.59455574,0.4916021,0.30815068,-340.26352
19892000,2294028,-0.6495241,0.49182782,0.31220117,-340.26352
19992000,2294028,-0.70239806,0.47937357,0.33130082,-340.26352
20092000,2294028,-0.7449505,0.4717577,0.355933,-340.26352
20192000,2294028,-0.79546285,0.45867726,0.36847076,-340.26352
20292000,2294028,-0.83841693,0.44136843,0.36818868,-340.26352
20392000,2294028,-0.87969744,0.43675214,0.35059348,12.156708
20492000,2294028,-0.91334045,0.4182618,0.34894526,-340.26352
20592000,2294028,-0.9317162,0.37046045,0.31862462,-340.26352
20692000,2294028,-0.93287224,0.29326862,0.2983697,-340.26352
20792000,2294028,-0.90096503,0.21209262,0.28435206,-340.26352
20892000,2294028,-0.849077,0.12448473,0.2631278,-340.26352
20992000,2294028,-0.78159666,0.05082839,0.2420632,12.123138
21092000,2294028,-0.70155746,-0.01672307,0.21189936,-340.26352
21192000,2294028,-0.63024694,-0.06471109,0.18080723,-340.26352
21292000,2294028,-0.5706339,-0.09750234,0.14338194,-340.26352
21392000,2294028,-0.5014507,-0.12285035,0.116019145,-340.26352
21492000,2294028,-0.4598419,-0.15095665,0.07864471,-340.26352
21592000,2294028,-0.40900183,-0.16786553,0.056039885,12.088348
21692000,2294028,-0.3646171,-0.15664431,0.026487892,-340.26352
21792000,2294028,-0.3254336,-0.16558963,0.010701297,-340.26352
21892000,2294028,-0.31177744,-0.1877218,-0.019354865,-340.26352
21992000,2294028,-0.30705026,-0.2032716,-0.045215476,-340.26352
22092000,2294028,-0.27962193,-0.24338724,-0.08878092,-340.26352
22192000,2294028,-0.2503456,-0.26298067,-0.08628938,12.060486
22292000,2294028,-0.22082488,-0.2892007,-0.09385839,-340.26352
22388000,2294028,-0.18561618,-0.3066136,-0.08897816,-340.26352
22492000,2294028,-0.15309113,-0.31422403,-0.08185979,-340.26352
22592000,2294028,-0.14174798,-0.27704608,-0.1074465,-340.26352
22692000,2294028,-0.1256162,-0.24621134,-0.12839857,-340.26352
22792000,2294028,-0.10561141,-0.22157104,-0.16484357,12.045105
22892000,2294028,-0.079705365,-0.18495052,-0.18141373,12.043915
22992000,2294028,-0.092113756,-0.16561283,-0.1832841,-340.26352
23092000,2294028,-0.11699938,-0.1512649,-0.18025835,-340.26352
23192000,2294028,-0.15522806,-0.12774593,-0.1776754,-340.26352
23292000,2294028,-0.17447586,-0.094843246,-0.18847892,-340.26352
23392000,2294028,-0.19207558,-0.061032835,-0.19368362,12.04187
23492000,2294028,-0.19054554,-0.04006008,-0.21257408,12.042145
23592000,2294028,-0.19743451,-0.004746592,-0.23247233,-340.26352
23692000,2294028,-0.19813272,0.025346281,-0.248707,-340.26352
23792000,2294028,-0.1935846,0.048269562,-0.26792064,-340.26352
23892000,2294028,-0.18726276,0.074528426,-0.26350296,-340.26352
23992000,2294028,-0.17646073,0.10150361,-0.2757776,12.0460205
24092000,2294028,-0.17170513,0.11871615,-0.28393933,-340.26352
24192000,2294028,-0.15555194,0.15967675,-0.29447272,-340.26352
24292000,2294028,-0.15359826,0.1853525,-0.30625445,-340.26352
24392000,2294028,-0.1554219,0.20462735,-0.3216827,-340.26352
24492000,2294028,-0.14324903,0.22092523,-0.33630124,-340.26352
24592000,2294028,-0.11684399,0.2460847,-0.3438125,12.053925
24692000,2294028,-0.10168622,0.26406783,-0.35026345,-340.26352
24792000,2294028,-0.09428369,0.29487538,-0.35222644,-340.26352
24892000,2294028,-0.073583595,0.29951176,-0.36546937,-340.26352
24992000,2294028,-0.057576608,0.31077743,-0.36885044,-340.26352
25092000,2294028,-0.03134843,0.32038194,-0.36925796,-340.26352
25192000,2294028,-0.005673755,0.33366612,-0.37939155,12.06311
25292000,2294028,0.01349058,0.34169853,-0.38211545,-340.26352
25392000,2294028,0.03389242,0.34180972,-0.3733507,-340.26352
25492000,2294028,0.062631026,0.3427673,-0.37606463,-340.26352
25592000,2294028,0.08516509,0.3520377,-0.3612437,-340.26352
25692000,2294028,0.119928285,0.340708,-0.35776213,-340.26352
25792000,2294028,0.14078127,0.32544363,-0.34574756,12.071747
25892000,2294028,0.17062171,0.32736665,-0.336681,-340.26352
25992000,2294028,0.2088468,0.30775794,-0.31629753,-340.26352
26092000,2294028,0.24126342,0.28658968,-0.31276524,-340.26352
26192000,2294028,0.26861483,0.26547882,-0.29865462,-340.26352
26292000,2294028,0.30037487,0.24500799,-0.2752358,-340.26352
26392000,2294028,0.3114859,0.24148591,-0.26438898,12.077911
26492000,2294028,0.33394948,0.20582892,-0.24618396,-340.26352
26592000,2294028,0.3525536,0.18639573,-0.22967362,-340.26352
26692000,2294028,0.36174762,0.17201506,-0.21499807,-340.26352
26792000,2294028,0.36904407,0.14653154,-0.1884253,-340.26352
26892000,2294028,0.37731928,0.123712875,-0.17872131,-340.26352
26992000,2294028,0.37595925,0.110742904,-0.15880108,12.080536
27092000,2294028,0.37141547,0.0972567,-0.15046808,12.080627
27192000,2294028,0.3578559,0.08914547,-0.1277514,-340.26352
27292000,2294028,0.34634385,0.074875034,-0.10414459,-340.26352
27392000,2294028,0.33486354,0.058453105,-0.07839053,-340.26352
27492000,2294028,0.3196785,0.051467434,-0.06435091,-340.26352
27592000,2294028,0.28710753,0.023223005,-0.053514153,-340.26352
27692000,2294028,0.2705693,0.016620124,-0.048979405,-340.26352
27792000,2294028,0.2555726,0.001925251,-0.021485165,-340.26352
27892000,2294028,0.24435045,-0.007478608,-0.006576938,-340.26352
27992000,2294028,0.22612423,-0.004857441,0.006392852,-340.26352
28092000,2294028,0.20693283,-0.011356921,0.023700768,-340.26352
28192000,2294028,0.17980735,-0.011852647,0.029396236,12.077881
28292000,2294028,0.15507592,-0.014915017,0.036664244,-340.26352
28392000,2294028,0.12893474,-0.010125613,0.046097443,-340.26352
28492000,2294028,0.11839366,-0.008667863,0.050280593,-340.26352
28592000,2294028,0.10693859,-0.015555234,0.06887428,-340.26352
28692000,2294028,0.082610026,-0.016152574,0.07449827,-340.26352
28792000,2294028,0.070883304,-0.011875831,0.079655536,12.07605
28892000,2294028,0.048351973,-0.016421454,0.083833195,-340.26352
28992000,2294028,0.04637371,-0.003471893,0.07687638,-340.26352
29096000,2294028,0.036598872,-0.005244798,0.08487658,-340.26352
29196000,2294028,0.032639273,-0.004444602,0.08735922,-340.26352
29300000,2294028,0.009218628,0.00591397,0.09043408,-340.26352
29404000,2294028,0.000274847,-0.014696943,0.09533822,-340.26352
29504000,2294028,-0.010802438,-0.002204691,0.09033691,-340.26352
29608000,2294028,-0.031517737,0.006031276,0.086303756,12.0746765
29712000,2294028,-0.042592794,-0.008378859,0.091717236,-340.26352
29812000,2294028,-0.0406125,-0.004468542,0.0900202,-340.26352
29916000,2294028,-0.052845832,-0.010268755,0.081248105,-340.26352
30020000,2294028,-0.05906158,-0.006059921,0.078872934,-340.26352
30120000,2294028,-0.06383039,-0.008281395,0.09423517,-340.26352
30224000,2294028,-0.056239773,-0.000185219,0.074648,-340.26352
30328000,2294028,-0.056798384,-0.008027596,0.06864272,12.074249
30428000,2294028,-0.06330468,-0.011440165,0.061426643,-340.26352
30528000,2294028,-0.06360016,-0.012912404,0.055509925,-340.26352
30628000,2294028,-0.07922926,0.004307927,0.053295564,-340.26352
30728000,2294028,-0.06913863,-0.001110265,0.05756418,-340.26352
30828000,2294028,-0.07265571,0.001869953,0.057442755,-340.26352
30928000,2294028,-0.06515796,-0.001106438,0.052603945,12.074249
31028000,2294028,-0.077561416,-0.012706836,0.045004304,-340.26352
31128000,2294028,-0.07539539,-0.000402021,0.055641714,-340.26352
31228000,2294028,-0.084681034,-0.004641436,0.052113976,-340.26352
31328000,2294028,-0.07822961,-0.00259964,0.038424384,-340.26352
31428000,2294028,-0.072526366,-7.62E-06,0.021556623,-340.26352
31528000,2294028,-0.065744765,-0.01241949,0.017824635,12.074432
31628000,2294028,-0.056590665,-0.005849231,0.018708069,-340.26352
31728000,2294028,-0.045715697,-0.008207361,0.01545566,-340.26352
31828000,2294028,-0.05327657,-0.002139756,0.016445339,-340.26352
31928000,2294028,-0.059362352,-0.011968995,0.010330896,-340.26352
32028000,2294028,-0.05268727,-0.012372158,0.005645629,-340.26352
32128000,2294028,-0.04681075,-0.012835461,0.000769832,12.074738
32224000,2294028,-0.040938262,-0.000426478,0.004358318,12.074799
32328000,2294028,-0.035348084,0.001738871,-0.005076735,-340.26352
32428000,2294028,-0.043160167,-0.00226966,0.005575542,-340.26352
32528000,2294028,-0.032944266,-0.00644897,-0.007071029,-340.26352
32628000,2294028,-0.026138894,-0.00348463,-0.007686479,-340.26352
32728000,2294028,-0.03466833,0.003968868,-0.011362831,12.075134
32828000,2294028,-0.022197038,-0.004752676,-0.012797611,-340.26352
32928000,2294028,-0.011129105,-0.001402005,-0.008958506,-340.26352
33028000,2294028,-0.014898011,-0.006212705,-0.018051516,-340.26352
33128000,2294028,-0.019833457,0.0047502,-0.02431824,-340.26352
33228000,2294028,-0.017166527,-0.000888002,-0.022570139,-340.26352
33328000,2294028,-0.007534214,-0.003871828,-0.01992924,12.075592
33428000,2294028,0.006964308,0.002440323,-0.005812647,-340.26352
33528000,2294028,-0.001061416,0.008381265,-0.02018116,-340.26352
33628000,2294028,-0.014881841,-0.003007264,-0.016120056,-340.26352
33728000,2294028,-0.004013593,0.005235652,-0.017988574,-340.26352
33828000,2294028,-0.007487252,0.000169212,-0.02260462,-340.26352
33928000,2294028,0.00634794,0.00297211,-0.018748576,12.07605
34028000,2294028,0.004337776,-0.003450399,-0.020089881,-340.26352
34128000,2294028,0.011093436,-0.006821199,-0.010668757,-340.26352
34228000,2294028,0.015734576,0.000686203,-0.007678945,-340.26352
34328000,2294028,0.02194839,-0.008236714,-0.019237503,-340.26352
34428000,2294028,0.010150794,0.006972762,-0.017983066,-340.26352
34528000,2294028,0.013210765,-0.000359063,-0.006832671,12.076416
34628000,2294028,0.009417879,-0.006336568,-0.00936434,-340.26352
34728000,2294028,0.00243092,-0.009701149,-0.025838237,-340.26352
34828000,2294028,0.004452693,-0.008406607,0.001430499,-340.26352
34928000,2294028,0.006055419,-0.011292114,-0.01650766,-340.26352
35028000,2294028,0.01805185,-0.000165357,-0.004796426,-340.26352
35128000,2294028,0.014580576,-0.001153043,-0.003607483,12.076752
35228000,2294028,0.002995169,0.001525878,-0.004726932,-340.26352
35328000,2294028,0.013930668,-0.002116466,-0.01174658,-340.26352
35428000,2294028,0.008355821,-0.000309528,-0.00734928,-340.26352
35528000,2294028,0.004067076,-0.001261594,-0.004255213,-340.26352
35628000,2294028,0.011361798,-0.009566246,-0.005239837,-340.26352
35728000,2294028,0.007684821,0.00398604,-0.016615218,12.077026
35828000,2294028,0.011294534,-0.007167057,-0.014156166,-340.26352
35928000,2294028,0.008834597,-0.001660211,-0.002752644,-340.26352
36028000,2294028,0.012991902,-0.009427569,-0.000469412,-340.26352
36128000,2294028,0.01483234,-0.002340118,0.006409989,-340.26352
36228000,2294028,0.002441438,0.001233224,0.002549785,-340.26352
36328000,2294028,0.011827036,-0.011355385,0.006333997,12.07724
36428000,2294028,0.01771898,0.000369979,-0.005267302,-340.26352
36528000,2294028,0.011001021,0.002822111,-0.008050996,-340.26352
36628000,2294028,0.011855027,-0.010550993,0.001326293,-340.26352
36728000,2294028,0.00398821,0.000728489,0.003617116,-340.26352
36828000,2294028,-0.016939985,0.00561961,0.007492147,-340.26352
36928000,2294028,-0.017051224,-0.008488028,0.013351942,12.077362
37028000,2294028,-0.005493986,0.000530154,0.000970217,-340.26352
37128000,2294028,-0.009421209,-0.003396074,0.00260851,-340.26352
37228000,2294028,-0.00526966,-0.001954703,0.000324566,-340.26352
37328000,2294028,-0.002512372,-0.008502148,0.002740284,-340.26352
37428000,2294028,-0.007595324,-0.003514422,-0.003471609,-340.26352
37528000,2294028,-0.005267248,0.003763438,-0.006456315,12.077393
37628000,2294028,-0.002577104,-0.000278226,-0.003680765,-340.26352
37728000,2294028,-0.011359373,-0.005017244,-0.009593553,-340.26352
37828000,2294028,0.007322209,0.004700497,-0.004692429,-340.26352
37928000,2294028,0.000855789,0.004202607,-0.000175154,-340.26352
38028000,2294028,0.01031801,-0.012267815,0.012300939,-340.26352
38128000,2294028,-0.002680398,0.003573299,0.002281449,12.077332
38228000,2294028,0.000608425,-0.001170086,0.001696055,-340.26352
38328000,2294028,0.006828446,-0.001176529,-0.00300535,-340.26352
38428000,2294028,-0.001543444,0.002577186,8.82E-05,-340.26352
38528000,2294028,0.005171951,-0.014477397,-0.002073552,-340.26352
38628000,2294028,0.008875621,0.001735395,-0.010784815,-340.26352
38728000,2294028,-0.004552263,-0.01208789,0.005667259,12.07724
38828000,2294028,-0.001099373,-0.003216898,0.004656444,-340.26352
38928000,2294028,0.00469706,-0.005962951,-0.006017171,-340.26352
39028000,2294028,0.001573305,-0.006474683,0.007393125,-340.26352
39128000,2294028,0.00083365,0.004767908,0.0040315,-340.26352
39228000,2294028,-0.003246557,-0.002322754,-0.008860121,-340.26352
39328000,2294028,0.006010433,-0.00390487,0.008287637,12.077087
39428000,2294028,-0.000954767,-0.010380476,0.001089576,-340.26352
39528000,2294028,-0.008130386,-0.005668997,-0.00258461,-340.26352
39628000,2294028,-0.016083755,-0.005378832,-0.004199694,-340.26352
39728000,2294028,-0.017303932,-0.000141962,0.002585915,-340.26352
39828000,2294028,-0.00854197,0.007251001,0.003672189,-340.26352
39928000,2294028,-0.018286569,-0.010364756,-0.007598046,12.076904
40028000,2294028,-0.003015116,-0.004105142,-0.005435662,-340.26352
40128000,2294028,-0.007341248,-0.004947365,-0.000352527,-340.26352
40228000,2294028,-0.007680942,-0.002896013,-0.004824472,-340.26352
40328000,2294028,-0.010569444,-0.009080598,-0.002583787,-340.26352
40428000,2294028,-0.011659861,-0.003330753,-0.002986229,-340.26352
40528000,2294028,0.006383927,-0.003804467,-0.005883218,12.076721
40628000,2294028,0.005099905,-0.009204466,-0.010796001,-340.26352
40728000,2294028,-0.009734946,-0.004557229,8.78E-05,-340.26352
40828000,2294028,-0.002670625,-0.013141178,0.001019853,-340.26352
40928000,2294028,0.007412837,-0.001715199,-0.013742953,-340.26352
41028000,2294028,0.004071882,0.000249981,-0.012802059,-340.26352
41128000,2294028,0.005188758,-0.000946369,-0.005441955,12.076599
41228000,2294028,0.003657851,-0.009599713,-2.77E-05,-340.26352
41328000,2294028,-0.001437862,-0.011870164,-0.010903547,-340.26352
41428000,2294028,-0.001128492,-0.002149429,-0.009147485,-340.26352
41528000,2294028,-0.002604537,0.006168101,0.001326077,-340.26352
41628000,2294028,0.04257194,0.021139167,0.001736928,-340.26352
41728000,2294028,0.062235236,0.113211915,-0.00256616,12.076477
41828000,2294028,0.06519214,0.20487292,-0.002633209,-340.26352
41928000,2294028,0.08170186,0.29395038,-0.019182472,-340.26352
42028000,2294028,0.06103042,0.34060702,-0.019060304,-340.26352
42128000,2294028,0.028128002,0.31576946,0.010614764,-340.26352
42228000,2294028,0.021348247,0.29134473,0.022789545,-340.26352
42328000,2294028,0.007773611,0.25286788,0.03357412,12.07132
42428000,2294028,-0.021729974,0.23615074,0.045855917,-340.26352
42528000,2294028,-0.033518817,0.22130334,0.03308043,-340.26352
42628000,2294028,-0.049628045,0.2148861,0.008997517,-340.26352
42728000,2294028,-0.0551692,0.19103739,0.002239802,-340.26352
42828000,2294028,-0.052792884,0.17356788,0.004231557,-340.26352
42928000,2294028,-0.054895885,0.15017465,0.001684563,12.053833
43028000,2294028,-0.058796052,0.14186388,0.013473455,-340.26352
43128000,2294028,-0.05017654,0.11569799,0.004696262,-340.26352
43228000,2294028,-0.052118663,0.118325524,0.001530748,-340.26352
43328000,2294028,-0.041018814,0.10086105,0.002980106,-340.26352
43428000,2294028,-0.026166808,0.084695384,-0.002062976,-340.26352
43528000,2294028,-0.02255769,0.06961541,-0.006156294,12.02887
43628000,2294028,-0.023082295,0.06865742,-0.003061913,-340.26352
43728000,2294028,-0.023563769,0.067794725,0.000171168,-340.26352
43828000,2294028,-0.028718004,0.04224664,-0.001233102,-340.26352
43928000,2294028,-0.015037051,0.03512999,-0.006531276,-340.26352
44028000,2294028,-0.01796553,0.033741586,-0.00489414,-340.26352
44128000,2294028,-0.004408723,0.028748607,-0.011880989,12.000519
44228000,2294028,-0.007676967,0.018911555,-0.012019472,-340.26352
44328000,2294028,-0.010763917,0.002249018,-1.83E-05,-340.26352
44428000,2294028,-0.002519873,0.001501394,-0.011339384,-340.26352
44528000,2294028,-0.012984049,-0.003781712,-0.020332068,-340.26352
44628000,2294028,-0.016110918,-0.013269843,-0.021700732,-340.26352
44728000,2294028,-0.012512333,-0.028018437,-0.014007813,11.971436
44828000,2294028,-0.011198122,-0.024821762,-0.021502756,-340.26352
44928000,2294028,-0.010255759,-0.0347684,-0.015156705,-340.26352
45028000,2294028,0.0006831,-0.0375425,-0.018810326,-340.26352
45128000,2294028,0.001629698,-0.040505238,-0.005306632,-340.26352
45228000,2294028,-0.001484118,-0.051824015,-0.012745813,-340.26352
45328000,2294028,-0.000919302,-0.044884827,-0.016358376,11.94339
45428000,2294028,0.012039047,-0.05042092,-0.022835445,-340.26352
45528000,2294028,0.010060504,-0.05780609,-0.022328448,-340.26352
45628000,2294028,0.002502977,-0.053617973,-0.022022061,-340.26352
45728000,2294028,0.016601194,-0.06233546,-0.009450637,-340.26352
45828000,2294028,0.021650746,-0.054838963,-0.028940294,-340.26352
45928000,2294028,0.007830652,-0.04885424,-0.020777531,11.917419
46028000,2294028,0.011528102,-0.062320396,-0.021971596,-340.26352
46128000,2294028,0.014197021,-0.060198743,-0.019582994,-340.26352
46228000,2294028,0.005223314,-0.053796113,-0.01540476,-340.26352
46328000,2294028,0.013387767,-0.054501403,-0.02004413,-340.26352
46428000,2294028,0.01405116,-0.06589207,-0.01391036,-340.26352
46528000,2294028,0.013030301,-0.055902153,-0.006232839,11.893768
46628000,2294028,0.01206619,-0.058755714,-0.028200744,-340.26352
46728000,2294028,0.010808031,-0.05139822,-0.013575112,-340.26352
46828000,2294028,0.0056259,-0.062803395,-0.021817971,-340.26352
46928000,2294028,0.006626112,-0.0556583,-0.013996908,-340.26352
47028000,2294028,0.010070752,-0.04686386,-0.024973452,-340.26352
47128000,2294028,0.016460503,-0.046665486,-0.02077363,11.872345
47228000,2294028,0.010691436,-0.044130992,-0.017881904,-340.26352
47328000,2294028,0.001576346,-0.046454404,-0.010075202,-340.26352
47428000,2294028,0.013444316,-0.04315808,-0.009107356,-340.26352
47528000,2294028,0.019551298,-0.03531987,-0.015171895,-340.26352
47628000,2294028,0.024303805,-0.029242741,-0.012432022,-340.26352
47728000,2294028,0.020717073,-0.041039538,-0.007387526,11.8526
47828000,2294028,0.024568308,-0.032151088,-0.007660807,-340.26352
47928000,2294028,0.005329872,-0.03637021,-0.005344511,-340.26352
48028000,2294028,0.003158652,-0.026460681,-0.00093344,-340.26352
48128000,2294028,0.009288345,-0.024890708,-0.006849229,-340.26352
48228000,2294028,0.00645138,-0.013523725,-0.007850016,-340.26352
48328000,2294028,0.017886339,-0.026335455,-0.014630152,11.834015
48428000,2294028,0.008237856,-0.015999876,-0.004918066,-340.26352
48528000,2294028,0.02193572,-0.013579289,-0.009151217,-340.26352
48628000,2294028,0.020332448,-0.019290812,-0.011727458,-340.26352
48728000,2294028,0.022494376,-0.0132812,-0.00240696,-340.26352
48828000,2294028,0.023859821,-0.011854582,-0.009556463,-340.26352
48928000,2294028,0.01384267,-0.003606772,-0.011285597,11.816101
49028000,2294028,0.002476374,-0.014773133,0.008355965,-340.26352
49128000,2294028,0.01822751,-0.00340571,-0.006402254,-340.26352
49228000,2294028,0.018896133,-0.013283322,0.002030896,-340.26352
49328000,2294028,0.008536367,-0.00924689,-0.012125256,-340.26352
49428000,2294028,0.01737618,0.001088951,-0.002542955,-340.26352
49528000,2294028,0.008107893,-0.006101072,0.009262545,11.798462
49628000,2294028,0.011562222,-0.001517081,0.002073079,-340.26352
49728000,2294028,0.005375569,-0.001623576,0.010906853,-340.26352
49828000,2294028,0.009211144,-0.011396543,0.012084951,-340.26352
49928000,2294028,0.010925064,-6.85E-06,-0.007842673,-340.26352
50028000,2294028,-0.003901099,0.010696815,0.008965295,-340.26352
50128000,2294028,0.004673551,-0.004380534,0.00139666,11.780884
50228000,2294028,-0.008655493,-0.014336688,0.00189296,-340.26352
50328000,2294028,-0.00946,-0.008206409,-0.005278059,-340.26352
50428000,2294028,0.007027046,0.00026873,0.001859916,-340.26352
50528000,2294028,-0.011195529,0.001509822,0.001130837,-340.26352
50628000,2294028,0.00054242,0.0070016,0.000421246,-340.26352
50728000,2294028,0.008596215,0.001505626,0.008122969,11.763275
50828000,2294028,-0.002684551,-0.006968735,0.001132651,-340.26352
50928000,2294028,0.002127162,-0.008947778,0.014223461,-340.26352
51028000,2294028,-0.006904175,-0.003477154,0.00521015,-340.26352
51128000,2294028,-0.002516582,-0.002215904,0.000468014,-340.26352
51228000,2294028,-0.007330779,-0.007199906,0.00249734,-340.26352
51328000,2294028,-0.006380283,0.005525534,0.003413982,11.745514
51428000,2294028,-0.004697042,-0.004164557,0.009223507,-340.26352
51528000,2294028,-0.000292239,0.001543938,0.003387167,-340.26352
51628000,2294028,-0.028621074,-0.053486805,0.008993108,-340.26352
51728000,2294028,-0.044925444,-0.10468032,0.016458545,-340.26352
