timestamp,roll_body,pitch_body,yaw_body,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0]
10624000,0,0,1.6171399,0.69053346,0,0,0.72330046,1
10648000,0,0,1.6171399,0.69053346,0,0,0.72330046,1
10672000,0,0,1.6171399,0.69053346,0,0,0.72330046,1
10696000,0,0,1.6171399,0.69053346,0,0,0.72330046,1
10720000,0,-0.30739784,1.6171399,0.68239313,0.11073331,-0.10571686,0.7147739,1
10744000,0,-0.29282707,1.6171399,0.6831452,0.10552301,-0.1007426,0.7155616,1
10768000,0,-0.27909747,1.6171399,0.68382066,0.10060838,-0.09605061,0.71626914,1
10792000,0,-0.26607335,1.6171399,0.6844317,0.095941894,-0.09159553,0.7169091,1
10816000,0,-0.2538392,1.6171399,0.6849792,0.09155474,-0.08740712,0.7174826,1
10840000,0,-0.24226367,1.6171399,0.68547356,0.08740061,-0.08344118,0.7180005,1
10864000,0,-0.23124263,1.6171399,0.685923,0.08344274,-0.07966261,0.7184712,1
10888000,0,-0.220692,1.6171399,0.68633366,0.07965144,-0.07604306,0.7189014,1
10912000,0,-0.21061835,1.6171399,0.686708,0.076029465,-0.07258517,0.7192935,1
10936000,0,-0.20095092,1.6171399,0.6870508,0.07255173,-0.069264986,0.7196526,1
10960000,0,-0.19163145,1.6171399,0.6873661,0.069197565,-0.06606278,0.7199828,1
10984000,0,-0.18261136,1.6171399,0.68765706,0.06594972,-0.06296206,0.72028756,1
11008000,0,-0.17388867,1.6171399,0.68792516,0.06280767,-0.05996236,0.72056836,1
11032000,0,-0.16542292,1.6171399,0.68817276,0.05975705,-0.05704993,0.72082776,1
11056000,0,-0.15717976,1.6171399,0.68840206,0.0567856,-0.05421309,0.72106797,1
11080000,0,-0.1491297,1.6171399,0.6886147,0.05388283,-0.051441826,0.72129065,1
11104000,0,-0.14127934,1.6171399,0.6888113,0.051051226,-0.0487385,0.7214966,1
11128000,0,-0.13360263,1.6171399,0.6889933,0.048281495,-0.046094242,0.7216872,1
11152000,0,-0.1260769,1.6171399,0.6891619,0.04556555,-0.043501336,0.7218638,1
11176000,0,-0.118682355,1.6171399,0.689318,0.042896315,-0.040953025,0.7220273,1
11200000,0,-0.11141746,1.6171399,0.6894622,0.04027331,-0.038448844,0.7221784,1
11224000,0,-0.10426524,1.6171399,0.68959534,0.03769047,-0.035983015,0.7223178,1
11248000,0,-0.097210675,1.6171399,0.68971795,0.03514242,-0.033550397,0.72244626,1
11272000,0,-0.09024031,1.6171399,0.68983066,0.032624356,-0.031146405,0.72256434,1
11296000,0,-0.08335677,1.6171399,0.6899338,0.030137267,-0.028771987,0.72267234,1
11320000,0,-0.0765481,1.6171399,0.6900277,0.02767688,-0.02642306,0.72277075,1
11344000,0,-0.06980354,1.6171399,0.69011295,0.025239343,-0.024095949,0.72286,1
11368000,0,-0.063113384,1.6171399,0.69018966,0.02282118,-0.021787334,0.7229403,1
11392000,0,-0.056468815,1.6171399,0.6902582,0.020419246,-0.019494213,0.72301215,1
11416000,0,-0.049871467,1.6171399,0.69031876,0.018034158,-0.017217174,0.72307557,1
11440000,0,-0.043313466,1.6171399,0.6903715,0.0156631,-0.014953529,0.7231309,1
11464000,0,-0.036787614,1.6171399,0.69041663,0.013303499,-0.012700823,0.7231781,1
11488000,0,-0.030287357,1.6171399,0.69045424,0.010953011,-0.010456817,0.7232175,1
11512000,0,-0.023812674,1.6171399,0.6904845,0.008611656,-0.008221529,0.7232492,1
11536000,0,-0.017357787,1.6171399,0.6905075,0.006277369,-0.005992991,0.7232732,1
11560000,0,-0.010917406,1.6171399,0.69052315,0.003948263,-0.003769398,0.72328967,1
11584000,0,-0.004486704,1.6171399,0.69053173,0.001622616,-0.001549108,0.72329867,1
11608000,0,0.001935866,1.6171399,0.6905331,-0.000700106,0.00066839,0.7233001,1
11632000,0,0.008354462,1.6171399,0.69052744,-0.003021384,0.002884509,0.72329414,1
11656000,0,0.014772924,1.6171399,0.6905146,-0.005342583,0.005100553,0.7232807,1
11680000,0,0.021194763,1.6171399,0.6904947,-0.007664948,0.00731771,0.72325987,1
11704000,0,0.027620563,1.6171399,0.6904676,-0.009988666,0.009536158,0.7232315,1
11728000,0,0.034053344,1.6171399,0.6904334,-0.012314804,0.011756918,0.7231956,1
11752000,0,0.040495843,1.6171399,0.6903919,-0.014644329,0.013980911,0.7231522,1
11776000,0,0.04695058,1.6171399,0.6903432,-0.016978128,0.016208984,0.72310114,1
11800000,0,0.053417135,1.6171399,0.6902872,-0.019316021,0.018440967,0.7230425,1
11824000,0,0.059897635,1.6171399,0.6902238,-0.021658756,0.02067757,0.72297615,1
11848000,0,0.06639403,1.6171399,0.690153,-0.024007006,0.022919439,0.72290194,1
11872000,0,0.072908066,1.6171399,0.6900747,-0.02636138,0.025167156,0.7228199,1
11896000,0,0.07944122,1.6171399,0.6899888,-0.02872238,0.027421197,0.72273,1
11920000,0,0.08599491,1.6171399,0.6898953,-0.031090496,0.029682033,0.722632,1
11944000,0,0.09257038,1.6171399,0.6897939,-0.033466145,0.03195006,0.72252584,1
11968000,0,0.09916871,1.6171399,0.68968475,-0.035849694,0.034225628,0.7224115,1
11992000,0,0.105790846,1.6171399,0.6895677,-0.038241446,0.03650903,0.72228885,1
12016000,0,0.11243565,1.6171399,0.6894425,-0.04064096,0.03879984,0.7221578,1
12040000,0,0.119103834,1.6171399,0.68930936,-0.043048475,0.04109829,0.72201824,1
12064000,0,0.125796,1.6171399,0.689168,-0.045464166,0.043404546,0.7218702,1
12088000,0,0.13251264,1.6171399,0.6890183,-0.04788817,0.04571874,0.7217134,1
12112000,0,0.13925582,1.6171399,0.68886024,-0.050321218,0.048041563,0.72154784,1
12136000,0,0.14602576,1.6171399,0.6886937,-0.052763343,0.050373055,0.7213734,1
12160000,0,0.15282257,1.6171399,0.6885185,-0.05521455,0.05271322,0.7211899,1
12184000,0,0.15964627,1.6171399,0.68833464,-0.057674818,0.05506203,0.72099733,1
12208000,0,0.16649666,1.6171399,0.68814206,-0.060144033,0.057419386,0.7207956,1
12232000,0,0.17337358,1.6171399,0.68794054,-0.0626221,0.059785187,0.7205845,1
12256000,0,0.18027675,1.6171399,0.6877301,-0.06510888,0.06215931,0.72036403,1
12280000,0,0.18720587,1.6171399,0.6875106,-0.06760423,0.064541616,0.7201342,1
12304000,0,0.19416109,1.6171399,0.687282,-0.07010816,0.06693211,0.7198947,1
12328000,0,0.20114197,1.6171399,0.6870442,-0.072620474,0.06933062,0.7196456,1
12352000,0,0.208148,1.6171399,0.68679714,-0.07514095,0.07173692,0.7193868,1
12376000,0,0.21517864,1.6171399,0.6865407,-0.07766936,0.07415078,0.71911824,1
12400000,0,0.22223376,1.6171399,0.6862749,-0.080205604,0.07657213,0.71883976,1
12424000,0,0.22931267,1.6171399,0.6859995,-0.0827494,0.07900068,0.71855134,1
12448000,0,0.23641463,1.6171399,0.68571466,-0.08530043,0.08143614,0.718253,1
12472000,0,0.24353883,1.6171399,0.6854202,-0.08785837,0.083878204,0.7179446,1
12496000,0,0.25068605,1.6171399,0.6851161,-0.090423465,0.0863271,0.71762604,1
12520000,0,0.25785542,1.6171399,0.6848023,-0.09299534,0.08878246,0.7172973,1
12544000,0,0.26504603,1.6171399,0.68447864,-0.095573634,0.09124395,0.71695834,1
12568000,0,0.27225694,1.6171399,0.6841452,-0.098157965,0.093711205,0.71660906,1
12592000,0,0.2794872,1.6171399,0.68380195,-0.10074795,0.096183866,0.7162495,1
12616000,0,0.28673652,1.6171399,0.68344885,-0.10334345,0.09866178,0.7158797,1
12640000,0,0.29400396,1.6171399,0.6830858,-0.10594407,0.10114458,0.7154994,1
12664000,0,0.30128855,1.6171399,0.68271285,-0.108549416,0.103631906,0.71510875,1
12688000,0,0.3085893,1.6171399,0.6823301,-0.11115911,0.10612337,0.7147078,1
12712000,0,0.3159076,1.6171399,0.68193716,-0.11377358,0.1086194,0.7142962,1
12736000,0,0.3232424,1.6171399,0.68153423,-0.11639242,0.1111196,0.71387416,1
12760000,0,0.33059266,1.6171399,0.68112123,-0.1190152,0.11362357,0.7134416,1
12784000,0,0.33795735,1.6171399,0.6806982,-0.121641524,0.11613092,0.7129985,1
12808000,0,0.34533733,1.6171399,0.68026507,-0.12427165,0.11864189,0.7125448,1
12831999,0,0.34906584,1.6171399,0.6800427,-0.1255998,0.119909875,0.71231186,1
12856000,0,0.34906584,1.6171399,0.6800427,-0.1255998,0.119909875,0.71231186,1
12880000,0,0.34906584,1.6171399,0.6800427,-0.1255998,0.119909875,0.71231186,1
12904000,0,0.34906584,1.6171399,0.6800427,-0.1255998,0.119909875,0.71231186,1
12927999,0,0.34906584,1.6171399,0.6800427,-0.1255998,0.119909875,0.71231186,1
12952000,0,0.34906584,1.6171399,0.6800427,-0.1255998,0.119909875,0.71231186,1
12976000,0.43633232,0.34906584,-1.5610367,0.65672094,0.27074534,-0.029522732,-0.7032375,1
13000000,0.43633232,0.34906584,-1.5610862,0.65670353,0.27074462,-0.029529423,-0.7032537,1
13023999,0.43633232,0.34906584,-1.5545654,0.6589929,0.27083945,-0.028646551,-0.7011089,1
