timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
10000000,-0.001106507,-0.005416529,0.002892632,-0.09925434,0.2728199,-9.904247
10004000,-0.000744017,-0.005086506,0.000474023,-0.09519497,0.22003998,-9.901845
10008000,-0.009179697,-0.005556016,-0.005182465,-0.13677199,0.24586457,-10.004619
10012000,-0.007302242,-0.006052963,-0.005263908,-0.17364584,0.2843592,-10.012365
10016000,0.003775996,-0.005261161,0.001277736,-0.12591371,0.24789333,-9.987004
10020000,0.002530967,-0.007038184,0.000292677,-0.043252643,0.18275163,-9.932867
10024000,0.000986153,-0.004366558,0.000597368,-0.04743435,0.13663784,-9.904896
10032000,-0.005374225,-0.005252902,0.000788752,-0.0491558,0.23115508,-9.931992
10036000,-0.001628507,-0.005417702,0.00334834,-0.041061733,0.1969605,-9.95153
10044000,6.48E-05,0.000153443,0.0009629,-0.093630016,0.20675673,-10.020143
10048000,-0.004700347,-0.004091342,-0.000554169,-0.08674891,0.19689395,-9.961265
10052000,-0.002943084,-0.007057857,-0.003899946,-0.080119714,0.17961419,-9.916833
10056000,-0.003601297,-0.008667416,-0.004299095,-0.124981746,0.21452573,-9.928391
10060000,-0.005549817,-0.009810202,-0.002811176,-0.13343522,0.1877103,-9.920479
10068000,0.00278262,-0.01066202,0.001581796,-0.04929171,0.17078525,-9.906805
10076000,-0.003521742,-0.009287584,0.003218693,-0.06613022,0.16902225,-9.873479
10080000,-0.005864001,-0.008228141,-0.002001258,-0.092700675,0.20201705,-9.841649
10088000,-0.000278375,-0.00205617,-0.005904752,-0.09711493,0.12830184,-9.8906975
10092000,0.000184627,-0.002096707,-0.002369215,-0.11027032,0.17501229,-9.901809
10096000,-0.000175277,-0.009179916,0.000246703,-0.06499646,0.1780861,-9.918418
10100000,0.000532125,-0.009831872,-0.000307763,-0.041736636,0.19147086,-9.905992
10104000,0.000642351,-0.004180803,-0.004517,-0.07628362,0.1866735,-9.933118
10112000,-0.007324923,-0.003665279,-0.001861142,-0.12833041,0.16608085,-9.920446
10120000,-0.000550339,-0.007919716,-0.010528022,-0.056871727,0.19652516,-9.939721
10128000,-0.010317249,-0.006243724,0.002807448,-0.12211053,0.19883537,-9.986627
10132000,-0.007305377,-0.005318678,0.003133401,-0.113395385,0.16926487,-10.004693
10136000,-0.001631083,-0.004897978,0.001248942,-0.11710303,0.17441602,-9.994286
10140000,-0.000618229,-0.009359035,-0.001157206,-0.093950905,0.2276407,-9.905217
10148000,-0.000872426,-0.006220711,0.0001977,-0.052495223,0.13613069,-9.962882
10156000,-0.00199237,-0.004736194,0.001019574,-0.119538344,0.23057872,-9.913009
10160000,-0.000117187,-0.008350317,-0.001233714,-0.07474663,0.13680872,-9.892221
10164000,-0.001791959,-0.00297133,0.000806838,-0.030208342,0.16217206,-9.938174
10168000,-0.004484675,0.003084666,0.008655779,-0.009244432,0.19717693,-9.981357
10172000,-0.003291218,0.00407818,0.011864815,0.059552584,0.15713134,-10.019671
10176000,-0.005208566,0.00348693,0.008114707,-0.019913035,0.20444669,-10.009849
10180000,-0.008131635,-0.000774432,-0.007254034,-0.14917532,0.25107676,-9.969167
10184000,-0.003706341,-0.003446475,-0.011061197,-0.1002087,0.24760608,-9.986221
10188000,0.002727943,-0.005704987,-0.001514142,0.012296327,0.25774258,-10.0180025
10192000,0.002722723,-0.004491024,0.00095564,0.03322025,0.28870314,-10.004731
10200000,0.000696815,-0.006942457,-0.000738519,-0.15042028,0.21930547,-9.847222
10204000,-0.000373082,-0.005016002,0.000488581,-0.14065905,0.16005547,-9.86288
10212000,-0.010036893,-0.007274413,-0.011143743,-0.077260844,0.18582292,-9.963739
10220000,0.003269171,-0.012337569,0.002099588,-0.101973094,0.23309769,-9.902167
10224000,-0.00104655,-0.007817709,1.41E-05,-0.09954545,0.17260318,-9.949054
10228000,-0.002947763,-0.003044882,0.000586193,-0.11567051,0.16845898,-9.898369
10232000,-0.002349807,-0.004131274,0.003877855,-0.09972841,0.2080166,-9.862052
10236000,-0.006462214,-0.004941885,-0.001314588,-0.07940768,0.2004122,-9.902267
10240000,-0.003625406,-0.002188243,-0.005426732,-0.04991765,0.27280742,-9.930661
10244000,-0.008809349,-0.006461551,-4.34E-05,-0.049270283,0.2836159,-9.937038
10252000,0.001237648,0.000462679,0.002174135,-0.02934677,0.19972456,-9.953135
10256000,-0.000676194,0.000818393,0.005474394,-0.11562942,0.24312007,-9.978408
10264000,-0.003028014,-0.012451936,-0.001524733,-0.05757835,0.058539275,-9.929094
10268000,-0.005659085,-0.007846163,-0.003462564,-0.1300823,0.13650544,-9.936101
10272000,-0.006062954,-0.008119706,-0.002402209,-0.0894598,0.2054419,-9.9601755
10276000,-0.002054057,-0.007813423,0.000160189,-0.051760036,0.20112018,-9.988954
10280000,0.002208325,-0.007243554,0.002726885,-0.051308155,0.21987604,-9.964846
10284000,0.001850972,-0.008067917,0.000141976,-0.031132923,0.22185133,-9.928175
10288000,-0.003136112,-0.006289125,-0.000205685,-0.018201675,0.12888248,-10.019969
10292000,-0.002786724,-0.001900569,0.004467208,-0.06474697,0.13347669,-10.000437
10296000,0.003177571,-0.006539588,0.002708372,-0.08678305,0.18005377,-9.889957
10300000,0.003646218,-0.010510507,0.001014772,-0.10384324,0.16238716,-9.873151
10304000,0.002518789,-0.009101956,0.000469695,-0.13625114,0.16761008,-9.930816
10308000,0.001307272,-0.013144854,-0.000423822,-0.09073255,0.15955916,-10.004623
10312000,-0.001884696,-0.008076604,0.004129847,-0.08766864,0.19168925,-10.0443125
10316000,-0.006530436,-0.004952882,0.00387362,-0.087741144,0.21454546,-10.047997
10320000,-0.005389472,-0.010114783,0.002130309,1.5597435,0.17278509,-9.983051
10324000,0.001154877,-0.012053479,-0.001249183,8.6879425,0.13403787,-9.80369
10328000,0.002163386,-0.009396222,-0.001896415,19.265978,0.13749954,-9.697866
10332000,-0.004399777,-0.007613619,0.003506095,28.458199,0.19956695,-9.65026
10340000,-0.00411091,-0.000593175,0.0007065,41.52828,0.1991761,-9.38089
10344000,-0.001910905,-0.006025221,0.001177387,45.833115,0.21429795,-9.376526
10348000,-0.000466376,-0.007134125,-0.003928599,48.86255,0.24392453,-9.350691
10352000,0.001664675,-0.005224643,0.001993911,50.758556,0.15596111,-9.330276
10356000,0.000667027,-0.010888451,0.006348998,51.96428,0.15656532,-9.331342
10364000,0.001132307,-0.00804372,0.002152126,53.308468,0.19627424,-9.241962
10368000,0.001066574,-0.004749146,0.000435995,53.552036,0.15703498,-9.3016
10376000,0.002163333,-0.002520939,0.002319099,53.21118,0.15830341,-9.306303
10380000,0.003314093,-0.005189161,-0.001116955,52.847466,0.18958627,-9.296606
10388000,-0.000480533,-0.002483565,-0.002107039,52.22676,0.11256883,-9.299653
10392000,-0.004893648,-0.00360495,0.000260651,51.708153,0.08743418,-9.367739
10400000,0.003316895,-0.008153259,0.005049861,50.4732,0.23475306,-9.335692
10404000,0.003048911,-0.004118974,0.001831872,50.122623,0.2697654,-9.375093
10412000,0.004527527,-0.007483999,-0.002735525,49.225197,0.13910007,-9.403581
10416000,0.008290852,-0.00520422,0.003899765,48.64377,0.143141,-9.336863
10424000,-0.00245834,-0.011425385,0.000119327,47.55175,0.08881599,-9.292102
10428000,-0.006399,-0.011780582,-0.001070306,47.155018,0.20279837,-9.251605
10432000,-0.00115897,-0.011023719,-0.002527353,46.74809,0.20317475,-9.352981
10436000,0.005247644,-0.007422991,-0.000580692,46.204994,0.23595287,-9.40317
10440000,-0.001546774,-0.000261929,-0.006600428,45.74335,0.30081692,-9.451797
10444000,0.003825255,-0.002412234,-0.010214667,45.353954,0.20197198,-9.526394
10448000,0.002958806,-0.005992858,-0.006070934,44.949936,0.20584491,-9.486182
