timestamp,roll_body,pitch_body,yaw_body,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0]
9144000,0,-0.16690682,1.6225462,0.6861794,0.06044722,-0.05739732,0.7226407,1
9168000,0,-0.15948018,1.6225462,0.6863878,0.05776342,-0.05484893,0.72286016,1
9192000,0,-0.15217933,1.6225462,0.68658346,0.055124287,-0.05234296,0.7230662,1
9216000,0,-0.14498797,1.6225462,0.6867672,0.052524026,-0.049873896,0.72325975,1
9240000,0,-0.13789162,1.6225462,0.68693984,0.049957443,-0.04743681,0.72344154,1
9264000,0,-0.13087739,1.6225462,0.687102,0.047419954,-0.04502735,0.7236123,1
9288000,0,-0.12393376,1.6225462,0.6872542,0.044907425,-0.042641595,0.7237726,1
9312000,0,-0.1170615,1.6225462,0.68739665,0.04242019,-0.040279854,0.7239226,1
9336000,0,-0.11025048,1.6225462,0.68752986,0.03995462,-0.037938684,0.72406286,1
9360000,0,-0.10349159,1.6225462,0.68765414,0.037507467,-0.035615005,0.72419375,1
9384000,0,-0.09677655,1.6225462,0.68776983,0.035075765,-0.033305995,0.72431564,1
9408000,0,-0.09010704,1.6225462,0.6878771,0.032660156,-0.031012269,0.7244286,1
9432000,0,-0.083475575,1.6225462,0.6879761,0.03025797,-0.028731287,0.7245329,1
9456000,0,-0.076875314,1.6225462,0.6880672,0.027866757,-0.026460722,0.7246288,1
9480000,0,-0.0703,1.6225462,0.68815047,0.025484279,-0.024198454,0.7247165,1
9504000,0,-0.063749425,1.6225462,0.68822604,0.023110492,-0.021944439,0.72479606,1
9528000,0,-0.05721806,1.6225462,0.68829405,0.02074342,-0.019696798,0.7248677,1
9552000,0,-0.050700825,1.6225462,0.68835455,0.018381247,-0.01745381,0.7249314,1
9576000,0,-0.044193055,1.6225462,0.6884077,0.016022312,-0.015213897,0.7249874,1
9600000,0,-0.037693873,1.6225462,0.6884535,0.013666319,-0.012976776,0.7250356,1
9624000,0,-0.031199224,1.6225462,0.68849206,0.011311825,-0.01074108,0.7250762,1
9648000,0,-0.024705384,1.6225462,0.6885233,0.008957505,-0.008505548,0.7251091,1
9672000,0,-0.018208934,1.6225462,0.68854725,0.006602144,-0.006269029,0.7251344,1
9696000,0,-0.011709244,1.6225462,0.688564,0.004245539,-0.004031328,0.72515196,1
9720000,0,-0.005203377,1.6225462,0.6885735,0.00188665,-0.001791458,0.72516197,1
9744000,0,0.001311345,1.6225462,0.6885756,-0.00047547,0.00045148,0.72516423,1
9768000,0,0.007837363,1.6225462,0.6885705,-0.002841681,0.002698302,0.7251588,1
9792000,0,0.014375541,1.6225462,0.68855804,-0.005212271,0.004949282,0.7251457,1
9816000,0,0.020927936,1.6225462,0.68853813,-0.007587959,0.007205104,0.7251247,1
9840000,0,0.0274964,1.6225462,0.6885107,-0.009969391,0.00946638,0.72509587,1
9864000,0,0.034082603,1.6225462,0.68847585,-0.012357147,0.01173366,0.7250591,1
9888000,0,0.040688027,1.6225462,0.6884333,-0.014751737,0.01400743,0.7250143,1
9912000,0,0.04731195,1.6225462,0.68838316,-0.017152872,0.016287414,0.7249615,1
9936000,0,0.053955622,1.6225462,0.6883252,-0.019560976,0.018574014,0.72490054,1
9960000,0,0.060620137,1.6225462,0.68825954,-0.021976419,0.020867584,0.72483134,1
9984000,0,0.067306444,1.6225462,0.68818593,-0.024399513,0.02316842,0.7247538,1
10008000,0,0.074015036,1.6225462,0.68810433,-0.02683041,0.025476666,0.7246679,1
10032000,0,0.08074662,1.6225462,0.6880147,-0.029269336,0.027792532,0.7245735,1
10056000,0,0.08750178,1.6225462,0.68791693,-0.03171647,0.030116195,0.7244705,1
10080000,0,0.09428097,1.6225462,0.68781084,-0.034171943,0.032447778,0.7243588,1
10104000,0,0.101082765,1.6225462,0.6876965,-0.036635213,0.03478676,0.7242384,1
10128000,0,0.10790743,1.6225462,0.68757385,-0.03910633,0.0371332,0.72410923,1
10152000,0,0.11475517,1.6225462,0.68744266,-0.041585356,0.039487142,0.72397107,1
10176000,0,0.121626064,1.6225462,0.68730295,-0.04407227,0.041848578,0.7238239,1
10200000,0,0.12852259,1.6225462,0.68715453,-0.04656794,0.044218324,0.7236676,1
10224000,0,0.13544463,1.6225462,0.6869974,-0.049072284,0.04659631,0.72350216,1
10248000,0,0.14239193,1.6225462,0.68683136,-0.051585175,0.048982415,0.7233273,1
10272000,0,0.14936426,1.6225462,0.6866565,-0.054106496,0.05137652,0.7231431,1
10296000,0,0.15636198,1.6225462,0.68647254,-0.056636337,0.053778715,0.7229493,1
10320000,0,0.16338465,1.6225462,0.6862794,-0.059174493,0.056188807,0.722746,1
10344000,0,0.17043173,1.6225462,0.6860772,-0.061720748,0.05860659,0.72253305,1
10368000,0,0.17750268,1.6225462,0.6858657,-0.064274855,0.061031826,0.7223103,1
10392000,0,0.18459952,1.6225462,0.6856448,-0.066837505,0.06346518,0.72207767,1
10416000,0,0.19172151,1.6225462,0.6854145,-0.069408394,0.06590635,0.7218351,1
10440000,0,0.1988679,1.6225462,0.6851746,-0.071987204,0.068355046,0.7215825,1
10464000,0,0.2060379,1.6225462,0.68492514,-0.074573606,0.07081095,0.72131974,1
10488000,0,0.21323062,1.6225462,0.68466604,-0.07716724,0.073273726,0.72104686,1
10512000,0,0.22044268,1.6225462,0.68439734,-0.079766855,0.07574217,0.7207639,1
10536000,0,0.22767325,1.6225462,0.68411905,-0.08237209,0.07821596,0.72047085,1
10560000,0,0.23492146,1.6225462,0.6838311,-0.08498261,0.08069476,0.7201676,1
10584000,0,0.24218644,1.6225462,0.6835335,-0.08759804,0.08317823,0.7198541,1
10608000,0,0.24947281,1.6225462,0.68322587,-0.09022002,0.085667916,0.7195302,1
10632000,0,0.25677955,1.6225462,0.6829084,-0.092848115,0.08816341,0.71919584,1
10656000,0,0.26410565,1.6225462,0.6825808,-0.09548194,0.09066434,0.7188509,1
10680000,0,0.27145007,1.6225462,0.6822433,-0.09812106,0.09317031,0.7184954,1
10704000,0,0.27881092,1.6225462,0.6818958,-0.10076477,0.09568062,0.71812946,1
10728000,0,0.2861872,1.6225462,0.6815383,-0.103412636,0.09819489,0.71775293,1
10752000,0,0.2935779,1.6225462,0.68117076,-0.106064275,0.10071273,0.71736586,1
10776000,0,0.30098203,1.6225462,0.6807932,-0.10871927,0.10323377,0.7169683,1
10800000,0,0.30839896,1.6225462,0.68040574,-0.11137737,0.10575776,0.7165602,1
10824000,0,0.3158277,1.6225462,0.6800082,-0.11403817,0.1082843,0.7161415,1
10848000,0,0.32326728,1.6225462,0.6796007,-0.11670127,0.11081303,0.7157124,1
10872000,0,0.3307168,1.6225462,0.67918324,-0.119366296,0.1133436,0.7152727,1
10896000,0,0.3381806,1.6225462,0.6787555,-0.122034796,0.11587746,0.7148223,1
10920000,0,0.34565762,1.6225462,0.67831755,-0.124706306,0.11841417,0.7143611,1
10944000,0,0.34906584,1.6225462,0.6781148,-0.12592348,0.119569935,0.7141475,1
10968000,0,0.34906584,1.6225462,0.6781148,-0.12592348,0.119569935,0.7141475,1
10992000,0,0.34906584,1.6225462,0.6781148,-0.12592348,0.119569935,0.7141475,1
11016000,-0.35496408,0.34906584,1.5603172,0.6674427,-0.24381086,-0.000807874,0.70361626,1
11040000,-0.34758827,0.34906584,1.5535791,0.670704,-0.24134035,0.002600081,0.7013588,1
11064000,-0.35187453,0.34906584,1.5534579,0.6702278,-0.24277714,0.001111701,0.70132214,1
11088000,-0.35592434,0.34906584,1.5533361,0.66977745,-0.2441338,-0.00029356,0.7012822,1
11112000,-0.3594763,0.34906584,1.5532678,0.6693668,-0.24532297,-0.001530647,0.70125765,1
11136000,-0.37286806,0.34906584,1.5464067,0.6701108,-0.24981934,-0.005369119,0.698937,1
11160000,-0.3758104,0.34906584,1.5463237,0.6697716,-0.2508052,-0.006386973,0.6989006,1
11184000,-0.3784931,0.34906584,1.5461861,0.66948265,-0.25170386,-0.00730712,0.6988453,1
11208000,-0.39069426,0.34906584,1.5392691,0.67034745,-0.25582188,-0.010685608,0.6964735,1
11232000,-0.3924554,0.34906584,1.5391743,0.67015487,-0.25641257,-0.011286758,0.696432,1
11256000,-0.39423504,0.34906584,1.5390285,0.66997725,-0.25700969,-0.011887707,0.69637287,1
11280000,-0.39559898,0.34906584,1.5389386,0.6698331,-0.2574671,-0.012351051,0.6963345,1
11304000,-0.40645057,0.34906584,1.5319681,0.67084885,-0.26115227,-0.015218928,0.69392335,1
11328000,-0.4072146,0.34906584,1.5318708,0.6707828,-0.26140928,-0.015471302,0.69388485,1
11352000,-0.40784863,0.34906584,1.5317225,0.6707513,-0.26162308,-0.015671857,0.6938302,1
11376000,-0.4177659,0.34906584,1.5247161,0.671872,-0.2650112,-0.01818385,0.6913945,1
11400000,-0.41762212,0.34906584,1.5246161,0.67192566,-0.2649638,-0.018120892,0.6913622,1
11424000,-0.41736838,0.34906584,1.524463,0.6720122,-0.2648799,-0.018012889,0.69131315,1
11448000,-0.4169788,0.34906584,1.5243676,0.6720967,-0.26474988,-0.017865606,0.69128454,1
11472000,-0.42616114,0.34906584,1.5173306,0.6733019,-0.26790515,-0.02009672,0.6888305,1
11496000,-0.42544365,0.34906584,1.5172318,0.673432,-0.26766455,-0.019836374,0.6888043,1
11520000,-0.4245984,0.34906584,1.5170798,0.6735974,-0.26738143,-0.019524954,0.6887615,1
11544000,-0.4235622,0.34906584,1.516931,0.6737872,-0.26703382,-0.01914823,0.6887214,1
11568000,-0.43166623,0.34906584,1.5099164,0.6751107,-0.26983708,-0.020992503,0.6862745,1
11592000,-0.4302295,0.34906584,1.5097595,0.6753582,-0.26935366,-0.020478375,0.6862365,1
11616000,-0.42851642,0.34906584,1.5096589,0.6756231,-0.2687761,-0.019877061,0.68621975,1
11640000,-0.43618074,0.34906584,1.5025604,0.6770193,-0.2714414,-0.021543324,0.68373996,1
11664000,-0.43436667,0.34906584,1.5024586,0.67730004,-0.27082825,-0.02090934,0.6837247,1
11688000,-0.4325542,0.34906584,1.5023034,0.6775982,-0.27021593,-0.020268768,0.68369085,1
11712000,-0.43037865,0.34906584,1.5022061,0.677925,-0.26947963,-0.019511938,0.68367946,1
11736000,-0.4376456,0.34147158,1.4950898,0.6803885,-0.26963905,-0.023802318,0.6810285,0.39386106
11760000,-0.435282,0.33388042,1.4949113,0.68177336,-0.26645437,-0.025746502,0.6808262,0.41615248
