timestamp,control[0],control[1],control[2],control[3],control[4]
8004000,0.033799186,0.037431426,-0.005565638,0.15,0
8008000,0.033537872,0.037771717,-0.005004104,0.15,0
8012000,0.03378284,0.037979744,-0.005016007,0.15,0
8016000,0.034182575,0.0378356,-0.005134921,0.15,0
8020000,0.034122292,0.037554026,-0.005174522,0.15,0
8024000,0.033830702,0.037430283,-0.005216966,0.15,0
8028000,0.033759676,0.037467048,-0.005177247,0.15,0
8032000,0.033939872,0.03772869,-0.005197984,0.15,0
8036000,0.03333412,0.038108647,-0.005248391,0.15,0
8040000,0.031721707,0.038243182,-0.005234453,0.15,0
8044000,0.030587044,0.038021404,-0.005077339,0.15,0
8048000,0.030912241,0.037623912,-0.004881177,0.15,0
8052000,0.03230969,0.03730622,-0.004726729,0.15,0
8056000,0.03352775,0.03716724,-0.004696799,0.15,0
8060000,0.033232387,0.03708516,-0.004849458,0.15,0
8064000,0.03257483,0.037205275,-0.005181599,0.15,0
8068000,0.032574784,0.037722226,-0.005509633,0.15,0
8076000,0.03155715,0.038454928,-0.005560872,0.15,0
8080000,0.03198389,0.03808033,-0.005479488,0.15,0
8084000,0.03286894,0.03785,-0.005279751,0.15,0
8088000,0.032878663,0.037851825,-0.005279347,0.15,0
8092000,0.034204513,0.03777231,-0.004879001,0.15,0
8096000,0.03437703,0.037502784,-0.00514456,0.15,0
8100000,0.03406165,0.037237655,-0.005562039,0.15,0
8104000,0.033266705,0.03734446,-0.005761931,0.15,0
8108000,0.032515313,0.037716784,-0.005647809,0.15,0
8112000,0.032533757,0.037710436,-0.005647286,0.15,0
8116000,0.03330303,0.03778795,-0.005535572,0.15,0
8124000,0.03295399,0.03768269,-0.005506988,0.15,0
8128000,0.03291422,0.037828144,-0.00538576,0.15,0
8132000,0.03327516,0.03760189,-0.005535246,0.15,0
8136000,0.033399183,0.037485495,-0.005606488,0.15,0
8140000,0.033471756,0.03757637,-0.00539414,0.15,0
8144000,0.034218002,0.03769111,-0.005203646,0.15,0
8148000,0.035106987,0.037683263,-0.00519231,0.15,0
8152000,0.035095975,0.037534583,-0.005086816,0.15,0
8156000,0.034298472,0.037317894,-0.005027609,0.15,0
8160000,0.033211946,0.037122894,-0.005101518,0.15,0
8164000,0.03291733,0.03709092,-0.005131883,0.15,0
8168000,0.0334245,0.03713043,-0.005180116,0.15,0
8172000,0.033665553,0.037031144,-0.005268486,0.15,0
8176000,0.033650447,0.03693695,-0.005271158,0.15,0
8184000,0.03324194,0.037231985,-0.005367356,0.15,0
8188000,0.032615267,0.03745887,-0.005405679,0.15,0
8192000,0.03188286,0.03770177,-0.005349582,0.15,0
8196000,0.03183003,0.037794787,-0.005164008,0.15,0
8200000,0.032308407,0.037752315,-0.004955108,0.15,0
8204000,0.0327092,0.037912454,-0.004854503,0.15,0
8208000,0.033557963,0.03799521,-0.004908722,0.15,0
8212000,0.034626864,0.03773262,-0.004990684,0.15,0
8216000,0.03460437,0.037718687,-0.004978741,0.15,0
8220000,0.034310322,0.037338395,-0.005057863,0.15,0
8224000,0.034316372,0.037345856,-0.005057459,0.15,0
8232000,0.033380546,0.03710574,-0.004990992,0.15,0
8236000,0.033407707,0.036832254,-0.005025443,0.15,0
8240000,0.024799226,0.036890008,0.000449867,0,0
8244000,0.02413846,0.037041117,-0.000284024,0,0
8248000,0.022879321,0.03686291,-0.001570865,0,0
8252000,0.022062326,0.036765665,-0.001534686,0,0
8256000,0.022054557,0.036800526,-0.001406178,0,0
8260000,0.022768307,0.037408054,-0.00011378,0,0
8264000,0.022743233,0.037385684,-0.000136311,1,0
8268000,0.022910306,0.037275925,-0.000921134,1,0
8272000,0.02304455,0.037292656,-0.000963634,1,0
8276000,0.023175128,0.037339125,-0.001223494,1,0
8280000,0.023963874,0.037367295,-0.001618783,1,0
8284000,0.024971532,0.03746851,-0.00156545,1,0
8288000,0.024993109,0.037421323,-0.000760045,1,0
8292000,0.02409818,0.03709196,0.000274293,1,0
8296000,0.023172561,0.036727253,0.000602975,1,0
8300000,0.02214069,0.03641855,-0.000149063,1,0
8304000,0.021121802,0.036222354,-0.001098172,1,0
8308000,0.02170014,0.036325093,-0.000888153,1,0
8312000,0.02345976,0.03668783,-0.000171679,1,0
8316000,0.024526576,0.037022002,-0.000137491,1,0
8320000,0.02445397,0.037183046,-0.000198213,1,0
8324000,0.02374333,0.03718607,0.000153277,1,0
8328000,0.02281218,0.036960777,0.000858077,1,0
8336000,0.022546228,0.03663441,0.000257996,1,0
8340000,0.023615964,0.036675524,-0.000302553,1,0
8344000,0.023839116,0.036787577,-9.81E-05,1,0
8348000,0.023209,0.03685349,0.001037749,1,0
8352000,0.023199687,0.03687176,0.00239038,1,0
8356000,0.023523556,0.036861155,0.002988935,1,0
8360000,0.023556555,0.03665102,0.002893679,1,0
8364000,0.024383267,0.0363987,0.003408569,1,0
8368000,0.025907466,0.036359943,0.004085213,1,0
8372000,0.026324762,0.036424357,0.004052363,1,0
8376000,0.026335651,0.03636423,0.004271206,1,0
8380000,0.025673693,0.036172803,0.003206127,1,0
8384000,0.025670562,0.036170002,0.003119495,1,0
8388000,0.025163038,0.036417995,0.00063939,1,0
8392000,0.025389193,0.036524933,0.001158747,1,0
8400000,0.02561031,0.036796294,0.001644116,1,0
8404000,0.025070442,0.03666235,0.001524351,1,0
8408000,0.02386068,0.036436792,0.002632173,1,0
8412000,0.023331584,0.03620872,0.004021839,1,0
8416000,0.024117896,0.03624827,0.00432085,1,0
8424000,0.02505241,0.0363356,0.003571898,1,0
8428000,0.024742775,0.036119424,0.003561019,1,0
8432000,0.025006702,0.036045894,0.003689151,1,0
8436000,0.025842529,0.036257677,0.003931379,1,0
8440000,0.025823051,0.036282826,0.004023702,1,0
8444000,0.024349403,0.036886696,0.004454485,1,0
8448000,0.023066377,0.036731407,0.005150575,1,0
8452000,0.021674085,0.03620452,0.005311403,1,0
8456000,0.021296686,0.035627868,0.005547229,1,0
