timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s
72988000,-1.2190634,-1.2190634,-1.2428744,0.014182323,0.014459334
73988000,19.608114,19.609886,19.993076,19.693937,20.07877
74988000,23.14172,23.132452,23.585617,23.03844,23.489765
75988000,22.595839,22.553051,22.999998,22.38019,22.823711
76988000,21.01058,20.937832,21.360498,20.655218,21.072182
77988000,20.382673,20.266273,20.681889,20.072407,20.484045
78988000,19.92407,19.77664,20.187248,19.673378,20.081842
79988000,19.569761,19.427296,19.835863,19.402336,19.810379
80988000,19.411634,19.285755,19.69576,19.253092,19.662405
81988000,19.309454,19.202698,19.615276,19.164598,19.576359
82988000,19.228876,19.155823,19.572075,19.14993,19.566053
83988000,19.24799,19.217684,19.639154,19.1643,19.5846
84988000,18.557915,18.562712,18.973978,18.604448,19.01664
85988000,16.669699,16.689314,17.060951,16.695908,17.067692
86988000,16.201155,16.234974,16.596321,16.203411,16.564056
87988000,16.223219,16.27478,16.635729,16.269133,16.629957
88988000,16.36774,16.447136,16.81064,16.428802,16.791903
89988000,16.550182,16.634586,17.00103,16.515265,16.87908
90988000,18.170721,18.283762,18.686077,18.274382,18.67649
91988000,19.462654,19.584816,20.018192,19.568624,20.001644
92988000,19.674366,19.7999,20.242796,19.780258,20.222715
93988000,19.475473,19.60163,20.045736,19.611351,20.05568
94988000,19.112713,19.238787,19.680643,19.210447,19.651653
95988000,18.673782,18.79384,19.231129,18.795242,19.232563
96988000,18.301233,18.420647,18.854338,18.471485,18.906372
97988000,18.13696,18.256939,18.692118,18.215937,18.650139
98988000,17.92083,18.03768,18.47237,18.00842,18.442432
99988000,17.738811,17.857727,18.292667,17.848825,18.283548
100988000,16.513895,16.62206,17.03101,16.678364,17.0887
101988000,15.077261,15.181223,15.556059,15.051284,15.422911
102988000,14.92819,15.031342,15.402081,14.935334,15.303707
103988000,15.181602,15.288554,15.664454,15.213867,15.587932
104988000,15.393943,15.506734,15.886927,15.487322,15.86704
105988000,15.571559,15.687034,16.071184,15.645837,16.028978
106988000,15.639634,15.758735,16.14437,15.692121,16.076126
107988000,15.640188,15.760444,16.14603,15.678488,16.062069
108988000,15.527754,15.648619,16.031485,15.629958,16.012367
109988000,15.525896,15.649996,16.032887,15.580394,15.961583
110988000,15.511381,15.635116,16.01769,15.528733,15.908707
111988000,15.350861,15.47717,15.855936,15.496112,15.875341
112988000,15.313328,15.4457655,15.823839,15.451169,15.829374
113988000,15.397297,15.532234,15.912446,15.418742,15.796176
114988000,15.312111,15.45157,15.829754,15.380673,15.757124
115988000,15.22205,15.363125,15.739413,15.343062,15.718861
116988000,15.20942,15.356224,15.732309,15.313231,15.688264
117988000,15.139774,15.289726,15.664097,15.284103,15.658337
118988000,15.121953,15.278047,15.652327,15.247905,15.621446
119988000,15.045216,15.205027,15.577574,15.209504,15.582161
120988000,15.0414095,15.203628,15.576131,15.168326,15.539966
121988000,15.049861,15.22318,15.5961275,15.248836,15.622412
122988000,15.175529,15.381525,15.758382,15.40069,15.778016
123988000,15.264075,15.525122,15.905197,15.4851885,15.864285
124987999,15.371041,15.583821,15.965215,15.440566,15.818453
125987999,15.361464,15.532178,15.912066,15.289298,15.663246
126987999,15.223018,15.325214,15.700017,15.112238,15.4818325
127987999,15.317254,15.361253,15.7368145,14.991554,15.358077
128987999,15.173241,15.160705,15.5316725,14.950758,15.316587
129987999,15.040406,15.013415,15.380779,14.968375,15.334636
130988000,15.067315,15.037497,15.405598,14.983556,15.350337
