timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0]
73952000,0,-0.19424348,1.6155919,0,0.6878363,0.070085965,-0.0670147,0.71935964,1
73976000,0,-0.18556905,1.6155919,0,0.6881205,0.0669653,-0.06403078,0.7196569,1
74000000,0,-0.17714588,1.6155919,0,0.68838406,0.06393381,-0.061132148,0.7199325,1
74024000,0,-0.1689408,1.6155919,0,0.68862903,0.06097973,-0.058307514,0.72018874,1
74048000,0,-0.1609252,1.6155919,0,0.6888572,0.058092877,-0.055547167,0.72042733,1
74072000,0,-0.15307426,1.6155919,0,0.6890699,0.05526443,-0.05284266,0.72064984,1
74096000,0,-0.14539209,1.6155919,0,0.6892678,0.05249594,-0.050195497,0.7208568,1
74120000,0,-0.13785675,1.6155919,0,0.68945205,0.049779627,-0.047598217,0.7210494,1
74144000,0,-0.13044903,1.6155919,0,0.68962365,0.047108624,-0.04504426,0.7212289,1
74168000,0,-0.12315197,1.6155919,0,0.6897834,0.044476897,-0.04252786,0.72139597,1
74192000,0,-0.115967125,1.6155919,0,0.68993175,0.041885056,-0.040049594,0.7215511,1
74216000,0,-0.10887969,1.6155919,0,0.6900693,0.039327823,-0.037604425,0.721695,1
74240000,0,-0.10187636,1.6155919,0,0.69019675,0.036800455,-0.035187807,0.7218283,1
74264000,0,-0.09494532,1.6155919,0,0.6903146,0.034298725,-0.03279571,0.7219515,1
74288000,0,-0.088088326,1.6155919,0,0.69042295,0.031823322,-0.03042878,0.72206485,1
74312000,0,-0.08129489,1.6155919,0,0.6905223,0.02937049,-0.028083436,0.72216874,1
74336000,0,-0.074555494,1.6155919,0,0.69061303,0.02693684,-0.02575643,0.7222636,1
74360000,0,-0.06786151,1.6155919,0,0.69069535,0.024519281,-0.023444813,0.7223497,1
74384000,0,-0.061205074,1.6155919,0,0.69076955,0.022115014,-0.021145903,0.72242737,1
74408000,0,-0.054589096,1.6155919,0,0.6908357,0.019725116,-0.018860733,0.7224965,1
