timestamp,roll_body,pitch_body,yaw_body,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0]
34204000,0.008008662,0,2.2651038,0.424347,0.001699235,0.003625904,0.90549076,0.15
34228000,0.008008662,0,2.2651038,0.424347,0.001699235,0.003625904,0.90549076,0.15
34252000,0,0,1.5979786,0.6974314,0,0,0.71665156,0
34276000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34300000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34324000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34348000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34372000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34396000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34420000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34444000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34468000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34492000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34516000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34540000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34564000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34588000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34612000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34636000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34660000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34684000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34708000,0,0,1.5979786,0.6974314,0,0,0.71665156,1
34732000,0,-0.39756376,1.5979786,0.68369746,0.141521,-0.1377255,0.70253915,1
34756000,0,-0.38347143,1.5979786,0.68465096,0.13656732,-0.13290468,0.70351887,1
34780000,0,-0.37012914,1.5979786,0.68552226,0.13187106,-0.12833434,0.70441425,1
34804000,0,-0.35757256,1.5979786,0.6863145,0.12744597,-0.12402794,0.7052283,1
34828000,0,-0.34567416,1.5979786,0.6870402,0.12324819,-0.11994275,0.70597404,1
34852000,0,-0.33433187,1.5979786,0.6877094,0.11924256,-0.116044536,0.70666164,1
34876000,0,-0.3234626,1.5979786,0.6883299,0.11540037,-0.112305395,0.70729923,1
34900000,0,-0.31308103,1.5979786,0.68890357,0.11172738,-0.10873091,0.7078887,1
34924000,0,-0.3031151,1.5979786,0.6894368,0.10819863,-0.105296806,0.70843667,1
34948000,0,-0.2935053,1.5979786,0.6899348,0.10479342,-0.10198293,0.7089484,1
34972000,0,-0.2842021,1.5979786,0.69040173,0.10149456,-0.09877253,0.70942813,1
34996000,0,-0.27520734,1.5979786,0.69083893,0.098302975,-0.09566655,0.70987743,1
35020000,0,-0.26647925,1.5979786,0.69124985,0.09520411,-0.09265079,0.7102997,1
35044000,0,-0.25798252,1.5979786,0.6916373,0.092185654,-0.08971329,0.71069777,1
35068000,0,-0.24968702,1.5979786,0.6920034,0.089237064,-0.08684378,0.711074,1
35092000,0,-0.24159567,1.5979786,0.6923491,0.08635957,-0.08404346,0.7114292,1
35116000,0,-0.23368227,1.5979786,0.6926762,0.08354399,-0.081303395,0.7117653,1
35140000,0,-0.22592399,1.5979786,0.69298637,0.08078233,-0.07861579,0.71208405,1
35164000,0,-0.21830069,1.5979786,0.693281,0.07806753,-0.07597381,0.7123868,1
35188000,0,-0.21079452,1.5979786,0.69356126,0.07539335,-0.07337134,0.71267474,1
35212000,0,-0.20341711,1.5979786,0.69382715,0.07276399,-0.0708125,0.712948,1
35236000,0,-0.19615161,1.5979786,0.6940798,0.070173554,-0.06829154,0.71320766,1
35260000,0,-0.18898314,1.5979786,0.69432014,0.067616805,-0.065803364,0.7134546,1
35284000,0,-0.1818984,1.5979786,0.69454885,0.06508906,-0.06334341,0.7136896,1
35308000,0,-0.17489673,1.5979786,0.69476634,0.06259016,-0.06091153,0.7139131,1
35332000,0,-0.16796675,1.5979786,0.69497323,0.06011609,-0.058503814,0.7141257,1
35356000,0,-0.16109833,1.5979786,0.6951701,0.057663284,-0.056116786,0.71432793,1
35380000,0,-0.15428245,1.5979786,0.69535726,0.055228565,-0.053747367,0.7145203,1
35404000,0,-0.14752023,1.5979786,0.69553506,0.052812386,-0.051395986,0.71470296,1
35428000,0,-0.14080362,1.5979786,0.69570374,0.0504119,-0.04905988,0.7148763,1
35452000,0,-0.13412523,1.5979786,0.69586366,0.048024513,-0.046736524,0.7150406,1
35476000,0,-0.1274783,1.5979786,0.6960151,0.04564784,-0.04442359,0.71519625,1
35500000,0,-0.12086324,1.5979786,0.69615823,0.043282058,-0.042121258,0.71534336,1
35524000,0,-0.114273995,1.5979786,0.6962933,0.04092504,-0.039827455,0.7154821,1
35548000,0,-0.10770504,1.5979786,0.6964203,0.03857484,-0.037540287,0.71561265,1
35572000,0,-0.101151265,1.5979786,0.6965396,0.036229655,-0.035258,0.7157352,1
35596000,0,-0.094614774,1.5979786,0.6966511,0.03389027,-0.03298135,0.71584976,1
35620000,0,-0.08809095,1.5979786,0.696755,0.031555053,-0.030708764,0.7159565,1
35644000,0,-0.081575535,1.5979786,0.6968513,0.029222513,-0.02843878,0.7160555,1
35668000,0,-0.07506464,1.5979786,0.69694024,0.02689128,-0.026170073,0.7161469,1
35692000,0,-0.06855787,1.5979786,0.69702166,0.024561243,-0.023902524,0.7162306,1
35716000,0,-0.062051814,1.5979786,0.69709575,0.022231197,-0.02163497,0.7163067,1
35740000,0,-0.05554334,1.5979786,0.69716245,0.019900054,-0.019366346,0.71637523,1
35764000,0,-0.0490296,1.5979786,0.6972218,0.01756681,-0.01709568,0.7164362,1
35788000,0,-0.042507973,1.5979786,0.69727385,0.015230556,-0.014822082,0.71648973,1
35812000,0,-0.035977,1.5979786,0.69731855,0.012890791,-0.012545067,0.7165356,1
