timestamp,ground_contact,maybe_landed,landed
33104000,0,0,1
34104000,0,0,1
34364000,0,0,0
35364000,0,0,0
36364000,0,0,0
37364000,0,0,0
38364000,0,0,0
39364000,0,0,0
40364000,0,0,0
41364000,0,0,0
42364000,0,0,0
43364000,0,0,0
44364000,0,0,0
45364000,0,0,0
46364000,0,0,0
47364000,0,0,0
48364000,0,0,0
49364000,0,0,0
50364000,0,0,0
51364000,0,0,0
52364000,0,0,0
53364000,0,0,0
54364000,0,0,0
55364000,0,0,0
56364000,0,0,0
57364000,0,0,0
58364000,0,0,0
59364000,0,0,0
60364000,0,0,0
61364000,0,0,0
62364000,0,0,0
63364000,0,0,0
64364000,0,0,0
65364000,0,0,0
66364000,0,0,0
67364000,0,0,0
68364000,0,0,0
69364000,0,0,0
70364000,0,0,0
71364000,0,0,0
72364000,0,0,0
73364000,0,0,0
74364000,0,0,0
75364000,0,0,0
76364000,0,0,0
77364000,0,0,0
78364000,0,0,0
79364000,0,0,0
80364000,0,0,0
81364000,0,0,0
82364000,0,0,0
83364000,0,0,0
84364000,0,0,0
85364000,0,0,0
86364000,0,0,0
87364000,0,0,0
88364000,0,0,0
89364000,0,0,0
90364000,0,0,0
91364000,0,0,0
92364000,0,0,0
93364000,0,0,0
94364000,0,0,0
95364000,0,0,0
96364000,0,0,0
97364000,0,0,0
98364000,0,0,0
99364000,0,0,0
100364000,0,0,0
101364000,0,0,0
102364000,0,0,0
103364000,0,0,0
104364000,0,0,0
105364000,0,0,0
106364000,0,0,0
107364000,0,0,0
108364000,0,0,0
109364000,0,0,0
110364000,0,0,0
111364000,0,0,0
112364000,0,0,0
113364000,0,0,0
114364000,0,0,0
115364000,0,0,0
116364000,0,0,0
117364000,0,0,0
118364000,0,0,0
119364000,0,0,0
120364000,0,0,0
121364000,0,0,0
122364000,0,0,0
123364000,0,0,0
124364000,0,0,0
125364000,0,0,0
126364000,0,0,0
127364000,0,0,0
128364000,0,0,0
129364000,0,0,0
130364000,0,0,0
131364000,0,0,0
132364000,0,0,0
133364000,0,0,0
134364000,0,0,0
135364000,0,0,0
136364000,0,0,0
137364000,0,0,0
138364000,0,0,0
139364000,0,0,0
140364000,0,0,0
141364000,0,0,0
142364000,0,0,0
143364000,0,0,0
144364000,0,0,0
145364000,0,0,0
146364000,0,0,0
147364000,0,0,0
148364000,0,0,0
149364000,0,0,0
150364000,0,0,0
151364000,0,0,0
152364000,0,0,0
153364000,0,0,0
154364000,0,0,0
155364000,0,0,0
156364000,0,0,0
157364000,0,0,0
158364000,0,0,0
159364000,0,0,0
160364000,0,0,0
161364000,0,0,0
162364000,0,0,0
163364000,0,0,0
164364000,0,0,0
165364000,0,0,0
166364000,0,0,0
167364000,0,0,0
168364000,0,0,0
169364000,0,0,0
170364000,0,0,0
171364000,0,0,0
172364000,0,0,0
173364000,0,0,0
174364000,0,0,0
175364000,0,0,0
176364000,0,0,0
177364000,0,0,0
178364000,0,0,0
179364000,0,0,0
180364000,0,0,0
181364000,0,0,0
182364000,0,0,0
183364000,0,0,0
184364000,0,0,0
185364000,0,0,0
186364000,0,0,0
187364000,0,0,0
188364000,0,0,0
189364000,0,0,0
190364000,0,0,0
191364000,0,0,0
192364000,0,0,0
193364000,0,0,0
194364000,0,0,0
195364000,0,0,0
196364000,0,0,0
197364000,0,0,0
198364000,0,0,0
199364000,0,0,0
200364000,0,0,0
201364000,0,0,0
202364000,0,0,0
203364000,0,0,0
204364000,0,0,0
205364000,0,0,0
206364000,0,0,0
207364000,0,0,0
208364000,0,0,0
209364000,0,0,0
210364000,0,0,0
211364000,0,0,0
212364000,0,0,0
213364000,0,0,0
214364000,0,0,0
215364000,0,0,0
216364000,0,0,0
217364000,0,0,0
218364000,0,0,0
219364000,0,0,0
220364000,0,0,0
221364000,0,0,0
222364000,0,0,0
223364000,0,0,0
224364000,0,0,0
225364000,0,0,0
226364000,0,0,0
227364000,0,0,0
228364000,0,0,0
229364000,0,0,0
230364000,0,0,0
231364000,0,0,0
232364000,0,0,0
233364000,0,0,0
234364000,0,0,0
235364000,0,0,0
236364000,0,0,0
237364000,0,0,0
238364000,0,0,0
239364000,0,0,0
240364000,0,0,0
241364000,0,0,0
242364000,0,0,0
243364000,0,0,0
244364000,0,0,0
245364000,0,0,0
246364000,0,0,0
247364000,0,0,0
248364000,0,0,0
249364000,0,0,0
250364000,0,0,0
251364000,0,0,0
252364000,0,0,0
253368000,0,0,0
253744000,0,0,1
254744000,0,0,1
