timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
17000000,399.5596,12.404602,96616.97,1.1479694
17024000,399.65817,12.404602,96615.805,1.1479555
17048000,399.65347,12.404602,96615.86,1.1479563
17072000,399.58307,12.404602,96616.664,1.1479658
17096000,399.6488,12.404602,96615.93,1.1479571
17120000,399.5502,12.404602,96617.05,1.1479703
17144000,399.5596,12.404602,96616.94,1.147969
17168000,399.6441,12.404602,96615.99,1.1479578
17192000,399.6394,12.404602,96616.016,1.147958
17216000,399.51733,12.404602,96617.42,1.1479748
17240000,399.57367,12.404602,96616.83,1.1479677
17264000,399.60184,12.404602,96616.46,1.1479634
17288000,399.461,12.404602,96618.055,1.1479824
17312000,399.63,12.404602,96616.16,1.1479597
17336000,399.65817,12.404602,96615.85,1.1479561
17360000,399.61594,12.404602,96616.28,1.1479613
17384000,399.29666,12.404602,96619.98,1.1480051
17408000,399.57367,12.404602,96616.81,1.1479676
17432000,399.58307,12.404602,96616.66,1.1479657
17456000,399.63,12.404602,96616.11,1.1479592
17484000,399.42813,12.404602,96618.47,1.1479872
17504000,399.61594,12.404602,96616.28,1.1479613
17528000,399.49387,12.404602,96617.74,1.1479787
17552000,399.4516,12.404602,96618.18,1.1479838
17576000,399.51733,12.404602,96617.47,1.1479753
17600000,399.4563,12.404602,96618.12,1.1479831
17624000,399.51263,12.404602,96617.51,1.1479758
17648000,399.7333,12.404602,96614.94,1.1479453
17672000,399.56897,12.404602,96616.85,1.147968
17696000,399.60184,12.404602,96616.445,1.1479632
17720000,399.31076,12.404602,96619.84,1.1480036
17744000,399.5314,12.404602,96617.305,1.1479734
17772000,399.6347,12.404602,96616.086,1.1479589
17792000,399.66287,12.404602,96615.75,1.147955
17816000,399.57367,12.404602,96616.805,1.1479675
17840000,399.60654,12.404602,96616.414,1.1479628
17864000,399.68634,12.404572,96615.484,1.1479517
17888000,399.461,12.404572,96618.08,1.1479826
17912000,399.65817,12.404572,96615.836,1.147956
17936000,399.3483,12.404541,96619.375,1.147998
17960000,399.49387,12.404541,96617.695,1.1479781
17988000,399.62064,12.4045105,96616.27,1.1479611
18008000,399.47037,12.4045105,96617.98,1.1479814
18032000,399.79434,12.4045105,96614.234,1.1479369
18056000,399.6441,12.40448,96615.97,1.1479576
18080000,399.61594,12.40448,96616.305,1.1479615
18104000,399.60184,12.404449,96616.48,1.1479635
18128000,399.6488,12.404449,96615.914,1.1479568
18152000,399.69574,12.404449,96615.39,1.1479506
18176000,399.62064,12.404419,96616.23,1.1479605
18200000,399.49387,12.404419,96617.72,1.1479783
18224000,399.5549,12.404419,96617.02,1.1479701
18248000,399.48917,12.404388,96617.76,1.1479788
18272000,399.5408,12.404388,96617.14,1.1479715
18296000,399.65347,12.404388,96615.86,1.1479563
18320000,399.47037,12.404388,96618.01,1.1479818
18344000,399.65817,12.404358,96615.836,1.147956
18368000,399.65817,12.404358,96615.836,1.147956
18392000,399.65817,12.404327,96615.805,1.1479555
