timestamp,ground_contact,maybe_landed,landed
17112000,0,0,1
17332000,0,0,0
18332000,0,0,0
19332000,0,0,0
20332000,0,0,0
21332000,0,0,0
22332000,0,0,0
23332000,0,0,0
24332000,0,0,0
25332000,0,0,0
26332000,0,0,0
27332000,0,0,0
28332000,0,0,0
29336000,0,0,0
30352000,0,0,0
31352000,0,0,0
32352000,0,0,0
33352000,0,0,0
34352000,0,0,0
35352000,0,0,0
36352000,0,0,0
37352000,0,0,0
38352000,0,0,0
39352000,0,0,0
40352000,0,0,0
41352000,0,0,0
42352000,0,0,0
43352000,0,0,0
44352000,0,0,0
45352000,0,0,0
46352000,0,0,0
47352000,0,0,0
48352000,0,0,0
49352000,0,0,0
50352000,0,0,0
51352000,0,0,0
52352000,0,0,0
53352000,0,0,0
54352000,0,0,0
55352000,0,0,0
56352000,0,0,0
57352000,0,0,0
58352000,0,0,0
59352000,0,0,0
60352000,0,0,0
61356000,0,0,0
62356000,0,0,0
63356000,0,0,0
64372000,0,0,0
65372000,0,0,0
66372000,0,0,0
67372000,0,0,0
68372000,0,0,0
69372000,0,0,0
70372000,0,0,0
71372000,0,0,0
72372000,0,0,0
73372000,0,0,0
74372000,0,0,0
75372000,0,0,0
76372000,0,0,0
77372000,0,0,0
78372000,0,0,0
79372000,0,0,0
80372000,0,0,0
81372000,0,0,0
82372000,0,0,0
83372000,0,0,0
84372000,0,0,0
85372000,0,0,0
86372000,0,0,0
87372000,0,0,0
88372000,0,0,0
89372000,0,0,0
90372000,0,0,0
91372000,0,0,0
92372000,0,0,0
93372000,0,0,0
94372000,0,0,0
95372000,0,0,0
96372000,0,0,0
97372000,0,0,0
98372000,0,0,0
99372000,0,0,0
100372000,0,0,0
101372000,0,0,0
102372000,0,0,0
103372000,0,0,0
104372000,0,0,0
105372000,0,0,0
106372000,0,0,0
107372000,0,0,0
108372000,0,0,0
109372000,0,0,0
110372000,0,0,0
111372000,0,0,0
112372000,0,0,0
113372000,0,0,0
114372000,0,0,0
115372000,0,0,0
116372000,0,0,0
117372000,0,0,0
118372000,0,0,0
119372000,0,0,0
120372000,0,0,0
121372000,0,0,0
122372000,0,0,0
123372000,0,0,0
124372000,0,0,0
125372000,0,0,0
126372000,0,0,0
127372000,0,0,0
128372000,0,0,0
129372000,0,0,0
130372000,0,0,0
131372000,0,0,0
132372000,0,0,0
133372000,0,0,0
134372000,0,0,0
135372000,0,0,0
136372000,0,0,0
137372000,0,0,0
138372000,0,0,0
139372000,0,0,0
140372000,0,0,0
141372000,0,0,0
142372000,0,0,0
143372000,0,0,0
144372000,0,0,0
145372000,0,0,0
146372000,0,0,0
147372000,0,0,0
148372000,0,0,0
149372000,0,0,0
150372000,0,0,0
151372000,0,0,0
152372000,0,0,0
153372000,0,0,0
154372000,0,0,0
155372000,0,0,0
156372000,0,0,0
157372000,0,0,0
158372000,0,0,0
159372000,0,0,0
160372000,0,0,0
161372000,0,0,0
162372000,0,0,0
163372000,0,0,0
164372000,0,0,0
165372000,0,0,0
166372000,0,0,0
167372000,0,0,0
168372000,0,0,0
169372000,0,0,0
170372000,0,0,0
171372000,0,0,0
172372000,0,0,0
173372000,0,0,0
174372000,0,0,0
175372000,0,0,0
176372000,0,0,0
177372000,0,0,0
178372000,0,0,0
179372000,0,0,0
180372000,0,0,0
181372000,0,0,0
182372000,0,0,0
183372000,0,0,0
184372000,0,0,0
185372000,0,0,0
186372000,0,0,0
187372000,0,0,0
188372000,0,0,0
189372000,0,0,0
190372000,0,0,0
191372000,0,0,0
192372000,0,0,0
193372000,0,0,0
193872000,0,0,1
194872000,0,0,1
