timestamp,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature
17000000,-0.50768536,-0.50768536,12.404602
17988000,230.40948,230.40948,12.4045105
18992000,328.71304,328.71304,12.398987
20000000,313.37134,313.37134,12.369934
20984000,272.7415,272.7415,12.3237915
21992000,251.94664,251.94664,12.28064
23000000,248.9688,248.9688,12.241058
23984000,249.23398,249.23398,12.210388
24992000,247.3751,247.3751,12.183258
26000000,251.4858,251.4858,12.155273
26984000,247.79189,247.79189,12.129578
27992000,240.5375,240.5375,12.100952
28999999,229.07504,229.07504,12.071228
29984000,184.85756,184.85756,12.051666
30992000,170.30675,170.30675,12.04953
32000000,168.297,168.297,12.05661
32984000,166.35669,166.35669,12.06546
33992000,166.65343,166.65343,12.073181
35000000,164.75632,164.75632,12.078705
35984000,163.18771,163.18771,12.082214
36992000,161.3321,161.3321,12.084351
38000000,162.67299,162.67299,12.085358
38984000,159.42517,159.42517,12.085724
39992000,161.42766,161.42766,12.085724
41000000,217.52803,217.52803,12.073608
41984000,222.37672,222.37672,12.040955
42992000,220.79056,220.79056,12.005096
44000000,238.64856,238.64856,11.963226
44984000,221.1808,221.1808,11.918762
45992000,209.36241,209.36241,11.875061
47000000,187.03062,187.03062,11.834595
47984000,176.07996,176.07996,11.802368
48992000,173.65923,173.65923,11.77356
50000000,179.72064,179.72064,11.743835
50984000,133.8762,133.8762,11.7247925
51992000,126.47317,126.47317,11.728241
53000000,132.5456,132.5456,11.740234
53984000,162.15746,162.15746,11.750458
54992000,159.73694,159.73694,11.750519
55976000,150.0851,150.0851,11.750427
56984000,147.77481,147.77481,11.755524
57992000,143.4036,143.4036,11.760071
59000000,139.49577,139.49577,11.761505
59984000,139.81984,139.81984,11.7621155
60991999,137.75545,137.75545,11.762848
62000000,137.70895,137.70895,11.76358
63008000,139.6328,139.6328,11.763916
63992000,155.45013,155.45013,11.763367
65000000,134.61021,134.61021,11.759064
65984000,191.60344,191.60344,11.754608
66992000,186.82065,186.82065,11.739746
68000000,157.60681,157.60681,11.738037
68984000,181.44702,181.44702,11.7534485
69992000,210.44786,210.44786,11.773163
71000000,202.78294,202.78294,11.792114
71984000,224.78384,224.78384,11.808044
72992000,217.71956,217.71956,11.824036
74004000,218.7506,218.7506,11.845062
75008000,221.81688,221.81688,11.870483
75992000,226.79185,226.79185,11.89798
77004000,240.83435,240.83435,11.928223
78008000,241.06581,241.06581,11.955597
78992000,218.9037,218.9037,11.9747925
80000000,197.76715,197.76715,11.990906
81008000,183.94235,183.94235,12.011749
81992000,196.863,196.863,12.037598
83000000,190.42023,190.42023,12.054749
84008000,191.34058,191.34058,12.065369
84992000,174.57838,174.57838,12.07135
86004000,184.79552,184.79552,12.078857
86984000,182.69218,182.69218,12.083221
87992000,178.77496,178.77496,12.085205
89000000,178.35695,178.35695,12.086304
90008000,175.5459,175.5459,12.086914
90992000,173.7934,173.7934,12.087311
92000000,159.83977,159.83977,12.088806
93008000,169.23776,169.23776,12.091583
93992000,172.03981,172.03981,12.091614
95000000,172.99023,172.99023,12.090088
96008000,178.33173,178.33173,12.089081
96992000,179.0488,179.0488,12.089508
98000000,175.78105,175.78105,12.091705
99008000,179.7171,179.7171,12.092834
99992000,183.23914,183.23914,12.096924
101004000,187.67055,187.67055,12.10022
101984000,186.0057,186.0057,12.099426
102992000,175.35402,175.35402,12.095154
104000000,171.00621,171.00621,12.091461
105008000,165.69543,165.69543,12.08963
105992000,139.93929,139.93929,12.088593
107004000,158.3754,158.3754,12.090973
108008000,166.50267,166.50267,12.090637
108992000,163.09128,163.09128,12.089478
110000000,159.5227,159.5227,12.088104
110984000,156.31981,156.31981,12.085083
111992000,140.48105,140.48105,12.084015
113000000,156.6321,156.6321,12.08728
114008000,157.59378,157.59378,12.088135
114992000,156.2806,156.2806,12.086456
116000000,149.89682,149.89682,12.082214
116984000,150.2171,150.2171,12.078552
117992000,150.1161,150.1161,12.0772705
119000000,147.729,147.729,12.07785
120008000,143.70514,143.70514,12.077789
120992000,142.85532,142.85532,12.076172
122000000,145.32558,145.32558,12.075073
123008000,128.00705,128.00705,12.076477
123992000,144.26762,144.26762,12.082184
124999999,146.07628,146.07628,12.082703
125984000,142.22498,142.22498,12.079681
126992000,139.18488,139.18488,12.077026
127999999,141.33356,141.33356,12.076538
129008000,140.49097,140.49097,12.077454
129992000,138.60684,138.60684,12.077332
131000000,136.4998,136.4998,12.075562
131984000,137.78046,137.78046,12.074371
132992000,145.61093,145.61093,12.072479
134000000,136.62788,136.62788,12.069397
134984000,135.26508,135.26508,12.068329
135992000,132.17476,132.17476,12.0686035
137000000,134.19896,134.19896,12.069305
138008000,133.49875,133.49875,12.069855
138992000,135.05266,135.05266,12.070068
140004000,133.50113,133.50113,12.072235
141008000,135.45872,135.45872,12.073456
141992000,134.1859,134.1859,12.0737915
143000000,157.1103,157.1103,12.075989
143984000,159.4381,159.4381,12.070923
144992000,129.41248,129.41248,12.06134
146000000,114.36715,114.36715,12.057373
147008000,107.77384,107.77384,12.058899
147992000,107.808754,107.808754,12.062653
149000000,106.689644,106.689644,12.066467
150008000,105.444786,105.444786,12.069336
150992000,92.6096,92.6096,12.072357
152000000,104.85655,104.85655,12.077057
153008000,106.189026,106.189026,12.078522
153992000,103.98106,103.98106,12.077606
155000000,99.5109,99.5109,12.076447
156008000,97.66985,97.66985,12.075836
156992000,95.873825,95.873825,12.075867
158000000,92.81088,92.81088,12.079681
159008000,95.29908,95.29908,12.080811
159992000,91.96768,91.96768,12.079834
161000000,84.465065,84.465065,12.078796
162008000,75.74208,75.74208,12.084747
162992000,79.77228,79.77228,12.0972595
164004000,82.068436,82.068436,12.110748
164988000,82.81941,82.81941,12.122284
165996000,80.950905,80.950905,12.133026
167000000,76.064384,76.064384,12.143677
167984000,78.369156,78.369156,12.154266
168992000,76.19057,76.19057,12.165192
170000000,75.64586,75.64586,12.175964
171008000,72.87751,72.87751,12.1866455
