timestamp,ref_lat,ref_lon,x,y,z,vx,vy,vz,ax,ay,az,yaw,dist_bottom
12056000,39.8714138,32.7364372,0.011685322,-0.004540123,-0.075399265,0.008174651,0.015365482,-0.012677649,0.04481739,0.09679451,0.004236586,1.6122715,0.1
12152000,39.8714138,32.7364372,0.012399938,-0.004182197,-0.07576988,0.007388239,0.017761499,-0.012309371,-0.033829387,0.004762543,-0.099775374,1.6120178,0.1
12256000,39.8714138,32.7364372,0.013230725,-0.003293853,-0.07792099,0.010655468,0.01569387,-0.012165009,-0.062135145,-0.10904957,-0.019891186,1.6116543,0.1
12352000,39.8714138,32.7364372,0.013771812,0.000945523,-0.08090732,-0.012304458,0.55498517,0.000159549,-1.6843755,41.586647,0.93568015,1.6114043,0.1
12456000,39.8714138,32.7364372,0.000936991,0.33317152,-0.075010605,-0.22383893,5.754298,0.11473413,-1.8651179,45.381893,0.9585423,1.6111869,0.1
12551999,39.8714138,32.7364372,-0.02880804,1.0772625,-0.05800939,-0.37919635,9.632132,0.20010158,-1.4330152,35.91866,0.78729105,1.6108398,0.1
12656000,39.8714138,32.7364372,-0.07315114,2.253777,-0.032719962,-0.502302,12.943571,0.27306128,-0.95408624,28.602575,0.5637174,1.6111434,0.1
12760000,39.8714138,32.7364372,-0.114133514,3.724644,-0.005818599,-0.5506131,15.586093,0.2866234,-0.48286346,23.223307,-0.9064113,1.6197406,0.1
12856000,39.8714138,32.7364372,-0.15313832,5.305913,0.012294986,-0.58973616,17.528362,0.23980811,-0.70571107,17.76023,0.26208502,1.6428545,0.1
12960000,39.8714138,32.7364372,-0.17600757,7.2030425,0.026838833,-0.59221053,19.086123,0.2841853,-0.98934215,13.219496,0.6470475,1.6637022,0.1
13063999,39.8714138,32.7364372,-0.20065248,9.24508,0.044376865,-0.6488263,20.301529,0.2877455,-1.7428082,10.826424,-0.10307289,1.6574535,0.1
13159999,39.8714138,32.7364372,-0.2137596,11.235497,0.05280991,-0.68321455,21.20735,0.24980645,-0.56841826,8.214426,0.0659709,1.6202852,0.1
13264000,39.8714138,32.7364372,-0.22686055,13.477389,0.0598312,-0.55784106,21.90327,0.26206315,1.1031666,5.565548,0.46781263,1.5802319,0.1
13368000,39.8714138,32.7364372,-0.21518667,15.790113,0.06634295,-0.41287845,22.448425,0.27547207,-0.43725172,5.260923,0.050190832,1.5653489,0.1
13464000,39.8714138,32.7364372,-0.20753409,17.971104,0.06956628,-0.44173378,22.88028,0.16680312,-1.2912211,3.7939162,-1.8715662,1.578082,0.1
13560000,39.8714138,32.7364372,-0.20466143,20.186447,0.04899099,-0.5515323,23.18195,-0.108634025,-2.1872268,2.6057742,-3.3178205,1.6012325,0.1
13664000,39.8714138,32.7364372,-0.22811401,22.61189,-0.006275239,-0.74977785,23.383799,-0.5024923,-2.4460466,1.5050763,-3.7395756,1.6180044,0.1
13760000,39.8714138,32.7364372,-0.2705002,24.872307,-0.092817575,-0.94183165,23.502296,-0.86814946,-2.2740908,0.892578,-3.470388,1.6202817,0.17598143
13864000,39.8714138,32.7364372,-0.34616327,27.328335,-0.21979837,-1.1288989,23.578321,-1.2049544,-1.8942797,0.52307385,-2.8134983,1.6177461,0.30296224
13960000,39.8714138,32.7364372,-0.4391669,29.60789,-0.367206,-1.287321,23.616295,-1.4723457,-1.7905605,0.12655689,-2.7207499,1.6209757,0.45036986
