timestamp,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature
10000000,0.7467877,0.7467877,12.404602
10984000,227.9839,227.9839,12.40448
11992000,335.14078,335.14078,12.398315
13000000,320.0814,320.0814,12.370483
13984000,290.97067,290.97067,12.329468
14996000,271.43973,271.43973,12.294983
16000000,270.85336,270.85336,12.268829
16984000,283.66403,283.66403,12.247894
17992000,280.9125,280.9125,12.233398
19000000,271.45474,271.45474,12.21051
19984000,255.26369,255.26369,12.174835
20992000,222.627,222.627,12.123138
21976000,205.52098,205.52098,12.069397
22984000,164.44186,164.44186,12.042999
23992000,170.5983,170.5983,12.0460205
25000000,181.02727,181.02727,12.06015
25984000,193.04855,193.04855,12.074066
26992000,188.47154,188.47154,12.080536
28000000,171.97864,171.97864,12.078583
28984000,161.98367,161.98367,12.075623
29992000,158.21884,158.21884,12.074402
31000000,156.5022,156.5022,12.074249
31984000,153.0181,153.0181,12.074646
32992000,149.5377,149.5377,12.075348
34000000,147.87749,147.87749,12.07608
34984000,146.83134,146.83134,12.076691
35992000,143.10846,143.10846,12.077118
37000000,142.1526,142.1526,12.077362
37984000,138.90341,138.90341,12.077362
38992000,137.79918,137.79918,12.077179
40000000,136.03294,136.03294,12.076874
40984000,134.11331,134.11331,12.07663
41992000,173.77933,173.77933,12.075684
43000000,193.1738,193.1738,12.051117
43984000,185.08339,185.08339,12.007477
44992000,169.77827,169.77827,11.958893
46004000,163.6936,163.6936,11.914459
46984000,158.99422,158.99422,11.877319
47992000,156.73613,156.73613,11.844299
49000000,158.19566,158.19566,11.813965
49984000,161.05635,161.05635,11.785126
50996000,158.06079,158.06079,11.755463
52000000,134.81857,134.81857,11.72641
52984000,104.96485,104.96485,11.716949
53992000,115.82627,115.82627,11.730438
55000000,132.97958,132.97958,11.74942
55984000,139.65805,139.65805,11.7612
56992000,140.28537,140.28537,11.765137
57976000,137.15376,137.15376,11.764832
58984000,131.0865,131.0865,11.763397
59992000,133.35161,133.35161,11.762299
61000000,134.66492,134.66492,11.762451
61984000,127.18559,127.18559,11.761169
62992000,114.71941,114.71941,11.752991
64000000,111.19338,111.19338,11.746094
64984000,124.14506,124.14506,11.74765
65992000,133.0644,133.0644,11.753082
67000000,137.4951,137.4951,11.7569275
67984000,138.37811,138.37811,11.757629
68992000,135.59605,135.59605,11.7560425
70000000,134.7144,134.7144,11.753998
70984000,131.90697,131.90697,11.752686
71992000,131.08754,131.08754,11.752136
73000000,132.38953,132.38953,11.752106
73984000,129.85373,129.85373,11.752533
74992000,142.14345,142.14345,11.750519
76000000,113.53011,113.53011,11.744629
76984000,109.37583,109.37583,11.750427
77992000,127.02315,127.02315,11.769257
79000000,147.30981,147.30981,11.791595
79984000,162.48195,162.48195,11.81131
80992000,169.72795,169.72795,11.829041
82000000,175.3868,175.3868,11.845398
