timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s
9996000,0.5436802,0.5436802,0.5542991,0.033263892,0.033913594
10996000,19.292967,19.295343,19.67222,19.420567,19.799889
11996000,23.391634,23.371584,23.829353,23.146566,23.599928
12996000,22.923306,22.873224,23.325731,22.688547,23.137402
13996000,21.795736,21.746155,22.18344,21.649414,22.084751
14996000,21.023045,20.97729,21.40452,21.001358,21.42908
15996000,21.119078,21.064903,21.49808,21.027803,21.460217
16996000,21.520338,21.455378,21.899935,21.487923,21.933155
17996000,21.41571,21.347382,21.792105,21.382364,21.827816
18996000,21.130774,21.110708,21.554285,21.172451,21.617327
19996000,20.414627,20.46176,20.897327,20.454317,20.889729
20996000,19.064959,19.101372,19.515505,19.07204,19.485538
21996000,18.317871,18.349058,18.754293,18.305624,18.709902
22996000,16.385252,16.405214,16.770905,16.323458,16.687326
23996000,16.689154,16.699343,17.071085,16.371225,16.735664
24996000,17.198483,17.119272,17.498602,16.740498,17.111433
25996000,17.753345,17.587767,17.975885,16.954811,17.328962
26996000,17.541626,17.363308,17.745445,16.85483,17.225777
27996000,16.857185,16.69096,17.058594,16.208303,16.565308
28996000,16.262323,16.104923,16.459864,15.809087,16.157509
29996000,16.072227,15.925882,16.27711,15.592205,15.936072
30996000,16.013107,15.873846,16.223991,15.421608,15.761778
31996000,15.805868,15.671014,16.016687,15.254261,15.590741
32996000,15.625082,15.494636,15.836226,15.135344,15.469012
33996000,15.612198,15.483235,15.82458,15.04626,15.377972
34996000,15.483044,15.352297,15.69057,14.934903,15.263979
35996000,15.285499,15.162598,15.496676,14.853643,15.180915
36996000,15.295468,15.175217,15.50932,14.777891,15.103249
37996000,15.059252,14.946489,15.275705,14.677282,15.000568
38996000,14.999274,14.895181,15.223229,14.590036,14.911364
39996000,14.899142,14.801996,15.128171,14.489783,14.809079
40996000,14.797314,14.709472,15.033627,14.391258,14.708401
41996000,16.84403,16.755558,17.124897,16.363422,16.724117
42996000,17.804401,17.714811,18.108574,17.475792,17.86424
43996000,17.383238,17.307238,17.697706,17.037062,17.421432
44996000,16.648994,16.579456,16.959694,16.403978,16.780193
45996000,16.28219,16.21846,16.595715,15.904892,16.274853
46996000,16.11156,16.051977,16.430273,15.675116,16.04453
47996000,15.99674,15.939599,16.319126,15.657085,16.029886
48996000,16.01953,15.967741,16.351645,15.706433,16.084055
49996000,16.215706,16.172873,16.565378,15.769889,16.152615
50996000,16.14479,16.1093,16.503763,15.795764,16.182549
51996000,14.818474,14.785454,15.150664,14.60345,14.964165
52996000,13.090881,13.065705,13.389395,12.833951,13.151899
53996000,13.7515135,13.731863,14.070569,13.4376745,13.769125
54996000,14.675255,14.669075,15.028973,14.41489,14.768553
