timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius
10576000,0,0,-1.5721774,-1.5722119,-0.001876878,295.74872,31.152319
11080000,0,-0.1491297,-1.5648721,-1.5707763,-0.43825117,304.1649,59.500927
11560000,0,-0.010917406,-1.5654234,-1.5707757,-0.4537354,314.87823,66.58725
12064000,0,0.125796,-1.5589131,-1.5694759,-0.8948019,326.71588,67.15659
12568000,0,0.27225694,-1.539071,-1.565758,-2.1842175,338.45676,65.867874
13072000,0.43633232,0.34906584,-1.5546982,-1.5598552,-0.40509164,349.8543,63.910812
13575999,0.43633232,0.34906584,-1.5157722,-1.5531352,-2.841996,360.845,62.807957
14080000,0.87266463,0.2355576,-1.4516705,-1.5433482,-6.5577188,371.30045,60.08079
14560000,0.87266463,0.21498048,-1.3741443,-1.5317138,-11.137637,380.43674,59.942184
15064000,0.87266463,0.22392815,-1.2671881,-1.5162168,-17.417353,389.20456,60.134888
15568000,0.87266463,0.2323649,-1.1169909,-1.4957821,-25.833725,396.33188,60.134872
16072000,0.87266463,0.24182227,-0.95644057,-1.4721729,-35.554337,400.9227,60.71039
16576000,0.87266463,0.25351024,-0.8326967,-1.4450701,-46.576008,402.71283,61.83945
17080000,0.87266463,0.26784587,-0.7756482,-1.4181749,-57.202114,402.1281,62.658813
17560000,0.87266463,0.2837769,-0.7756482,-1.3925551,-66.995804,399.66617,62.869213
18064000,0.87266463,0.3008704,-0.7756482,-1.36743,-75.9666,395.03088,62.475628
18568000,0.87266463,0.31492347,-0.7756482,-1.3467748,-82.4147,387.88116,61.700127
19072000,0.86642015,0.32298702,-0.7756482,-1.3351824,-84.637146,378.282,60.91325
19576000,0.5714619,0.32645312,-0.7756482,-1.3343853,-82.61487,367.90088,59.63143
20080000,0.13283727,0.3271364,-0.7756482,-1.3438189,-77.18346,358.32013,57.13148
20560000,-0.2481724,0.3223363,-0.7756482,-1.3587087,-70.45735,350.90338,53.056328
21064000,-0.4108123,0.309346,-0.7756482,-1.3777645,-62.86387,345.04874,49.178314
21568000,-0.47688964,0.2947971,-0.7756482,-1.3977811,-55.264034,340.1573,49.52807
22072000,-0.50446665,0.1742922,-0.7756482,-1.4210225,-46.812706,335.62036,50.01719
22576000,-0.49871165,0.036608946,-0.7756482,-1.4436227,-38.785538,331.40042,48.79525
23080000,-0.55700415,0.006769676,-0.86391467,-1.4669137,-30.755194,327.4265,47.90425
23560000,-0.6553779,0.00436119,-1.0445379,-1.4880491,-23.576332,323.60846,47.74096
24064000,-0.70992106,0.017738722,-1.2236578,-1.5108953,-15.979673,319.18607,48.274784
24568000,-0.7157613,0.0364358,-1.3799449,-1.5329094,-8.8167,313.93604,48.95349
25072000,-0.66319525,0.05293693,-1.5016432,-1.5514551,-2.9389002,307.5506,49.510918
