timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius
7632000,0.002834744,0,1.7401497,1.6260537,-0.032562256,nan,0.28647888
8112000,0.0010528,0,1.2526245,1.6246419,0.104195595,nan,0.28647888
8616000,0,0,-2.202326,-2.2317739,-1.206164,263.79285,35.44435
9120000,0,-0.1479981,-2.1212704,-2.2105994,-6.967544,270.7276,60.672707
9624000,0,-0.005794793,-2.0255454,-2.1862917,-14.003499,279.88895,66.9195
10128000,0,0.13181017,-1.9041915,-2.1604843,-21.90777,289.28937,67.18195
10632000,0,0.279787,-1.7607381,-2.1350784,-30.145681,298.36963,65.835556
11112000,0.43633232,0.34906584,-2.087764,-2.1111026,-1.88502,306.57193,63.89548
11616000,0.43633232,0.34906584,-1.9571707,-2.0854335,-10.004758,314.63663,62.758747
12120000,0.87266463,0.2357638,-1.8006891,-2.0591707,-18.680113,321.8743,60.003086
12624000,0.87266463,0.21478097,-1.631593,-2.0319488,-27.935127,327.87622,59.842976
13128000,0.87266463,0.22331958,-1.4407792,-2.0039146,-37.600616,332.47922,60.059074
13632000,0.87266463,0.23164652,-1.3318815,-1.9727662,-48.2322,334.7987,60.189342
14112000,0.87266463,0.24098529,-1.3318815,-1.9420973,-58.259186,334.2214,60.85633
14616000,0.87266463,0.25311127,-1.3318815,-1.9106684,-67.85074,330.8094,61.967297
15120000,0.87266463,0.2680937,-1.3318815,-1.882262,-75.72646,325.2096,62.775887
15624000,0.87266463,0.28516707,-1.3318815,-1.8561709,-82.05552,317.92322,62.931103
16128000,0.87266463,0.3025115,-1.3318815,-1.8360558,-85.75072,309.08862,62.49801
16632000,0.7753784,0.31626236,-1.3318815,-1.824597,-86.25644,298.86533,61.64696
17112000,0.3683725,0.32346457,-1.3318815,-1.8262646,-82.82386,288.79956,60.858086
17616000,-0.02329653,0.3264823,-1.3318815,-1.8412702,-76.129684,279.20203,59.139675
18120000,-0.20395748,0.32491708,-1.3318815,-1.861473,-68.51748,270.8769,56.10769
18624000,-0.22867605,0.31806988,-1.3318815,-1.8833791,-61.050426,263.47687,53.242977
19128000,-0.1922302,0.30855107,-1.3318815,-1.9061188,-53.752552,256.46204,51.588905
19632000,-0.14098676,0.2985627,-1.3318815,-1.9301107,-46.454678,249.53859,50.754623
20112000,-0.09629248,0.16988137,-1.3318815,-1.9516928,-40.05078,242.99432,49.001846
20616000,-0.07307971,0.028532643,-1.3318815,-1.9744812,-33.64688,236.48744,46.356514
21120000,-0.19487646,-0.01732017,-1.4463294,-1.9962908,-27.77456,230.31644,44.673534
21624000,-0.32474726,-0.03352361,-1.591242,-2.018686,-22.071424,224.33699,43.95802
22128000,-0.40584612,-0.025108274,-1.7285385,-2.0405455,-16.730686,218.30171,44.142563
22632000,-0.43741915,-0.004913896,-1.8567551,-2.0625842,-11.583168,211.92375,44.969543
23112000,-0.41851217,0.013572191,-1.9612336,-2.0823743,-7.1604424,205.29688,46.076317
23616000,-0.34507266,0.03184006,-2.0396225,-2.098775,-3.6557388,197.67734,47.12856
24120000,-0.22633801,0.045286864,-2.0837657,-2.1088085,-1.6006393,189.51442,47.78314
24624000,-0.10188321,0.054274973,-2.1116333,-2.1157584,-0.2703209,181.04285,47.95718
25128000,0.021638863,0.059859294,-2.1136703,-2.1162543,-0.17234802,172.46619,47.878895
25632000,0.11295472,0.064325616,-2.1081223,-2.1145902,-0.43678284,163.92174,47.74904
26112000,0.17349166,0.06901845,-2.0954947,-2.1105895,-1.039566,155.83904,47.744736
26616000,0.22070505,0.075548306,-2.071394,-2.102331,-2.1979752,147.37962,47.928104
27120000,0.24676485,0.08357502,-2.044126,-2.0918674,-3.5255585,138.91443,48.243256
27624000,0.23750001,0.09128215,-2.0281894,-2.084115,-4.321579,130.38293,48.5774
28128000,0.20905638,0.097819366,-2.0157526,-2.076581,-4.948395,121.78955,48.82813
28632000,0.16498709,0.10327133,-2.010445,-2.0711768,-5.2128296,113.13907,48.89081
29112000,0.117198855,0.10557273,-2.0120437,-2.0684538,-5.114868,104.91238,48.698093
29615999,0.07878127,0.10588792,-2.0133278,-2.0652616,-5.016884,96.31407,48.353134
30120000,0.050862808,0.10453704,-2.0178635,-2.063212,-4.7497406,87.80551,47.859795
30624000,0.027290238,0.10251368,-2.0300653,-2.0654242,-4.1201935,79.39461,47.307346
31128000,0.015856147,0.10029166,-2.0425577,-2.068159,-3.4906464,71.07623,46.764713
31632000,0.026387779,0.098427765,-2.0438738,-2.0632133,-3.3926773,62.851406,46.26573
32112000,0.025321454,0.097102255,-2.0575316,-2.067597,-2.7390823,55.087883,45.878567
32616000,0.042185478,0.096645065,-2.059266,-2.0608678,-2.641098,46.99621,45.558704
33120000,0.6467977,0.25119457,-1.5098517,-0.8807305,37.64894,241.69162,49.294094
33624000,0.748934,0.33273378,-1.295356,-0.8452776,28.742954,238.28581,53.189915
34128000,0.69294465,0.34194654,-1.1162229,-0.81120837,20.230045,233.39793,52.98384
34632000,0.5599322,0.34351212,-0.9850142,-0.78354543,13.403828,226.80794,52.030865
