timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius
81264000,0,-0.13724469,1.5454115,1.5524045,0.6336929,207.78976,63.00972
81768000,0,0.001823861,1.5371034,1.549179,1.2324579,196.27274,67.11194
82272000,0,0.14219126,1.5215491,1.5432154,2.2603378,184.53142,66.65095
82776000,0,0.29280025,1.4980595,1.5339949,3.7123425,173.06592,64.70017
83256000,-0.4091847,0.34906584,1.510823,1.5212147,1.0441678,162.62888,62.073772
83760000,-0.43546757,0.33382154,1.4678409,1.5037818,3.6265006,152.08316,60.675613
84264000,-0.39919603,0.19893351,1.4259107,1.4871144,5.756966,142.04626,56.68584
84768000,-0.36230162,0.20490105,1.3973053,1.4711396,7.4636517,132.10757,57.42542
85272000,-0.2946327,0.20582625,1.3827425,1.4591719,8.336821,122.006256,57.735733
85776000,-0.22401002,0.20586915,1.3747004,1.4491214,8.772166,111.84991,57.57935
86256000,-0.1538886,0.20579346,1.3815639,1.4457582,8.345907,102.203835,57.335648
86760000,-0.10529443,0.20594567,1.3883182,1.4416806,7.919649,92.12694,57.02648
87264000,-0.06787947,0.20638753,1.4023573,1.4412253,7.0836535,82.11075,56.687218
87768000,-0.046515737,0.2075368,1.4167935,1.4412259,6.233615,72.1592,56.349106
88272000,-0.048239466,0.20888615,1.4238205,1.4344894,5.8073564,62.27183,56.03482
88776000,-0.04145789,0.21042939,1.4385905,1.4332281,4.9573183,52.451496,55.73961
89256000,-0.3483203,0.18936852,0.8835627,0.3186923,-41.81777,191.19705,55.852562
89760000,-0.8242868,0.1938973,0.7015846,0.27063408,-32.18152,187.42372,56.712124
90264000,-0.87266463,0.19910064,0.49874806,0.22006996,-22.30443,183.43576,57.19864
90768000,-0.871511,0.20484462,0.33029088,0.17211589,-13.200036,178.55981,57.381977
91272000,-0.8354038,0.2106041,0.18479498,0.12690803,-4.951485,172.436,57.2343
91776000,-0.7416067,0.216055,0.07155702,0.08900459,1.5108619,164.92546,56.769478
92256000,-0.5825534,0.22085175,-0.006401822,0.060406167,5.9045987,156.57738,56.565334
92760000,-0.35184914,0.22631498,-0.041672118,0.044333193,7.9057455,146.98659,56.716373
93264000,-0.12758212,0.23168853,-0.041721664,0.04037106,7.9214334,137.05612,56.808926
93768000,0.037999727,0.23669234,-0.018651612,0.046169203,6.599626,127.09262,56.619892
94272000,0.12034075,0.24046047,0.009177662,0.055556335,4.9954147,117.22162,56.20464
94776000,0.14180247,0.24340409,0.03737749,0.06663746,3.3912024,107.44418,55.8138
95256000,-0.009011455,0.2457303,0.0795685,0.07956849,48.29541,98.17822,55.54236
95760000,-0.42817882,0.24819674,0.09198334,0.09198333,38.60296,88.46992,55.34706
96264000,-0.6140523,0.25113308,0.10744487,0.10744485,28.92752,78.809044,55.301266
96768000,-0.72819984,0.25496298,0.13653135,0.13653135,19.361824,69.31741,55.283813
97272000,-0.7401965,0.25955498,0.19484492,0.19484489,10.529861,60.340622,55.224796
97776000,-0.5782569,0.26481026,0.30260247,0.30260235,2.4350777,52.576965,54.932777
98256000,-0.021494798,0.26988867,0.40063122,0.4503639,-16.25314,47.202145,54.565155
98760000,0.7701865,0.27457517,0.5500076,0.6545861,-23.439537,44.191147,53.684593
99264000,0.87266463,0.27691066,0.698814,0.8654557,-29.977978,43.176243,53.04237
99768000,0.87266463,0.2779418,0.8413195,1.0850497,-35.62763,42.616886,52.656284
100272000,0.87266463,0.18931033,1.3599833,1.5222553,9.928485,314.9997,51.54413
100776000,0.87266463,0.25701606,1.5340827,1.5505038,1.0331494,313.96103,52.359413
101256000,0.87266463,0.27220064,1.6831824,1.5762334,-6.9752665,310.79712,54.069305
101760000,0.87266463,0.2814498,1.8230817,1.6013598,-14.50982,305.20486,54.543293
102264000,0.7736,0.1896548,1.924647,1.619315,-19.460999,297.3792,53.701775
102768000,0.56868374,0.060223892,1.9782676,1.6266667,-21.008207,288.52304,51.01293
103272000,0.3635666,0.031382117,1.9772038,1.6269085,-20.43485,279.7123,49.737778
103776000,0.15785074,-0.044581085,1.9439442,1.6224136,-18.59468,271.12305,48.893852
104256000,0.007386308,-0.1620384,1.9045011,1.6159015,-16.34145,263.29904,47.567627
104760000,-0.12299518,-0.17016183,1.8383358,1.6056669,-13.239991,255.34035,47.16832
105264000,-0.2103381,-0.16653308,1.7692212,1.594778,-10.138532,247.44615,47.43319
105768000,-0.24223962,-0.15888809,1.7096919,1.5849619,-7.45566,239.43475,48.02494
106272000,-0.24097803,-0.1572081,1.6520095,1.5744516,-4.772788,231.19798,48.684067
106776000,-0.2112904,-0.15908639,1.6047319,1.5650669,-2.508503,222.70589,49.288685
107256000,-0.16162689,-0.1580068,1.5758722,1.5589195,-1.0979724,214.41533,49.78446
107760000,-0.10726062,-0.15951931,1.5557058,1.5542647,-0.09497309,205.55623,50.25096
108264000,-0.04580971,-0.16473353,1.5527451,1.553527,0.054270625,196.57535,50.68705
108768000,-0.005899586,-0.16700718,1.5497223,1.552689,0.20904207,187.5177,51.06655
109272000,0.026758008,-0.17179164,1.554989,1.5541421,-0.06030035,178.3926,51.400032
109776000,0.033567097,-0.17360511,1.5519879,1.5532469,0.09447098,169.23024,51.68167
110256000,0.04306387,-0.17696264,1.5572885,1.5549293,-0.18039894,160.46637,51.947624
110760000,0.044899642,-0.17899112,1.5624356,1.5567766,-0.44974136,151.23923,52.17642
111264000,0.043263335,-0.18300888,1.5674305,1.5588336,-0.7135563,141.97899,52.412643
111768000,0.040924814,-0.18665144,1.572492,1.5612072,-0.9828987,132.69556,52.631542
112272000,0.0389078,-0.19229004,1.57741,1.5639124,-1.2467136,123.37621,52.844868
112776000,0.026186772,-0.19542852,1.5742908,1.5633434,-1.0864148,114.0201,53.064644
113256000,0.028055698,-0.1956345,1.5793611,1.5667554,-1.3612845,105.07889,53.294926
113760000,-0.21596465,-0.19840257,1.5663644,1.5663581,45.70974,95.65012,53.557648
114264000,-0.4551804,-0.20382446,1.5658795,1.5658737,36.26918,86.18231,53.807205
114768000,-0.6391208,-0.20401041,1.5763174,1.5763123,26.828644,76.70939,53.97552
115272000,-0.7469229,-0.20216306,1.602259,1.6022546,17.420181,67.36778,54.002472
115776000,-0.6658796,-0.19061004,1.666969,1.6579225,-6.0787973,58.606407,53.836674
116256000,0.08810258,-0.13528933,1.7526114,1.7617831,-10.611387,51.573906,53.731613
116760000,0.87266463,-0.035911422,1.8665984,1.5770994,-18.17326,335.23117,53.930695
117264000,0.87266463,-0.02372509,1.9851873,1.5953546,-23.746393,327.99942,53.243134
117768000,0.87005514,-0.021637885,2.0845098,1.6105201,-28.032873,320.17203,52.638752
118272000,0.7594744,-0.016090602,2.1332915,1.6198032,-30.154152,311.45602,52.607533
118776000,0.5455437,-0.008900476,2.1212785,1.621335,-29.702122,302.2537,52.728226
119256000,0.26350462,0.000883364,2.0720272,1.6170212,-27.602102,293.58804,52.883114
119760000,-0.056819975,0.00992868,1.9830933,1.6050143,-23.383638,284.89774,52.65115
120264000,-0.26258123,0.014661203,1.892374,1.5907036,-18.75707,276.67368,51.94025
120768000,-0.3507157,0.015325187,1.8028824,1.5755168,-14.130508,268.7024,51.13421
121272000,-0.36534598,0.016199084,1.7205372,1.5610193,-9.943218,260.7048,50.638744
121776000,-0.3393725,0.019550577,1.6450366,1.5472462,-6.1484423,252.4867,50.464867
122256000,-0.27883762,0.023645774,1.5951183,1.5377833,-3.6403205,244.40865,50.44897
