timestamp,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature
79992000,0.74772495,0.74772495,12.404602
81000000,226.70758,226.70758,12.404541
81984000,329.1307,329.1307,12.399902
82992000,315.98325,315.98325,12.372803
84000000,278.62137,278.62137,12.325134
84988000,260.87964,260.87964,12.281158
85992000,253.76794,253.76794,12.244293
87000000,245.10757,245.10757,12.210083
87984000,239.40471,239.40471,12.1779175
88992000,233.45296,233.45296,12.146088
90004000,241.84811,241.84811,12.11618
90984000,241.48347,241.48347,12.089996
91992000,235.85742,235.85742,12.063934
93000000,240.24095,240.24095,12.036346
93984000,238.06984,238.06984,12.008484
94992000,236.47214,236.47214,11.977051
96000000,232.33876,232.33876,11.94455
96984000,230.1556,230.1556,11.914642
97996000,229.09177,229.09177,11.886261
99004000,218.55862,218.55862,11.856781
99984000,213.79807,213.79807,11.823059
100992000,211.01997,211.01997,11.790405
102000000,219.74881,219.74881,11.765289
102984000,179.65259,179.65259,11.744659
103992000,163.85167,163.85167,11.740723
105000000,168.05396,168.05396,11.754944
105984000,179.63597,179.63597,11.778046
106992000,183.73912,183.73912,11.802307
108000000,193.4158,193.4158,11.825439
108984000,196.08365,196.08365,11.847015
109992000,202.05846,202.05846,11.8685
111004000,201.96286,201.96286,11.889801
111984000,205.54785,205.54785,11.910675
112992000,208.73473,208.73473,11.932556
114000000,211.4557,211.4557,11.955017
114984000,218.13783,218.13783,11.977692
115992000,213.03525,213.03525,12.001923
117000000,208.94797,208.94797,12.023376
117984000,197.02518,197.02518,12.034668
118992000,196.2785,196.2785,12.044128
120000000,196.40865,196.40865,12.055328
120988000,184.29659,184.29659,12.061981
121992000,182.64244,182.64244,12.0668335
123000000,183.80794,183.80794,12.070526
123984000,182.16833,182.16833,12.073151
124991999,177.34311,177.34311,12.075043
126000000,176.84738,176.84738,12.076324
127008000,176.45032,176.45032,12.077301
127991999,175.80576,175.80576,12.0780945
129000000,173.65515,173.65515,12.078705
130008000,172.01582,172.01582,12.079193
130992000,169.20001,169.20001,12.079529
132000000,171.54068,171.54068,12.079742
133008000,166.94765,166.94765,12.0798645
133992000,170.31142,170.31142,12.0798645
135000000,164.655,164.655,12.080322
135984000,175.23718,175.23718,12.0833435
136992000,214.68721,214.68721,12.076782
138004000,215.15388,215.15388,12.0460205
139008000,210.45901,210.45901,12.004578
139992000,205.20747,205.20747,11.965057
141000000,197.40996,197.40996,11.926147
142008000,189.30026,189.30026,11.888245
142996000,184.1045,184.1045,11.852081
144000000,180.32933,180.32933,11.816345
145008000,160.91988,160.91988,11.782898
145992000,172.90324,172.90324,11.755157
147000000,129.30724,129.30724,11.731262
148008000,121.310295,121.310295,11.734161
148992000,136.59904,136.59904,11.757263
150000000,155.46434,155.46434,11.785431
151008000,169.57036,169.57036,11.811005
151992000,174.46999,174.46999,11.832794
153000000,179.35417,179.35417,11.853638
154008000,184.07213,184.07213,11.874512
154992000,188.04913,188.04913,11.895599
156000000,195.10268,195.10268,11.918121
157008000,200.5127,200.5127,11.94162
157992000,203.72615,203.72615,11.965668
159000000,204.86989,204.86989,11.990387
160008000,190.59554,190.59554,12.004944
160992000,183.43503,183.43503,12.016907
162004000,178.0314,178.0314,12.029938
163008000,183.33035,183.33035,12.042725
163992000,219.53532,219.53532,12.048065
165000000,224.88751,224.88751,12.028015
166008000,223.72462,223.72462,11.996368
166996000,217.7835,217.7835,11.962463
168000000,212.39557,212.39557,11.927246
169008000,207.23882,207.23882,11.892548
169992000,202.21603,202.21603,11.859375
171000000,200.0788,200.0788,11.826111
172008000,198.53723,198.53723,11.793335
172996000,193.81728,193.81728,11.761719
174004000,154.82274,154.82274,11.734619
174988000,139.14279,139.14279,11.728516
175996000,138.74582,138.74582,11.73465
