timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
6360000,2,-1,0,15,0,0,1,0,0,0,0,0,0,0
62080000,3,-1,0,15,0,0,1,0,0,0,0,0,0,0
76420000,4,-1,0,15,0,0,1,0,0,0,0,0,0,0
80236000,4,-1,0,15,0,0,1,0,0,0,0,0,0,0
89072000,4,0,1,15,0,0,1,0,0,0,0,0,0,0
100048000,4,1,2,15,0,0,1,0,0,0,0,0,0,0
116568000,4,2,3,15,0,0,1,0,0,0,0,0,0,0
133648000,4,3,4,15,0,0,1,0,0,0,0,0,0,0
144568000,4,4,5,15,0,0,1,0,0,0,0,0,0,0
160920000,4,5,6,15,0,0,1,0,0,0,0,0,0,0
173128000,4,6,7,15,0,0,1,0,0,0,0,0,0,0
184384000,4,7,8,15,0,0,1,0,0,0,0,0,0,0
200236000,4,8,9,15,0,0,1,0,0,0,0,0,0,0
200288000,4,9,10,15,0,0,1,0,0,0,0,0,0,0
200296000,4,10,11,15,0,0,1,0,0,0,0,0,0,0
200344000,4,11,12,15,0,0,1,0,0,0,0,0,0,0
200404000,4,12,13,15,0,0,1,0,0,0,0,0,0,0
247328000,4,13,14,15,0,0,1,0,0,0,0,0,0,0
288096000,4,14,14,15,0,0,1,0,1,0,0,0,0,0
288596000,5,-1,0,15,0,0,1,0,0,0,0,0,0,0
