timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
80296000,80296000,0.010505329,0.03935065,-0.000189432,1,0,0,0,0
80300000,80300000,0.009961707,0.0391548,0.000558615,1,0,0,0,0
80308000,80308000,0.011589883,0.03941828,0.001372984,1,0,0,0,0
80312000,80312000,0.011957929,0.03968709,0.000966829,1,0,0,0,0
80316000,80316000,0.01173471,0.03984012,-0.000170504,1,0,0,0,0
80324000,80324000,0.011008347,0.039775636,-0.000928015,1,0,0,0,0
80328000,80328000,0.010989958,0.039331947,7.08E-05,1,0,0,0,0
80332000,80332000,0.01148372,0.039056454,0.001376909,1,0,0,0,0
80336000,80336000,0.012428129,0.03896566,0.001551801,1,0,0,0,0
80340000,80340000,0.013029623,0.0388157,0.000592914,1,0,0,0,0
80348000,80348000,0.012494317,0.038509455,0.000190836,1,0,0,0,0
80356000,80356000,0.011347495,0.03841477,0.000398121,1,0,0,0,0
80360000,80360000,0.012569683,0.039098848,0.001180664,1,0,0,0,0
80364000,80364000,0.012886718,0.039414257,0.001118825,1,0,0,0,0
80368000,80368000,0.012667204,0.039376426,0.001098067,1,0,0,0,0
80372000,80372000,0.012654175,0.039242305,0.001521295,1,0,0,0,0
80376000,80376000,0.012790962,0.039090913,0.001562637,1,0,0,0,0
80380000,80380000,0.012475218,0.03897679,0.000575882,1,0,0,0,0
80384000,80384000,0.012090177,0.03900598,-0.000742051,1,0,0,0,0
80388000,80388000,0.012560655,0.039080672,-0.00151768,1,0,0,0,0
80392000,80392000,0.012873468,0.03912432,-0.001657355,1,0,0,0,0
80396000,80396000,0.012068511,0.038991686,-0.001908388,1,0,0,0,0
80404000,80404000,0.011073897,0.038718022,-0.002901829,1,0,0,0,0
80408000,80408000,0.011245053,0.038599234,-0.001773233,1,0,0,0,0
80412000,80412000,0.01230915,0.038580585,-3.33E-05,1,0,0,0,0
80416000,80416000,0.012737724,0.038625143,0.001161982,1,0,0,0,0
80420000,80420000,0.0124331,0.038837336,0.002103612,1,0,0,0,0
