timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
11020000,399.6394,12.404602,96616.05,1.1479585
11044000,399.66757,12.404602,96615.664,1.1479539
11068000,399.57837,12.404602,96616.71,1.1479664
11092000,399.58777,12.404602,96616.62,1.1479652
11116000,399.61594,12.404602,96616.31,1.1479616
11140000,399.57367,12.404602,96616.805,1.1479675
11164000,399.6253,12.404602,96616.19,1.1479602
11188000,399.65817,12.404602,96615.8,1.1479555
11212000,399.59244,12.404602,96616.555,1.1479645
11236000,399.61594,12.404602,96616.32,1.1479617
11260000,399.5502,12.404602,96617.05,1.1479703
11284000,399.6394,12.404602,96616.055,1.1479585
11308000,399.67227,12.404602,96615.64,1.1479536
11332000,399.6253,12.404602,96616.21,1.1479604
11356000,399.57837,12.404602,96616.76,1.1479669
11380000,399.56897,12.404602,96616.85,1.147968
11404000,399.5596,12.404602,96616.97,1.1479694
11428000,399.59244,12.404602,96616.57,1.1479647
11452000,399.5455,12.404602,96617.11,1.147971
11476000,399.6441,12.404602,96615.96,1.1479574
11504000,399.58777,12.404602,96616.64,1.1479656
11524000,399.5455,12.404602,96617.11,1.147971
11548000,399.59244,12.404602,96616.57,1.1479647
11572000,399.67227,12.404602,96615.61,1.1479533
11596000,399.61124,12.404602,96616.35,1.1479621
11620000,399.57837,12.404602,96616.73,1.1479665
11644000,399.65817,12.404602,96615.836,1.147956
11668000,399.47507,12.404602,96617.94,1.1479809
11692000,399.70044,12.404602,96615.36,1.1479503
11716000,399.6488,12.404602,96615.914,1.1479568
11740000,399.66287,12.404602,96615.766,1.1479552
11764000,399.4516,12.404602,96618.23,1.1479844
11788000,399.48447,12.404602,96617.81,1.1479795
11812000,399.60654,12.404602,96616.41,1.1479627
11836000,399.67227,12.404602,96615.66,1.1479539
11860000,399.63,12.404602,96616.1,1.1479591
11884000,399.52203,12.404602,96617.38,1.1479744
11908000,399.65817,12.404602,96615.836,1.147956
11932000,399.60654,12.404572,96616.375,1.1479623
11960000,399.76147,12.404572,96614.65,1.1479418
11980000,399.70044,12.404572,96615.34,1.14795
12004000,399.6441,12.404541,96615.98,1.1479577
12028000,399.70514,12.404541,96615.27,1.1479492
12052000,399.6488,12.404541,96615.89,1.1479566
12076000,399.57837,12.4045105,96616.73,1.1479665
12100000,399.60184,12.4045105,96616.49,1.1479638
12124000,399.58307,12.40448,96616.67,1.1479659
12148000,399.48447,12.40448,96617.83,1.1479796
12172000,399.62064,12.40448,96616.23,1.1479605
12196000,399.61594,12.404449,96616.336,1.1479619
12220000,399.49387,12.404449,96617.695,1.1479781
12244000,399.47037,12.404419,96617.97,1.1479813
12268000,399.60654,12.404419,96616.414,1.1479628
12292000,399.63,12.404419,96616.16,1.1479597
12316000,399.6253,12.404419,96616.195,1.1479602
