timestamp,pressure,temperature
11092000,966.16614,12.404602
11188000,966.15796,12.404602
11284000,966.1605,12.404602
11380000,966.1685,12.404602
11476000,966.1596,12.404602
11596000,966.1635,12.404602
11692000,966.15356,12.404602
11788000,966.1781,12.404602
11884000,966.1738,12.404602
11980000,966.15344,12.404572
12100000,966.1649,12.4045105
12196000,966.1634,12.404449
12292000,966.16156,12.404419
12388000,966.17035,12.404388
12484000,966.17255,12.404327
12580000,966.15247,12.404175
12700000,966.1504,12.403595
12796000,966.14813,12.402832
12896000,966.1263,12.401855
12988000,966.10034,12.400696
13088000,966.069,12.399292
13204000,966.01794,12.397247
13300000,965.9867,12.395355
13396000,965.97614,12.3932495
13492000,965.92694,12.3909
13588000,965.8826,12.388367
13708000,965.80634,12.384918
13804000,965.76373,12.381897
13900000,965.7067,12.378662
13996000,965.6388,12.375183
14092000,965.57245,12.3714905
14188000,965.5064,12.367584
14308000,965.42975,12.362427
14404000,965.3453,12.358093
14500000,965.2563,12.353607
14596000,965.1724,12.34906
14692000,965.1328,12.344421
14788000,965.0123,12.339722
14908000,964.91016,12.333771
15004000,964.83514,12.3289795
15104000,964.74506,12.324188
15196000,964.66833,12.319397
15292000,964.54785,12.314697
15388000,964.4747,12.310181
15508000,964.3901,12.304749
15604000,964.3244,12.300598
15700000,964.2512,12.2966
15796000,964.18066,12.292664
15892000,964.1229,12.288849
15988000,964.0377,12.285095
16108000,963.95514,12.280487
16204000,963.89795,12.276886
16300000,963.855,12.273346
16396000,963.75684,12.269836
16492000,963.71326,12.266388
16588000,963.66,12.26297
16708000,963.58276,12.258728
16804000,963.533,12.255371
16900000,963.43933,12.252014
16996000,963.39624,12.248718
17092000,963.3308,12.245422
17188000,963.2775,12.242157
17308000,963.24097,12.238098
17408000,963.1686,12.234863
17500000,963.10114,12.231628
17600000,963.0382,12.228424
17696000,962.9739,12.22525
17788000,962.9122,12.222076
17884000,962.8788,12.218903
18008000,962.7961,12.214966
18100000,962.74054,12.2118225
18196000,962.694,12.208679
18292000,962.6267,12.205566
18388000,962.5818,12.202423
18508000,962.5093,12.198547
18604000,962.44727,12.195435
18700000,962.3977,12.192352
18796000,962.3352,12.1892395
18892000,962.2743,12.186157
18988000,962.2399,12.183105
19108000,962.158,12.17926
19204000,962.1005,12.1762085
19300000,962.05176,12.173187
19396000,961.99084,12.1701355
19492000,961.9401,12.167114
19588000,961.89343,12.164093
19684000,961.8298,12.161072
19804000,961.7743,12.157349
19900000,961.72754,12.154358
19996000,961.65796,12.151398
20092000,961.6206,12.1484375
20188000,961.5519,12.145477
20308000,961.4951,12.141785
20404000,961.45386,12.1388855
20500000,961.4083,12.135956
20596000,961.3513,12.133057
20692000,961.2878,12.130157
20788000,961.22253,12.127258
20908000,961.19257,12.123688
21004000,961.1342,12.120819
21100000,961.0824,12.11795
21200000,961.02545,12.115112
21292000,960.9792,12.112274
21388000,960.92694,12.109436
21508000,960.8521,12.105896
21604000,960.8335,12.103088
21700000,960.7565,12.10025
21796000,960.7249,12.097443
21892000,960.69073,12.094635
21992000,960.61304,12.091827
22108000,960.55426,12.088318
22204000,960.49066,12.085541
22300000,960.4644,12.082733
22396000,960.3985,12.079926
22496000,960.35614,12.077148
22588000,960.2987,12.074341
22708000,960.2542,12.070862
22804000,960.19543,12.068054
22900000,960.14954,12.065277
22996000,960.0939,12.0625
23092000,960.0455,12.059784
23188000,959.9981,12.057159
23308000,959.9501,12.054108
23404000,959.91016,12.05188
23500000,959.8806,12.049835
23596000,959.8365,12.048065
23692000,959.8154,12.046509
23788000,959.7852,12.045166
23888000,959.7727,12.044037
24004000,959.7667,12.042938
24100000,959.74036,12.042236
24196000,959.70905,12.041718
24296000,959.71136,12.04129
24388000,959.70764,12.040924
24484000,959.7038,12.040466
24604000,959.70184,12.039703
24700000,959.66974,12.03894
24796000,959.6733,12.038025
24892000,959.64465,12.036987
24992000,959.6271,12.035828
25108000,959.6041,12.03421
25204000,959.5784,12.032806
25300000,959.52167,12.031311
25396000,959.5118,12.029724
25492000,959.4821,12.028076
25588000,959.44476,12.026337
25708000,959.41644,12.024078
25804000,959.3586,12.022186
25900000,959.3583,12.020264
25996000,959.30756,12.0182495
26092000,959.2749,12.016205
26188000,959.2269,12.014099
26308000,959.20795,12.011383
26404000,959.1528,12.009125
26500000,959.11554,12.006775
26596000,959.05676,12.004364
26692000,959.01544,12.001892
26788000,958.99347,11.999329
26908000,958.91656,11.996094
27008000,958.8806,11.993439
27100000,958.83575,11.990753
27196000,958.7722,11.988007
27292000,958.70984,11.9852295
27388000,958.67285,11.982422
27484000,958.62506,11.979584
27604000,958.54816,11.976013
27700000,958.5126,11.973145
27796000,958.4515,11.970215
27892000,958.41974,11.967285
27988000,958.3583,11.964325
28108000,958.2963,11.960571
28204000,958.251,11.95755
28300000,958.1971,11.954498
28396000,958.11786,11.951416
28492000,958.06335,11.948273
28588000,958.0167,11.945129
28708000,957.93555,11.941101
28804000,957.89764,11.937866
28900000,957.8491,11.934601
28996000,957.7736,11.931274
29092000,957.7077,11.927948
29212000,957.63684,11.923706
29308000,957.5855,11.920319
29408000,957.50543,11.916901
29500000,957.44037,11.913452
29624000,957.3736,11.909149
29716000,957.3033,11.90567
29811999,957.2592,11.902222
29932000,957.1828,11.897888
30028000,957.12695,11.894409
30124000,957.06415,11.890961
30220000,957.0037,11.887512
30339999,956.9374,11.883209
30436000,956.87,11.879761
30532000,956.7803,11.876343
30628000,956.76355,11.872955
30724000,956.6946,11.869598
30844000,956.6056,11.865448
30940000,956.5599,11.862152
31036000,956.4851,11.858887
31132000,956.44196,11.855652
31228000,956.38654,11.8524475
31324000,956.32587,11.849274
31444000,956.27295,11.845367
31540000,956.2192,11.842285
31636000,956.1468,11.839203
31732000,956.0904,11.836182
31828000,956.05597,11.83316
31924000,955.967,11.8302
32020000,955.9212,11.82724
32140000,955.89264,11.823608
32236000,955.8271,11.820709
32332000,955.76483,11.817841
32428000,955.71356,11.814972
32524000,955.6865,11.812134
32644000,955.6081,11.808594
32740000,955.5568,11.805756
32836000,955.5068,11.8029785
32932000,955.4611,11.80011
33028000,955.39435,11.797211
33124000,955.356,11.794189
33220000,955.3037,11.791077
33340000,955.23114,11.787079
33436000,955.18097,11.7838745
33536000,955.12195,11.780609
33628000,955.0549,11.777313
33724000,955.016,11.773987
33844000,954.92596,11.769775
33940000,954.8432,11.766388
34036000,954.7983,11.762939
34132000,954.7746,11.7595215
34228000,954.6926,11.756134
34324000,954.6328,11.752869
34444000,954.55225,11.748993
34540000,954.50867,11.746094
34636000,954.43335,11.743378
34732000,954.40546,11.740906
34828000,954.3658,11.738617
34924000,954.329,11.736572
35044000,954.31006,11.734314
35140000,954.2919,11.732727
35236000,954.2467,11.731384
35332000,954.21765,11.730225
35428000,954.2037,11.729248
35524000,954.20917,11.728485
35644000,954.184,11.727783
35740000,954.16974,11.7274475
35836000,954.1928,11.727264
35932000,954.18677,11.727264
36028000,954.17456,11.727417
36124000,954.19366,11.727692
36220000,954.19476,11.728119
36340000,954.19653,11.72879
36436000,954.2188,11.729462
36532000,954.23615,11.730225
36628000,954.23505,11.731049
36724000,954.26794,11.731964
36820000,954.27405,11.73291
36944000,954.30054,11.734192
37036000,954.3279,11.73526
37132000,954.3319,11.736359
37228000,954.35583,11.737457
37324000,954.3817,11.738586
37444000,954.3926,11.740021
37540000,954.42804,11.74118
37636000,954.4328,11.742371
37732000,954.4671,11.74353
37828000,954.4705,11.74469
37924000,954.4899,11.745819
38020000,954.53516,11.746948
38140000,954.5498,11.748322
38236000,954.5514,11.74939
38332000,954.5702,11.750427
38428000,954.5992,11.751404
38528000,954.59863,11.752319
38644000,954.6354,11.753418
38740000,954.666,11.754211
38840000,954.67004,11.754944
38932000,954.6824,11.755615
39028000,954.69336,11.756226
39124000,954.7052,11.756744
39244000,954.7177,11.757294
39340000,954.7104,11.75769
