timestamp,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature
7996000,-0.15905681,-0.15905681,12.404602
9000000,233.84047,233.84047,12.40448
9984000,333.8469,333.8469,12.398682
10992000,319.52194,319.52194,12.371674
11980000,293.61066,293.61066,12.33078
12984000,271.89194,271.89194,12.295746
13992000,272.44495,272.44495,12.269531
15000000,282.77872,282.77872,12.248291
15984000,283.83292,283.83292,12.234558
16992000,272.99786,272.99786,12.212067
18000000,255.88441,255.88441,12.173981
18984000,232.48349,232.48349,12.124359
19996000,210.76324,210.76324,12.072723
21000000,151.0263,151.0263,12.03891
21988000,142.7293,142.7293,12.036346
22992000,157.85428,157.85428,12.049622
24000000,169.81128,169.81128,12.063812
24984000,170.72423,170.72423,12.072571
25992000,166.56802,166.56802,12.077576
27000000,168.45738,168.45738,12.0824585
27984000,170.68117,170.68117,12.087219
28992000,170.24263,170.24263,12.089233
29999999,165.63092,165.63092,12.087616
30984000,157.15683,157.15683,12.084351
31992000,152.91238,152.91238,12.081604
33000000,162.59743,162.59743,12.080505
33984000,214.37822,214.37822,12.0660095
34992000,210.53123,210.53123,12.027985
36000000,189.66704,189.66704,11.980225
36984000,165.31947,165.31947,11.927765
37992000,164.29654,164.29654,11.883392
39000000,174.22997,174.22997,11.854095
39984000,182.44331,182.44331,11.831146
40992000,183.32616,183.32616,11.805389
42000000,176.23007,176.23007,11.774292
42984000,160.6584,160.6584,11.739563
43992000,110.51649,110.51649,11.717255
45000000,108.321724,108.321724,11.72168
45984000,119.3971,119.3971,11.735626
46992000,128.07027,128.07027,11.748047
48000000,128.47113,128.47113,11.752411
48984000,121.861626,121.861626,11.746765
49992000,122.6004,122.6004,11.742035
51000000,125.88383,125.88383,11.742767
51984000,132.15857,132.15857,11.746582
52992000,139.63283,139.63283,11.75119
54000000,145.603,145.603,11.754578
54984000,147.75883,147.75883,11.756073
55992000,145.85068,145.85068,11.756165
57000000,141.4273,141.4273,11.755524
57984000,140.9515,140.9515,11.75473
58992000,170.12749,170.12749,11.754211
60000000,174.78275,174.78275,11.743744
61008000,147.42567,147.42567,11.736206
61996000,153.49887,153.49887,11.749207
63000000,176.69495,176.69495,11.773499
64008000,195.28871,195.28871,11.799957
64992000,210.85753,210.85753,11.823456
66000000,217.86266,217.86266,11.844696
67008000,227.01031,227.01031,11.864868
67992000,231.48846,231.48846,11.884033
69000000,231.5041,231.5041,11.903656
70008000,245.78111,245.78111,11.928375
70992000,245.5611,245.5611,11.951569
72000000,227.25354,227.25354,11.963593
73008000,215.64166,215.64166,11.977692
73992000,216.16621,216.16621,12.000793
75000000,230.73302,230.73302,12.0329895
76008000,227.23386,227.23386,12.060181
76992000,196.6227,196.6227,12.064545
78000000,178.70105,178.70105,12.065765
79008000,176.54797,176.54797,12.073151
79992000,183.14143,183.14143,12.083496
81000000,190.09058,190.09058,12.092529
82008000,188.06029,188.06029,12.096771
82992000,177.51903,177.51903,12.095032
84000000,172.29874,172.29874,12.091309
85008000,177.67358,177.67358,12.090637
85992000,186.8227,186.8227,12.094727
87000000,193.70033,193.70033,12.103424
88008000,205.18933,205.18933,12.113281
88992000,215.22556,215.22556,12.122223
90000000,215.08281,215.08281,12.1302185
91008000,205.50606,205.50606,12.134125
91992000,188.76984,188.76984,12.128113
93000000,166.73886,166.73886,12.112366
94008000,151.25359,151.25359,12.095367
94992000,133.9171,133.9171,12.082062
96000000,122.08434,122.08434,12.071259
97008000,113.94736,113.94736,12.062317
97992000,112.313965,112.313965,12.0581665
99000000,116.388535,116.388535,12.058685
99984000,122.43211,122.43211,12.060547
100992000,126.748405,126.748405,12.062012
102000000,132.78514,132.78514,12.06308
103008000,144.50078,144.50078,12.065521
103992000,156.89275,156.89275,12.070618
105000000,168.15695,168.15695,12.078949
106008000,176.93054,176.93054,12.089569
106992000,183.30663,183.30663,12.099487
108000000,193.97011,193.97011,12.1076355
109008000,196.47849,196.47849,12.11441
109992000,187.29332,187.29332,12.118439
111000000,172.41339,172.41339,12.114777
112008000,151.66019,151.66019,12.1015625
112992000,135.639,135.639,12.086578
114000000,120.46107,120.46107,12.07489
115008000,118.77304,118.77304,12.069916
115992000,131.12239,131.12239,12.073151
117000000,133.9231,133.9231,12.076294
118008000,132.66626,132.66626,12.075439
118992000,136.03796,136.03796,12.07486
120000000,144.38528,144.38528,12.07843
121008000,155.98965,155.98965,12.083618
121992000,158.33215,158.33215,12.086365
123000000,157.14354,157.14354,12.086304
124008000,153.37021,153.37021,12.084656
124992000,154.79456,154.79456,12.082764
125999999,148.4419,148.4419,12.080963
127008000,144.62021,144.62021,12.07843
127992000,138.65204,138.65204,12.075958
128999999,134.2579,134.2579,12.073273
130008000,129.62671,129.62671,12.069733
130992000,131.06657,131.06657,12.067657
132000000,132.08986,132.08986,12.066803
133008000,133.7849,133.7849,12.066071
133996000,135.07736,135.07736,12.067474
135000000,139.53217,139.53217,12.071899
136008000,142.86081,142.86081,12.077423
136992000,139.5452,139.5452,12.081665
138000000,128.26703,128.26703,12.080536
139008000,118.35999,118.35999,12.075012
139996000,113.23175,113.23175,12.070404
141000000,110.93825,110.93825,12.068817
141984000,112.6168,112.6168,12.069794
142992000,93.565384,93.565384,12.070984
144000000,89.37036,89.37036,12.075287
145008000,90.15706,90.15706,12.082642
145992000,92.84463,92.84463,12.088898
147000000,89.79762,89.79762,12.091705
148008000,88.15053,88.15053,12.091583
148992000,82.30976,82.30976,12.090454
150000000,79.71219,79.71219,12.089691
151008000,79.920906,79.920906,12.089508
151996000,80.39256,80.39256,12.089447
153000000,79.76701,79.76701,12.089172
154008000,77.53224,77.53224,12.088593
154996000,76.56417,76.56417,12.087891
156000000,76.02633,76.02633,12.087158
157008000,75.78257,75.78257,12.086395
157996000,71.90135,71.90135,12.085724
159000000,72.7281,72.7281,12.085144
160008000,72.29752,72.29752,12.084595
160992000,70.394066,70.394066,12.084045
162004000,68.07181,68.07181,12.083588
162984000,64.99993,64.99993,12.083282
163992000,57.775997,57.775997,12.089661
165000000,71.22033,71.22033,12.106781
166008000,85.60189,85.60189,12.128082
166992000,76.63818,76.63818,12.141052
168000000,63.538044,63.538044,12.145447
169008000,61.339294,61.339294,12.151123
169992000,64.3826,64.3826,12.160309
171000000,68.43406,68.43406,12.172943
172008000,72.80395,72.80395,12.185272
172992000,70.31436,70.31436,12.19397
